Mouse gene name,Gene name
,LINC02196
,OMD
,U6
,BEND3P2
,PRSS47P
,
,
,
,
,IARS1
Ndst3,NDST3
,
,EMC3-AS1
,
,MIR5787
,Y_RNA
Gm25253,RNU6-1181P
,RNF7P1
,
,
,RPS8P5
,NUP153-AS1
,
,RNU6-108P
,
,RNU6-483P
,
,
,RNU6ATAC26P
,
,MIR564
,
,
,
,RPL12P44
,
,RNU5B-3P
,
,IQSEC3-AS2
,
Tgm4,TGM4
,
,
,
,
,
,
,
,
,
Dnai1,DNAI1
,
,
,LINC02406
,
,
,
,
,
,LINC01553
,
,
,HLA-DRA
,
,
,
,
,AQP5-AS1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,RPL15P4
,
Cdh23,CDH23
Plk4,PLK4
,
,
,COL11A2
,
,
,CAPS2-AS1
,
,
Ube2r2,UBE2R2
,
,
,
,
,
,
,
,
,
,
Ang6,ANG
Ang,ANG
Ang5,ANG
Ang2,ANG
Ang4,ANG
,
,
,
,
,
Foxd2,FOXD2
,CCND2-AS1
,MIR670HG
Ddost,DDOST
,GOLGA6L17P
,HCG11
Pakap,PALM2AKAP2
,
,
,
,
,
,
,ACSS3-AS1
,
,
,
,
,
,
,
,
,
,SIGLEC17P
,
,
Pla2g2f,PLA2G2F
,
,
,
Sstr1,SSTR1
Atp2b2,ATP2B2
,LINC00941
,
Rxfp4,RXFP4
,
,
,
,
,MIR3651
,SNORA84
,
,
,
L3hypdh,L3HYPDH
,SBF1P2
,NOL8
,
,
Gm24871,RNU5E-4P
,
,LMNTD2-AS1
,
,Y_RNA
,MIR6729
,RN7SL649P
,
,LINC01872
,
Tnfrsf8,TNFRSF8
,
,
,
,
,
,
,EHD4-AS1
,
,
,
,
,SOCS2-AS1
,
,PLA2G4E-AS1
,
,
,TTC36-AS1
,
,FBXO38-DT
,LINC02526
L2hgdh,L2HGDH
,LIM2-AS1
,
,
,
,RNU6-94P
,GABPB1-IT1
,ALKBH3-AS1
,GABPB1-AS1
,
,
Gpr20,GPR20
,
Proser3,PROSER3
,
,
,
,MIR194-2HG
,
,
Fbxo32,FBXO32
,
,
Afm,AFM
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,MIR4712
,
,
,
,
,LINC02412
,
,
,CENPP
,
,
,
,RNU6-777P
,RPL23AP89
,
,
,
,
,
,MIR7846
,
,MIR4632
,Y_RNA
,
,
,
,
,
,
,LINC01023
,
,
,ZSWIM4
,
,
,
,
,
Lzts3,LZTS3
Rbbp4,RBBP4
,KCTD21-AS1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,ECM2
,
,
,
,
,
Emc2,EMC2
,
Galnt16,GALNT16
,
,
,
,
,
,
,MGC15885
,
,
,RN7SL619P
,
,MIR23AHG
,
,
,BMAL2-AS1
,
,MIR24-2
,LINC02413
,MIR27A
,MIR23A
,NANOS3
Ttll11,TTLL11
,LST1
,
,
,
,
,BBOX1-AS1
,
,MIR4670
,
,
,
,
,LINC01013
,
,MIR181C
,MIR181D
,
,ASPN
,BRME1
,LINC02142
,
,LINC02378
,TPM1-AS
,
,
,
,
,
,
,LINC02882
,
,
,
,
,CELF6-AS1
,LINC02873
,HEXA-AS1
,TMEM202-AS1
,
,
,TEX14BP
,
,
Cthrc1,CTHRC1
,
,PSD2-AS1
,
,
,CDH23-AS1
,
,
,
,
Astn2,ASTN2
,CC2D1A
,
,
,
,
,
,
Ism2,ISM2
,LINC02148
,LINC02997
,
,
,
,
,
Colec10,COLEC10
,DNAJC9-AS1
,LINC02749
,
,
,
,
,GOLGA6L6
Ldb2,LDB2
,MPHOSPH10P4
,GOLGA8CP
,LINC02748
,
,
,
,
,RN7SL759P
,SPATA31E2P
,C10orf55
,
,
,IGHV1OR15-6
,NBEAP1
,
,
,
,
,
Usp29,USP29
,LINC02713
,HSPB8-AS1
,LINC02249
Slc39a9,SLC39A9
,
,
Necab1,NECAB1
,MIR5187
,RRM2P2
,
,
Gm56008,RNU6-481P
,TIMM9P1
,
,RPSAP6
,
,RAB5CP1
,
,
,
,RN7SL261P
,
,
,
,PODNL1
Trmt2a,TRMT2A
,
,LINC02123
,ZIM3
,MRPL35P3
,
Mogs,MOGS
,Y_RNA
,ATP2B2-IT1
,
,NDUFA8P1
Gja8,GJA8
,POLR3DP1
,ATP2B2-IT2
Med12,MED12
,
,
,FAM32CP
,
,RNU1-129P
,
,
,COL11A2P1
,RNVU1-7
,ABHD17AP1
,VENTXP7
,
,
,DDX39B-AS1
,ZNF385D-AS1
,
Gm22140,RNU6-1211P
Me2,ME2
Gm26111,RNU6-809P
,DPPA3P8
,ENTPD1-AS1
,Y_RNA
,SFTA2
Tmco2,TMCO2
,
,ZNF385D-AS2
,DUXA
,COL6A4P1
,
,LINC02242
,
,
Itch,ITCH
,
,
,
,RPL21P20
,BTNL2
,
,
,
,
,
,ZFP69B-DT
Cep97,CEP97
,
,
,
Adamdec1,ADAMDEC1
,
,ZNF264
,
,
,
,PURPL
,
Aunip,AUNIP
,
,
,
,
,MIR34BHG
,
,
,
,
,ATP6V1G2
,
,
Plppr1,PLPPR1
,
,Y_RNA
,SNRPFP2
,
Gm24840,RNU2-53P
,MIR3917
,RNU6-369P
,MIR5584
Fmn1,FMN1
,
Tmem53,TMEM53
,
,ZNF805
,
,
,
,MSH5-SAPCD1
,
,
,
,ZNF460-AS1
,
,DCAF15
,
,DDN-AS1
,
,GMDS-DT
,HNF1A-AS1
,
,PSMA2P3
,
,RPL39P14
,
,LNC-WAL
Snord70,SNORD70
Gm54847,SNORD70
,
Gm26293,SNORD70B
Snord55,SNORD55
Gm26287,SNORD11B
Cdkn2aip,CDKN2AIP
,
Gm26330,SNORD46
Snord11,SNORD11
Snord38a,SNORD38A
,RN7SL753P
,SNORD38B
,PIMREGP1
Gm23615,SNORD38B
Zfy2,ZNF304
Zfy1,ZNF304
,RPS15AP11
,
,RNU5E-6P
,RN7SL40P
,
,RNA5SP47
,CCNB1IP1P1
Btbd7,BTBD7
,PPIAP35
,
,MRPS17P1
Bmpr2,BMPR2
,RPL21P39
,OSTCP5
,
,RFX1
,
,
,
Tas1r1,TAS1R1
,LINC00882
,
,
,TRAPPC2B
,
,
Galnt7,GALNT7
,
,ARL14EP-DT
Ntrk2,NTRK2
,
Nat2,NAT2
Nat3,NAT2
Nat1,NAT2
,LINC02450
,
,KIRREL3-AS4
Zfy2,ZNF548
Zfy1,ZNF548
,
,
,
,LINC02711
,
Ptdss1,PTDSS1
,
,ZBTB40-IT1
,
,
Epha8,EPHA8
,
,
,
,HNRNPA1P71
,RLN3
,
,
,
,
,
,TMCO5B
,
,LINC02751
,RYR3-DT
,
,
,IL27RA
,CEP83-DT
,
,
,H3P8
,CD27-AS1
,RPL13AP12
,
,MTCO1P17
,PBX2
,MTCO2P17
,
Hsd17b13,HSD17B13
,MTATP6P17
,ELMO2P1
,MIR6127
,MIR4684
,LGALS8-AS1
,
,
,
,
,MTCO3P17
,RPSAP21
Cc2d2b,CC2D2B
,RPL35P1
,MTND3P17
,MT1HL1
,GOLGA6L1
,
,PALM3
,MTND4LP17
,LINC01194
,
Apol11a,APOL1
Apol9a,APOL1
Apol10a,APOL1
Apol10b,APOL1
Apol11b,APOL1
Apol9b,APOL1
,
,
,SERTAD3-AS1
,MTND4P30
,
Fam181a,FAM181A
,
,MTCO1P54
,
,
,
,RNU6-949P
,MPHOSPH10P5
,CHMP1AP1
Fam117b,FAM117B
,RNU6-424P
,GOLGA8DP
,
,RPEP3
,
,
,RNU6-1245P
,HCG20
,
,EEF1DP1
,
,SCARNA1
,
,MISP3
,
,
,NRM
,
,GOLGA8DP
,PDE4DIPP9
,
,
,MIR3675
,RN7SL106P
,RNU1-5P
,ABCB10P1
,
,
,RNU1-2
,
,MIR4509-1
,
,LINC01019
,
,SPTBN1-AS2
Atp13a2,ATP13A2
,MIR1199
Arf6,ARF6
,
,C19orf67
,
,
,RNU7-81P
,UBE2Q2P1
,
,
,
,
,
,LINC02162
,
Mcts1,MCTS1
,
,RN7SL210P
,
Adra2b,ADRA2B
,
,Y_RNA
,
,SEPTIN7P11
,
,Y_RNA
,
Gm24147,
Gm25697,
Gm24493,
Gm25480,
Gm26494,
,FCF1P3
,
,
Jrk,JRK
,PRKACA
,MTND4P16
,
Aqp12,AQP12A
,MTND4LP3
,RPL21P90
,
,ACSL6-AS1
,MTND3P6
,
,MTCO3P35
Acp4,ACP4
,
,MTATP6P22
,
,
,MTND5P16
Stk32b,STK32B
,LINC01377
,MTND6P6
,
,ZNF70P1
,MTCO1P35
4933411K16Rik,C10orf62
,PSMB9
,MTND1P16
,
Inf2,INF2
,
,
,MTND2P14
Marveld1,MARVELD1
,
,
Gm26011,RNU6-1308P
,
,
,CHD1-DT
,PTPN11P1
,CSP2
,
Ccdc54,CCDC54
,
,
Xirp2,XIRP2
,C19orf48P
Sfrp5,SFRP5
,
,LINC02425
Fgf12,FGF12
,
Nyx,NYX
,GOLGA7B-DT
,
,
,
,
,
,
,
Pmm1,PMM1
,
,LINC00477
,
,
Zfp24,ZNF24
,
,
,
,LINC01949
Haus7,HAUS7
,
,
,
Pinx1,PINX1
,
,
,
,
,
,
Vax1,VAX1
,
,
,
,MDC1-AS1
,
,HTATSF1P1
,ASF1B
,
,C6orf47-AS1
,CSNK2B
,
,
,
,
,MIR3663HG
,
,
,
,
,
,
,
,
,
,MIR3663
,
,LINC02367
,ADGRL1-AS1
,RPL12P26
Kcnk18,KCNK18
,
,GOLGA4-AS1
Xcr1,XCR1
,ADGRL1
Pla2g12a,PLA2G12A
,LINC02702
,
,TMEM277P
,SLC18A2-AS1
Slco4a1,SLCO4A1
,
,YWHAQP10
,
,
,
,
Deptor,DEPTOR
,
Grm7,GRM7
,LINC02727
,
,
,
,
,
Ccl21e,CCL21
Ccl21d,CCL21
Ccl21b,CCL21
Ccl21a,CCL21
Ccl21f,CCL21
,
,
,
,TEX36-AS1
,
,
,
,
,
Slc66a2,SLC66A2
,
,
,
,LINC02919
,
,
,
Bmp2k,BMP2K
,
,
Glipr2,GLIPR2
,
,
,
,
Tex36,TEX36
,
,
,
,
,
,DMXL1-DT
,LINC02470
,
,
,
,
,
,NDST1-AS1
,
,SYNE1-AS1
,
,
,
,LINC01625
Padi1,PADI1
,
,
,
,
,ALDOAP2
,
,
,
,LEUTX
,
,
,
,LINC02198
,
,
,GAGE2A
,
,
,
,
,
,
,
,SBF2-AS1
Nckap5,NCKAP5
Lcn2,LCN2
Dusp9,DUSP9
,
,
,
,
,
,
,
,
Chkb,CHKB
,
Klb,KLB
,LINC01490
Oaz1,OAZ1
Padi3,PADI3
Angpt2,ANGPT2
,RN7SL231P
,
,
,SAMD1
,
,
,
,EDRF1-DT
,
,
,
,
Cfap99,CFAP99
Zcchc12,ZCCHC12
Zcchc18,ZCCHC12
,
,
,
,
,
,LINC02548
,
,
,
,LINC01962
,
,EDRF1-AS1
,
,MIR3972
Fate1,FATE1
,Y_RNA
,
Klkb1,KLKB1
,
,
,
,
,POTEE
Pcmtd2,PCMTD2
Gm25789,SNORD81
Gm25802,SNORD81
,
,
,CICP13
,
Timm8a1,TIMM8A
,
,HLA-DPA3
,GPX5
,
,MRPS36P1
,
,GRM7-AS2
,
,
,
,
Mmp21,MMP21
,RN7SKP296
,
,LINC02013
,RNU6-791P
,
,
,
Surf1,SURF1
,RASSF8-AS1
,GPX6
,NTM-AS2
,CCT6P4
,
Hhipl2,HHIPL2
,
Eif1b,EIF1B
,U6
Cited1,CITED1
,
,
,GP6-AS1
,Y_RNA
,
,
,Metazoa_SRP
,SNORD32B
,
,Metazoa_SRP
,7SK
,Y_RNA
,U6
,
,Y_RNA
,MIR4484
Cndp1,CNDP1
,Y_RNA
,Metazoa_SRP
,
,U6
,
,SNORD117
,SNORD84
,SNORA38
Gm23788,RNU2-42P
,Y_RNA
,LRP4-AS1
Slurp2,LYNX1
,GNG10P1
,5S_rRNA
,Y_RNA
,FANK1-AS1
,SNORD48
,
,SNORD52
,
,U6
,Y_RNA
Gm64043,
,MTCO1P29
,CCHCR1
Gm25369,U8
Gm24208,U8
Gm25369,U8
Gm24208,U8
,MTCO2P29
,
,AKR1C5P
,
,NAP1L1P3
,AKR1C8
,LINC02688
,
,
,
,MIR5682
,
,
,
,
,RNU6-315P
,LINC00604
,
,Y_RNA
,NDUFB1P2
,
,
,
,
,ATP6V1E1P1
,
,
,ATP6V0CP4
,MIR6828
,
Slc7a14,SLC7A14
,RNU6-880P
,
,
Gm25935,U6
,
,
,HAUS4P1
,ARL4AP3
,
,GAPDHP58
,
,
,
,
Hsd3b1,HSD3B1
Hsd3b6,HSD3B1
Hsd3b2,HSD3B1
Hsd3b3,HSD3B1
Hsd3b5,HSD3B1
Hsd3b4,HSD3B1
Hsd3b8,HSD3B1
Hsd3b9,HSD3B1
,EDIL3-DT
,
,
,
,
,LINC02561
,
,
,AKR1C7P
,
,
,
,RPL26P28
,
,
,KRT8P13
,
Ucn3,UCN3
,RNU6-856P
,
,RNU6ATAC16P
,
,
,
,GAPDHP32
Tubal3,TUBAL3
,HSD3BP3
,GAPDHP27
Ogg1,OGG1
,GAPDHP33
,
,LINC00622
,HSD3BP5
,
Rnf224,RNF224
,PFN1P9
,
,NOTCH2P1
Adam30,ADAM30
,
,
,
,
Insrr,INSRR
,
,LINC01841
,
,LINC02551
Thsd7b,THSD7B
Haus6,HAUS6
,
Inpp4b,INPP4B
,
Msra,MSRA
,
,
,
,
,
Slc25a5,SLC25A5
,LINC01842
,
,
,
,MRPL50P4
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,SNRPGP15
,
,
,
,
,
Mrln,MRLN
,RN7SL831P
,
,RPL7P9
,RN7SKP270
,
,NOP53-AS1
,
,
,
,
,
,
,RN7SL574P
,
Selenow,SELENOW
,
,LINC02720
Spag16,SPAG16
,RPS21P1
,MTCYBP14
,MTND6P14
,MTND5P19
,
,LINC02755
,MTND4P10
,MTND4LP21
,MTND3P8
Smpx,SMPX
,MTCO3P46
,
,
,
,MIR6737
,
,
,
,
,
,
,
Cdh19,CDH19
,RNU6-179P
,RPS7P2
,MIR5698
,Y_RNA
,OR13Z1P
,LINC00845
,Y_RNA
,OR13Z2P
,OR13Z3P
,Y_RNA
,
,RN7SL654P
,
,
,
,RPL29P6
,
,Y_RNA
,
,
,
,
,
,
,
,SYT1-AS1
,
,
,
Dclre1a,DCLRE1A
,
,
,RPL13AP10
Tbc1d25,TBC1D25
,
,LINC02408
,
,MRPL57P1
,
,
,KLF16-AS1
,
,
,HSPA6
,
,
Rin2,RIN2
,
,
,RPS23P10
,
,
,
,
,
,
,RPS23P9
,
,
,
,
Prok1,PROK1
,
,
,
,
,
,OSMR-DT
,
,
,
,
,KXD1-AS1
,
,
,
Kcna10,KCNA10
,
,
,Y_RNA
,
,
,NRBF2P3
,
,
,OR11I1P
Or10h28,OR10H4
,
,
,RN7SL148P
,
,
,LINC02546
,MIR555
,CBARP-DT
,
,RNU6-106P
,
,ASH1L-IT1
Spag6l,SPAG6
Spag6,SPAG6
,RNU6-1297P
,POU5F1P4
Csdc2,CSDC2
,
,
,DAP3P1
Kcnk3,KCNK3
,
,
,
,
Sorbs3,SORBS3
,
,
,RN7SKP247
,
,TCF19
,RNU1-114P
Orm2,ORM2
Orm3,ORM2
Orm1,ORM2
Gm26444,RNVU1-17
Gm25679,RNVU1-17
Gm22317,RNVU1-17
Gm24305,RNVU1-17
,RNVU1-23
,RNVU1-18
,FAM91A3P
,
,
,RNU1-143P
,
,
,
,IGKV1OR1-1
,SDHAP4
,
,
,
,
,GLRX2
,LINC02534
,
,
,POU5F1
,MIR922
,
Mtmr1,MTMR1
,EIF4EP3
,
Dhrs2,DHRS2
,
,RPL7L1P8
Socs6,SOCS6
Nrxn1,NRXN1
,
,PLA2G10P1
,
,
,
,EIF3EP4
,C2CD5-AS1
Sec14l4,SEC14L4
,LINC03096
,C9orf85P2
,RAET1K
,
,
,
,
,
,
,
,
,
Iqsec1,IQSEC1
Kcnc4,KCNC4
,
Grin3b,GRIN3B
,
Cst3,CST3
Cst5,CST3
,
,
,
,
,LINC00933
,
,ETNK1-DT
,ANO3-AS1
,
Gm24205,RNU6-2
,
Ss18,SS18
Dnlz,DNLZ
,RIC3-DT
Tlr1,TLR1
Abca7,ABCA7
,ENO1P1
,
,MIR6735
,
,HYI-AS1
Rgs19,RGS19
,
,
,RN7SL657P
,LINC02385
,MRPL20-DT
,
Frem1,FREM1
,ATAD3C
,
,
,LINC01619
,
,
,LINC02114
,
,
,
,
,DISC1FP1
,
,
,
,
,ACTG1P4
,
,AMYP1
,
,RNU4-21P
,
,RNA5SP78
,KIAA1191P3
,
,HMGB1P26
,
,
,CYP2C8
Rnf186,RNF186
,
,
,
Otub2,OTUB2
Pla2g2e,PLA2G2E
,
,ZSCAN2-AS1
Rgs12,RGS12
,
,RN7SL304P
,
,LINC01489
,CHSY3-AS1
,OR2M7
Or14c40,OR14C36
Or14c44,OR14C36
Or14c42,OR14C36
Or14c41,OR14C36
Or14c46,OR14C36
Or14c45,OR14C36
Or14n1,OR14C36
Or14c39,OR14C36
Or14c43,OR14C36
,
Kncn,KNCN
,
,
,
,
,
,
,LINC02373
,
Mok,MOK
,
,
,KRT8P47
,
,TGILR
,RN7SL479P
,OR2T3
Or2t43,OR2T5
Or2t29,OR2T5
Or2t46,OR2T5
Or2t47,OR2T5
Or2t49,OR2T5
Or2t48,OR2T5
,OR2AS2P
,OR2AS1P
,
,
,OR2T34
,Y_RNA
,LINC02109
,
,LCE3B
,
,
,
,
,LCE3A
,
,
,
,PRSS45P
,LCE2D
Alg1,ALG1L2
,
,LCE2B
Pygb,PYGB
,LCE2A
,
Crb2,CRB2
,LINC01564
Pramel61,PRAMEF15
,PRAMEF15
Pramel20,PRAMEF15
,PRAMEF15
,PRAMEF15
,PRAMEF15
Pramel24,PRAMEF15
Pramel30,PRAMEF15
Pramel31,PRAMEF15
,PRAMEF15
,PRAMEF15
Pramel55,PRAMEF15
Pramel56,PRAMEF15
,PRAMEF15
Pramel1,PRAMEF15
Pramel21,PRAMEF15
,PRAMEF15
,PRAMEF15
Pramel22,PRAMEF15
Pramel60,PRAMEF15
Pramel50,PRAMEF15
Gm16367,PRAMEF15
Pramel19,PRAMEF15
Pramel46,PRAMEF15
Pramel51,PRAMEF15
Pramel42,PRAMEF15
Pramel47,PRAMEF15
,PRAMEF15
,PRAMEF15
Pramel35,PRAMEF15
Pramel36,PRAMEF15
Pramel44,PRAMEF15
Oog3,PRAMEF15
Pramel33,PRAMEF15
Pramel43,PRAMEF15
Gm13043,PRAMEF15
Pramel48,PRAMEF15
,PRAMEF15
Pramel4,PRAMEF15
,PRAMEF15
Pramel23,PRAMEF15
Pramel40,PRAMEF15
,PRAMEF15
Pramel38,PRAMEF15
Pramel57,PRAMEF15
Pramel45,PRAMEF15
Pramel14,PRAMEF15
Pramel37,PRAMEF15
Pramel41,PRAMEF15
Gm13057,PRAMEF15
Pramel11,PRAMEF15
Prame62,PRAMEF15
,PRAMEF15
,PRAMEF15
Gm13040,PRAMEF15
Pramel16,PRAMEF15
Pramel7,PRAMEF15
Pramel29,PRAMEF15
Pramel25,PRAMEF15
,PRAMEF15
Pramel34,PRAMEF15
,PRAMEF15
Gm2042,PRAMEF15
,PRAMEF15
Pramel6,PRAMEF15
Pramel54,PRAMEF15
Pramel15,PRAMEF15
C130073F10Rik,PRAMEF15
Pramel53,PRAMEF15
Oog2,PRAMEF15
Pramel5,PRAMEF15
,PRAMEF15
Pramel49,PRAMEF15
Pramel27,PRAMEF15
,PRAMEF15
Pramel12,PRAMEF15
Gm12790,PRAMEF15
Pramel28,PRAMEF15
Oog1,PRAMEF15
Pramel26,PRAMEF15
,PRAMEF15
Oog4,PRAMEF15
Pramel18,PRAMEF15
Pramel17,PRAMEF15
Pramel13,PRAMEF15
,PRAMEF15
Pramel32,PRAMEF15
,
,
,
,
,SNRPB2P1
,LINC02699
,Metazoa_SRP
,EGLN1P1
,
Fhit,FHIT
Tmco5,TMCO5A
,
,
,
,
,
,LINC02734
,
,
,
,
,
Pramel61,PRAMEF14
,PRAMEF14
Pramel20,PRAMEF14
,PRAMEF14
,PRAMEF14
,PRAMEF14
Pramel24,PRAMEF14
Pramel30,PRAMEF14
Pramel31,PRAMEF14
,PRAMEF14
,PRAMEF14
Pramel55,PRAMEF14
Pramel56,PRAMEF14
,PRAMEF14
Pramel1,PRAMEF14
Pramel21,PRAMEF14
,PRAMEF14
,PRAMEF14
Pramel22,PRAMEF14
Pramel60,PRAMEF14
Pramel50,PRAMEF14
Gm16367,PRAMEF14
Pramel19,PRAMEF14
Pramel46,PRAMEF14
Pramel51,PRAMEF14
Pramel42,PRAMEF14
Pramel47,PRAMEF14
,PRAMEF14
,PRAMEF14
Pramel35,PRAMEF14
Pramel36,PRAMEF14
Pramel44,PRAMEF14
Oog3,PRAMEF14
Pramel33,PRAMEF14
Pramel43,PRAMEF14
Gm13043,PRAMEF14
Pramel48,PRAMEF14
,PRAMEF14
Pramel4,PRAMEF14
,PRAMEF14
Pramel23,PRAMEF14
Pramel40,PRAMEF14
,PRAMEF14
Pramel38,PRAMEF14
Pramel57,PRAMEF14
Pramel45,PRAMEF14
Pramel14,PRAMEF14
Pramel37,PRAMEF14
Pramel41,PRAMEF14
Gm13057,PRAMEF14
Pramel11,PRAMEF14
Prame62,PRAMEF14
,PRAMEF14
,PRAMEF14
Gm13040,PRAMEF14
Pramel16,PRAMEF14
Pramel7,PRAMEF14
Pramel29,PRAMEF14
Pramel25,PRAMEF14
,PRAMEF14
Pramel34,PRAMEF14
,PRAMEF14
Gm2042,PRAMEF14
,PRAMEF14
Pramel6,PRAMEF14
Pramel54,PRAMEF14
Pramel15,PRAMEF14
C130073F10Rik,PRAMEF14
Pramel53,PRAMEF14
Oog2,PRAMEF14
Pramel5,PRAMEF14
,PRAMEF14
Pramel49,PRAMEF14
Pramel27,PRAMEF14
,PRAMEF14
Pramel12,PRAMEF14
Gm12790,PRAMEF14
Pramel28,PRAMEF14
Oog1,PRAMEF14
Pramel26,PRAMEF14
,PRAMEF14
Oog4,PRAMEF14
Pramel18,PRAMEF14
Pramel17,PRAMEF14
Pramel13,PRAMEF14
,PRAMEF14
Pramel32,PRAMEF14
,
,
,
,LOH12CR2
Xpnpep3,XPNPEP3
,
,LINC01020
,
,
,
,
Pramel61,PRAMEF17
,PRAMEF17
Pramel20,PRAMEF17
,PRAMEF17
,PRAMEF17
,PRAMEF17
Pramel24,PRAMEF17
Pramel30,PRAMEF17
Pramel31,PRAMEF17
,PRAMEF17
,PRAMEF17
Pramel55,PRAMEF17
Pramel56,PRAMEF17
,PRAMEF17
Pramel1,PRAMEF17
Pramel21,PRAMEF17
,PRAMEF17
,PRAMEF17
Pramel22,PRAMEF17
Pramel60,PRAMEF17
Pramel50,PRAMEF17
Gm16367,PRAMEF17
Pramel19,PRAMEF17
Pramel46,PRAMEF17
Pramel51,PRAMEF17
Pramel42,PRAMEF17
Pramel47,PRAMEF17
,PRAMEF17
,PRAMEF17
Pramel35,PRAMEF17
Pramel36,PRAMEF17
Pramel44,PRAMEF17
Oog3,PRAMEF17
Pramel33,PRAMEF17
Pramel43,PRAMEF17
Gm13043,PRAMEF17
Pramel48,PRAMEF17
,PRAMEF17
Pramel4,PRAMEF17
,PRAMEF17
Pramel23,PRAMEF17
Pramel40,PRAMEF17
,PRAMEF17
Pramel38,PRAMEF17
Pramel57,PRAMEF17
Pramel45,PRAMEF17
Pramel14,PRAMEF17
Pramel37,PRAMEF17
Pramel41,PRAMEF17
Gm13057,PRAMEF17
Pramel11,PRAMEF17
Prame62,PRAMEF17
,PRAMEF17
,PRAMEF17
Gm13040,PRAMEF17
Pramel16,PRAMEF17
Pramel7,PRAMEF17
Pramel29,PRAMEF17
Pramel25,PRAMEF17
,PRAMEF17
Pramel34,PRAMEF17
,PRAMEF17
Gm2042,PRAMEF17
,PRAMEF17
Pramel6,PRAMEF17
Pramel54,PRAMEF17
Pramel15,PRAMEF17
C130073F10Rik,PRAMEF17
Pramel53,PRAMEF17
Oog2,PRAMEF17
Pramel5,PRAMEF17
,PRAMEF17
Pramel49,PRAMEF17
Pramel27,PRAMEF17
,PRAMEF17
Pramel12,PRAMEF17
Gm12790,PRAMEF17
Pramel28,PRAMEF17
Oog1,PRAMEF17
Pramel26,PRAMEF17
,PRAMEF17
Oog4,PRAMEF17
Pramel18,PRAMEF17
Pramel17,PRAMEF17
Pramel13,PRAMEF17
,PRAMEF17
Pramel32,PRAMEF17
,
,
,
,MIR1470
,
,
,MTERF1P1
,MIR548BB
,
,PPIAP70
,
,TMED2P1
,
,
,CYP4F23P
,PPIAP71
,U3
,
,FCRL4P1
,GAPDHP46
,
,RRBP1P2
,
,RANP7
,PRKAR1AP1
,SALL4P5
,
,
,RPL24P7
,Y_RNA
,
,
,C11orf98P3
,
Gm25898,RNU6-922P
,RNU6-788P
Fndc10,FNDC10
,ARL4AP4
,LINC00691
Aif1l,AIF1L
,
,LINC02455
,
,NPM1P23
,
,
,
,Y_RNA
,RNA5SP135
,
,MIR3136
Cd200r1,CD200R1L
Cd200r2,CD200R1L
Cd200r4,CD200R1L
Cd200r3,CD200R1L
,
,HMGN1P5
,
,GRAMD1A-AS1
,
,CD1C
,HPN-AS1
,
,
,VHRT
,
,
,
,
,
,
,
,
,PPP4R2
,
,LINC02712
,
,OR10T2
,
,OR10T1P
,EI24P2
,OR10R3P
,OR10R1P
,
,HSP90AA3P
,
,
,Y_RNA
,
,RNA5SP53
,
,
,Y_RNA
Il24,IL24
,NINJ2-AS1
,
Calml4,CALML4
,
,
,
,
Trappc2,TRAPPC2
,
,
,
,
,
,
,LINC01404
,
,
,EBLN2
,RNU6-557P
,
,RNU2-64P
,GPATCH11P1
,
,RNU6-1270P
,
,
,
,
Susd5,SUSD5
,
,
,
Chrna7,CHRFAM7A
,
,
,
,
,
,
A1cf,A1CF
Gda,GDA
,
,
,
Izumo4,IZUMO4
,
,
,
,MYG1-AS1
,
,
Ggt1,GGT1
,
,
,
,
,TMEM263-DT
,
,
,RNU7-110P
,
,LINC02471
,
,RNA5SP128
,CARMN
,LINC03066
,
Manf,MANF
,
,
,
,LINC02685
,
,LRRK2-DT
,
Mtss1,MTSS1
,
,
,
,
Rbm15b,RBM15B
,LINC02555
Efcab12,EFCAB12
,
,
,LIRIL2R
,RPL13AP8
Fstl5,FSTL5
,CACNA1C-IT3
Fcamr,FCAMR
,
,
,
,
,
,LINC01621
,DENND5B-AS1
,
,
Plcxd2,PLCXD2
,
,
,
,
,
,
,
,
Slc30a4,SLC30A4
,
,
,
,
,
,PNCRNA-D
,RNU7-73P
,RPL21P135
,
,
,
,
,
,
,
,
,
,FLJ42393
,
Mir28a,MIR28
Hccs,HCCS
,ENOPH1P1
,
,RPL35AP10
,CDK2AP1P1
,RPL34P9
,NELL1-AS1
,LINC02414
Sst,SST
Prmt6,PRMT6
,
,
,NDUFA4P1
Cd52,CD52
,
Bcl6,BCL6
,
,
,
,
,
,
,
Rhoj,RHOJ
Man2a2,MAN2A2
,RN7SL788P
,
,
,
,
,
,PDCL3P6
,
,
,
,MYT1L-AS1
,
,DNAJC19P7
,
,
,
,
,ANAPC10P1
,
,NT5DC4
,
,
,
,
,
,DHCR7-DT
,GUCY2C-AS1
,
,
,
,
Mixl1,MIXL1
,
,
,
,
,
,
,
,
Gtf3c4,GTF3C4
,
Gm23758,SNORA72
Gm23960,SNORA72
,MIR320B2
,
Prss12,PRSS12
,
,MIR7975
,RNU6-1008P
,
,MIR4742
,AKR1B1P1
,
,DNAJB6P6
,OXCT2P1
Gm23974,SNORA55
