Barcode	CellName	Sample	Tissue	Platform	raw.nUMI	raw.nGene	filter.nUMI	filter.nGene	ribo.per	raw.nCD	raw.nTF	raw.nCyt	raw.nLR	Global_Cluster	Sub_Cluster	Sub_ClusterID	Global_tSNE_1	Global_tSNE_2	Sub_tSNE_1	Sub_tSNE_2	integrated.Global_tSNE_1	integrated.Global_tSNE_2
NP5-57-20170720	N_N_P0720_04472	P0720	N	Smart-seq2	647555.7421	3550	366774.431	3091	0.003136919	60	187	16	135	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.604937851	29.14713348	-5.949769151	7.158292045	29.25322373	-20.7255198
NP5-71-20170720	N_N_P0720_04473	P0720	N	Smart-seq2	763735.3803	3080	653083.4948	2886	0.016085599	55	157	27	169	Fibroblast	hF02_CAF-FAP	hF02	-28.12836471	32.99439256	-28.83877101	1.727806297	32.34168828	-11.15442854
NP5-73-20170720	N_N_P0720_04474	P0720	N	Smart-seq2	532494.4563	4774	452102.8737	4138	0.013031898	78	268	27	226	Fibroblast	hF02_CAF-FAP	hF02	-29.15102494	35.13826134	-28.18498944	2.725738849	32.30535927	-11.15010205
NP5-74-20170720	N_N_P0720_04475	P0720	N	Smart-seq2	507297.4293	4033	472019.8049	3525	0.010383794	67	223	23	193	Fibroblast	hF02_CAF-FAP	hF02	-29.66122913	35.31092937	-27.98649198	2.57847333	32.29283338	-11.14933189
NP5-76-20170720	N_N_P0720_04476	P0720	N	Smart-seq2	627967.9242	2670	338612.2719	2361	0.001408493	54	141	20	120	Epithelial cell	hE04_Goblet-REG4	hE04	-5.000480895	28.87872022	-5.788158349	2.206728437	28.61943776	-19.10011525
NP5-84-20170720	N_N_P0720_04478	P0720	N	Smart-seq2	477748.045	3853	323302.82	3281	0.01510031	69	223	26	155	Epithelial cell	hE03_Goblet-SPINK4	hE03	-1.665750598	34.48701386	0.012044488	3.8844986	28.2866546	-20.42189181
NP5-86-20170720	N_N_P0720_04479	P0720	N	Smart-seq2	427296.9581	5579	335890.2259	4959	0.02474903	78	287	26	195	Epithelial cell	hE03_Goblet-SPINK4	hE03	0.144402449	43.17848392	18.74359615	-4.515242716	28.01202965	-20.51576977
NP5-90-20170720	N_N_P0720_04480	P0720	N	Smart-seq2	535619.9763	4411	352785.7509	3880	0.005202778	64	227	20	168	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.777619261	31.85924485	-4.135939253	6.864503394	28.74890587	-20.69721768
NP5-98-20170720	N_N_P0720_04482	P0720	N	Smart-seq2	602247.8091	1401	196363.185	1260	0.001795289	28	73	16	82	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-13.25856475	31.39849681	0.48360858	15.9834927	30.10129004	-19.07856392
TP8-100-20170720	P_T_P0720_04483	P0720	T	Smart-seq2	749669.0054	3960	677513.5703	3487	0.040660617	78	205	28	136	B cell	hB04_FollicularB-MS4A1	hB04	-38.28628345	-18.30402646	2.223690773	18.09800654	31.50002947	-2.174064944
TP8-101-20170720	P_T_P0720_04484	P0720	T	Smart-seq2	553231.5505	3393	158282.955	3065	0.003764449	62	167	13	101	B cell	hB01_PlasmaB-IgG	hB01	-23.71066948	-31.90473524	-1.977058159	-21.18440603	-21.1515591	-22.82862081
TP8-10-20170720	P_T_P0720_04485	P0720	T	Smart-seq2	570017.8337	4185	492877.1188	3700	0.031014422	77	240	21	169	Myeloid cell	hM01_Mast-TPSAB1	hM01	-25.77479169	-8.304116655	-15.38234664	18.73379222	-34.47305239	9.550016875
TP8-104-20170720	P_T_P0720_04486	P0720	T	Smart-seq2	656174.7264	3757	213913.1088	3436	0.007144656	72	175	23	125	B cell	hB02_GALTB-IgA	hB02	-24.26522071	-34.68932362	-1.465750416	-13.03192859	-26.07636966	-9.613943368
TP8-105-20170720	P_T_P0720_04487	P0720	T	Smart-seq2	622112.1356	4003	109675.2246	3602	0.004330424	79	208	21	150	B cell	hB01_PlasmaB-IgG	hB01	-23.98589379	-34.98425845	-4.942282953	-22.83326665	-22.30045471	-24.25091716
TP8-106-20170720	P_T_P0720_04488	P0720	T	Smart-seq2	2123991.724	5042	1029871.5	4318	0.011539469	78	264	19	154	B cell	hB02_GALTB-IgA	hB02	-23.36318349	-32.95844593	-1.745309434	0.573108545	-20.99767919	-20.316576
TP8-107-20170720	P_T_P0720_04489	P0720	T	Smart-seq2	680642.6638	5359	250416.5667	4846	0.008048753	96	256	18	161	B cell	hB02_GALTB-IgA	hB02	-24.38448511	-35.56293638	-5.950944788	-15.27079717	-22.64111684	-8.327566018
TP8-109-20170720	P_T_P0720_04490	P0720	T	Smart-seq2	1211991.613	5051	1118114.903	4381	0.020388192	100	244	27	185	CD8 T cell	hT15_CD8-GZMK	hT15	-4.332215496	-21.21986403	-29.14799758	2.399924565	0.946972589	-16.88454122
TP8-110-20170720	P_T_P0720_04491	P0720	T	Smart-seq2	864495.2031	6418	809935.3879	5859	0.016028633	151	313	33	243	Myeloid cell	hM12_TAM-C1QC	hM12	-45.40494359	-1.112839354	13.26057246	8.209854397	-15.53581099	-3.544207804
TP8-111-20170720	P_T_P0720_04492	P0720	T	Smart-seq2	725108.5875	4427	302545.0823	4023	0.01106418	67	207	17	121	B cell	hB02_GALTB-IgA	hB02	-23.51127324	-34.1920997	0.227160815	-11.12506123	-23.44827869	-20.44933759
TP8-11-20170720	P_T_P0720_04493	P0720	T	Smart-seq2	595481.0464	3566	172107.8785	3240	0.009057576	73	176	23	136	B cell	hB02_GALTB-IgA	hB02	-22.83357233	-33.54851019	5.435716341	-15.98664282	-22.23692228	-22.85042799
TP8-112-20170720	P_T_P0720_04494	P0720	T	Smart-seq2	699941.1868	4428	530909.414	3900	0.017525318	110	226	34	214	Myeloid cell	hM05_Mono-CD14	hM05	-37.00600083	6.364126815	23.4645763	15.58205643	-18.40641905	-3.778628029
TP8-113-20170720	P_T_P0720_04495	P0720	T	Smart-seq2	501903.6309	4523	353141.0954	3984	0.015088951	112	242	37	220	Myeloid cell	hM05_Mono-CD14	hM05	-36.87421788	6.371280459	23.47681281	15.58735942	-18.50440803	-3.736494739
TP8-114-20170720	P_T_P0720_04496	P0720	T	Smart-seq2	499534.8413	4550	460926.0755	3969	0.023204747	98	242	28	187	Myeloid cell	hM01_Mast-TPSAB1	hM01	-25.83398823	-7.491006406	-13.91734224	17.26951439	-32.73629159	11.45941171
TP8-117-20170720	P_T_P0720_04497	P0720	T	Smart-seq2	451298.0096	4868	324879.3049	4151	0.006463709	118	262	38	236	Myeloid cell	hM08_Macro-NLRP3	hM08	-32.39541802	4.169460098	15.44647828	-8.880173598	-25.82404993	5.54086294
TP8-1-20170720	P_T_P0720_04498	P0720	T	Smart-seq2	656858.6917	4434	155331.8301	3952	0.014902887	80	226	20	139	B cell	hB02_GALTB-IgA	hB02	-23.16666272	-31.01830501	1.902178961	-0.260102065	-16.78600011	-12.77925273
TP8-121-20170720	P_T_P0720_04499	P0720	T	Smart-seq2	611508.4991	4570	510459.5048	3963	0.039316446	86	260	26	155	B cell	hB04_FollicularB-MS4A1	hB04	-38.77962899	-18.20239259	-0.200998335	17.91737724	29.91318052	7.101414622
TP8-12-20170720	P_T_P0720_04500	P0720	T	Smart-seq2	595978.8749	4233	520803.1261	3770	0.031095272	100	238	34	193	ILC	hI04_ILC3-SLC4A10	hI04	-20.37460659	-19.36012958	7.493113565	17.28829383	-3.938171361	11.67451989
TP8-123-20170720	P_T_P0720_04501	P0720	T	Smart-seq2	600073.4615	5923	551553.4932	5163	0.011212229	148	324	47	261	Myeloid cell	hM12_TAM-C1QC	hM12	-41.39493785	-0.71976991	13.81626993	11.39509314	-17.815647	-2.945560662
TP8-125-20170720	P_T_P0720_04502	P0720	T	Smart-seq2	736106.7417	3487	671461.4349	3033	0.047556767	68	191	20	121	B cell	hB04_FollicularB-MS4A1	hB04	-38.86278027	-18.34346116	1.774324876	24.22531652	32.01929784	10.78965795
TP8-126-20170720	P_T_P0720_04503	P0720	T	Smart-seq2	691912.4942	3149	623114.7869	2797	0.032036791	80	161	23	121	CD8 T cell	hT15_CD8-GZMK	hT15	-4.355514697	-20.48582488	-12.6465969	21.65013226	8.534661676	-28.69621247
TP8-127-20170720	P_T_P0720_04504	P0720	T	Smart-seq2	668123.1065	3877	200955.7502	3550	0.002309362	76	171	23	161	B cell	hB01_PlasmaB-IgG	hB01	-23.82895045	-35.01950757	-7.540300432	-18.8886043	-29.14445543	-10.46112273
TP8-128-20170720	P_T_P0720_04505	P0720	T	Smart-seq2	812669.3734	5141	726558.4014	4503	0.039982666	89	268	20	163	B cell	hB04_FollicularB-MS4A1	hB04	-33.49075919	-18.38529093	0.63355527	21.51486167	25.66590325	9.391981275
TP8-131-20170720	P_T_P0720_04506	P0720	T	Smart-seq2	658544.6877	4938	591811.3192	4353	0.036292719	89	261	22	177	B cell	hB04_FollicularB-MS4A1	hB04	-33.48552326	-18.38802346	0.579671389	21.59038295	25.66827933	9.387013584
TP8-13-20170720	P_T_P0720_04507	P0720	T	Smart-seq2	587793.4093	2986	88554.51741	2732	0.003593183	59	142	18	107	B cell	hB01_PlasmaB-IgG	hB01	-23.13394223	-34.61253497	-3.637275935	-21.84093462	-24.7493202	-20.59420749
TP8-134-20170720	P_T_P0720_04508	P0720	T	Smart-seq2	694085.8082	3274	151267.9242	2996	0.004177416	63	176	18	123	B cell	hB02_GALTB-IgA	hB02	-22.27504167	-33.25516019	1.390580677	-12.86840685	-23.48175072	-21.19411352
TP8-135-20170720	P_T_P0720_04509	P0720	T	Smart-seq2	591098.2849	3541	89952.19661	3249	0.002130155	67	151	17	123	B cell	hB01_PlasmaB-IgG	hB01	-23.9236209	-34.93994375	-4.229231595	-22.16615567	-29.38185865	-10.72922656
TP8-136-20170720	P_T_P0720_04510	P0720	T	Smart-seq2	431683.9464	4771	343690.7501	4151	0.017477019	110	256	31	207	Myeloid cell	hM08_Macro-NLRP3	hM08	-35.63025916	3.354639071	18.43972106	-0.276391325	-22.24979461	-3.654507645
TP8-138-20170720	P_T_P0720_04511	P0720	T	Smart-seq2	487196.9373	3880	304910.2518	3314	0.00591106	68	209	18	145	B cell	hB02_GALTB-IgA	hB02	-15.56233617	-29.2998462	-2.046542434	2.708714627	1.798253606	8.106009082
TP8-139-20170720	P_T_P0720_04512	P0720	T	Smart-seq2	343126.5335	4968	260982.8153	4264	0.006127899	91	273	34	195	Myeloid cell	hM05_Mono-CD14	hM05	-29.76461658	3.007228164	-0.335667598	-4.676499783	-17.61908507	4.554695811
TP8-140-20170720	P_T_P0720_04513	P0720	T	Smart-seq2	533596.2498	2919	497174.4575	2548	0.02407679	65	159	19	116	CD4 T cell	hT11_CD4-CTLA4	hT11	21.62846022	23.30724504	15.68360901	-29.16660445	1.718065493	8.671598179
TP8-141-20170720	P_T_P0720_04514	P0720	T	Smart-seq2	373126.1198	3538	315713.2496	3067	0.021453502	63	214	23	130	Myeloid cell	hM01_Mast-TPSAB1	hM01	-25.53016487	-5.620109198	-12.38829423	20.26213678	-29.03955955	10.60145677
TP8-145-20170720	P_T_P0720_04516	P0720	T	Smart-seq2	418394.3176	4683	317326.6992	4004	0.011874718	104	269	30	204	Myeloid cell	hM08_Macro-NLRP3	hM08	-30.93493729	2.014327492	8.846659336	-8.492010608	-33.53123938	12.58256474
TP8-146-20170720	P_T_P0720_04517	P0720	T	Smart-seq2	319496.1516	4229	248486.177	3628	0.014375369	91	235	24	190	Myeloid cell	hM08_Macro-NLRP3	hM08	-30.89600859	1.988005018	8.826181531	-8.487126468	-33.53347711	12.58577411
TP8-149-20170720	P_T_P0720_04518	P0720	T	Smart-seq2	565515.0305	3822	211327.3862	3437	0.007572474	69	179	19	120	B cell	hB02_GALTB-IgA	hB02	-24.51549217	-34.90097551	-5.308713494	-14.62054187	-21.90245932	-8.179781888
TP8-151-20170720	P_T_P0720_04519	P0720	T	Smart-seq2	542517.2413	3803	190258.0998	3479	0.008694816	67	176	17	110	B cell	hB01_PlasmaB-IgG	hB01	-24.56882161	-35.38591017	-2.641585132	-20.01313531	-33.97372183	-3.218132871
TP8-15-20170720	P_T_P0720_04520	P0720	T	Smart-seq2	687873.3325	4794	495725.5816	4201	0.030640643	110	271	33	207	Myeloid cell	hM03_cDC2-CD1C	hM03	-38.50417865	-3.22172881	10.00615785	14.0430029	-16.44702137	4.147818332
TP8-152-20170720	P_T_P0720_04521	P0720	T	Smart-seq2	668740.6753	3227	258987.2555	2934	0.010673378	54	164	18	119	B cell	hB02_GALTB-IgA	hB02	-23.09680355	-32.87116215	-0.702349838	-8.677273794	-23.16940226	-19.62461068
TP8-154-20170720	P_T_P0720_04522	P0720	T	Smart-seq2	529006.2063	3509	463486.8084	3067	0.054188975	68	202	16	134	B cell	hB04_FollicularB-MS4A1	hB04	-38.50739135	-18.63079431	1.150027568	16.67787273	27.2444854	0.942774543
TP8-156-20170720	P_T_P0720_04523	P0720	T	Smart-seq2	574099.1907	3727	356441.5907	3360	0.01244154	66	196	21	130	B cell	hB02_GALTB-IgA	hB02	-23.13964855	-32.93409203	-2.420009322	-6.949485692	-23.45839745	-19.73537201
TP8-157-20170720	P_T_P0720_04524	P0720	T	Smart-seq2	542193.7629	3476	468031.2983	3028	0.024896606	75	196	14	136	Myeloid cell	hM01_Mast-TPSAB1	hM01	-25.39751945	-5.555802476	-11.07865863	19.37168519	16.21019189	15.06630839
TP8-160-20170720	P_T_P0720_04525	P0720	T	Smart-seq2	386810.7743	4300	291866.9878	3748	0.012074298	98	229	32	211	Myeloid cell	hM08_Macro-NLRP3	hM08	-32.92217405	5.71873778	13.12482608	-5.484995458	-24.62970507	1.119923659
TP8-161-20170720	P_T_P0720_04526	P0720	T	Smart-seq2	423265.207	4316	287747.4873	3755	0.006741031	107	230	30	198	Myeloid cell	hM08_Macro-NLRP3	hM08	-35.42578835	3.46139598	16.72684613	-2.215878344	-23.81189145	-2.776013949
TP8-16-20170720	P_T_P0720_04527	P0720	T	Smart-seq2	568386.2593	3376	280638.4741	3059	0.018939338	67	169	17	116	B cell	hB02_GALTB-IgA	hB02	-22.99868592	-33.52847536	6.729735082	-8.456277977	-22.3738583	-20.15153028
TP8-162-20170720	P_T_P0720_04528	P0720	T	Smart-seq2	402892.8142	4586	289459.9612	4004	0.014693628	108	267	31	209	Myeloid cell	hM08_Macro-NLRP3	hM08	-33.08420106	5.542169391	16.28069736	-9.069005597	-28.10696014	1.707017019
TP8-166-20170720	P_T_P0720_04529	P0720	T	Smart-seq2	545718.4134	3628	321833.1691	3303	0.028412562	71	192	21	129	B cell	hB02_GALTB-IgA	hB02	-23.30176161	-32.92279789	-1.001174665	-7.487949245	-22.34577658	-20.15155007
TP8-171-20170720	P_T_P0720_04530	P0720	T	Smart-seq2	533234.5202	3492	168628.1293	3183	0.006183925	74	158	23	126	B cell	hB02_GALTB-IgA	hB02	-23.74317948	-33.9283308	0.341820764	-19.76096982	-23.01318808	-20.83709342
TP8-17-20170720	P_T_P0720_04531	P0720	T	Smart-seq2	541362.5791	3391	133667.0362	3068	0.0054877	65	173	13	98	B cell	hB02_GALTB-IgA	hB02	-23.88969691	-33.89085228	-1.037331473	-20.43690912	-21.91945355	-8.860412677
TP8-172-20170720	P_T_P0720_04532	P0720	T	Smart-seq2	502446.3864	3283	257602.8483	2918	0.01569118	54	188	20	109	B cell	hB02_GALTB-IgA	hB02	-23.23705775	-32.55384365	-2.853487039	-1.213845665	1.952472643	4.725771328
TP8-174-20170720	P_T_P0720_04533	P0720	T	Smart-seq2	452726.469	3718	172921.4677	3359	0.008213287	77	203	16	122	B cell	hB02_GALTB-IgA	hB02	-23.8675408	-35.13321824	-7.838345153	-10.77053367	9.647511327	0.807450067
TP8-176-20170720	P_T_P0720_04534	P0720	T	Smart-seq2	465801.6985	3245	67172.8075	2969	0.003134731	59	160	17	113	B cell	hB01_PlasmaB-IgG	hB01	-23.78958981	-31.93474756	-2.871948675	-20.80612439	-21.15996614	-14.26143042
TP8-180-20170720	P_T_P0720_04535	P0720	T	Smart-seq2	1186364.231	4623	326702.432	4195	0.005027531	77	223	14	144	B cell	hB02_GALTB-IgA	hB02	-24.55408896	-35.5164637	-1.622162458	-12.36183604	-25.22389329	-8.500142746
TP8-181-20170720	P_T_P0720_04536	P0720	T	Smart-seq2	557613.857	3360	154986.0475	3010	0.009493614	56	178	16	105	B cell	hB02_GALTB-IgA	hB02	-23.76397788	-32.03437969	3.367248477	-11.36871725	-18.62764407	-14.02442131
TP8-18-20170720	P_T_P0720_04537	P0720	T	Smart-seq2	522135.6326	4119	418034.718	3544	0.032709549	85	230	25	145	ILC	hI01_NK-CD16	hI01	-0.087664124	-21.58454037	2.340560783	-0.148042596	-2.612292607	-27.39856578
TP8-184-20170720	P_T_P0720_04538	P0720	T	Smart-seq2	470117.578	3267	163860.2152	2957	0.006338026	66	161	12	117	B cell	hB02_GALTB-IgA	hB02	-23.51733069	-33.31097155	-3.027914873	-18.8812597	-23.15341105	-21.19802283
TP8-185-20170720	P_T_P0720_04539	P0720	T	Smart-seq2	1138390.398	3654	369434.3334	3284	0.006992459	63	181	21	130	B cell	hB02_GALTB-IgA	hB02	-23.86888598	-33.4548347	-2.304381795	-8.0561837	-24.07530822	-17.7131203
TP8-187-20170720	P_T_P0720_04540	P0720	T	Smart-seq2	756821.8828	3586	201446.4854	3239	0.004595672	68	183	14	113	B cell	hB01_PlasmaB-IgG	hB01	-24.14481315	-34.05013737	-0.631715765	-16.74943169	-21.47712714	-24.54886067
TP8-20-20170720	P_T_P0720_04541	P0720	T	Smart-seq2	680284.9435	5332	544966.9703	4620	0.049446449	101	281	25	194	B cell	hB04_FollicularB-MS4A1	hB04	-35.45795741	-14.94480561	2.253384076	12.75765404	26.82236458	10.56168997
TP8-21-20170720	P_T_P0720_04542	P0720	T	Smart-seq2	653668.3323	4977	514457.8094	4363	0.059912659	102	266	27	185	B cell	hB04_FollicularB-MS4A1	hB04	-35.46729306	-14.96811596	2.257738542	12.75605009	26.82959262	10.61362652
TP8-2-20170720	P_T_P0720_04543	P0720	T	Smart-seq2	736318.6346	3167	141191.8859	2845	0.003747111	57	173	15	111	B cell	hB01_PlasmaB-IgG	hB01	-23.72277132	-31.17429019	-7.709599002	-17.14786966	-17.43550877	-12.00649805
TP8-22-20170720	P_T_P0720_04544	P0720	T	Smart-seq2	507176.5916	3520	124225.9863	3241	0.004783674	64	194	12	107	B cell	hB01_PlasmaB-IgG	hB01	-23.35610751	-33.45768298	-1.973967221	-19.98466017	-23.52967476	-20.82230345
TP8-24-20170720	P_T_P0720_04545	P0720	T	Smart-seq2	591409.0929	4046	115546.7851	3691	0.004899268	70	219	13	126	B cell	hB02_GALTB-IgA	hB02	-23.63286098	-31.09348074	-17.16719404	-3.743893023	-22.78194503	-11.12501964
TP8-25-20170720	P_T_P0720_04546	P0720	T	Smart-seq2	621981.1143	4100	553400.9993	3606	0.027666496	86	220	27	152	ILC	hI04_ILC3-SLC4A10	hI04	-20.26849044	-19.14803538	6.062771653	16.16735054	8.370278596	13.86148351
TP8-27-20170720	P_T_P0720_04547	P0720	T	Smart-seq2	602295.983	3245	293129.0082	2830	0.004255281	98	192	26	172	Myeloid cell	hM13_TAM-SPP1	hM13	-32.1706133	3.762150037	17.72963117	-7.943390416	-25.86712932	-0.554921389
TP8-3-20170720	P_T_P0720_04548	P0720	T	Smart-seq2	760918.1101	4025	292369.6311	3659	0.014665477	77	181	27	143	B cell	hB02_GALTB-IgA	hB02	-23.59795396	-34.51908889	-2.160269607	-12.65793136	-28.16963229	-10.00769919
TP8-32-20170720	P_T_P0720_04549	P0720	T	Smart-seq2	468152.5422	3357	290119.6004	2852	0.000837279	86	188	24	165	Myeloid cell	hM08_Macro-NLRP3	hM08	-31.62008424	3.239830571	18.46816729	-9.530189322	-25.79988064	-0.006349917
TP8-33-20170720	P_T_P0720_04550	P0720	T	Smart-seq2	441604.4917	4385	360488.3353	3817	0.008990391	108	261	26	210	Myeloid cell	hM08_Macro-NLRP3	hM08	-33.40772156	5.661251021	13.75653217	-11.81465018	-24.9975284	2.525151693
TP8-35-20170720	P_T_P0720_04551	P0720	T	Smart-seq2	517448.3765	3309	171327.0425	3021	0.009397511	64	166	15	107	B cell	hB02_GALTB-IgA	hB02	-25.04696588	-36.14506012	-5.649969178	-14.3448978	-32.05675883	-3.693803277
TP8-36-20170720	P_T_P0720_04552	P0720	T	Smart-seq2	696691.2798	2959	606579.5404	2599	0.019000844	62	155	19	104	ILC	hI02_NK-GZMK	hI02	-0.757287754	-21.5910019	3.106177675	2.628070924	-5.759773035	-20.54098094
TP8-38-20170720	P_T_P0720_04553	P0720	T	Smart-seq2	709838.7575	3365	628364.0547	3010	0.025873145	75	196	23	134	ILC	hI01_NK-CD16	hI01	5.81448921	-20.67197808	0.52613135	-0.822912987	0.547675733	-17.17068107
TP8-39-20170720	P_T_P0720_04554	P0720	T	Smart-seq2	813063.7303	3584	586786.0585	3255	0.045056094	92	183	27	139	B cell	hB04_FollicularB-MS4A1	hB04	-38.3292795	-14.16591421	4.001080607	12.63829702	26.45285206	11.01176113
TP8-42-20170720	P_T_P0720_04555	P0720	T	Smart-seq2	531490.8489	3477	169747.7375	3176	0.007047892	65	165	21	126	B cell	hB02_GALTB-IgA	hB02	-23.59887225	-33.41261572	3.588558509	-14.46872199	-21.9191422	-8.856329272
TP8-44-20170720	P_T_P0720_04556	P0720	T	Smart-seq2	584969.5813	3660	452163.3707	3299	0.047880355	84	186	29	133	B cell	hB04_FollicularB-MS4A1	hB04	-38.32935638	-14.19491087	4.013517835	12.63032167	26.46322213	10.99718248
TP8-45-20170720	P_T_P0720_04557	P0720	T	Smart-seq2	417368.057	3211	266357.1559	2734	0.003627177	78	174	26	155	Myeloid cell	hM08_Macro-NLRP3	hM08	-32.00989661	3.218279277	19.64756211	-8.673557149	-26.79956898	0.998416332
TP8-47-20170720	P_T_P0720_04558	P0720	T	Smart-seq2	597177.0237	2902	448063.9742	2564	0.053449052	63	164	21	107	B cell	hB04_FollicularB-MS4A1	hB04	-38.54572205	-18.57783756	1.946427176	14.73140453	31.59260389	1.483700447
TP8-48-20170720	P_T_P0720_04559	P0720	T	Smart-seq2	574665.6763	4595	239565.3715	4231	0.018259436	71	194	27	135	B cell	hB02_GALTB-IgA	hB02	-24.90383162	-36.99401297	-5.354564536	-15.23943506	-34.27154242	-1.933979625
TP8-49-20170720	P_T_P0720_04560	P0720	T	Smart-seq2	442271.5986	3481	126426.9294	3180	0.005878826	70	159	24	140	B cell	hB01_PlasmaB-IgG	hB01	-24.0136517	-35.00799019	-5.309573027	-20.14183058	-21.98836507	-8.703839982
TP8-50-20170720	P_T_P0720_04561	P0720	T	Smart-seq2	477298.7432	4067	395547.8845	3587	0.007120129	92	234	22	182	Myeloid cell	hM12_TAM-C1QC	hM12	-26.22298413	3.223650845	12.03753896	6.891411656	-15.63513133	-3.371533174
TP8-52-20170720	P_T_P0720_04562	P0720	T	Smart-seq2	727091.7239	6032	400222.1958	5561	0.014501001	87	261	21	156	B cell	hB02_GALTB-IgA	hB02	-25.0744684	-37.18977404	-15.20617314	-3.429310592	-34.31412231	1.266766987
TP8-53-20170720	P_T_P0720_04563	P0720	T	Smart-seq2	598272.1544	3536	521128.1391	3176	0.017022429	94	179	27	147	ILC	hI02_NK-GZMK	hI02	-0.218145922	-24.17149216	6.642998282	4.895147145	-0.328445679	-13.30656789
TP8-55-20170720	P_T_P0720_04564	P0720	T	Smart-seq2	1726736.847	3672	839507.2627	3272	0.013084641	66	185	23	136	B cell	hB02_GALTB-IgA	hB02	-23.1131495	-33.31953997	-1.418681646	-0.120061412	-19.74311765	-19.14732376
TP8-57-20170720	P_T_P0720_04565	P0720	T	Smart-seq2	539804.9564	4941	434230.8796	4305	0.016533183	122	281	33	218	Myeloid cell	hM12_TAM-C1QC	hM12	-38.38107403	4.97678222	19.84863968	12.74116469	-18.93213936	2.285771166
TP8-61-20170720	P_T_P0720_04566	P0720	T	Smart-seq2	548196.8468	3301	246000.2036	2859	0.00743739	57	181	16	115	B cell	hB02_GALTB-IgA	hB02	-15.55013078	-29.48013843	-1.558639883	0.890921365	-8.86271969	-19.70465091
TP8-62-20170720	P_T_P0720_04567	P0720	T	Smart-seq2	528802.7535	5472	437678.156	4761	0.01771507	126	301	42	247	Myeloid cell	hM13_TAM-SPP1	hM13	-33.77429621	-0.902601327	15.2510218	-2.775114994	-23.63957068	-2.89512421
TP8-63-20170720	P_T_P0720_04568	P0720	T	Smart-seq2	576921.1507	3114	170378.4598	2800	0.00881125	58	162	13	120	B cell	hB02_GALTB-IgA	hB02	-23.90962394	-32.15353325	2.524773139	-4.565512986	-19.76053868	-18.83309707
TP8-64-20170720	P_T_P0720_04569	P0720	T	Smart-seq2	651932.0367	3960	120068.7327	3636	0.003387812	83	192	21	151	B cell	hB01_PlasmaB-IgG	hB01	-24.13251462	-35.19028698	-4.539641877	-22.62835575	-24.2371431	-21.41574489
TP8-65-20170720	P_T_P0720_04570	P0720	T	Smart-seq2	634068.7309	3644	212739.0939	3297	0.010389245	61	194	21	125	B cell	hB02_GALTB-IgA	hB02	-23.35508181	-33.24903421	-0.682108986	-11.48017387	-22.54380232	-18.03539227
TP8-68-20170720	P_T_P0720_04571	P0720	T	Smart-seq2	580445.1468	3558	63587.47459	3293	0.002197895	75	163	23	132	B cell	hB01_PlasmaB-IgG	hB01	-23.64671253	-34.95864725	-4.210811484	-22.50386219	-33.48987817	-4.480531091
TP8-71-20170720	P_T_P0720_04572	P0720	T	Smart-seq2	483200.1931	4778	423429.2065	4168	0.02179015	120	271	38	217	ILC	hI02_NK-GZMK	hI02	-33.75447056	-0.942434088	7.399481932	15.85210797	-23.65647979	-2.871969752
TP8-7-20170720	P_T_P0720_04573	P0720	T	Smart-seq2	637465.9662	3676	338939.8186	3328	0.016960025	77	201	20	130	B cell	hB02_GALTB-IgA	hB02	-23.27992994	-35.16343361	-8.669974864	-5.844014874	-22.32930689	-9.074701667
TP8-72-20170720	P_T_P0720_04574	P0720	T	Smart-seq2	617885.3307	2790	537826.8498	2472	0.021840226	64	141	17	112	ILC	hI01_NK-CD16	hI01	14.79723956	-30.23993545	-1.57118222	-0.223856715	0.738805316	-17.11080441
TP8-75-20170720	P_T_P0720_04575	P0720	T	Smart-seq2	437564.1618	3341	358989.6084	2930	0.033987359	71	182	24	132	Myeloid cell	hM01_Mast-TPSAB1	hM01	-25.4540221	-5.585036959	-11.66434471	20.59733863	-30.65350638	8.921850659
TP8-79-20170720	P_T_P0720_04577	P0720	T	Smart-seq2	642819.7759	3388	560548.8079	3010	0.036104228	69	170	25	144	B cell	hB04_FollicularB-MS4A1	hB04	-38.61353098	-20.40235727	2.767232259	14.7481583	20.73832638	18.83296264
TP8-80-20170720	P_T_P0720_04578	P0720	T	Smart-seq2	633272.6229	3433	175996.9179	3164	0.004929204	54	172	20	107	B cell	hB02_GALTB-IgA	hB02	-23.17015413	-32.92402247	3.919917558	-14.28257631	-22.25161271	-21.86401693
TP8-8-20170720	P_T_P0720_04579	P0720	T	Smart-seq2	484039.8629	3694	186632.0334	3222	0.004224507	94	208	28	169	Myeloid cell	hM08_Macro-NLRP3	hM08	-31.801379	3.493854747	15.4297354	-14.00338368	-26.54704076	5.019404323
TP8-82-20170720	P_T_P0720_04580	P0720	T	Smart-seq2	684341.5919	4249	183781.255	3894	0.006415232	83	195	18	141	B cell	hB01_PlasmaB-IgG	hB01	-24.24353959	-35.55286886	-5.233725744	-20.14328184	-25.03387561	-8.861575186
TP8-84-20170720	P_T_P0720_04581	P0720	T	Smart-seq2	398701.3592	3983	328575.1909	3396	0.005466854	88	225	31	191	Myeloid cell	hM08_Macro-NLRP3	hM08	-32.00333841	3.836681066	18.46184684	-9.453239286	-25.97883252	0.413095233
