uid	pubdate	authors	title	fulljournalname	elocationid
40932352	2025 Sep 11	Balasubramanian A, Marceaux C, Kanwal S, Tarasova I, Batey D, Senko C, Asadi K, Yokote K, Palmer J, Christie M, Gunjur A, Arulananda S, Parakh S, Adams D, Phipson B, Grimmond S, Cebon J, Asselin-Labat ML, John T	Effect of CVA21, an Oncolytic Virus, in combination with Pembrolizumab on immunogenicity and the tumour microenvironment in advanced NSCLC: a phase I/II trial.	Clinical cancer research : an official journal of the American Association for Cancer Research	doi: 10.1158/1078-0432.CCR-25-1449
40932107	2025 Sep	Wang K, Shen Y, Hu C, Xu F, Wang Q, Gao Y, Zhou L	Population Pharmacokinetics and Exposure-Response Analysis of Serplulimab in Small Cell Lung Cancer Patients.	Clinical and translational science	doi: 10.1111/cts.70322
40932092	2025 Sep 11	Cao J, Yu Y, Han K, Wang B, Ma B, Zhang L, Sun B, Li Y, Li J, Ma Y, Zhi J, Zhao J, Wang W	Persistent Membrane-Anchored Oligomeric Peptides with Nanopore Formation for Targeted Immune Modulation.	Angewandte Chemie (International ed. in English)	doi: 10.1002/anie.202507700
40931833	2025 Sep 11	Chen Y, Tang D	New strategies to enhance the efficacy of PD-1/PD-L1 inhibitors in treating microsatellite stable colorectal cancer.	Future oncology (London, England)	doi: 10.1080/14796694.2025.2558287
40931559	2025 Sep 12	Zou Y, Zhang L, Yang P, Yu G, Sun D	Clinicopathological Features of Non-HPV-associated Common Differentiated Penile Squamous Cell Carcinoma: A Study of 55 Patients.	Applied immunohistochemistry & molecular morphology : AIMM	doi: 10.1097/PAI.0000000000001279
40931505	2025 Sep 8	Pérez-Osorio IN, Hernández-Aceves JA, Espinosa-Cerón JA, Saavedra R, Fragoso G, Sciutto E	Neuro-immune-endocrine modulation of T-cell exhaustion in Central Nervous System parasitic diseases: insights from Toxoplasmosis and Neurocysticercosis.	Neuroimmunomodulation	doi: 10.1159/000548276
40931215	2025 Sep 11	Zhang H, Liu X, Lei J, Tian F, Liu X, Lv F, Kang S, Lan K, Wang J, Yan X, Ni Y	Circ_0074158 and QKI6: A regulatory axis for PD-L1 ubiquitination and immune evasion in NSCLC.	Cancer immunology, immunotherapy : CII	doi: 10.1007/s00262-025-04152-7
40931126	2025 Sep 11	Huang X, Chen X, Chen J, Hu C, Chen H, Chen H, Fang J, Ye Z, Du Y, Yu P, Huang L	Immune checkpoint inhibitors combined with chemotherapy in conversion therapy for stage IV gastric cancer: a multicenter retrospective cohort study.	Cancer immunology, immunotherapy : CII	doi: 10.1007/s00262-025-04161-6
40931050	2025 Sep 10	Wei X, Wu J, Cao W, Chen Q, Shao Z, Hu C, Zhang Y, Weng W, Meng T, Meng X, Liang T, Zhang Q	A novel FAP-targeting antibody-exatecan conjugate improves immune checkpoint blockade by reversing immunosuppressive microenvironment in pancreatic cancer.	Oncogene	doi: 10.1038/s41388-025-03567-x
40930564	2025 Sep 9	Rauber C, Roberti MP, Vehreschild MJ, Tsakmaklis A, Springfeld C, Teufel A, Ettrich T, Jochheim L, Kandulski A, Missios P, Mohr R, Reichart A, Waldschmidt DT, Sauer LD, Sander A, Schirmacher P, Jäger D, Michl P, Dill MT	Protocol: Faecal microbiota transfer in liver cancer to overcome resistance to atezolizumab/bevacizumab - a multicentre, randomised, placebo-controlled, double-blind phase II trial (the FLORA trial).	BMJ open	doi: 10.1136/bmjopen-2024-097802
40928910	2025 Sep 10	Li YC, You HR, Huang YA	scGraphDap: Integrating Functional State Pseudo-labels and Graph Structure Learning for Robust Cell Type Annotation in Tumor Microenvironments.	IEEE journal of biomedical and health informatics	doi: 10.1109/JBHI.2025.3607687
40928867	2025 Sep 3	Deng Y, Huang Y, Cai S, Huang C, Liu W, Jia R, Sui Z, Zou H, Yu Z, Guo X	Pembrolizumab treatment in SMARCA4-deficient nonsmall cell lung cancer: high tumor mutational burden and programmed death-ligand 1(+) expression on circulating tumor cells for real-time monitoring: a case report.	Anti-cancer drugs	doi: 10.1097/CAD.0000000000001758
40928729	2025 Sep 10	Karlsson L, Ciccolini J, Ter Heine R, Centanni M	Eco Friendly and Budget Smart: An Economic and Environmental Evaluation of Alternative PD-1 and PD-L1 Inhibitor Dosing Regimens.	PharmacoEconomics	doi: 10.1007/s40273-025-01535-7
40928654	2025 Sep 10	Ma Y, Ding J, Chen Y	The effect of CD40 agonist antibody therapy on the pancreatic cancer microenvironment.	Naunyn-Schmiedeberg's archives of pharmacology	doi: 10.1007/s00210-025-04532-x
40928035	2025 Sep 10	Liu Y, Wang X, Krishnan N, Hsiao T, Ji Y, Kaneko K, Teneche MG, Adams PD, Zuniga E, Kaech SM, Zhang L, Feng GS	Efficacious suppression of primary and metastasized liver tumors by polyIC-loaded lipid nanoparticles.	Hepatology (Baltimore, Md.)	doi: 10.1097/HEP.0000000000001514
40927960	2025 Sep	Sakai K, Ishii S, Yokosuka S, Takahashi T, Kawano Y, Nishimura H, Kuwabara Y, Sasaki-Toda M, Ogawa-Kobayashi Y, Kikuchi S, Hirata Y, Kyoyama H, Moriyama G, Koyama N, Uematsu K	Efficacy of Immune Checkpoint Inhibitors in Combination With Platinum-Based Doublet Chemotherapy for Extensive-Stage Small-Cell Lung Cancer Patients With Eastern Cooperative Oncology Group-Performance Status 2-3: A Single-Institution Retrospective Study.	Cancer medicine	doi: 10.1002/cam4.71136
40927723	2025	Alsharif N, Qaisi M, Shaul M, Kaisar-Iluz N, Padawer D, Bouhanna O, Volman Y, Fridlender ZG	Human lung cancer neutrophils generate NETs with preserved anti-tumor cytotoxicity but impaired anti-migratory activity.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1643609
40927719	2025	Peng L, Li H, Yan W, Liu Y, Zhu H, Hong Y	Integrative profiling of lung cancer biomarkers EGFR, ALK, KRAS, and PD-1 with emphasis on nanomaterials-assisted immunomodulation and targeted therapy.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1649445
40927709	2025	Wu D, Ju D, Zhao Y, Liu W, Liu Q, Liang Y	Unraveling epigenetic drivers of immune evasion in gliomas: mechanisms and therapeutic implications.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1633338
