DATA	GSM3443357	GSM3443358	GSM3443359	GSM3443360	GSM3443361	GSM3443362	GSM3443363	GSM3443364	GSM3443365	GSM3443366	GSM3443367	GSM3443368
EHBP1	7.6837615	7.8418814999999995	7.8425835	7.56673	7.597811500000001	7.833683499999999	7.958451500000001	7.868717500000001	7.779787	7.891282	7.7911275	7.9489415
GADD45GIP1	8.172994	8.137419	8.354431	8.1823065	8.1799455	7.9514525	8.1092455	8.121051	8.0201285	8.182077	8.2284845	8.233735
GNB2L1 /// SNORD95 /// SNORD96A	10.133693	10.198018999999999	10.279729	10.2369465	10.19026	10.369167000000001	9.901534	9.9737695	10.036683499999999	10.224342	9.966101	10.110395500000001
TRIB3	11.17827	11.17396	11.14449	11.56488	11.47553	11.54147	10.1252	10.16578	10.09376	10.83319	10.83631	10.83697
TRIB1	8.819231	8.959677	8.955624	9.274257	9.229273	9.244758	10.25077	10.17235	10.30048	10.45066	10.42106	10.44958
TRIB2	3.8032595000000002	3.769373	3.773612	3.7278085	3.9453945	3.7335709999999995	3.895744	3.7392175	3.6511519999999997	3.765511	3.9700539999999997	3.644942
SLC2A4RG	8.748584	8.798041	8.793044	8.88645	8.679296	8.672734	8.928239	9.014631	8.991087	8.940664	8.872201	8.873363
ZNF587B	8.535494	8.580028	8.483754	8.599817	8.463867	8.60419	8.181032	8.058105	8.032803	8.079044	8.253174	8.091338
HAUS7 /// TREX2	5.8682905	5.855778	5.8527695	5.7702355	5.7569325	5.727541	5.585888000000001	5.6303275	5.548389	5.527562	5.1160835	5.5495529999999995
HYPM	4.195298	4.199204	4.105309	4.051342	4.233633	4.288259	4.294854	4.341375	4.411759	4.558939	4.852752	4.31024
PCDH11X	3.230997	3.380365	3.191668	3.452698	3.351886	3.124533	3.355243	3.366219	3.20767	3.319085	3.468636	3.352334
CCDC169-SOHLH2 /// SOHLH2	3.554459	3.741626	3.476305	3.326652	3.409418	3.477298	3.229564	3.363712	3.382375	3.472722	3.441149	3.243493
GABBR1 /// UBD	7.836994	8.04839	8.141618	7.656987	7.845065	7.647832	9.185161	9.159204	9.12603	9.224053	9.32211	9.166673
SPOCK2	5.4590084999999995	5.283226	5.553964000000001	5.5221515	5.4802815	5.3280765	5.361476	5.2944265	5.5108619999999995	5.281394000000001	5.3652985	5.4208955
SPOCK3	2.979818	2.945257	3.0191255	3.0264420000000003	3.1284315	2.946353	3.017179	2.9345365	3.0631579999999996	2.9390099999999997	3.0621105	2.885424
SPOCK1	11.37094	11.43377	11.19647	11.36754	11.39595	11.27612	11.62258	11.65459	11.72977	11.63906	11.57017	11.56568
CSH1 /// CSH2 /// CSHL1 /// GH1	3.286533	3.5328195	3.3245965	3.3046595	3.4306330000000003	3.1531320000000003	3.3923224999999997	3.295768	3.24112	3.346361	3.3813255	3.276218
SEH1L	9.949631	10.02725	9.826109	9.879747	9.609638	9.982044	10.49674	10.49856	10.55207	10.49765	10.41423	10.44349
SNAI1	4.853814	4.847724	4.752441	4.972618	5.085074	4.817545	4.839377	4.946592	4.778738	5.055481	4.786727	4.829642
SNAI2	7.548081	7.455429	7.162588	7.395866	7.488785	7.89012	8.128119	8.272758	8.309703	8.041277	7.977625	8.139561
TIMP2	5.849953	5.644034	5.811017	5.630809	5.828464	5.630524	6.147902	6.077928	6.152298	6.109717	6.107874	6.088566
TIMP3	4.376495	4.3364674999999995	4.3572175	4.445689	4.5292965	4.187825	4.4047149999999995	4.411336	4.278988	4.333223	4.4134465	4.331118999999999
TIMP1	11.81824	11.69874	12.01	11.8365	11.88825	11.8097	11.78569	11.84622	11.76241	11.88866	11.9252	11.96622
TIMP4	3.62342	3.830779	3.767803	3.656697	3.894013	3.508351	3.750478	3.764757	3.763268	3.581826	3.839663	3.53433
TIMM9	8.675456	8.682175	8.774408	8.696225	8.742228	8.598926	8.359734	8.541365	8.453028	8.504007	8.592428	8.706642
GPNMB	5.632163	5.696653	5.644375	5.698013	5.562967	5.740693	5.133068	5.401568	5.177758	5.353349	5.195925	5.122034
RAB3B	6.869487	6.7324044999999995	6.64628	6.7070229999999995	6.820208	7.0512844999999995	6.4157525	6.4975235	6.56494	6.3285420000000006	6.316311	6.5089935
RAB3A	6.339388	6.254074	6.236883	6.130749	6.361912	6.131405	6.260414	6.36779	6.343032	6.321012	6.514817	6.322104
RAB3D	5.061471	5.022545	5.079965	5.246757	5.053082	5.107828	4.961933	4.982042	5.130476	5.085188	5.149225	5.082077
IGHG1	4.2531930000000004	4.193852	4.275809	4.2065395	4.373968	4.046471	4.1375605	4.112787	4.2934915	4.223612	4.2945515	4.0479354999999995
BZRAP1	4.816133	4.393259	4.740971	4.582084	5.002048	4.473234	4.614223	4.408066	4.64656	4.612872	4.983379	4.515887
RAB2A	8.451918	8.6361545	8.53894	8.481070500000001	8.4056615	8.418538	8.893982999999999	8.957640999999999	8.799	8.9485295	8.874459	8.8841225
RAB32	10.74816	10.7691	10.91996	10.76593	10.76406	10.66138	11.20608	11.31873	11.23543	11.21047	11.29244	11.28965
RAB30	4.903454	4.999554	4.742917	4.749172	5.294952	4.946343	4.997756	5.239692	4.995281	4.994468	4.979979	4.752332
RAB31	4.04697	3.831818	4.047583	3.949399	4.198774	3.846106	4.05219	3.975317	3.877475	3.975317	4.030832	4.20744
RAB36	7.562202	7.542121	7.621264	7.58952	7.621523	7.600713	7.580807	7.678204	7.737778	7.701857	7.715243	7.905982
RAB35	7.6902775000000005	7.718952	7.79026	7.6942645	7.4330105	7.674671	7.690507	7.828326000000001	7.7590375	7.541586499999999	7.633910500000001	7.7222015
RAB38	8.791938	8.755173	8.879236	8.631505	8.685126	8.69733	8.959187	9.030647	9.031317	9.109778	8.974009	9.149666
RAB5B	8.51299	8.417353	8.42166	8.41627	8.409283	8.462123	8.559849	8.502233	8.44395	8.365749	8.488391	8.359188
RAB5C	8.3961425	8.437424499999999	8.4006705	8.3437455	8.483063999999999	8.498035999999999	8.422760499999999	8.3907715	8.360172	8.2791195	8.159527	8.330670999999999
RAB6B	6.973762000000001	6.989274	6.880683	7.0364439999999995	6.9482755	7.1411155	7.0658460000000005	7.169065	7.027279999999999	7.0745655	7.046983	7.067254500000001
RAB5A	8.587037	8.643885	8.605964	8.615577	8.6458065	8.783508	8.4349445	8.4945005	8.449519	8.358354	8.4324415	8.359085
CHPF2	8.042037	8.114343	8.0374825	7.922406	7.7541835	7.7402035	8.136606	8.190674	8.2174385	8.096145	8.071129	8.0740525
RAB1A	9.693197	9.373307	9.316604	9.411013	9.635529	9.745167	10.10597	9.857094	9.790359	9.753487	9.464443	9.683334
RAB1B	9.518809	9.474399	9.556887	9.553729	9.513604	9.399686	9.427858	9.525637	9.50341	9.409735	9.590899	9.422451
RAB21	9.382618	9.334023	9.251463	9.061764	9.114113	9.276245	9.595067	9.559547	9.50543	9.495401	9.576269	9.526654
RAB20	9.070089	9.106627	9.075642	8.902775	9.175427	8.894146	8.952243	9.076687	8.976772	8.930496	8.960342	9.209498
RAB25	4.132963	4.062301	4.050363	4.154558	4.543768	4.147796	3.957636	4.444533	4.273981	4.441496	4.318902	3.935808
RAB26	5.6885545	5.572521500000001	5.602872	5.6485125	5.8207515	5.443161	5.6187455	5.713248	5.753674	5.823111	5.706383499999999	5.8779835
RAB23	5.233641	5.189412	5.169115	5.178041	5.492802	5.337388	5.900926	5.876945	5.877853	5.623001	5.49581	5.505979
RAB29	9.242341	9.2110565	9.029503	9.201170999999999	9.2079825	9.530805	9.628673	9.556439	9.6819825	9.5532435	9.4726805	9.5531495
RAB28	5.22319	5.2893989999999995	4.688496499999999	4.9828235	5.038339	5.620384	5.856037	5.650713	5.704845	5.5604885	5.1180725	5.4603005
FBXL18	7.384633	7.434833	7.369296	7.325966	7.44159	7.22462	7.237775	7.202955	7.200684	7.331223	7.31537	7.290728
FBXL15	8.148687	8.202304	8.157114	8.176977	8.289411	8.240973	7.825881	7.971205	7.922482	7.977791	7.67036	7.936425
FBXL14	7.919706	7.930085	8.003156	7.960485	7.931361	8.056596	7.990557	7.932648	7.904415	7.869413	7.913736	7.925373
FBXL12	9.301433	9.290354	9.293311	9.184514	9.19083	9.259854	9.245516	9.217957	9.285806	9.218665	9.268648	9.297706
RAB14	8.406837	8.452798	8.26081	8.357168	8.285945	8.591249	8.425749	8.485206	8.468531	8.298967	7.991019	8.350869
RAB15	7.3269865	7.4043445000000006	7.3518194999999995	7.257188	7.2878875	7.1860685	7.9668905	7.9627289999999995	7.942216999999999	7.8541535	7.901059	8.042827500000001
PSAT1	7.21563	7.190002	7.058151	7.48791	7.590402	8.366817	6.712048	6.67132	6.517046	7.304827	7.014911	7.073481
RAB13	11.69198	11.73451	11.84472	11.86697	11.82714	11.70721	12.02515	11.99923	11.99115	12.05207	12.08709	12.09812
RAB17	5.354579	5.309457	5.370623	5.15952	5.499663	5.155968	5.135145	4.972473	5.294985	5.156352	5.548192	5.23968
PANK4	7.189229	7.190909	7.262925	7.092205	6.924702	7.133109	7.086102	7.456815	7.226778	7.138	7.119659	7.123796
PANK2	9.812009	9.821287	9.774321	9.69957	9.74986	9.697164	9.601191	9.663729	9.554468	9.467697	9.522181	9.593065
PANK3	9.414735	9.4300165	9.338667999999998	9.388085499999999	9.365395	9.435469000000001	9.3541035	9.383302	9.3214305	9.3312295	9.2976095	9.315049
TINF2	7.359962	7.25772	7.086141	7.188813	7.155899	7.281253	7.001677	7.276138	6.983191	6.895912	6.898657	7.105151
MYL12A	11.44981	11.32052	11.38078	11.46809	11.32587	11.2065	11.44928	11.09756	11.36899	11.34773	11.47151	11.14267
MYL12B	12.4896	12.39363	12.49949	12.62672	12.47978	12.39537	12.56209	12.47818	12.48747	12.50519	12.54111	12.3919
LOC81691	6.4456785	6.4251965	6.3254855	6.425574	6.388016	6.360697500000001	6.2313425	6.5215060000000005	6.497743	6.400319	6.3671045	6.5908795
FUBP3	7.80733	7.711164	7.639934	7.852219	7.578567	8.089262	8.440045	8.231347	8.428874	8.267797	8.063041	8.019025
FUBP1	8.0615755	8.194479999999999	7.921994	7.9537025	7.8613015	8.275791	7.7767975	7.853028	7.856717	7.81176	7.647762999999999	7.728483499999999
LIME1 /// ZGPAT	6.955958	6.906964	6.908988	6.837009	6.51482	6.743536	6.690815	6.71225	6.775048	6.663561	6.680332	6.756999
COL18A1	8.2151255	8.2219775	8.24208	8.30552	8.2351495	8.239726000000001	8.649393	8.7513675	8.775119	8.756443	8.7282745	8.732671499999999
RALGPS1	4.0289735	4.177448500000001	4.0822959999999995	4.2561815	4.218216	3.9895905000000003	4.2414915	4.2844475	4.363866	4.46762	4.309948	4.3548515000000005
RAB8A	10.25636	10.24685	10.11108	10.04099	9.999062	10.17457	10.14799	10.19456	10.17873	10.03159	9.923917	10.00673
RALGPS2	2.545571	2.672313	2.661539	2.812413	2.504287	2.66689	2.563567	2.758244	2.94009	2.633449	2.613652	2.623476
RAB8B	7.580082	7.784712	7.664916	7.4282	7.289084	7.581608	6.975581	7.126469	6.950255	6.901695	6.991485	7.202506
RAB7A	6.500813000000001	6.5192475000000005	6.521660000000001	6.482405	6.489792	6.497259000000001	6.368708	6.5090655	6.4887500000000005	6.470024499999999	6.4881205	6.4334935
ZNF3	4.864793	4.606355	4.531446	4.785187	4.924668	4.743221	4.759395	4.69632	4.643949	4.634803	4.644018	4.57299
ZNF8	7.007676	6.992342	7.22153	6.97713	7.033383	7.139574	7.32592	7.410295	7.218263	7.341084	7.337342	7.342023
ZNF7	7.539138	7.53188	7.439573	7.653607	7.442173	7.600811	7.448223	7.438917	7.423285	7.502144	7.312374	7.465324
DUOX1	3.6181995000000002	3.5397790000000002	3.4507544999999995	3.7254145000000003	3.759894	3.356302	3.4886935	3.638452	3.438497	3.61616	3.7014755	3.544383
DUOX2	3.424376	3.341161	3.36061	3.541037	3.902884	3.273566	3.389266	3.543931	3.463981	3.457243	3.636491	3.704534
CAPZA1	12.26878	12.26035	12.24861	12.31447	12.24969	12.21164	12.13925	12.04685	12.11112	12.05293	12.07839	12.04203
CAPZA2	11.21088	11.16122	11.055905	11.16631	11.11711	11.351595	10.982804999999999	10.922165	11.028815	10.8126	10.764585	10.71948
RAB9A	11.73872	11.73652	11.85871	11.68145	11.76002	11.68796	11.47392	11.48758	11.49626	11.51498	11.56907	11.55162
TRHDE	7.127638	7.302921	7.111969	7.100947	7.211002	7.317724	7.889768	7.938733	7.83322	7.869226	7.763017	7.69998
HAPLN1	4.0050805	4.012162999999999	4.1538915	4.093154	3.92969	4.0298585	4.020448	4.09734	4.141806	4.191536	4.1870115	3.999699
HAPLN2	5.361125	5.568116	5.460619	5.617102	5.507575	5.022137	5.068169	5.011121	5.403734	5.500678	5.51826	5.491354
TUBB2A /// TUBB2B	8.326634	8.024648	8.146664	8.144926	8.382776	8.627432	8.388568	8.242492	8.135263	8.078828	7.629685	7.970243
TMPRSS11E	3.358016	3.452479	3.28336	3.290909	3.613676	3.277771	3.755187	3.206632	3.409418	3.333552	3.575469	3.416526
TMPRSS11D	5.466216	5.444109	5.66536	5.324064	5.453947	5.222053	5.27018	5.600736	5.324064	5.242172	5.518261	5.11907
RNF113A	8.368334	8.420174	8.517668	8.505091	8.539576	8.4634	8.219216	8.427129	8.20511	8.54961	8.572142	8.736435
FLJ22184	5.400696	5.378947	5.573507	5.725179	5.721321	5.549509	5.632452	5.671362	5.681734	5.723341	5.691036	5.681848
GIGYF2	7.246855500000001	7.3378215	7.1296800000000005	7.2125465	7.108224	7.4381495	7.6347045	7.7895674999999995	7.779659499999999	7.7208735	7.5194019999999995	7.7922495000000005
GPR17	3.371562	3.2028435	3.5098705	3.4647205	3.4402274999999998	3.3304205	3.4082415	3.4030915000000004	3.3444260000000003	3.390451	3.5059009999999997	3.313035
GPR15	5.468657	5.420051	5.380148	5.57194	5.695524	5.419784	5.580356	5.593681	5.61626	5.44953	5.653354	5.340165
GPR12	4.231489	3.679969	4.1941	4.138248	4.549953	3.906481	4.222649	3.979839	4.164755	4.13252	3.92708	3.822516
LOC100129361	10.87901	10.75991	10.89804	10.95342	10.98868	10.83024	10.5825	10.37753	10.4357	10.47482	10.45278	10.56028
GPR18	2.788182	2.770655	2.907216	2.856346	2.755098	2.757149	2.593976	2.745273	2.655146	2.778008	2.655188	2.876641
GPR19	6.570662	6.813334	6.487337	6.304793	6.248339	6.456887	6.138686	6.475686	6.268324	6.271219	6.176838	6.479274
GPR27	5.474952	5.500678	5.760976	5.525071	5.489135	5.259709	5.414879	5.601686	5.487351	5.500678	5.801529	5.591212
GPR25	3.034472	2.94009	3.046758	3.038292	3.201358	3.065784	3.156033	3.094129	2.950141	3.327553	3.038618	3.31464
GPR21	6.36736	6.227682	6.529998	6.162897	6.528773	6.15367	6.142535	6.115632	6.326865	6.193017	6.215861	6.32197
GPR22	3.066268	2.999091	3.201475	3.193882	3.198124	3.080696	3.406303	3.165936	3.259109	3.127299	3.293187	2.891008
GPR20	4.320642	4.353859	4.62456	4.327497	4.506258	4.176675	4.575704	4.326922	4.38483	4.533717	4.565088	4.556142
GPR39	4.6715	4.859005	4.768085	4.824232	4.892706	4.872016	4.866054	4.799548	4.853319	5.037483	4.81197	4.94947
GPR37	2.475559	2.378028	2.394341	2.356419	2.607281	2.400631	2.379095	2.497204	2.538516	2.664989	2.441032	2.749182
GPR35	5.591261	5.352823	5.279461	5.623635	5.581672	5.329987	5.605289	5.867607	5.786913	5.684441	5.888249	5.521374
GPR32	4.382464	4.329066	4.361163	4.15355	4.480791	4.129803	4.470599	4.174198	4.290774	4.311779	4.436707	4.327827
GPR31	4.93246	4.825943	4.677917	4.963254	4.973782	4.423456	4.82728	4.939483	4.912388	4.801528	5.215099	5.076066
GPR45	4.839755	4.736424	4.832031	4.772129	4.667063	4.747956	4.578552	4.731885	4.744256	4.642788	4.775815	4.78461
GPR56	9.2147665	9.1650855	9.1958555	9.3395165	9.243898999999999	9.3878625	9.9134365	9.957527	9.944149	9.8724665	9.694186	9.887
GPR52	3.964295	3.713364	3.994958	3.823217	4.453387	3.846106	3.822971	3.749066	4.045244	4.118793	4.104612	3.891334
GPR50	3.552477	3.377233	3.569199	3.397893	3.483442	3.271662	3.378134	3.296815	3.251944	3.316651	3.868501	3.28646
GPR68	4.483444	4.367097	4.353854	4.343984	4.649111	4.314224	4.144818	4.234235	4.025355	4.46924	4.261625	4.15625
GPR65	2.825996	2.589488	2.707021	2.748413	2.866728	2.700379	2.772233	2.814212	2.713071	2.932293	2.678662	2.717916
GPR63	3.670471	3.842282	3.765759	3.600092	3.918048	3.822041	3.76755	4.146109	3.921403	3.835689	3.823946	4.029152
GPR64	4.336538	4.535183	4.11951	4.318666	4.306026	4.16514	4.121812	4.076389	4.18653	4.271305	4.408223	4.167013
GPR75	3.497076	3.183757	3.162254	3.487107	3.405174	3.187729	3.517627	3.058515	3.50775	3.281514	3.723725	3.582603
GPR87	2.89971	2.929838	2.744915	2.820471	2.786189	2.990987	2.993306	2.793304	2.887202	3.110942	2.875965	2.73139
GPR88	2.439632	2.407645	2.588664	2.651418	2.556639	2.468063	2.488668	2.425512	2.301617	2.427146	2.570041	2.521543
GPR85	3.186611	3.143453	3.255889	3.134332	3.444268	3.38404	3.263173	3.222381	3.152618	3.128453	3.106023	3.195042
GPR98	2.606096	2.875388	2.783642	2.691651	2.849761	2.775955	2.703801	2.852299	2.835995	2.717068	2.790616	3.020892
GPR97	5.591074	5.647855	5.733939	5.856166	5.721767	5.348458	5.485405	5.644101	5.391423	5.717204	5.519606	5.421757
MIR6513 /// TMBIM1	10.01397	10.09954	9.945721	10.03069	9.913632	9.846094	9.718554	9.76382	9.844156	9.646447	9.731879	9.743366
KALP /// KALP	4.529089	4.477674	4.084713	4.492372	4.371171	4.241858	4.024784	4.273418	4.256584	4.165692	4.38433	4.425846
PAQR6	6.425306	6.412145	6.152185	6.374496	6.580117	6.511235	6.363473	6.125305	6.095074	6.251324	6.561175	6.274737
PAQR4	7.825693	7.920939	7.792414	7.61651	7.6072	7.572096	7.522662	7.602898	7.6036	7.438008	7.536636	7.535645
PAQR5	4.790578	4.975635	4.90938	5.228658	4.945404	4.979164	4.763635	4.841279	4.766322	4.967091	4.890794	4.609844
PAQR3	9.195137	9.104668	8.914555	9.030655	8.743147	9.296074	8.675187	8.601506	8.700125	8.431443	8.368439	8.498473
COL19A1	3.910921	3.937395	3.871382	4.160292	4.151593	3.759846	3.89334	3.914199	3.902759	3.944095	4.015425	3.782567
SEL1L	6.816553	6.884653999999999	6.729248	6.7732855	6.8954795	6.9063595	6.8456905	7.0120325	6.9237755	6.836976	6.858438	7.014132
PSEN2	7.254208	7.250242	7.163877	7.29001	7.081733	7.304659	6.885675	6.980779	7.130807	7.015641	6.900593	6.937485
PSEN1	6.991058499999999	6.945389500000001	6.518801	6.67342	6.6996915	7.0566755	6.9774305000000005	6.953092	7.0963615	6.892141	6.812836	6.8364275
SNED1	3.8571394999999997	3.8729135	3.8369085	3.8079045000000002	4.107412	3.7186425000000005	3.881745	3.8669655	3.7676884999999998	3.9740985	4.1691315	3.5929789999999997
IGLC1	4.8146155	4.6364985	4.715076	4.667409	4.8198105	4.6305215	4.6849575	4.6427905	4.798223	4.766249500000001	4.776807	4.622491500000001
MBTPS1	8.1421245	8.138467499999999	7.9294665	8.0983595	8.041086	8.200776	8.253095	8.284226	8.2769745	8.192537999999999	8.0675975	8.275891000000001
MAPK14	6.721302	6.753038500000001	6.6916535	6.6132375	6.6605095	6.924651	6.275176500000001	6.5712765	6.5501715	6.463355999999999	6.080083500000001	6.4667005
MAPK12	6.718902	6.866458	6.870825	6.754827	6.593494	6.732868	6.636574	6.711061	6.572094	6.572331	6.4777	6.668765
MAPK13	8.3236865	8.3345755	8.3653415	8.2644865	8.3195355	8.3526855	7.649431	7.767663000000001	7.628614499999999	7.685171	7.7839195	7.7739385
MAPK10	5.468131	5.545502	5.5153715000000005	5.5587525	5.5789550000000006	5.5545755	5.314500499999999	5.684502	5.699548	5.4169755	5.486341	5.5672595000000005
MAPK11	6.657169	6.649994	6.665594	6.715641	6.988286	6.498453	6.389455	6.447627	6.365355	6.576687	6.56147	6.463751
CHPT1	9.016544	8.922491	8.993369	8.936983	8.959967	8.927603	9.305191	9.285908	9.246192	9.301632	9.244678	9.372279
MBTPS2	5.689213	5.62466	5.623981	5.583111	5.582885	5.639981	5.688419	5.551414	5.681734	5.745166	5.550464	5.61135
SERPINE2	11.32501	11.38663	11.28837	11.34581	11.37859	11.50879	11.76662	11.83471	11.78829	11.83712	11.70518	11.78443
SERPINE1	11.51426	11.542124999999999	11.482785	11.52407	11.51565	11.515485	11.54311	11.49811	11.423525	11.420385	11.303384999999999	11.40828
DUS4L	7.2673765	7.2656030000000005	7.300637999999999	7.264053499999999	7.229701	7.540191500000001	7.0331045	6.9514435	6.872082499999999	6.982602	6.934369	6.932743
SERPINF1	4.705543	4.805764	4.81357	4.845179	4.913711	4.387675	4.571806	4.603226	4.52526	4.819185	4.917627	4.869586
SERPINF2	6.001173	5.786547	5.88136	5.785127	5.790646	5.8548	6.558571	6.359101	6.56856	6.309623	6.45777	6.689233
SERPING1	5.460836	5.481087	5.670948	5.635114	5.516331	5.676327	5.874159	5.87038	5.860093	5.624405	5.5816	5.990378
RAD21	9.831420999999999	9.9090725	9.9375855	9.9810985	9.9804435	9.990412	10.095841	9.914013	9.8346245	10.058641999999999	9.966167500000001	9.944643
SERPINH1	10.00975	10.05291	9.979325	10.02214	10.0575	10.01999	10.26348	10.31635	10.2367	10.2252	10.15848	10.24631
TRIP4	8.23824	8.163372	8.127238	7.875866	8.071931	8.228012	7.994906	8.094053	7.941367	7.85491	7.901851	7.964531
TRIP6	9.768827	9.781381	9.660233	9.717346	9.625702	9.510316	9.856082	9.856197	9.895091	9.737413	9.73885	9.661678
SERPINI2	2.995955	3.226044	3.058258	3.254597	3.339051	3.12522	2.950991	3.131692	3.373331	3.09504	3.035508	2.944224
RAD17	8.030376	8.136688	8.032712	8.064408	8.246362	8.255725	7.741068	8.013581	7.806295	7.8988	7.944561	8.014536
SERPINI1	5.589869	5.672635	5.412583	5.629739	5.569503	5.657425	6.039088	6.096283	6.087388	6.144332	6.073197	6.186306
DUS1L	9.286935	9.236248	9.347123	9.319653	9.263963	9.165684	9.117111	9.129922	9.115103	9.147404	9.163501	9.186155
SERPINA2	3.073336	2.885408	3.400992	3.148201	3.479238	3.065078	3.371378	3.174851	3.156653	3.127299	3.034787	3.016308
SERPINA3	5.161513	4.789024	5.013557	4.859098	5.231308	4.800073	4.929291	4.830145	5.024263	5.041389	5.181603	5.020229
SERPINA1	4.194798	4.225792	4.323112	4.412128	4.132523	4.428941	4.817566	4.683204	4.534599	4.670129	4.253372	4.590854
SERPINA6	5.464817	5.654128	5.581484	5.590028	5.614093	5.286466	5.822452	5.903938	5.961851	5.984939	5.890103	6.110772
SERPINA7	3.527587	3.534122	3.522028	3.410257	4.100565	3.462523	3.488453	3.463747	3.521766	3.664685	3.710546	3.653454
SERPINA4	4.98437	4.840501	5.021987	4.947259	5.214032	4.745423	4.931677	4.854683	5.056553	4.827292	5.092288	4.768488
SERPINA5	5.126943	5.072086	5.13697	5.029091	5.353924	4.951495	5.16585	4.747582	4.936989	5.010977	5.345628	5.080719
TRIM8	10.14339	10.17499	10.22988	10.17942	10.14223	10.09852	10.4647	10.42373	10.39969	10.33841	10.34767	10.35997
TRIM9	6.957376	6.843729	6.698957	6.830445	6.714844	7.019294	6.760892	7.076131	6.89922	6.848628	6.745821	6.975852
TRIM5	8.883539	8.829741	8.820844	8.823127	8.716532	9.045747	8.979071	8.754348	8.702337	8.711052	8.724314	8.630482
TRIM2	5.876238	6.026945	5.927623	6.03077	5.914171	6.094295	6.461031	6.231062	6.267112	6.486701	6.474254	6.542548
TRIM3	4.579081	4.470067	4.4718575000000005	4.364511	4.522123499999999	4.303608	4.426875	4.5751305	4.587251999999999	4.5481505	4.428323	4.2866315
SERPINB3	3.5943620000000003	3.5423150000000003	3.5628235000000004	3.5182785	3.5324415	3.437242	3.5704985000000002	3.5087435	3.7791550000000003	3.598539	3.5400929999999997	3.381722
FCRL2	3.918039	3.773079	3.860171	3.972815	3.947564	3.868025	3.742967	3.577044	3.521422	3.735517	3.772202	3.964821
SERPINB4	2.788622	2.647784	2.608591	2.421835	3.004331	2.715837	2.800055	2.687011	2.762814	2.531588	2.745709	2.779855
SERPINB1	9.341782	9.3755715	9.197719	9.400500999999998	9.3539075	9.516296	9.16312	9.2777405	9.301746000000001	9.325040000000001	9.0946395	9.2425635
OR2F1 /// OR2F2	3.682599	3.475789	3.843635	3.776327	3.838286	3.618298	3.381876	3.360325	3.666057	3.409646	3.549845	3.428947
SERPINB2	2.93727	2.944385	2.79971	2.997728	3.19551	2.875785	2.884112	2.981324	2.758523	2.871193	3.022874	2.810239
SERPINB9	3.4427215	3.5190545	3.5793035	3.55675	3.5414925	3.2838909999999997	3.542911	3.6288530000000003	3.4409915	3.3556920000000003	3.6121885000000002	3.3831170000000004
SERPINB7	7.963031	7.936275	7.897857	7.809263	7.830003	7.852621	7.600599	7.707695	7.542649	7.671361	7.742282	7.748621
SERPINB8	7.221319	7.207232	7.152961	7.042255	7.360451	7.17106	7.131954	7.100316	6.969452	7.116425	7.094594	7.170932
SERPINB5	3.268212	3.087406	3.416732	3.240541	3.322155	3.547827	3.454485	3.258288	3.103139	3.345858	3.297577	3.708342
SERPINB6	9.888231	9.835579	9.94439	9.931183	9.981275	9.876057	9.648985	9.624079	9.602167	9.620911	9.609128	9.804136
C14orf169	8.610602	8.703122	8.538262	8.376443	8.4601	8.558002	8.879116	8.88738	8.822229	8.778193	8.757086	8.838589
C14orf166	11.7645	11.72964	11.87402	11.79088	11.79029	11.7786	11.91176	11.92326	11.87469	11.92245	12.01737	11.9578
SERPINC1	4.261057	4.444924	4.290936	4.420451	4.513454	4.18358	4.343995	4.245524	4.232224	4.495982	4.179677	4.289155
CHRND	4.478251	4.434795	4.275426	4.373454	4.521492	4.192845	4.342303	4.377058	4.46701	4.522331	4.427435	4.234908
CHRNG	5.566589	5.384737	5.45492	5.463319	5.684017	5.361771	5.418211	5.404997	5.516832	5.60561	5.641268	5.542701
CHRNE	4.817318500000001	5.0209095	4.873177	4.816056	5.033455	4.8695655	5.059761	4.779348499999999	4.763805	4.813407	4.977107500000001	4.641719999999999
SERPIND1	3.554886	3.472354	3.699203	3.652972	3.905574	3.542406	3.578512	3.719707	3.482777	3.514436	3.844304	3.34282
CHRM2	4.059172	4.275859	3.868353	3.991792	4.16284	4.031206	3.979242	4.124153	4.286257	3.989309	4.450088	3.947241
SEMA5A	6.225277	6.1868365	6.2786185	6.344885	6.22753	6.203468	6.4897884999999995	6.496615	6.576949	6.5085235	6.643853	6.535506
CHRM3	6.271915	6.244859	6.053409	6.27339	6.178385	6.256295	6.797177	7.016222	6.722135	6.799135	6.836986	6.67289
CHRM4	5.225342	5.201777	5.30549	5.401845	5.274159	5.188274	5.066964	5.066286	5.232812	5.108313	5.457843	5.139328
CHRM5	4.324122	4.045247	4.209708	4.364363	4.357379	3.969994	4.133678	4.142692	4.278848	4.16265	4.342951	4.141222
LOC101928189 /// RSRP1	7.176212	7.2929200000000005	7.312480000000001	7.1845965000000005	6.910653	7.656207	7.364580999999999	7.4434095	7.3894895	7.2837615	7.174447499999999	7.1960465000000005
SEMA6B	6.454196	6.304888	6.469162	6.375307	6.526118	6.32307	6.657412	6.436404	6.450622	6.468643	6.47125	6.511912
SEMA6C	6.416708	6.451072	6.605725	6.44748	6.754392	6.36055	6.317705	6.301365	6.391851	6.563587	6.574102	6.559642
SEMA6A	5.891029	6.038207	5.8132835	5.969485499999999	5.758575	6.048178	5.9958905	6.1274235	6.1441915	6.3232610000000005	6.1933255	5.981978
