term	NES	FDR	tumor
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.58061324039401	0.0150446071414371	LUAD
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.58989016220374	0.0167834508889823	LUAD
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.41117464878141	0.0177424854394753	LUAD
HALLMARK_UV_RESPONSE_DN	-1.41242203636111	0.0209895754560789	LUAD
HALLMARK_NOTCH_SIGNALING	-1.37961969479712	0.0876237389286222	LUAD
HALLMARK_HEDGEHOG_SIGNALING	-1.36921355796765	0.088166144200627	LUAD
HALLMARK_MITOTIC_SPINDLE	-1.21680734266713	0.0972135320471606	LUAD
HALLMARK_APICAL_SURFACE	-1.30107650314471	0.106876478078952	LUAD
HALLMARK_KRAS_SIGNALING_DN	1.15955953788262	0.164792910242795	LUAD
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.17478522401043	0.187872023809524	LUAD
HALLMARK_TGF_BETA_SIGNALING	-1.13488336878833	0.250703729767769	LUAD
HALLMARK_ANGIOGENESIS	0.909396744470192	0.606284658040665	LUAD
HALLMARK_E2F_TARGETS	2.68718761713483	8.33333333333333e-10	LUSC
HALLMARK_FATTY_ACID_METABOLISM	2.39114723235452	8.33333333333333e-10	LUSC
HALLMARK_MTORC1_SIGNALING	3.05004820548665	8.33333333333333e-10	LUSC
HALLMARK_MYC_TARGETS_V1	3.10422689061294	8.33333333333333e-10	LUSC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.9239935951812	8.33333333333333e-10	LUSC
HALLMARK_XENOBIOTIC_METABOLISM	2.43289297691166	8.33333333333333e-10	LUSC
HALLMARK_G2M_CHECKPOINT	2.09856258514258	1.00735061531271e-08	LUSC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.49518816377867	1.33731926048144e-07	LUSC
HALLMARK_ESTROGEN_RESPONSE_LATE	1.97495520667874	2.21499541029981e-07	LUSC
HALLMARK_MYC_TARGETS_V2	2.41863075103001	2.81899991337208e-07	LUSC
HALLMARK_P53_PATHWAY	1.9866409314587	3.21305760855396e-07	LUSC
HALLMARK_GLYCOLYSIS	1.92899137199491	6.03407594419663e-07	LUSC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.76163021754116	4.84655397883302e-06	LUSC
HALLMARK_ADIPOGENESIS	1.77125261084268	1.55038856011132e-05	LUSC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.12427561342426	1.84822201781216e-05	LUSC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.84996526652301	0.00022625790061438	LUSC
HALLMARK_ALLOGRAFT_REJECTION	-1.5597802233059	0.000762624293323958	LUSC
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.54880310895426	0.000765163897091706	LUSC
HALLMARK_ANDROGEN_RESPONSE	1.54057300874197	0.0112674911368678	LUSC
HALLMARK_UV_RESPONSE_UP	1.44103539457078	0.0112674911368678	LUSC
HALLMARK_DNA_REPAIR	1.4849340984937	0.0123655883012131	LUSC
HALLMARK_HEME_METABOLISM	1.40580253509641	0.0123655883012131	LUSC
HALLMARK_MYOGENESIS	-1.35786483098657	0.0310515170352352	LUSC
HALLMARK_KRAS_SIGNALING_DN	1.31517337133509	0.0326673085237592	LUSC
HALLMARK_PROTEIN_SECRETION	1.40976336480133	0.0356107506440323	LUSC
HALLMARK_PEROXISOME	1.42062746760337	0.0356107506440323	LUSC
HALLMARK_APICAL_JUNCTION	-1.32771769149153	0.0378823891594089	LUSC
HALLMARK_HYPOXIA	1.27280053508696	0.0491371385593265	LUSC
HALLMARK_TGF_BETA_SIGNALING	-1.41326744611619	0.0656397689480133	LUSC
HALLMARK_SPERMATOGENESIS	1.24711958619717	0.106235838394244	LUSC
HALLMARK_KRAS_SIGNALING_UP	-1.22418309239831	0.140344311377246	LUSC
HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.28157176219474	0.140344311377246	LUSC
HALLMARK_APOPTOSIS	1.12006503656569	0.255218574599274	LUSC
HALLMARK_BILE_ACID_METABOLISM	1.13491774340994	0.318816985483652	LUSC
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.14411071988856	0.318816985483652	LUSC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.10782267090814	0.318816985483652	LUSC
HALLMARK_APICAL_SURFACE	1.11887857470238	0.318816985483652	LUSC
HALLMARK_ANGIOGENESIS	-1.16917229026629	0.318816985483652	LUSC
HALLMARK_PANCREAS_BETA_CELLS	-1.16899137853678	0.318816985483652	LUSC
HALLMARK_INTERFERON_GAMMA_RESPONSE	-1.06460637066215	0.411147902869757	LUSC
HALLMARK_UV_RESPONSE_DN	-1.04343017638766	0.461702545679082	LUSC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.950605913655236	0.663109280409412	LUSC
HALLMARK_HEDGEHOG_SIGNALING	-0.903720316532351	0.70168404170008	LUSC
HALLMARK_NOTCH_SIGNALING	-0.890091540376785	0.718893175789728	LUSC
HALLMARK_COAGULATION	-0.913644740198997	0.738168724279835	LUSC
HALLMARK_COMPLEMENT	-0.877572958362819	0.837412419618006	LUSC
HALLMARK_INFLAMMATORY_RESPONSE	-0.859055080363766	0.855511083023196	LUSC
HALLMARK_IL2_STAT5_SIGNALING	-0.843878854924327	0.864214601769912	LUSC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.751304527685753	0.971015468893828	LUSC
HALLMARK_MITOTIC_SPINDLE	-0.659277548789522	0.996688741721854	LUSC
HALLMARK_E2F_TARGETS	2.62341411338783	7.14285714285714e-10	PAAD
HALLMARK_ESTROGEN_RESPONSE_LATE	2.2160277118581	7.14285714285714e-10	PAAD
HALLMARK_G2M_CHECKPOINT	2.7207583574973	7.14285714285714e-10	PAAD
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.67918701145129	7.14285714285714e-10	PAAD
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.29175196026591	7.14285714285714e-10	PAAD
HALLMARK_MTORC1_SIGNALING	2.493279516716	7.14285714285714e-10	PAAD
HALLMARK_MYC_TARGETS_V1	2.67747597107171	7.14285714285714e-10	PAAD
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.0680429958314	2.05118566478168e-08	PAAD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.07230620853335	3.27547032869714e-08	PAAD
HALLMARK_GLYCOLYSIS	1.97434815422302	1.55922902117077e-07	PAAD
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.9690041843172	4.34552566626901e-07	PAAD
HALLMARK_FATTY_ACID_METABOLISM	2.06435199969837	4.34552566626901e-07	PAAD
HALLMARK_MYC_TARGETS_V2	2.32427191655989	5.97157923122436e-07	PAAD
HALLMARK_XENOBIOTIC_METABOLISM	1.88585514704777	1.6609585111855e-06	PAAD
HALLMARK_INFLAMMATORY_RESPONSE	1.87082910343453	2.00394433118794e-06	PAAD
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.88060005011676	5.43901844293412e-05	PAAD
HALLMARK_P53_PATHWAY	1.7269161874204	7.89541784655266e-05	PAAD
HALLMARK_MITOTIC_SPINDLE	1.66146893408738	0.000146273502345484	PAAD
HALLMARK_ANDROGEN_RESPONSE	1.83781817591653	0.000253904468522139	PAAD
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.79785948409308	0.000390627746989207	PAAD
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.83084897732979	0.000622491502277402	PAAD
HALLMARK_MYOGENESIS	-1.56885791315261	0.00124774841853252	PAAD
HALLMARK_COMPLEMENT	1.53861245610559	0.00157914695302468	PAAD
HALLMARK_KRAS_SIGNALING_DN	1.53719555025273	0.00240169756920675	PAAD
HALLMARK_HYPOXIA	1.50252387413313	0.0034717477871071	PAAD
HALLMARK_PANCREAS_BETA_CELLS	-1.67256407234983	0.00488866177355452	PAAD
HALLMARK_COAGULATION	1.51717848649524	0.00509724133201446	PAAD
HALLMARK_PROTEIN_SECRETION	1.58416247257334	0.00509724133201446	PAAD
HALLMARK_PEROXISOME	1.58931733845166	0.00587796399956635	PAAD
HALLMARK_APOPTOSIS	1.46369410126871	0.00797756455953505	PAAD
HALLMARK_KRAS_SIGNALING_UP	1.3910659530425	0.00797756455953505	PAAD
HALLMARK_HEDGEHOG_SIGNALING	-1.55599762992176	0.0192621333960436	PAAD
HALLMARK_IL2_STAT5_SIGNALING	1.33323899303286	0.0317949355180246	PAAD
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.40001471081601	0.0618837996673116	PAAD
HALLMARK_NOTCH_SIGNALING	1.39339854535037	0.128836680560818	PAAD
HALLMARK_UV_RESPONSE_UP	1.19682762850433	0.154014308426073	PAAD
HALLMARK_HEME_METABOLISM	1.18291277792391	0.154014308426073	PAAD
HALLMARK_ADIPOGENESIS	1.16551751940714	0.200228832951945	PAAD
HALLMARK_DNA_REPAIR	1.1596616440538	0.203500203500204	PAAD
HALLMARK_ALLOGRAFT_REJECTION	1.12883926630779	0.242214532871972	PAAD
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.06971874841695	0.359976491331178	PAAD
HALLMARK_APICAL_JUNCTION	1.0043362004891	0.472813238770686	PAAD
HALLMARK_BILE_ACID_METABOLISM	1.01517665408252	0.479210711768851	PAAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.978618255573813	0.535040210077138	PAAD
HALLMARK_SPERMATOGENESIS	-0.98980394838928	0.535040210077138	PAAD
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.941024215981923	0.629471656576775	PAAD
HALLMARK_TGF_BETA_SIGNALING	0.888818980765904	0.679040289723857	PAAD
HALLMARK_APICAL_SURFACE	-0.872783743714435	0.699357966457023	PAAD
HALLMARK_ANGIOGENESIS	-0.80149977538837	0.783294086865515	PAAD
HALLMARK_UV_RESPONSE_DN	-0.837689055122017	0.834310850439883	PAAD
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.15970439244843	1e-09	PRAD
HALLMARK_ESTROGEN_RESPONSE_LATE	2.18637214243057	1e-09	PRAD
HALLMARK_INFLAMMATORY_RESPONSE	2.27505857129372	1e-09	PRAD
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.30917594202571	1e-09	PRAD
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.54017218059816	1e-09	PRAD
HALLMARK_APOPTOSIS	2.07583834525343	3.88167954450422e-09	PRAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.9876533620067	6.75285956985362e-09	PRAD
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.13459621490573	7.96944490157815e-09	PRAD
HALLMARK_P53_PATHWAY	1.97416649667481	1.95085522456428e-08	PRAD
HALLMARK_COMPLEMENT	1.94945334028051	2.71535446145904e-08	PRAD
HALLMARK_ANDROGEN_RESPONSE	2.10980620366216	3.39037734351324e-08	PRAD
HALLMARK_XENOBIOTIC_METABOLISM	1.89844578116295	6.53890830378979e-08	PRAD
HALLMARK_HYPOXIA	1.8390488481813	7.46124847214158e-07	PRAD
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.01947538334999	9.72255443074559e-07	PRAD
HALLMARK_MYOGENESIS	1.81033060447551	9.72255443074559e-07	PRAD
HALLMARK_ALLOGRAFT_REJECTION	1.85005589161751	9.72255443074559e-07	PRAD
HALLMARK_MTORC1_SIGNALING	1.79021410864127	5.14266678501415e-06	PRAD
HALLMARK_KRAS_SIGNALING_UP	1.78452590840208	5.79454452028109e-06	PRAD
HALLMARK_IL2_STAT5_SIGNALING	1.72777148336589	2.77089037894848e-05	PRAD
HALLMARK_APICAL_JUNCTION	1.66778240290917	0.00013081623335395	PRAD
HALLMARK_ADIPOGENESIS	1.69936896905993	0.000150994272274138	PRAD
HALLMARK_UV_RESPONSE_UP	1.66122364330037	0.000381323431727723	PRAD
HALLMARK_BILE_ACID_METABOLISM	1.69164597524229	0.000453042359440639	PRAD
HALLMARK_KRAS_SIGNALING_DN	1.58363566443282	0.000786284499992872	PRAD
HALLMARK_UV_RESPONSE_DN	1.64411413016267	0.000786284499992872	PRAD
HALLMARK_COAGULATION	1.64099780044932	0.000801587792055672	PRAD
HALLMARK_APICAL_SURFACE	1.8499411042141	0.000839163282156136	PRAD
HALLMARK_FATTY_ACID_METABOLISM	1.60864473015117	0.00102901842563431	PRAD
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.73542322470109	0.0012941975147369	PRAD
HALLMARK_MITOTIC_SPINDLE	-1.46352973721528	0.00218808889412846	PRAD
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.75011280195508	0.00333913973494165	PRAD
HALLMARK_MYC_TARGETS_V1	-1.43284349536028	0.00532455125616283	PRAD
HALLMARK_PANCREAS_BETA_CELLS	-1.66254185135893	0.0079120903589361	PRAD
HALLMARK_GLYCOLYSIS	1.43932864863728	0.0087548208843289	PRAD
HALLMARK_E2F_TARGETS	-1.36021442521397	0.0108889527796088	PRAD
HALLMARK_PEROXISOME	1.47213947540578	0.0212764880730359	PRAD
HALLMARK_PROTEIN_SECRETION	1.43426341818884	0.0251168023814668	PRAD
HALLMARK_G2M_CHECKPOINT	-1.24580289943001	0.0478998261010804	PRAD
HALLMARK_HEME_METABOLISM	1.29069525508495	0.0713027430584683	PRAD
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.29368270340221	0.110911270983213	PRAD
HALLMARK_HEDGEHOG_SIGNALING	-1.17695904044348	0.281425891181989	PRAD
HALLMARK_TGF_BETA_SIGNALING	1.15735586080533	0.299137512147716	PRAD
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.00298618815719	0.544492410527782	PRAD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.959065200069296	0.628075628075628	PRAD
HALLMARK_SPERMATOGENESIS	0.95885674811426	0.628075628075628	PRAD
HALLMARK_ANGIOGENESIS	0.907439451030557	0.643393484316338	PRAD
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.736859012197248	0.921327388678819	PRAD
HALLMARK_DNA_REPAIR	-0.855090996618466	0.940860215053763	PRAD
HALLMARK_NOTCH_SIGNALING	0.61092730332885	0.988107473205109	PRAD
HALLMARK_MYC_TARGETS_V2	0.560799436642911	0.998726114649682	PRAD
HALLMARK_ANDROGEN_RESPONSE	2.41317991657188	4.42305773628769e-08	READ
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.0238403648489	6.89608679336758e-07	READ
HALLMARK_COMPLEMENT	2.00882247469429	2.01077702522326e-06	READ
HALLMARK_PROTEIN_SECRETION	2.17510067376904	4.94166339292546e-06	READ
HALLMARK_MTORC1_SIGNALING	1.81926824680506	8.90462186061103e-05	READ
HALLMARK_KRAS_SIGNALING_UP	1.75498988183492	0.000447082795784603	READ
HALLMARK_UV_RESPONSE_DN	1.80552336763492	0.000699064122045941	READ
HALLMARK_XENOBIOTIC_METABOLISM	1.49419939359567	0.0143356617548627	READ
HALLMARK_COAGULATION	1.60841449991826	0.0143356617548627	READ
HALLMARK_MITOTIC_SPINDLE	1.42185561792957	0.0256369592590737	READ
HALLMARK_BILE_ACID_METABOLISM	1.52839329666392	0.0337642041320316	READ
HALLMARK_PEROXISOME	1.50638204196029	0.0337642041320316	READ
HALLMARK_MYC_TARGETS_V1	1.38909880483809	0.0428022304239307	READ
HALLMARK_ANGIOGENESIS	1.59613581383847	0.0447538460582007	READ
HALLMARK_G2M_CHECKPOINT	1.32446450573358	0.0465224999774328	READ
HALLMARK_FATTY_ACID_METABOLISM	1.43095722225912	0.0518971974389719	READ
HALLMARK_HEME_METABOLISM	1.34291704852925	0.0586411823216286	READ
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.41152577048056	0.0598779143150897	READ
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.27035474053617	0.129506837961044	READ
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.35421387886239	0.1440329218107	READ
HALLMARK_SPERMATOGENESIS	1.29364500210771	0.15605493133583	READ
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.21487841159555	0.219219756621331	READ
HALLMARK_NOTCH_SIGNALING	-1.32711580959383	0.229728579937037	READ
HALLMARK_KRAS_SIGNALING_DN	1.18682918593466	0.277509652509653	READ
HALLMARK_E2F_TARGETS	1.16093424708684	0.291338582677165	READ
HALLMARK_ADIPOGENESIS	1.11176277289295	0.412087912087912	READ
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.12582805338192	0.428194993412385	READ
HALLMARK_GLYCOLYSIS	-1.08347644490257	0.451807228915663	READ
HALLMARK_APOPTOSIS	1.08623444934288	0.477099236641221	READ
HALLMARK_DNA_REPAIR	-1.04608485543738	0.568692970055263	READ
HALLMARK_MYOGENESIS	1.05179059229527	0.568692970055263	READ
HALLMARK_HYPOXIA	1.03885652296769	0.581323818897638	READ
HALLMARK_MYC_TARGETS_V2	-0.96061644580755	0.802669552669553	READ
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.968967680654272	0.813279857397504	READ
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.897425519441491	0.896696085087124	READ
HALLMARK_HEDGEHOG_SIGNALING	0.882595585372614	0.896696085087124	READ
HALLMARK_IL2_STAT5_SIGNALING	0.869737861246019	1	READ
HALLMARK_ESTROGEN_RESPONSE_LATE	0.86653495243922	1	READ
HALLMARK_TGF_BETA_SIGNALING	-0.800010640714143	1	READ
HALLMARK_UV_RESPONSE_UP	0.830656806336054	1	READ
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.704386978297496	1	READ
HALLMARK_ALLOGRAFT_REJECTION	0.795493131893064	1	READ
HALLMARK_APICAL_JUNCTION	-0.8028822007087	1	READ
HALLMARK_PANCREAS_BETA_CELLS	0.655484500726728	1	READ
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.769253934224936	1	READ
HALLMARK_INFLAMMATORY_RESPONSE	0.762701705915369	1	READ
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.692480081094027	1	READ
HALLMARK_APICAL_SURFACE	-0.53767083158613	1	READ
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.608270470186324	1	READ
HALLMARK_P53_PATHWAY	-0.682976150139432	1	READ
HALLMARK_E2F_TARGETS	3.29402611389677	6.25e-10	STAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.09581514850514	6.25e-10	STAD
HALLMARK_G2M_CHECKPOINT	2.87531614548983	6.25e-10	STAD
HALLMARK_MTORC1_SIGNALING	2.39984010161393	6.25e-10	STAD
HALLMARK_MYC_TARGETS_V1	3.12721864308909	6.25e-10	STAD
HALLMARK_MYC_TARGETS_V2	2.80962860959415	6.25e-10	STAD
HALLMARK_MYOGENESIS	-2.02366541736087	6.25e-10	STAD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.82152736609943	6.25e-10	STAD
HALLMARK_ESTROGEN_RESPONSE_LATE	2.11141473477656	7.73001750343884e-10	STAD
HALLMARK_GLYCOLYSIS	2.09315118625773	1.82604634719945e-09	STAD
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.82020154169476	8.32533290668881e-05	STAD
HALLMARK_FATTY_ACID_METABOLISM	1.65604752085023	0.000139599760684426	STAD
HALLMARK_ALLOGRAFT_REJECTION	-1.59171413014747	0.000154660319073761	STAD
HALLMARK_DNA_REPAIR	1.64731603351372	0.000211026442820805	STAD
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.87716966391919	0.00103001156498071	STAD
HALLMARK_UV_RESPONSE_DN	-1.53336077939692	0.0031990880105775	STAD
HALLMARK_P53_PATHWAY	1.42857256746252	0.00360294880962468	STAD
HALLMARK_INFLAMMATORY_RESPONSE	-1.4741717973974	0.00367095523750884	STAD
HALLMARK_APICAL_JUNCTION	-1.47718746392827	0.00381528722120184	STAD
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.38547900884012	0.00516382433143416	STAD
HALLMARK_IL2_STAT5_SIGNALING	-1.38848749319994	0.0173278154623285	STAD
HALLMARK_KRAS_SIGNALING_UP	-1.37482749045759	0.0223104431097243	STAD
HALLMARK_KRAS_SIGNALING_DN	-1.3860558330787	0.0323876355005021	STAD
HALLMARK_ADIPOGENESIS	1.25525202746006	0.0522980877997299	STAD
HALLMARK_COAGULATION	-1.34223250321706	0.0742311770943796	STAD
HALLMARK_HEDGEHOG_SIGNALING	-1.45938124507213	0.0764452938365982	STAD
HALLMARK_PEROXISOME	1.28045429048769	0.0822123369414353	STAD
HALLMARK_MITOTIC_SPINDLE	1.2400805744814	0.0832215399259644	STAD
HALLMARK_XENOBIOTIC_METABOLISM	1.19352665622701	0.0906572682962827	STAD
HALLMARK_UV_RESPONSE_UP	1.21703029451494	0.100291561021431	STAD
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.38024264225703	0.100291561021431	STAD
HALLMARK_APICAL_SURFACE	-1.31883369278346	0.146365571776156	STAD
HALLMARK_COMPLEMENT	-1.18207473887311	0.209845354256068	STAD
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.14987658029727	0.209845354256068	STAD
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.25178254169159	0.213281463281463	STAD
HALLMARK_ANGIOGENESIS	-1.26220182006747	0.213281463281463	STAD
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.1035642347306	0.397282528430069	STAD
HALLMARK_TGF_BETA_SIGNALING	-1.11080756618136	0.405089119606313	STAD
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.04525566603274	0.46339202965709	STAD
HALLMARK_NOTCH_SIGNALING	-0.991377782134398	0.606660888943915	STAD
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.997391748344462	0.606660888943915	STAD
HALLMARK_BILE_ACID_METABOLISM	-0.874533405879618	0.846345326997058	STAD
HALLMARK_ANDROGEN_RESPONSE	-0.853727967733096	0.846345326997058	STAD
HALLMARK_SPERMATOGENESIS	-0.85640455734171	0.846345326997058	STAD
HALLMARK_HYPOXIA	-0.882042765540875	0.846345326997058	STAD
HALLMARK_APOPTOSIS	-0.846595775700977	0.868055555555556	STAD
HALLMARK_PANCREAS_BETA_CELLS	-0.73839963245158	0.868055555555556	STAD
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.809355907667462	0.868055555555556	STAD
HALLMARK_HEME_METABOLISM	0.81053104533961	1	STAD
HALLMARK_PROTEIN_SECRETION	0.569902290320043	1	STAD
HALLMARK_ALLOGRAFT_REJECTION	2.56240524513313	1e-09	THCA
HALLMARK_INFLAMMATORY_RESPONSE	2.53513860336029	1e-09	THCA
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.52593387776056	1e-09	THCA
HALLMARK_MTORC1_SIGNALING	2.30862990377911	1e-09	THCA
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.20941255522678	1e-09	THCA
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.07416742922306	2.38555257920893e-09	THCA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.11618215216809	2.44075969789769e-09	THCA
HALLMARK_KRAS_SIGNALING_UP	2.06855632872585	2.61155679801984e-09	THCA
HALLMARK_ANDROGEN_RESPONSE	2.27983382263581	3.58419122547668e-09	THCA
HALLMARK_PROTEIN_SECRETION	2.0775271958345	6.02103440498152e-07	THCA
HALLMARK_IL2_STAT5_SIGNALING	1.89424481978829	6.02103440498152e-07	THCA
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.12132787045941	7.49328195535152e-07	THCA
HALLMARK_COMPLEMENT	1.81787188536017	3.00692120668711e-06	THCA
HALLMARK_ESTROGEN_RESPONSE_LATE	1.75369310716409	1.31224767800289e-05	THCA
HALLMARK_G2M_CHECKPOINT	1.73933855874792	2.25311031020119e-05	THCA
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.94597333676119	2.81938719992365e-05	THCA
HALLMARK_E2F_TARGETS	1.74371861187312	3.06160579049507e-05	THCA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.87912780969265	4.73106457262397e-05	THCA
HALLMARK_MYC_TARGETS_V1	1.67565205153198	9.25566852663628e-05	THCA
HALLMARK_APOPTOSIS	1.57936950208361	0.000935503572420588	THCA
HALLMARK_P53_PATHWAY	1.53920020966562	0.00214984809220473	THCA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.57735444866202	0.00454266430859363	THCA
HALLMARK_ADIPOGENESIS	1.39217110199085	0.00783990683201846	THCA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.53817291503952	0.00957311167679598	THCA
HALLMARK_HEME_METABOLISM	1.42238930617718	0.00978067335617046	THCA
HALLMARK_MITOTIC_SPINDLE	1.35909723642022	0.0121161585810142	THCA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.52007089861772	0.016664477186417	THCA
HALLMARK_BILE_ACID_METABOLISM	1.3993222144454	0.0185750914628563	THCA
HALLMARK_MYOGENESIS	-1.37086590916758	0.0217568138764031	THCA
HALLMARK_UV_RESPONSE_DN	1.37238211318953	0.0227273532586303	THCA
HALLMARK_UV_RESPONSE_UP	1.36268709519748	0.0247559689174413	THCA
HALLMARK_XENOBIOTIC_METABOLISM	1.28774069928695	0.0249474278677155	THCA
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.33574002112634	0.028604106514516	THCA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.45709529932516	0.044524162583445	THCA
HALLMARK_HYPOXIA	1.23487388166535	0.108923334729786	THCA
HALLMARK_MYC_TARGETS_V2	1.26027335207926	0.140916317386906	THCA
HALLMARK_FATTY_ACID_METABOLISM	1.20539811582497	0.140916317386906	THCA
HALLMARK_ANGIOGENESIS	1.24143332775388	0.216203914428767	THCA
HALLMARK_GLYCOLYSIS	1.13140326298728	0.216203914428767	THCA
HALLMARK_PANCREAS_BETA_CELLS	1.1560318334327	0.285796766743649	THCA
HALLMARK_COAGULATION	1.08007968375199	0.310661643201798	THCA
HALLMARK_KRAS_SIGNALING_DN	-1.07010063474896	0.339358304297329	THCA
HALLMARK_NOTCH_SIGNALING	-1.02503267488178	0.499494438827098	THCA
HALLMARK_APICAL_JUNCTION	-1.00614933273955	0.506780130067801	THCA
HALLMARK_HEDGEHOG_SIGNALING	-0.976716966481936	0.546890044290391	THCA
HALLMARK_SPERMATOGENESIS	0.946763915649768	0.630037461686911	THCA
HALLMARK_APICAL_SURFACE	-0.927290533945284	0.642347051461386	THCA
HALLMARK_PEROXISOME	0.917104520404664	0.671955958549223	THCA
HALLMARK_DNA_REPAIR	-0.788985882542349	0.938454121806203	THCA
HALLMARK_TGF_BETA_SIGNALING	-0.717289547645659	0.945017182130584	THCA
HALLMARK_E2F_TARGETS	3.44803775177188	7.14285714285714e-10	UCEC
HALLMARK_G2M_CHECKPOINT	2.70747370246742	7.14285714285714e-10	UCEC
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.67338864120761	7.14285714285714e-10	UCEC
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.67602093082097	7.14285714285714e-10	UCEC
HALLMARK_MTORC1_SIGNALING	3.2684281614069	7.14285714285714e-10	UCEC
HALLMARK_MYC_TARGETS_V1	3.69313546557084	7.14285714285714e-10	UCEC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.37835050310775	7.14285714285714e-10	UCEC
HALLMARK_MYC_TARGETS_V2	2.61225606759253	3.22759800701063e-09	UCEC
HALLMARK_DNA_REPAIR	2.16424599086045	1.0004862938258e-08	UCEC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.2321049846071	2.09180109602277e-07	UCEC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.45819384332204	8.63964739093819e-07	UCEC
