sample	chromosome	start	end	num.mark	seg.mean
TCGA.02.0086	12	33854	179323	16	-0.166
TCGA.02.0086	12	7850944	8062426	21	0.268
TCGA.02.0086	12	8068318	11393473	349	0.0371
TCGA.02.0086	13	18065953	26217663	783	0.0423
TCGA.02.0086	13	26222778	26347860	8	-0.2784
TCGA.02.0086	13	26380869	44472902	1772	0.0199
TCGA.02.0086	13	44481287	44481287	1	NA
TCGA.02.0086	13	44492477	44745572	32	0.2027
TCGA.02.0086	13	44750643	56650373	955	0.0292
TCGA.02.0086	13	56658479	56673183	3	0.504
TCGA.02.0086	13	56691355	114123862	4098	-0.0028
TCGA.02.0086	14	105602756	105630089	4	-1.0374
TCGA.02.0086	14	105643293	106345370	76	-0.4044
TCGA.02.0086	14	106349756	106349756	1	NA
TCGA.02.0086	14	18149473	19216369	10	-0.0216
TCGA.02.0086	14	19268776	21705879	377	-0.2777
TCGA.02.0086	14	21719593	22005835	36	-0.0158
TCGA.02.0086	14	22012263	52342464	2440	-0.2854
TCGA.02.0086	14	52355482	52448166	13	-0.0618
TCGA.02.0086	14	52455085	105594189	5239	-0.289
TCGA.02.0086	15	18362555	18683110	8	0.1389
TCGA.02.0086	15	18722595	20079935	68	-0.4371
TCGA.02.0086	15	20220416	66039188	4540	0.0463
TCGA.02.0086	15	66061157	66079092	2	-0.5319
TCGA.02.0086	15	66094768	100282819	3390	0.0237
TCGA.02.0086	16	10499641	10543950	7	0.524
TCGA.02.0086	16	10550495	54343465	2605	0.0491
TCGA.02.0086	16	28087	10484623	1134	0.0416
TCGA.02.0086	16	54354643	54379834	5	-0.8901
TCGA.02.0086	16	54390012	68706240	1162	-0.0177
TCGA.02.0086	16	68710277	68754234	6	-0.3027
TCGA.02.0086	16	68795079	73800145	466	-0.0175
TCGA.02.0086	16	73803521	73815706	4	-0.5469
TCGA.02.0086	16	73818855	88690571	1405	-0.0717
TCGA.02.0086	17	28229834	30253011	191	-0.3908
TCGA.02.0086	17	29169	28222674	2784	-0.2378
TCGA.02.0086	17	30268274	37841794	841	-0.2269
TCGA.02.0086	17	37858956	41515622	433	0.1121
TCGA.02.0086	17	41521544	41841187	17	0.4489
TCGA.02.0086	17	41983407	57973757	1421	0.0797
TCGA.02.0086	17	57983727	59538889	174	-0.2249
TCGA.02.0086	17	59547462	71713515	1059	0.0849
TCGA.02.0086	17	71722681	71791958	9	0.7184
TCGA.02.0086	17	71801363	78528645	717	0.0562
TCGA.02.0086	17	78536419	78653545	11	-0.1561
TCGA.02.0086	18	188111	76110964	5764	0.0032
TCGA.02.0086	18	4316	182746	10	-0.1247
TCGA.02.0086	19	63676549	63784327	21	-0.099
TCGA.02.0086	19	64418	63672782	5956	0.0936
TCGA.02.0086	2	108455700	108835796	40	0.1463
TCGA.02.0086	2	108850705	112707278	213	0.0082
TCGA.02.0086	2	112718040	113047541	26	0.1873
TCGA.02.0086	2	113057329	135637129	1531	0.015
TCGA.02.0086	2	135649571	136016388	41	-0.2193
TCGA.02.0086	2	136024641	141866581	425	0.0026
TCGA.02.0086	2	141874940	142160184	32	-0.3996
TCGA.02.0086	2	142169661	206642692	4910	0.0272
TCGA.02.0086	2	20341	108449229	8063	0.0272
TCGA.02.0086	2	206650490	206743685	13	0.2566
TCGA.02.0086	2	206749543	227964962	1811	0.0256
TCGA.02.0086	2	227973265	228160731	22	0.1833
TCGA.02.0086	2	228171522	242717016	1407	0.0116
TCGA.02.0086	20	8747	62379059	5331	0.2535
TCGA.02.0086	21	25872254	25957532	16	0.3413
TCGA.02.0086	21	25964267	33934488	832	0.0383
TCGA.02.0086	21	33940056	33946930	2	0.6203
TCGA.02.0086	21	33957625	46914686	1651	-0.0021
TCGA.02.0086	21	9896630	25870069	861	0.0325
TCGA.02.0086	22	14504218	15528564	15	0.0011
TCGA.02.0086	22	15533988	22644243	801	-0.2492
TCGA.02.0086	22	22656831	22671374	3	0.1299
TCGA.02.0086	22	22677959	22725305	10	-1.2861
TCGA.02.0086	22	22731196	37683516	1785	-0.2497
TCGA.02.0086	22	37689058	37715385	6	-1.9387
TCGA.02.0086	22	37718669	49565816	1459	-0.2824
TCGA.02.0086	23	122520084	122523213	2	0.2635
TCGA.02.0086	23	122531072	152680934	2234	1.1828
TCGA.02.0086	23	152685198	152694773	4	0.1896
TCGA.02.0086	23	152698840	154582414	235	1.0796
TCGA.02.0086	23	26722567	26777392	3	0.6783
TCGA.02.0086	23	26817045	30158845	263	1.223
TCGA.02.0086	23	2710316	2812518	12	1.2228
TCGA.02.0086	23	2822627	2877425	12	0.7645
TCGA.02.0086	23	2886618	26705471	1940	1.1972
TCGA.02.0086	23	30164429	30174298	3	0.5568
TCGA.02.0086	23	30179913	52909690	1796	1.2021
TCGA.02.0086	23	52916249	52966148	4	0.4668
TCGA.02.0086	23	52971245	89066572	2093	1.2089
TCGA.02.0086	23	89081631	89968680	15	0.7605
TCGA.02.0086	23	90003509	90865947	29	1.2454
TCGA.02.0086	23	90917565	91284359	17	0.779
TCGA.02.0086	23	91300737	91300737	1	NA
TCGA.02.0086	23	91315210	91425227	11	1.3047
TCGA.02.0086	23	91445574	92263775	25	0.6858
TCGA.02.0086	23	92289605	94312537	83	1.1927
TCGA.02.0086	23	94365239	95501856	39	1.791
TCGA.02.0086	23	95537153	122516860	2117	1.2071
TCGA.02.0086	24	10397038	10473791	5	-6.2148
TCGA.02.0086	24	10492169	10511255	2	-4.52
TCGA.02.0086	24	10537808	12598397	23	-0.7031
TCGA.02.0086	24	12604268	14352278	179	-3.7302
TCGA.02.0086	24	14356069	16343057	180	-3.1232
TCGA.02.0086	24	16362978	24685322	380	-3.8388
TCGA.02.0086	24	24754207	57440809	29	-0.5911
TCGA.02.0086	24	2710450	3219184	57	-3.7089
TCGA.02.0086	24	3223585	6652868	96	-0.7117
TCGA.02.0086	24	6696721	6696721	1	NA
TCGA.02.0086	24	6717936	7289497	95	-2.9049
TCGA.02.0086	24	7292728	7340782	8	-5.4831
TCGA.02.0086	24	7349064	7914104	65	-3.0581
TCGA.02.0086	24	7918899	8186454	42	-4.3135
TCGA.02.0086	24	8194312	8486504	38	-2.9948
TCGA.02.0086	24	8490437	8498306	3	-5.1959
TCGA.02.0086	24	8501447	8568582	16	-3.5182
TCGA.02.0086	24	8573273	8623887	6	-4.5229
TCGA.02.0086	24	8641679	8695195	13	-2.5228
TCGA.02.0086	24	8701183	8722552	5	-5.6197
TCGA.02.0086	24	8725366	8823361	9	-3.1353
TCGA.02.0086	24	8828716	9132086	18	-5.2125
TCGA.02.0086	24	9145335	10379512	23	-2.9204
TCGA.02.0086	3	164038917	164101776	6	-0.9448
TCGA.02.0086	3	164112873	174721900	769	0.0335
TCGA.02.0086	3	174736125	174785195	7	-0.2516
TCGA.02.0086	3	174785419	176530385	163	0.0322
TCGA.02.0086	3	176538367	176963057	42	-0.3128
TCGA.02.0086	3	176968608	196830270	1667	0.045
TCGA.02.0086	3	196904349	196958467	11	0.4881
TCGA.02.0086	3	196968244	199379566	263	0.0904
TCGA.02.0086	3	39066	39066	1	NA
TCGA.02.0086	3	48914	52557061	4624	0.023
TCGA.02.0086	3	52566969	52695114	18	0.2047
TCGA.02.0086	3	52698068	164023502	8315	0.0176
TCGA.02.0086	4	181875997	182009572	5	-0.5842
TCGA.02.0086	4	182035458	183022112	33	-0.0199
TCGA.02.0086	4	183054091	183580771	41	-0.3072
TCGA.02.0086	4	183595238	190749363	652	0.0317
TCGA.02.0086	4	190780239	190907865	10	-0.3138
TCGA.02.0086	4	190924564	191173837	20	-0.0252
TCGA.02.0086	4	2387347	38507382	2365	-0.0024
TCGA.02.0086	4	38517661	40505733	204	0.1652
TCGA.02.0086	4	40511598	68905670	1659	0.0267
TCGA.02.0086	4	41413	2371684	273	0.2689
TCGA.02.0086	4	69057735	69165814	11	-0.7797
TCGA.02.0086	4	69643272	70327740	61	0.042
TCGA.02.0086	4	70338878	70503613	15	-0.1497
TCGA.02.0086	4	70510559	181839382	8004	0.0238
TCGA.02.0086	5	161488830	161614272	9	-0.0424
TCGA.02.0086	5	161655671	162330511	20	0.3293
TCGA.02.0086	5	162370932	162800093	20	0.0296
TCGA.02.0086	5	162800879	165586049	118	0.2804
TCGA.02.0086	5	165607835	166257934	18	0.055
TCGA.02.0086	5	166317735	176478052	871	0.2743
TCGA.02.0086	5	176484401	176609838	14	0.5223
TCGA.02.0086	5	176621065	180342860	410	0.287
TCGA.02.0086	5	180351118	180355807	2	0.999
TCGA.02.0086	5	180362342	180644810	43	0.1745
TCGA.02.0086	5	75149	745859	75	0.1838
TCGA.02.0086	5	763494	878290	12	0.5623
TCGA.02.0086	5	894957	161479722	11632	0.2897
TCGA.02.0086	6	100925702	102162023	94	-0.4723
TCGA.02.0086	6	102167388	160946328	4499	-0.3169
TCGA.02.0086	6	160948812	160975886	3	0.416
TCGA.02.0086	6	160991636	170780949	828	-0.3595
TCGA.02.0086	6	170867396	170867396	1	NA
TCGA.02.0086	6	29785566	29833986	10	-0.5593
TCGA.02.0086	6	29840973	31385778	215	-0.2541
TCGA.02.0086	6	31395330	31418006	2	-1.0471
TCGA.02.0086	6	31425144	32495914	186	-0.2317
TCGA.02.0086	6	32501376	32586131	6	-0.5708
TCGA.02.0086	6	32595402	32629848	4	-1.628
TCGA.02.0086	6	32634044	57437841	2390	-0.2876
TCGA.02.0086	6	57445834	57683389	22	-0.0923
TCGA.02.0086	6	57704050	78983276	1127	-0.2996
TCGA.02.0086	6	79035891	79079988	3	0.1845
TCGA.02.0086	6	79101978	100901374	1329	-0.3161
TCGA.02.0086	6	8373368	8458806	6	0.0743
TCGA.02.0086	6	8474619	29779094	1754	-0.2767
TCGA.02.0086	6	97634	8362676	786	-0.3451
TCGA.02.0086	7	140213	38259147	3337	0.5093
TCGA.02.0086	7	141705163	141711513	2	1.4324
TCGA.02.0086	7	141720324	142152205	50	0.5489
TCGA.02.0086	7	142159154	142164247	2	-0.3427
TCGA.02.0086	7	142167901	142171618	2	-1.7072
TCGA.02.0086	7	142178220	158811268	1595	0.4915
TCGA.02.0086	7	38262701	38343026	13	0.7526
TCGA.02.0086	7	38347832	141687978	8240	0.528
TCGA.02.0086	8	3222501	3913431	84	-0.8962
TCGA.02.0086	8	3929983	39341524	2783	-0.3025
TCGA.02.0086	8	39356595	39505256	20	0.1583
TCGA.02.0086	8	39511632	146264846	7771	-0.3081
TCGA.02.0086	8	63810	3210838	302	-0.3911
TCGA.02.0086	9	118626202	118717152	11	-0.1341
TCGA.02.0086	9	118728240	118736924	2	-1.2947
TCGA.02.0086	9	118743266	140138746	2317	0.042
TCGA.02.0086	9	140145683	140193674	3	-0.5439
TCGA.02.0086	9	140241876	140241876	1	NA
TCGA.02.0086	9	153131	18983768	1502	-0.7545
TCGA.02.0086	9	18999711	19386608	42	-0.576
TCGA.02.0086	9	19391873	21934037	256	-0.7566
TCGA.02.0086	9	21947735	22042080	15	-1.373
TCGA.02.0086	9	22059983	38526930	1249	-0.7129
TCGA.02.0086	9	38561787	38612201	4	-0.1597
TCGA.02.0086	9	38627337	38627337	1	NA
TCGA.02.0086	9	38638149	39146895	11	-0.5767
TCGA.02.0086	9	39157302	70295535	49	-0.1717
TCGA.02.0086	9	70304266	118616348	3940	0.0362
TCGA.02.0089	1	110033832	110041428	2	1.1858
TCGA.02.0089	1	110057882	150775100	1491	0.0041
TCGA.02.0089	1	150781906	150852858	12	0.3805
TCGA.02.0089	1	150857070	151027357	31	0.012
TCGA.02.0089	1	151033188	151036435	2	0.9976
TCGA.02.0089	1	151040463	156811951	747	-0.0036
TCGA.02.0089	1	156818639	157226475	51	-0.5152
TCGA.02.0089	1	157236529	247190718	7517	-0.0014
TCGA.02.0089	1	16921319	17197648	20	-0.341
TCGA.02.0089	1	17208779	25457903	816	-0.017
TCGA.02.0089	1	25482036	25536086	6	-0.5979
TCGA.02.0089	1	25541997	110023268	6953	0.001
TCGA.02.0089	1	554268	16911911	1597	-0.0218
TCGA.02.0089	10	115544	26425581	2225	-0.5692
TCGA.02.0089	10	127578239	127612803	6	0.0131
TCGA.02.0089	10	127620976	135254461	702	-0.6122
TCGA.02.0089	10	135271770	135356671	5	-0.2834
TCGA.02.0089	10	26437498	26621502	25	-1.392
TCGA.02.0089	10	26633421	38620776	917	-0.5458
TCGA.02.0089	10	38659036	42175348	14	-0.135
TCGA.02.0089	10	42184626	127563278	7141	-0.5639
TCGA.02.0089	11	182372	5738494	691	-0.0396
TCGA.02.0089	11	55124730	55207305	13	-0.6512
TCGA.02.0089	11	55225136	134432265	7207	-0.0043
TCGA.02.0089	11	5742476	5762182	4	-4.4635
TCGA.02.0089	11	5766615	55118214	3520	0.0059
TCGA.02.0089	12	33854	132289090	11167	0.0027
TCGA.02.0089	13	18065953	114123862	7652	-4e-04
TCGA.02.0089	14	105934843	105934843	1	NA
TCGA.02.0089	14	105946993	106002179	7	-0.6392
TCGA.02.0089	14	106017453	106017453	1	NA
TCGA.02.0089	14	106028936	106349756	38	0.1302
TCGA.02.0089	14	18149473	19216369	10	0.0507
TCGA.02.0089	14	19268776	19490630	30	-0.5842
TCGA.02.0089	14	19497023	21511829	322	-0.01
TCGA.02.0089	14	21518235	22259312	87	0.2104
TCGA.02.0089	14	22280271	74055075	4675	0.0084
TCGA.02.0089	14	74067800	91474127	1472	-0.4883
TCGA.02.0089	14	91479045	105923159	1553	-0.0206
TCGA.02.0089	15	18362555	20307869	79	0.2433
TCGA.02.0089	15	20316992	22021181	104	-0.0236
TCGA.02.0089	15	22038880	22364310	12	-0.5901
TCGA.02.0089	15	22374850	62902977	4024	-7e-04
TCGA.02.0089	15	62908398	62911449	2	-0.969
TCGA.02.0089	15	62915389	98141944	3539	-0.002
TCGA.02.0089	15	98145502	98182921	5	0.5124
TCGA.02.0089	15	98196764	100282819	243	0.0055
TCGA.02.0089	16	28087	31862577	2976	-0.0039
TCGA.02.0089	16	31958973	33539023	36	0.3287
TCGA.02.0089	16	33758082	88690571	3782	-0.011
TCGA.02.0089	17	29169	3446123	410	0.0115
TCGA.02.0089	17	3453795	3505083	8	-1.0579
TCGA.02.0089	17	3511890	78653545	7239	-0.0063
TCGA.02.0089	18	4316	76110964	5774	-0.0071
TCGA.02.0089	19	19980097	37044578	517	0.3305
TCGA.02.0089	19	37067622	63784327	3101	0.036
TCGA.02.0089	19	64418	19977508	2359	0.0253
TCGA.02.0089	2	140893071	141103968	21	-0.4845
TCGA.02.0089	2	141110038	242717016	8275	-0.003
TCGA.02.0089	2	20341	140884282	10238	-0.0032
TCGA.02.0089	20	8747	62379059	5331	0.3865
TCGA.02.0089	21	16118350	16189740	11	0.4288
TCGA.02.0089	21	16197191	16197191	1	NA
TCGA.02.0089	21	16205354	18212174	189	0.0101
TCGA.02.0089	21	18235050	18249495	2	0.9921
TCGA.02.0089	21	18261461	21222557	173	-0.0097
TCGA.02.0089	21	21227879	22176401	104	0.3877
TCGA.02.0089	21	22210417	22316256	7	-0.2122
TCGA.02.0089	21	22326389	23707330	64	-0.4897
TCGA.02.0089	21	23720087	23749677	3	0.4492
TCGA.02.0089	21	23787032	26207581	158	-0.5715
TCGA.02.0089	21	26221996	26316291	13	0.3984
TCGA.02.0089	21	26321886	26902200	54	-0.6084
TCGA.02.0089	21	26941307	26994111	3	0.6057
TCGA.02.0089	21	27043885	27844369	55	-0.606
TCGA.02.0089	21	27888365	28025884	6	0.2807
TCGA.02.0089	21	28041171	28056763	2	-0.8321
TCGA.02.0089	21	28080175	28350511	14	-0.2493
TCGA.02.0089	21	28358356	29703972	122	-0.6013
TCGA.02.0089	21	29727600	29817527	6	0.3275
TCGA.02.0089	21	29825892	29855242	5	-0.4924
TCGA.02.0089	21	29865714	29945456	14	0.4731
TCGA.02.0089	21	29954344	30014932	9	-0.5122
TCGA.02.0089	21	30023932	46914686	2152	-0.0103
TCGA.02.0089	21	9896630	16105282	195	-0.0227
TCGA.02.0089	22	14504218	22644243	816	-0.0101
TCGA.02.0089	22	22656831	22809468	24	0.243
TCGA.02.0089	22	22818422	49565816	3239	-0.019
TCGA.02.0089	23	2710316	76992067	5491	-0.0569
TCGA.02.0089	23	76998610	77008500	2	-1.2735
TCGA.02.0089	23	77014496	154582414	5445	-0.0598
TCGA.02.0089	24	2710450	57432579	1292	-0.0429
TCGA.02.0089	24	57440809	57440809	1	NA
TCGA.02.0089	3	163997228	164101776	8	-0.6657
TCGA.02.0089	3	164112873	187128690	1746	0.0056
TCGA.02.0089	3	187138113	190108801	311	-0.5615
TCGA.02.0089	3	190120459	196830270	591	0.0162
TCGA.02.0089	3	196904349	196933317	6	0.4872
TCGA.02.0089	3	196942158	199379566	268	0.0027
TCGA.02.0089	3	39066	163987457	12956	-0.0046
TCGA.02.0089	4	190115999	191053785	59	-0.5176
TCGA.02.0089	4	191074545	191173837	10	-0.1027
TCGA.02.0089	4	41413	68905670	4501	-0.0086
TCGA.02.0089	4	69057735	69643272	12	-0.4282
TCGA.02.0089	4	69657500	190100442	8771	0.0019
TCGA.02.0089	5	75149	180644810	13244	-0.0019
TCGA.02.0089	6	127935927	147039712	1541	-0.5742
TCGA.02.0089	6	147048234	162627593	1284	0.0127
TCGA.02.0089	6	1474483	1545136	6	-0.6321
TCGA.02.0089	6	1557709	32558677	2824	0.0058
TCGA.02.0089	6	162635870	167091839	351	-0.5839
TCGA.02.0089	6	167099008	170867396	318	-0.0071
TCGA.02.0089	6	32567382	32629848	6	-0.762
TCGA.02.0089	6	32634044	127929111	6802	-0.0022
TCGA.02.0089	6	97634	1448772	133	0.0207
TCGA.02.0089	7	100171204	100174991	2	-3.3517
TCGA.02.0089	7	100183859	158811268	5311	0.3951
TCGA.02.0089	7	140213	38259147	3337	0.3978
TCGA.02.0089	7	38262701	38290450	7	0.9332
TCGA.02.0089	7	38296218	54856896	1245	0.3947
TCGA.02.0089	7	54892257	55630205	62	4.9775
TCGA.02.0089	7	55641775	100162851	3277	0.3952
TCGA.02.0089	8	39356595	39505256	20	-0.5854
TCGA.02.0089	8	39511632	146264846	7771	0.0016
TCGA.02.0089	8	63810	39341524	3169	-0.001
TCGA.02.0089	9	14612561	14832243	26	0.4196
TCGA.02.0089	9	14838725	14838725	1	NA
TCGA.02.0089	9	14849130	16339525	125	-0.5312
TCGA.02.0089	9	153131	623115	53	-0.5316
TCGA.02.0089	9	16376365	16482217	11	0.3629
TCGA.02.0089	9	16488698	17047595	51	-0.6057
TCGA.02.0089	9	17084310	17176326	11	0.3505
TCGA.02.0089	9	17185765	17185765	1	NA
TCGA.02.0089	9	17199790	18852547	123	-0.545
TCGA.02.0089	9	18860912	18917948	6	0.3637
TCGA.02.0089	9	18926518	19266977	34	-0.5083
TCGA.02.0089	9	19273910	19347623	10	0.4788
TCGA.02.0089	9	19358483	19422134	9	0.0102
TCGA.02.0089	9	19431347	20699329	107	-1.5331
TCGA.02.0089	9	20705351	20843789	22	0.0359
TCGA.02.0089	9	20852647	21983401	130	-1.5165
TCGA.02.0089	9	21993651	22115405	11	-0.6029
TCGA.02.0089	9	22136626	22183169	3	-1.5433
TCGA.02.0089	9	22202553	22615986	21	-0.5199
TCGA.02.0089	9	22638451	22808496	13	0.0282
TCGA.02.0089	9	22842920	23092507	12	-0.5628
TCGA.02.0089	9	2284322	2314333	3	0.4911
TCGA.02.0089	9	23122133	23365926	10	-1.6441
TCGA.02.0089	9	2325671	3652377	121	-0.5649
TCGA.02.0089	9	23405562	23526542	7	-0.0517
TCGA.02.0089	9	23550029	23550029	1	NA
TCGA.02.0089	9	23559089	23726783	16	-1.4598
TCGA.02.0089	9	23740648	24932348	47	-0.5116
TCGA.02.0089	9	24986233	24986233	1	NA
TCGA.02.0089	9	25036145	25728780	30	0.0572
TCGA.02.0089	9	25769222	26152115	18	-0.4809
TCGA.02.0089	9	26195023	26195023	1	NA
TCGA.02.0089	9	26215945	26413210	10	-1.6297
TCGA.02.0089	9	26433722	34196594	554	-0.5527
TCGA.02.0089	9	34210942	36252211	276	-0.0043
TCGA.02.0089	9	36261796	39244329	245	-0.531
TCGA.02.0089	9	3660989	3761025	10	0.4892
TCGA.02.0089	9	3773949	5325065	172	-0.5369
TCGA.02.0089	9	39355550	140241876	6320	-0.0117
TCGA.02.0089	9	5330015	5447101	16	0.4182
TCGA.02.0089	9	5453902	8147531	214	-0.5343
TCGA.02.0089	9	629010	700775	8	0.5069
TCGA.02.0089	9	710090	2257812	139	-0.5691
TCGA.02.0089	9	8207768	8340800	8	0.3713
TCGA.02.0089	9	8351089	9772827	136	-0.5876
TCGA.02.0089	9	9783019	9807232	3	0.2397
TCGA.02.0089	9	9818819	14607072	257	-0.58
TCGA.02.0099	1	142721264	156431179	1304	0.4548
TCGA.02.0099	1	156436441	156491017	6	-0.1312
TCGA.02.0099	1	156497456	171728243	1460	0.5122
TCGA.02.0099	1	171736795	183316475	1051	0.074
TCGA.02.0099	1	183327455	199003399	929	-0.5511
TCGA.02.0099	1	199016119	207126341	842	0.0653
TCGA.02.0099	1	207157485	222692800	1125	-0.5448
TCGA.02.0099	1	222702822	224424869	165	0.0731
TCGA.02.0099	1	224431852	240306793	1354	-0.5509
TCGA.02.0099	1	240318783	247190718	685	0.0706
TCGA.02.0099	1	554268	121052394	10324	0.037
TCGA.02.0099	10	115544	135356671	11035	-0.5563
TCGA.02.0099	11	182372	20057567	2087	-0.5346
TCGA.02.0099	11	20071959	20098137	3	-0.1973
TCGA.02.0099	11	20113144	32326724	806	0.4739
TCGA.02.0099	11	32344536	32344536	1	NA
TCGA.02.0099	11	32353953	40494126	522	0.0473
TCGA.02.0099	11	40515667	40515667	1	NA
TCGA.02.0099	11	40525781	40679433	11	-0.666
TCGA.02.0099	11	40698811	40698811	1	NA
TCGA.02.0099	11	40716821	134432265	8003	-0.0134
TCGA.02.0099	12	33854	55948031	5080	0.0303
TCGA.02.0099	12	55962881	56097885	14	3.0905
TCGA.02.0099	12	56102646	56137786	11	-0.6509
TCGA.02.0099	12	56140380	56244480	25	3.1489
TCGA.02.0099	12	56255954	56320481	14	-0.4497
TCGA.02.0099	12	56347748	56440283	20	3.9149
TCGA.02.0099	12	56445035	56543510	19	1.3687
TCGA.02.0099	12	56560048	56560048	1	NA
TCGA.02.0099	12	56585353	56636891	7	3.8146
TCGA.02.0099	12	56644220	59249527	120	0.0161
TCGA.02.0099	12	59262155	60008743	30	0.6398
TCGA.02.0099	12	60039028	60422403	16	0.1744
TCGA.02.0099	12	60430343	61154819	72	4.0371
TCGA.02.0099	12	61169774	61346692	26	0.4112
TCGA.02.0099	12	61364602	61400955	5	4.2858
TCGA.02.0099	12	61419322	61676017	30	4.9363
TCGA.02.0099	12	61699724	61874935	12	3.9681
TCGA.02.0099	12	61896737	61978091	3	-0.3742
TCGA.02.0099	12	62005606	62233999	8	3.5592
TCGA.02.0099	12	62342221	62485360	11	-0.4346
TCGA.02.0099	12	62494424	62575746	11	3.6989
TCGA.02.0099	12	62581930	62718703	17	-0.6239
TCGA.02.0099	12	62731258	62966407	26	3.8815
TCGA.02.0099	12	62977292	63018794	5	-0.485
TCGA.02.0099	12	63033029	63033029	1	NA
TCGA.02.0099	12	63038919	63191703	17	0.5141
TCGA.02.0099	12	63216474	63426836	19	4.0344
TCGA.02.0099	12	63438191	63478631	5	0.4215
TCGA.02.0099	12	63491106	63598633	12	3.9203
TCGA.02.0099	12	63617543	64482522	81	0.0022
TCGA.02.0099	12	64489043	64526415	5	-0.6758
TCGA.02.0099	12	64533555	64589646	5	-0.1184
TCGA.02.0099	12	64595258	64595258	1	NA
TCGA.02.0099	12	64603279	64676649	8	-0.6086
TCGA.02.0099	12	64694907	64694907	1	NA
TCGA.02.0099	12	64727853	65305672	61	-0.0286
TCGA.02.0099	12	65314176	65390625	7	4.0604
TCGA.02.0099	12	65404486	65805659	18	-0.0252
TCGA.02.0099	12	65841438	65944428	6	-0.6634
TCGA.02.0099	12	65950844	66552753	31	0.0639
TCGA.02.0099	12	66604285	66629665	2	NA
TCGA.02.0099	12	66658735	66835161	14	3.9265
TCGA.02.0099	12	66843842	67173216	38	-0.6122
TCGA.02.0099	12	67192568	67192568	1	NA
TCGA.02.0099	12	67202216	67290210	11	3.7941
TCGA.02.0099	12	67291869	67315874	4	-0.5336
TCGA.02.0099	12	67322051	67633330	39	3.9972
TCGA.02.0099	12	67640963	68263567	51	-0.508
TCGA.02.0099	12	68268028	68323018	8	4.0306
TCGA.02.0099	12	68334429	132289090	5138	0.0241
TCGA.02.0099	13	18065953	114123862	7652	-0.556
TCGA.02.0099	14	18149473	21321927	336	-0.5202
TCGA.02.0099	14	21335555	22034704	90	-0.1959
TCGA.02.0099	14	22046097	106349756	7770	-0.5523
TCGA.02.0099	15	18362555	100282819	8008	0.042
TCGA.02.0099	16	28087	28087	1	NA
TCGA.02.0099	16	36766	69308884	4977	0.0215
TCGA.02.0099	16	69314982	69314982	1	NA
TCGA.02.0099	16	69322931	69808750	55	0.3499
TCGA.02.0099	16	69817039	88690571	1760	0.053
TCGA.02.0099	17	29169	78653545	7657	0.0333
TCGA.02.0099	18	4316	4316	1	NA
TCGA.02.0099	18	48140915	48340080	25	-0.5171
TCGA.02.0099	18	48351855	76110964	2102	0.0505
TCGA.02.0099	18	59754	48129172	3646	0.0459
TCGA.02.0099	19	63784327	63784327	1	NA
TCGA.02.0099	19	64418	63782945	5976	-0.0143
TCGA.02.0099	2	140721190	141024200	37	-0.543
TCGA.02.0099	2	141039573	141324204	32	0.0343
TCGA.02.0099	2	141333346	141703225	38	-0.5023
TCGA.02.0099	2	141715987	141782826	8	-0.041
TCGA.02.0099	2	141797686	141866581	8	-0.7378
TCGA.02.0099	2	141874940	182896191	3167	0.0541
TCGA.02.0099	2	182901990	183108864	22	-0.5277
TCGA.02.0099	2	183131922	183795308	59	-0.0397
TCGA.02.0099	2	183820816	183820816	1	NA
TCGA.02.0099	2	183848222	186565271	146	-0.5504
TCGA.02.0099	2	186600444	242717016	4800	0.0499
TCGA.02.0099	2	20341	140713451	10216	0.0423
TCGA.02.0099	20	18580	62379059	5330	0.035
TCGA.02.0099	20	8747	8747	1	NA
TCGA.02.0099	21	9896630	46914686	3362	0.0407
TCGA.02.0099	22	14504218	14504218	1	NA
TCGA.02.0099	22	14513494	22658543	817	-0.5142
TCGA.02.0099	22	22671374	22671374	1	NA
TCGA.02.0099	22	22677959	22725305	10	0.007
TCGA.02.0099	22	22731196	27511580	469	-0.5541
TCGA.02.0099	22	27514249	27521014	3	-1.501
TCGA.02.0099	22	27523363	49565816	2778	-0.5365
TCGA.02.0099	23	2710316	4212213	121	0.0255
TCGA.02.0099	23	4225500	4239811	2	-1.4693
TCGA.02.0099	23	4255421	154582414	10815	0.0104
TCGA.02.0099	24	2710450	57440809	1293	-0.003
TCGA.02.0099	3	36193272	36551007	26	-0.4123
TCGA.02.0099	3	36563951	199379566	12994	0.0411
TCGA.02.0099	3	39066	36166864	2866	0.0642
TCGA.02.0099	4	13319161	13319161	1	NA
TCGA.02.0099	4	13327719	13517856	15	-0.4343
TCGA.02.0099	4	13534084	54235862	2504	0.0387
TCGA.02.0099	4	41413	8359681	887	0.0215
TCGA.02.0099	4	54246043	54609961	35	0.4395
TCGA.02.0099	4	54621129	191173837	9645	0.0436
TCGA.02.0099	4	8380423	8609010	24	-0.6316
TCGA.02.0099	4	8626202	8626202	1	NA
TCGA.02.0099	4	8631116	13290553	241	0.069
TCGA.02.0099	5	140116008	148332001	757	-0.541
TCGA.02.0099	5	148339853	166469070	1345	0.0505
TCGA.02.0099	5	166497247	166497247	1	NA
TCGA.02.0099	5	166534820	180644810	1333	-0.5409
TCGA.02.0099	5	75149	140094798	9808	0.0545
TCGA.02.0099	6	108083	112096972	8681	0.0419
TCGA.02.0099	6	112111801	112111801	1	NA
