Agent names	Target genes
indoramin	ADRA1A
indoramin	ADRA1B
indoramin	ADRA1D
indoramin	ADRA2B
indoramin	ADRA2C
indoximod	IDO1
ingenol-mebutate	PRKCA
ingenol-mebutate	PRKCB
ingenol-mebutate	PRKCD
ingenol-mebutate	PRKCE
ingenol-mebutate	PRKCG
INH1	NDC80
iniparib	PARP1
inosine	PARP1
inosine	PNP
inositol	CDIPT
inositol	GBA
INT-767	GPBAR1
integrin-antagonist-1	ITGAV
integrin-antagonist-1	ITGB6
iodipamide	ALB
iodophenpropit	HRH3
iodophenpropit	HRH4
IOWH032	CFTR
IOX1	EGLN1
IOX1	KDM3A
IOX1	KDM4C
IOX1	KDM6B
IOX2	EGLN1
IOX2	KDM2A
IOX2	KDM5C
IPA-3	PAK1
IPI-145	PIK3CA
IPI-145	PIK3CB
IPI-145	PIK3CD
IPI-145	PIK3CG
ipidacrine	ACHE
ipragliflozin-l-proline	SLC5A2
ipratropium	CHRM1
ipratropium	CHRM2
ipratropium	CHRM3
ipratropium	CHRM4
ipratropium	CHRM5
iproniazid	MAOA
iproniazid	MAOB
ipsapirone	HTR1A
irbesartan	AGTR1
irbesartan	JUN
irbesartan	SLC10A1
irinotecan	TOP1
irinotecan	TOP1MT
IRL-2500	EDNRB
irosustat	CA2
irosustat	STS
irsogladine	PDE4A
isamoltane	HTR1A
isamoltane	HTR1B
isavuconazole	CYP3A4
ISO-1	MIF
isobutyramide	HBE1
isobutyramide	HBG1
isocarboxazid	MAOA
isocarboxazid	MAOB
isoconazole	CYP17A1
isoetharine	ADRB1
isoetharine	ADRB2
isoflupredone-acetate	NR3C1
isoflurane	ATP2C1
isoflurane	ATP5D
isoflurane	CALM1
isoflurane	GABRA1
isoflurane	GABRA2
isoflurane	GABRA3
isoflurane	GABRA4
isoflurane	GABRA5
isoflurane	GABRA6
isoflurane	GABRB1
isoflurane	GABRB2
isoflurane	GABRB3
isoflurane	GABRD
isoflurane	GABRE
isoflurane	GABRG1
isoflurane	GABRG2
isoflurane	GABRG3
isoflurane	GABRP
isoflurane	GABRQ
isoflurane	GLRA1
isoflurane	GLRB
isoflurane	GRIA1
isoflurane	KCNA1
isoflurane	KCNK10
isoflurane	KCNK18
isoflurane	KCNK2
isoflurane	KCNK3
isoflurane	KCNK9
isoflurophate	ACHE
isoflurophate	BCHE
isoguvacine	GABRA1
isoguvacine	GABRA2
isoguvacine	GABRA3
isoguvacine	GABRA4
isoguvacine	GABRA5
isoguvacine	GABRA6
isoguvacine	GABRR1
isoguvacine	GABRR2
isoguvacine	GABRR3
isoleucine	ACADSB
isoleucine	BCAT1
isoleucine	BCAT2
isoleucine	IARS
isoleucine	IARS2
isoliquiritigenin	GABBR1
isometheptene-mucate	ADRA1A
isometheptene-mucate	SLC18A2
isoniazid	CYP1A2
isoniazid	CYP2C19
isoniazid	CYP2C8
isoniazid	CYP2E1
isoniazid	CYP3A4
isoprenaline	ADRB1
isoprenaline	ADRB2
isoprenaline	ADRB3
isoprenaline	MAPK1
isoprenaline	PIK3R1
isoprenaline	PIK3R2
isoprenaline	PIK3R3
isopropamide-iodide	CHRM3
isopropamide-iodide	CHRM4
isosorbide-dinitrate	GUCY1A2
isosorbide-dinitrate	GUCY1A3
isosorbide-dinitrate	GUCY1B2
isosorbide-dinitrate	GUCY1B3
isosorbide-dinitrate	NPR1
isosorbide-mononitrate	GUCY1A2
isosorbide-mononitrate	GUCY1A3
isosorbide-mononitrate	GUCY1B2
isosorbide-mononitrate	GUCY1B3
isotretinoin	RARA
isotretinoin	RARB
isotretinoin	RARG
isoxicam	PTGS1
isoxicam	PTGS2
isoxsuprine	ADRB2
ispinesib	KIF11
isradipine	CACNA1C
isradipine	CACNA1D
isradipine	CACNA1F
isradipine	CACNA1H
isradipine	CACNA1S
isradipine	CACNA2D1
isradipine	CACNA2D2
isradipine	CACNB2
ISRIB	EIF2A
ISRIB	EIF2AK3
istaroxime	ATP1A1
istradefylline	ADORA1
istradefylline	ADORA2A
istradefylline	ADORA2B
istradefylline	ADORA3
ISX-9	NEUROD1
IT1t	CXCR4
itacitinib	JAK1
ITD-1	TGFBR2
ITE	AHR
ITI214	PDE1A
itopride	CHRM3
itopride	DRD2
itraconazole	CYP51A1
ITX3	TRIO
IU1	USP14
ivabradine	HCN1
ivabradine	HCN3
ivabradine	HCN4
ivacaftor	CFTR
ivermectin	CHRNA7
ivermectin	GABRB3
ivermectin	GLRA3
ivermectin	P2RX7
ivosidenib	IDH1
IWP-L6	PORCN
ixabepilone	TUBA1A
ixabepilone	TUBA1B
ixabepilone	TUBA1C
ixabepilone	TUBA3C
ixabepilone	TUBA3D
ixabepilone	TUBA3E
ixabepilone	TUBA4A
ixabepilone	TUBB
ixabepilone	TUBB1
ixabepilone	TUBB2A
ixabepilone	TUBB2B
ixabepilone	TUBB3
ixabepilone	TUBB4A
ixabepilone	TUBB4B
ixabepilone	TUBB6
ixabepilone	TUBB8
JAK3-inhibitor-V	JAK3
JDTic	OPRK1
JHW-007	SLC6A3
JIB04	KDM4E
JLK-6	PSEN1
JNJ-10191584	HRH4
JNJ-10397049	HCRTR1
JNJ-10397049	HCRTR2
JNJ-16259685	GRM1
JNJ-1661010	FAAH
JNJ-17203212	TRPV1
JNJ-26481585	HDAC1
JNJ-26481585	HDAC10
JNJ-26481585	HDAC11
JNJ-26481585	HDAC2
JNJ-26481585	HDAC3
JNJ-26481585	HDAC4
JNJ-26481585	HDAC5
JNJ-26481585	HDAC6
JNJ-26481585	HDAC7
JNJ-26481585	HDAC8
JNJ-26481585	HDAC9
JNJ-26481585	MDM2
JNJ-27141491	CCR2
JNJ-37822681	DRD2
JNJ-38877605	MET
JNJ-40411813	GRM2
JNJ-42041935	PDK2
JNJ-42165279	FAAH
JNJ-47965567	P2RX7
JNJ-63533054	GPR139
JNJ-7706621	AURKA
JNJ-7706621	AURKB
JNJ-7706621	CDK1
JNJ-7706621	CDK2
JNJ-7777120	HRH4
JQ1-(+)	BRD4
JQ1-(+)	BRDT
JTC-801	OPRL1
JTE-013	P2RY10
JTE-013	S1PR2
JTE-607	IL10
JTE-607	IL1B
JTE-607	IL6
JTE-607	TNF
JTE-907	CNR2
JW-55	TNKS
JW-55	TNKS2
JW-642	MGLL
JW-67	APC
JW-67	AXIN1
JW-67	GSK3B
JW-74	TNKS
JW-74	TNKS2
JX-401	MAPK14
JZL-184	MGLL
JZL-195	FAAH
JZL-195	MGLL
K02288	BMP1
K145	SPHK2
K-858	KIF11
kaempferol	AKR1B1
kaempferol	ALOX15B
kaempferol	ALOX5
kaempferol	AR
kaempferol	CYP1B1
kaempferol	GLO1
kaempferol	HSD17B1
kaempferol	UGT3A1
kainic-acid	GRIA1
kainic-acid	GRIK1
kainic-acid	GRIK2
kainic-acid	GRIK3
kainic-acid	GRIK4
kainic-acid	GRIK5
kartogenin	FLNA
KBG	MME
KB-R7943	SLC8A1
KB-R7943	TRPC3
KB-R7943	TRPC5
KB-R7943	TRPC6
KB-SRC-4	SRC
KD-023	ACACA
KD-023	ACACB
KD025	ROCK2
kenpaullone	CCNB1
kenpaullone	CDK1
kenpaullone	CDK5
kenpaullone	GSK3B
ketanserin	ADRA1A
ketanserin	ADRA1B
ketanserin	ADRA1D
ketanserin	DRD1
ketanserin	DRD5
ketanserin	HTR1A
ketanserin	HTR1B
ketanserin	HTR1D
ketanserin	HTR2A
ketanserin	HTR2B
ketanserin	HTR2C
ketanserin	HTR5A
ketanserin	HTR7
ketanserin	SLC18A1
ketanserin	SLC18A2
ketoconazole	AR
ketoconazole	CYP19A1
ketoconazole	CYP21A2
ketoconazole	KCNA10
ketoprofen	CXCR1
ketoprofen	PTGS1
ketoprofen	PTGS2
ketoprofen	SLC5A8
ketorolac	PTGS1
ketorolac	PTGS2
ketotifen	HRH1
ketotifen	PDE4A
ketotifen	PDE4B
ketotifen	PDE4C
ketotifen	PDE4D
ketotifen	PDE7A
ketotifen	PDE7B
ketotifen	PDE8A
ketotifen	PDE8B
ketotifen	PGD
KF-38789	SELP
KG-5	BRAF
KG-5	FLT3
KG-5	KIT
KG-5	PDGFRB
KH-CB19	CLK1
KH-CB19	CLK3
KH-CB19	DYRK1A
KHK-IN-1	KHK
KHS-101	TACC3
ki16198	LPA
KI-16425	LPAR1
KI-16425	LPAR3
KI-20227	CSF1R
KI-20227	KDR
KI-20227	KIT
KI-20227	PDGFRB
KI-8751	KDR
kifunensine	MAN1B1
kifunensine	MAN2A1
KL-001	CRY1
KL-001	CRY2
KML29	MGLL
KN-62	AKT1
KN-62	CAMK2A
KN-62	CHEK1
KN-62	LCK
KN-62	MAPK1
KN-62	MAPK11
KN-62	MAPK12
KN-62	MAPK14
KN-62	MAPK8
KN-62	P2RX7
KN-62	PRKCA
KN-62	ROCK1
KN-62	RPS6KB1
KN-62	SGK1
KN-93	CAMK2A
Ko143	ABCB1
Ko143	ABCC1
KPT-185	XPO1
KPT-276	XPO1
K-Ras(G12C)-inhibitor-12	KRAS
KRCA-0008	ALK
KRN-633	FLT1
KRN-633	FLT4
KRN-633	KDR
KS-176	ABCG2
k-strophanthidin	ATP1A1
ku-0063794	MTOR
KU-55933	ATM
KU-55933	PRKDC
KU-60019	ATM
kuromanin	CD38
KW-2449	ABL1
KW-2449	AURKA
KW-2449	AURKB
KW-2449	FLT3
KW-3902	ADORA1
KW-3902	ADORA2A
KW-3902	ADORA2B
KW-3902	ADORA3
KX2-391	SRC
KY02111	DKK1
kynurenic-acid	GPR35
kynurenic-acid	GRIN1
kynurenic-acid	GRIN2A
kynurenic-acid	GRIN2B
L-152804	NPY5R
L-161982	PTGER4
L-165041	PPARD
L-168049	GCGR
L-365260	CCKAR
L-365260	CCKBR
L-365260	KCNQ1
L-368899	AVPR1A
L-368899	AVPR2
L-368899	OXTR
"L-655,708"	GABRA1
"L-655,708"	GABRA2
"L-655,708"	GABRA3
"L-655,708"	GABRA5
"L-655,708"	GABRG2
L-655240	PTGES
L-689560	GRIN1
L-689560	GRIN2A
L-689560	GRIN2B
L-689560	GRIN2C
L-689560	GRIN2D
L-690330	IMPA1
L-693403	DRD2
L-693403	SIGMAR1
L-694247	HTR1A
L-694247	HTR1B
L-694247	HTR1D
L-701252	GRIN1
L-701324	GRIN1
L-701324	GRIN2A
L-701324	GRIN2B
L-701324	GRIN2C
L-701324	GRIN2D
"L-732,138"	TACR1
"L-732,138"	TACR2
L-733060	TACR1
L-741742	DRD3
L-741742	DRD4
L-741742	SCN1A
L-741742	SCN3A
L-745870	DRD1
L-745870	DRD2
L-745870	DRD3
L-745870	DRD4
L-745870	HTR1A
L-745870	HTR2A
L-745870	HTR6
L-745870	HTR7
L-755507	ADRB1
L-755507	ADRB2
L-755507	ADRB3
L-760735	TACR1
L-778123	FNTA
L-778123	FNTB
L-778123	PGGT1B
"L-798,106"	PTGER3
L-838417	GABRA1
L-838417	GABRA2
L-838417	GABRA3
L-838417	GABRA5
labetalol	ADRA1A
labetalol	ADRA1B
labetalol	ADRA1D
labetalol	ADRB1
labetalol	ADRB2
lacidipine	CACNA1C
lacosamide	SCN10A
lacosamide	SCN11A
lacosamide	SCN1A
lacosamide	SCN2A
lacosamide	SCN3A
lacosamide	SCN4A
lacosamide	SCN5A
lacosamide	SCN7A
lacosamide	SCN8A
lacosamide	SCN9A
lafutidine	HRH2
lamotrigine	SCN10A
lamotrigine	SCN11A
lamotrigine	SCN1A
lamotrigine	SCN2A
lamotrigine	SCN3A
lamotrigine	SCN4A
lamotrigine	SCN5A
lamotrigine	SCN7A
lamotrigine	SCN8A
lamotrigine	SCN9A
landiolol	ADRB1
lansoprazole	ATP4A
lansoprazole	ATP4B
lapatinib	EGFR
lapatinib	ERBB2
laquinimod	CXCL2
L-Arginine	ARG2
L-Arginine	ASL
L-Arginine	ASS1
L-Arginine	AZIN2
L-Arginine	GPRC6A
L-Arginine	NOS2
L-Arginine	NOS3
L-Arginine	SLC7A1
L-Arginine	SLC7A3
L-Arginine	SLC7A4
laropiprant	PTGDR
laropiprant	PTGDR2
laropiprant	PTGER1
laropiprant	PTGER2
laropiprant	PTGER3
laropiprant	PTGFR
laropiprant	PTGIR
laropiprant	TBXA2R
lasofoxifene	ESR1
lasofoxifene	ESR2
L-asparagine	ASNS
L-asparagine	ASRGL1
L-asparagine	NARS
L-asparagine	NARS2
L-asparagine	SLC1A5
L-asparagine	SLC38A3
L-Aspartic-Acid	ACY1
L-Aspartic-Acid	ACY3
L-Aspartic-Acid	ADSS
L-Aspartic-Acid	ADSSL1
L-Aspartic-Acid	ASNS
L-Aspartic-Acid	ASPA
L-Aspartic-Acid	ASPH
L-Aspartic-Acid	ASRGL1
L-Aspartic-Acid	ASS1
L-Aspartic-Acid	CAD
L-Aspartic-Acid	DARS
L-Aspartic-Acid	DARS2
L-Aspartic-Acid	GOT1
L-Aspartic-Acid	GOT2
L-Aspartic-Acid	GRIN1
L-Aspartic-Acid	GRIN2A
L-Aspartic-Acid	GRIN2B
L-Aspartic-Acid	GRIN2C
L-Aspartic-Acid	GRIN2D
L-Aspartic-Acid	LYZ
L-Aspartic-Acid	PAICS
L-Aspartic-Acid	RNASE1
L-Aspartic-Acid	SLC1A1
L-Aspartic-Acid	SLC25A12
L-Aspartic-Acid	SLC25A13
latanoprost	PTGFR
latrepirdine	HRH1
latrepirdine	HTR6
latrunculin-b	ACTA1
latrunculin-b	MKL1
latrunculin-b	SPIRE2
lauric-acid	GPR84
lauric-acid	HNF4A
lauric-acid	LTF
lauric-acid	LY96
lauric-acid	PLA2G2A
lauric-acid	TLR4
lazabemide	MAOB
L-Citrulline	ASS1
L-Citrulline	DDAH1
L-Citrulline	DDAH2
L-Citrulline	GPRC6A
L-Citrulline	NOS1
L-Citrulline	NOS2
L-Citrulline	NOS3
L-Citrulline	OTC
L-Citrulline	PADI1
L-Citrulline	PADI2
L-Citrulline	PADI3
L-Citrulline	PADI4
L-Citrulline	PADI6
LCL-161	BIRC2
LCL-161	XIAP
LCQ908	DGAT1
L-cysteine	CARS
L-cysteine	CARS2
L-cysteine	CBS
L-cysteine	CDO1
L-cysteine	CDO-1
L-cysteine	CSAD
L-cysteine	CTH
L-cysteine	GCLC
L-cysteine	GCLM
L-cysteine	GOT1
L-cysteine	GSS
L-cysteine	MGMT
L-cysteine	NFS1
L-cysteine	SLC19A3
L-Cysteinesulfinic-acid	GRM1
L-Cysteinesulfinic-acid	GRM5
L-Cysteinesulfinic-acid	GSR
L-Cysteinesulfinic-acid	HMGCS2
L-Cysteinesulfinic-acid	PAPOLA
L-Cysteinesulfinic-acid	PRDX2
L-Cystine	CTNS
L-Cystine	SLC3A1
L-Cystine	SLC7A11
L-Cystine	SLC7A9
LDC1267	AXL
LDC1267	MERTK
LDC1267	TYRO3
LDN193189	ACVR1
LDN193189	BMPR1A
LDN-209929	GSG2
LDN-212854	ABL1
LDN-212854	ACVR1
LDN-212854	RIPK2
LDN-27219	TGM2
LE-135	RARB
leflunomide	AHR
leflunomide	DHODH
leflunomide	PTK2B
lemborexant	HCRTR1
lemborexant	HCRTR2
lenalidomide	CDH5
lenalidomide	CRBN
lenalidomide	PTGS2
lenalidomide	TNF
lenalidomide	TNFSF11
lenvatinib	FLT4
lenvatinib	KDR
lercanidipine	CACNA2D1
lercanidipine	CACNG1
lerisetron	HTR3A
lesinurad	SLC22A12
lestaurtinib	FLT3
lestaurtinib	NTRK1
letrozole	CYP19A1
leucomethylene-blue	MAPT
leucovorin	TYMS
leuprolide	GNRHR
levalbuterol	ADRB2
levallorphan	CHRNA2
levallorphan	OPRM1
levamisole	ALPL
levamisole	ALPPL2
levamisole	CHRNA3
levcromakalim	KCNJ5
levetiracetam	CACNA1B
levetiracetam	SCN1A
levetiracetam	SV2A
levobetaxolol	ADRB1
levobetaxolol	ADRB2
levobunolol	ADRB1
levobunolol	ADRB2
levobunolol	ADRB3
levocabastine	HRH1
levocabastine	NTSR2
levocarnitine-propionate	CRAT
levocetirizine	HRH1
levodopa	DRD1
levodopa	DRD2
levodopa	DRD3
levodopa	DRD4
levodopa	DRD5
levodopa	GPR143
levofloxacin	TOP2A
levomenthol	OPRK1
levomenthol	TRPA1
levomenthol	TRPM8
levomenthol	TRPV3
levomepromazine	ADRA1A
levomepromazine	ADRA1B
levomepromazine	ADRA1D
levomepromazine	ADRA2A
levomepromazine	ADRA2B
levomepromazine	ADRA2C
levomepromazine	CHRM1
levomepromazine	CHRM2
levomepromazine	CHRM3
levomepromazine	CHRM4
levomepromazine	CHRM5
levomepromazine	DRD1
levomepromazine	DRD2
levomepromazine	DRD3
levomepromazine	DRD4
levomepromazine	DRD5
levomepromazine	HRH1
levomepromazine	HTR2A
levomepromazine	HTR2C
levomequitazine	HRH1
levonordefrin	ADRA1A
levonordefrin	ADRA1B
levonordefrin	ADRA1D
levonordefrin	ADRA2A
levonordefrin	ADRA2B
levonordefrin	ADRA2C
levonordefrin	SLC6A2
levonorgestrel	AR
levonorgestrel	ESR1
levonorgestrel	PGR
levonorgestrel	SRD5A1
levo-phencynonate	CHRM1
levopropoxyphene	OPRD1
levopropoxyphene	OPRK1
levopropoxyphene	OPRM1
levosimendan	KCNJ11
levosimendan	KCNJ8
levosimendan	PDE3A
levosimendan	TNNC1
levosulpiride	CA1
levosulpiride	CA12
levosulpiride	CA7
levosulpiride	DRD2
levosulpiride	DRD3
levothyroxine	THRA
levothyroxine	THRB
LFM-A13	BTK
LGK-974	PORCN
L-glutamic-acid	AADAT
L-glutamic-acid	AASS
L-glutamic-acid	ABAT
L-glutamic-acid	ALDH18A1
L-glutamic-acid	ASNS
L-glutamic-acid	BCAT1
L-glutamic-acid	BCAT2
L-glutamic-acid	CCBL2
L-glutamic-acid	DNPEP
L-glutamic-acid	EARS2
L-glutamic-acid	ENPEP
L-glutamic-acid	EPRS
L-glutamic-acid	FOLH1
L-glutamic-acid	FPGS
L-glutamic-acid	FTCD
L-glutamic-acid	GAD1
L-glutamic-acid	GAD2
L-glutamic-acid	GATB
L-glutamic-acid	GCLC
L-glutamic-acid	GCLM
L-glutamic-acid	GGCX
L-glutamic-acid	GLS
L-glutamic-acid	GLS2
L-glutamic-acid	GLUD1
L-glutamic-acid	GLUD2
L-glutamic-acid	GLUL
L-glutamic-acid	GMPS
L-glutamic-acid	GOT1
L-glutamic-acid	GOT2
L-glutamic-acid	GPT
L-glutamic-acid	GPT2
L-glutamic-acid	GRIA1
L-glutamic-acid	GRIA2
L-glutamic-acid	GRIA3
L-glutamic-acid	GRIA4
L-glutamic-acid	GRID1
L-glutamic-acid	GRID2
L-glutamic-acid	GRIK1
L-glutamic-acid	GRIK2
L-glutamic-acid	GRIK3
L-glutamic-acid	GRIK4
L-glutamic-acid	GRIK5
L-glutamic-acid	GRIN1
L-glutamic-acid	GRIN2A
L-glutamic-acid	GRIN2B
L-glutamic-acid	GRIN2C
L-glutamic-acid	GRIN2D
L-glutamic-acid	GRIN3A
L-glutamic-acid	GRIN3B
L-glutamic-acid	GRM1
L-glutamic-acid	GRM2
L-glutamic-acid	GRM3
L-glutamic-acid	GRM4
L-glutamic-acid	GRM6
L-glutamic-acid	GRM7
L-glutamic-acid	GRM8
L-glutamic-acid	LGSN
L-glutamic-acid	NADSYN1
L-glutamic-acid	NAGS
L-glutamic-acid	OPLAH
L-glutamic-acid	PFAS
L-glutamic-acid	PGCP
L-glutamic-acid	PSAT1
L-glutamic-acid	SLC1A1
L-glutamic-acid	SLC1A2
L-glutamic-acid	SLC1A3
L-glutamic-acid	SLC1A6
L-glutamic-acid	SLC1A7
L-glutamic-acid	SLC25A18
L-glutamic-acid	SLC25A22
L-glutamic-acid	SLC7A11
L-glutamic-acid	TAT
LGX818	BRAF
LH846	CSNK1D
liarozole	CYP19A1
liarozole	CYP26A1
licarbazepine	SCN5A
licochalcone-a	PTPN1
licofelone	ALOX5
licofelone	PLA2G2E
licofelone	PTGS2
lidocaine	EGFR
lidocaine	SCN10A
lidocaine	SCN11A
lidocaine	SCN1A
lidocaine	SCN2A
lidocaine	SCN3A
lidocaine	SCN4A
lidocaine	SCN5A
lidocaine	SCN7A
lidocaine	SCN8A
lidocaine	SCN9A
lidoflazine	SCN1A
lidoflazine	SCN3A
lidoflazine	SLC29A1
ligustilide	TNF
limaprost-alfadex	PTGER1
LIMKi-3	LIMK1
linaclotide	GUCY2C
linagliptin	DPP4
lindane	GABRB1
lindane	GLRA1
lindane	GLRA2
lindane	GLRA3
lindane	GLRB
linezolid	MAOA
linezolid	MAOB
linifanib	CSF1
linifanib	CSF1R
linifanib	FLT1
linifanib	FLT3
linifanib	FLT4
linifanib	KDR
linifanib	KIT
linifanib	PDGFRB
linifanib	RET
linifanib	TEK
linoleic-acid	FABP4
linoleic-acid	FFAR1
linoleic-acid	FFAR4
linoleic-acid	HNF4A
linoleic-acid	KCNB1
linoleic-acid	PPARG
linoleic-acid	TRPM8
linopirdine	KCNQ2
linopirdine	KCNQ3
linopirdine	KCNQ4
linopirdine	KCNQ5
linsitinib	IGF1R
linsitinib	INSR
linsitinib	INSRR
liothyronine	THRA
liothyronine	THRB
liraglutide	GLP1R
lisinopril	ACE
lisinopril	ACE2
lisuride	ADRA1A
lisuride	ADRA2A
lisuride	ADRA2B
lisuride	ADRA2C
lisuride	DRD1
lisuride	DRD2
lisuride	DRD3
lisuride	DRD4
lisuride	DRD5
lisuride	HTR1A
lisuride	HTR1B
lisuride	HTR1D
lisuride	HTR2A
lisuride	HTR2B
lisuride	HTR2C
lisuride	HTR6
lithocholic-acid	GPBAR1
lithocholic-acid	NR1H4
lithocholic-acid	NR1I2
lithocholic-acid	VDR
litronesib	KIF11
lixivaptan	AVPR2
L-leucine	BCAT1
L-leucine	BCAT2
L-leucine	LARS
L-leucine	LARS2
L-leucine	LCMT1
L-leucine	LCMT2
L-lysine	GPRC6A
L-lysine	KARS
L-lysine	SLC7A1
L-lysine	SLC7A2
L-lysine	SLC7A3
L-lysine	SLC7A4
LM11A-31	NGFR
LM-22A4	NTRK2
LMI070	SMN1
L-mimosine	DBH
L-mimosine	EIF5A
LMK-235	HDAC4
LMK-235	HDAC5
L-monomethylarginine	NOS1
L-monomethylarginine	NOS2
L-NAME	NOS3
L-NIL	NOS1
L-NIL	NOS2
L-NIL	NOS3
lobeline	CHRNA10
lobeline	CHRNA9
lobeline	SLC18A2
lofepramine	HTR1A
lofepramine	SLC6A2
lofepramine	SLC6A4
lofexidine	ADRA2A
lomefloxacin	TOP2A
lomeguatrib	MGMT
lomerizine	CACNA1B
lomerizine	SCN5A
lometrexol	GART
lometrexol	MTHFD1
lomitapide	MTTP
lomustine	STMN4
lonafarnib	FNTA
lonafarnib	HRAS
lonafarnib	KRAS
lonafarnib	NRAS
lonidamine	GCK
loperamide	CACNA1A
loperamide	CALM1
loperamide	OPRD1
loperamide	OPRK1
loperamide	OPRM1
loperamide	POMC
loratadine	HRH1
lorazepam	GABRA1
lorazepam	GABRA2
lorazepam	GABRA3
lorazepam	GABRA4
lorazepam	GABRA5
lorazepam	GABRA6
lorazepam	GABRB1
lorazepam	GABRB2
lorazepam	GABRB3
lorazepam	GABRD
lorazepam	GABRE
lorazepam	GABRG1
lorazepam	GABRG2
lorazepam	GABRG3
lorazepam	GABRP
lorazepam	GABRQ
lorazepam	TSPO
lorcaserin	HTR2A
lorcaserin	HTR2B
lorcaserin	HTR2C
loreclezole	GABRB2
loreclezole	GABRB3
lorediplon	GABRA1
lorglumide	CCKAR
lorglumide	CCKBR
lorlatinib	ALK
lornoxicam	PTGS1
lornoxicam	PTGS2
losartan	AGTR1
losmapimod	MAPK14
loteprednol	NR3C1
lovastatin	HDAC2
lovastatin	HMGCR
lovastatin	ITGAL
lovastatin	NR1I2
loxapine	ADRA1A
loxapine	ADRA1B
loxapine	ADRA2A
loxapine	ADRA2B
loxapine	ADRA2C
loxapine	ADRB1
loxapine	CHRM1
loxapine	CHRM2
loxapine	CHRM3
loxapine	CHRM4
loxapine	CHRM5
loxapine	DRD1
loxapine	DRD2
loxapine	DRD3
loxapine	DRD4
loxapine	DRD5
loxapine	HRH1
loxapine	HRH2
loxapine	HRH4
loxapine	HTR1A
loxapine	HTR1B
loxapine	HTR1D
loxapine	HTR1E
loxapine	HTR2A
loxapine	HTR2C
loxapine	HTR3A
loxapine	HTR5A
loxapine	HTR6
loxapine	HTR7
loxapine	SLC6A2
loxapine	SLC6A3
loxapine	SLC6A4
loxistatin-acid	CTSB
LOXO-101	NTRK1
LOXO-101	NTRK2
LOXO-101	NTRK3
loxoprofen	PTGS2
LPA2-antagonist-1	LPAR2
L-proline	EPRS
L-proline	L3HYPDH
L-proline	P3H1
L-proline	P3H2
L-proline	P3H3
L-proline	P4HA1
L-proline	P4HA2
L-proline	PARS2
L-proline	PPIA
L-proline	PPIB
L-proline	PPIC
L-proline	PPIF
L-proline	PPIG
L-proline	PPIH
L-proline	PRODH
L-proline	PROSC
L-proline	PYCR1
L-proline	PYCR2
L-proline	PYCRL
L-proline	SLC6A14
L-proline	SLC6A7
L-Quisqualic-acid	FOLH1
L-Quisqualic-acid	GRIA2
L-Quisqualic-acid	GRIK1
L-Quisqualic-acid	GRIK2
L-Quisqualic-acid	GRM1
L-Quisqualic-acid	GRM2
L-Quisqualic-acid	GRM3
L-Quisqualic-acid	GRM5
L-Quisqualic-acid	GRM7
L-Quisqualic-acid	GRM8
LRRK2-IN-1	LRRK2
LSN-2463359	GRM5
LTB4	LTB4R
LTB4	LTB4R2
L-threonine	TARS
L-threonine	TARS2
L-threonine	THNSL1
Lu-AA-47070	ADORA2A
lubiprostone	CLCN2
lucitanib	FGFR1
lucitanib	FLT1
lucitanib	KDR
lucitanib	KIT
lucitanib	PDGFRA
lucitanib	PDGFRB
lucitanib	RET
LUF-5834	ADORA2A
LUF-5834	ADORA2B
lumacaftor	CFTR
lumateperone	DRD2
lumateperone	HTR2A
lumefantrine	ATP1A1
lumiracoxib	PTGS1
lumiracoxib	PTGS2
lupanine	INS
lurasidone	ADRA2A
lurasidone	ADRA2C
lurasidone	DRD2
lurasidone	HTR1A
lurasidone	HTR2A
lurasidone	HTR7
luteolin	TOP1
luzindole	MTNR1A
luzindole	MTNR1B
LX1031	TPH1
LX7101	LIMK2
LX7101	ROCK1
LX7101	ROCK2
LXR-623	AR
LXR-623	NR1H2
LXR-623	NR1H3
LXR-623	NR1I2
LXR-623	NR3C1
LY2090314	GSK3B
LY2109761	TGFBR1
LY2109761	TGFBR2
LY2140023	GRM3
LY215490	GRIA1
LY215490	GRIA2
LY215490	GRIA3
LY215490	GRIA4
LY215490	GRIK1
LY2157299	TGFBR1
LY2183240	FAAH
LY2228820	MAPK14
LY223982	LTB4R
LY225910	CCKBR
LY2365109	SLC6A9
LY2452473	AR
LY255283	LTB4R
LY255283	LTB4R2
LY2584702	RPS6KB1
LY2603618	CHEK1
LY2606368	CHEK1
LY2608204	GCK
LY266097	HTR2B
LY2784544	JAK2
LY2784544	JAK3
LY2801653	MET
LY2811376	BACE1
LY2857785	CDK9
LY2874455	FGFR1
LY2874455	FGFR2
LY2874455	FGFR3
LY2874455	FGFR4
LY2874455	KDR
LY288513	CCKBR
LY2886721	BACE1
LY294002	AKT1
LY294002	CHEK1
LY294002	GSK3B
LY294002	LCK
LY294002	MAPK1
LY294002	MAPK11
LY294002	MAPK12
LY294002	MAPK14
LY294002	MAPK8
LY294002	MTOR
LY294002	PIK3CA
LY294002	PIK3CB
LY294002	PIK3CD
LY294002	PIK3CG
LY294002	PLK1
LY294002	PRKCA
LY294002	PRKDC
LY294002	ROCK1
LY294002	RPS6KB1
LY294002	SGK1
LY2979165	GRM2
LY3000328	CTSS
LY3009120	BRAF
LY3009120	RAF1
LY3023414	MTOR
LY303511	BRD2
LY303511	BRD3
LY303511	BRD4
