target	r	p	drug
INSR	0.529411764705882	0.0256784893216006	ceritinib | dovitinib | GSK1838705A | GSK1904529A | linsitinib | NVP-AEW541 | NVP-TAE684
TSPO	-0.263157894736842	0.29018820818759	chlormezanone | clonazepam | DAA-1106 | diazepam | eszopiclone | FGIN-1-27 | FGIN-1-43 | lorazepam | PK-11195 | temazepam | triazolam | XBD173 | zaleplon
ORM1	-0.215686274509804	0.388439571347768	chlorpromazine | thalidomide
ORM2	-0.190918472652219	0.446349533246184	chlorpromazine | thalidomide
COX4I1	0.475748194014448	0.0477972839161442	cholic-acid
COX5A	0.599587203302374	0.00988456683371248	cholic-acid
COX5B	0.43859649122807	0.0702135650803009	cholic-acid
COX6B1	0.43859649122807	0.0702135650803009	cholic-acid
COX6C	0.523219814241486	0.0277072178579419	cholic-acid
COX7B	0.43859649122807	0.0702135650803009	cholic-acid
COX7C	0.277605779153767	0.263703718319715	cholic-acid
FECH	0.0712074303405573	0.779602966753492	cholic-acid | methyl-aminolevulinate
PCYT1A	0.153766769865841	0.541140264466277	choline
PLD2	0.0794633642930856	0.754411857946526	choline | ethanolamine-oleate | FIPI | halopemide | ML-298 | VU-0364739
GM2A	-0.0175438596491228	0.947545762910324	choline-alfoscerate
SLC6A1	-0.312693498452012	0.206028882692499	CI-966 | gamma-aminobutyric-acid | guvacine | NNC-711 | SKF-89976A | tiagabine
ACAT1	0.0773993808049536	0.76068792804468	CI-976 | sulfasalazine
SLC47A1	-0.166150670794634	0.508539186272577	cimetidine | erythromycin-estolate | erythromycin-ethylsuccinate | pyrimethamine
CYP2D6	-0.238390092879257	0.339317439034284	cinchonine | cyclophosphamide | efavirenz | GSK1070916 | ICI-199441 | nelfinavir | nevirapine | paliperidone | ritonavir | SB-203580 | sulfanilamide | telithromycin | tolperisone
ACO2	0.0299277605779154	0.908332230183936	cis-aconitic-acid
ANG	0.0629514963880289	0.805011739019859	citric-acid | oltipraz | pidolic-acid
BHMT	-0.209494324045408	0.402501399987893	citric-acid | methionine
C8G	0.481940144478844	0.0446757031307602	citric-acid
CS	0.356037151702786	0.147396020606921	citric-acid | coenzyme-a | malic-acid | oxaloacetate
CTDSP1	-0.0546955624355005	0.830613987737703	citric-acid
HGS	0.116615067079463	0.64436223784436	citric-acid
IL4I1	0.405572755417957	0.0961333092136212	citric-acid | flavin-adenine-dinucleotide
ITPA	0.304437564499484	0.218759819456238	citric-acid
MDH2	0.139318885448916	0.580359604874619	citric-acid | coenzyme-i
PLEKHA1	-0.333333333333333	0.176416157919719	citric-acid
RNASE3	0.256965944272446	0.302029906582223	citric-acid | pranlukast
UCK2	0.00515995872033024	0.986878170889336	citric-acid | uridine-5'-triphosphate
ACTR2	-0.308565531475748	0.21233038916785	CK-636
ACTR3	0.0773993808049536	0.76068792804468	CK-636
ARPC1B	-0.329205366357069	0.182088615343588	CK-636
ARPC2	-0.0196078431372549	0.940999520326318	CK-636
ARPC3	-0.593395252837977	0.0108352249391975	CK-636
ARPC4	0.108359133126935	0.668291744820372	CK-636
ARPC5	0.0154798761609907	0.95409530924273	CK-636
STAT1	-0.0464396284829721	0.856385000045811	CKD-712
ADA	0.124871001031992	0.620771320487462	cladribine | dipyridamole | fludarabine | pentostatin | vidarabine
POLE3	-0.453044375644995	0.0607079659836529	cladribine
POLE4	-0.475748194014448	0.0477972839161443	cladribine
RRM2	0.174406604747162	0.48735209558571	cladribine | clofarabine | fludarabine | fludarabine-phosphate | gemcitabine | hydroxyurea | imexon | triapine
RRM2B	0.18266253869969	0.466618171105098	cladribine | clofarabine | fludarabine-phosphate | hydroxyurea
SLC25A5	0.0980392156862745	0.698648866851906	clodronic-acid
SLC25A6	-0.25077399380805	0.314165901931827	clodronic-acid
POLD1	0.459236326109391	0.0569494758569887	clofarabine | cytarabine | fludarabine-phosphate
GSTP1	0.436532507739938	0.07165861198449	clomipramine | ezatiostat | glutathione | SCMC-Lys
CYP3A5	0.496388028895769	0.0380073936456322	cobicistat | cyclophosphamide | dapivirine | dolutegravir | enilconazole | ifosfamide | indinavir | nevirapine | paliperidone | ritonavir | telithromycin | voriconazole
ACAT2	-0.0794633642930856	0.754411857946527	coenzyme-a
CRAT	-0.17234262125903	0.492606881943374	coenzyme-a | levocarnitine-propionate
AASS	-0.223942208462332	0.370130594838583	coenzyme-i | L-glutamic-acid | NADPH
ACADS	-0.351909184726522	0.152402404662019	coenzyme-i | flavin-adenine-dinucleotide
ADH1A	0.380804953560372	0.119785433577192	coenzyme-i | fomepizole
ADH1B	-0.118679050567595	0.638431994576417	coenzyme-i | fomepizole
ADH4	-0.166150670794634	0.508539186272577	coenzyme-i
ADH5	0.368421052631579	0.133077875000402	coenzyme-i | N6022
AKR1C2	0.0154798761609907	0.95409530924273	coenzyme-i
AKR1C4	0.533539731682147	0.0243927635262133	coenzyme-i
ALDH1A1	-0.0753353973168215	0.766978715020632	coenzyme-i | retinol | tretinoin
ALDH1A2	-0.197110423116615	0.431460055009119	coenzyme-i | retinol | tretinoin | WIN-18446
ALDH1A3	-0.234262125902993	0.347960540100274	coenzyme-i | retinol
ALDH1B1	-0.25077399380805	0.314165901931827	coenzyme-i
ALDH3A1	-0.151702786377709	0.54666660993969	coenzyme-i
ALDH3A2	-0.393188854489164	0.107483216044424	coenzyme-i
ALDH4A1	-0.112487100103199	0.656285911861525	coenzyme-i
ALDH5A1	-0.422084623323013	0.0824121495170548	coenzyme-i | divalproex-sodium | succinic-acid | valproic-acid | vanillin
ALDH6A1	0.176470588235294	0.482125637546876	coenzyme-i
ALDH7A1	0.153766769865841	0.541140264466277	coenzyme-i
ALDH9A1	0.100103199174407	0.692539609178948	coenzyme-i
AMT	0.0608875128998968	0.811395119638546	coenzyme-i | metafolin | tetrahydrofolic-acid
BDH1	-0.0856553147574819	0.735675587394805	coenzyme-i
BLVRA	0.0815273477812178	0.748150869850371	coenzyme-i | nadide
BLVRB	0.168214654282766	0.503200634072406	coenzyme-i | riboflavin | riboflavin-5-phosphate-sodium
CDO1	0.108359133126935	0.668291744820372	coenzyme-i | L-cysteine
CYB5R3	-0.558307533539732	0.0177118386947014	coenzyme-i | flavin-adenine-dinucleotide
CYP4A11	-0.04437564499484	0.862851181614753	coenzyme-i
DHCR7	0.292053663570691	0.23882115173451	coenzyme-i
DLAT	0.0134158926728586	0.96064774760054	coenzyme-i
DLD	0.259029927760578	0.298049947052794	coenzyme-i | flavin-adenine-dinucleotide | nadide
EHHADH	0.184726522187822	0.461506942232278	coenzyme-i
GAPDH	-0.114551083591331	0.650313647303203	coenzyme-i
GLUD1	-0.296181630546956	0.232004708019058	coenzyme-i | hexachlorophene | L-glutamic-acid
GLUD2	0.110423116615067	0.662278717000652	coenzyme-i | L-glutamic-acid
GPD1	-0.153766769865841	0.541140264466277	coenzyme-i
H6PD	0.397316821465428	0.103596036482681	coenzyme-i
HADH	0.0918472652218782	0.717084757605608	coenzyme-i
HADHA	0.0423116615067079	0.869325942090176	coenzyme-i
HIBADH	-0.0815273477812178	0.748150869850371	coenzyme-i
HMOX1	-0.401444788441692	0.0998132281191096	coenzyme-i | protoporphyrin-ix
HMOX2	-0.384932920536636	0.115576495379381	coenzyme-i
HSD17B10	0.358101135190918	0.144937009718289	coenzyme-i
HSD17B2	0.155830753353973	0.535640052005242	coenzyme-i
HSD17B4	0.312693498452012	0.206028882692499	coenzyme-i | nadide
HSD17B7	0.232198142414861	0.352330434879144	coenzyme-i
HSD17B8	0.17234262125903	0.492606881943374	coenzyme-i
IDH3A	-0.114551083591331	0.650313647303203	coenzyme-i
IDH3B	-0.442724458204334	0.0673898232038122	coenzyme-i
IDH3G	-0.087719298245614	0.729462010344478	coenzyme-i
LDHA	-0.0237358101135191	0.927918590381731	coenzyme-i | GSK-2837808A | NHI-2 | nicotinamide
LDHB	0.106295149638803	0.674324674085514	coenzyme-i
MDH1	0.21155830753354	0.397782906588435	coenzyme-i
ME1	-0.285861713106295	0.249289475572989	coenzyme-i
ME2	-0.289989680082559	0.242278060261314	coenzyme-i | malic-acid
MTHFD1	0.498452012383901	0.037122111442511	coenzyme-i | lometrexol | tetrahydrofolic-acid
NDUFA10	0.420020639834881	0.0840419526401249	coenzyme-i
NDUFA11	0.395252837977296	0.105526488164556	coenzyme-i
NDUFA12	0.0319917440660475	0.901814419497478	coenzyme-i
NDUFA13	0.320949432404541	0.19380705206288	coenzyme-i
NDUFA2	0.364293085655315	0.137734948345756	coenzyme-i
NDUFA3	0.490196078431373	0.0407626128705261	coenzyme-i
NDUFA4	0.397316821465428	0.103596036482681	coenzyme-i
NDUFA5	0.219814241486068	0.379221854973508	coenzyme-i
NDUFA6	0.473684210526316	0.0488744819670028	coenzyme-i
NDUFA7	-0.174406604747162	0.48735209558571	coenzyme-i
NDUFA8	0.432404540763674	0.0746160754362021	coenzyme-i
NDUFA9	0.490196078431373	0.0407626128705261	coenzyme-i
NDUFAB1	0.0773993808049536	0.76068792804468	coenzyme-i
NDUFB1	-0.04437564499484	0.862851181614753	coenzyme-i
NDUFB10	0.213622291021672	0.393095591747221	coenzyme-i
NDUFB3	0.46749226006192	0.0522189799050733	coenzyme-i
NDUFB4	0.374613003095975	0.126305597300531	coenzyme-i
NDUFB5	0.26109391124871	0.294102709245796	coenzyme-i
NDUFB6	0.358101135190918	0.144937009718289	coenzyme-i
NDUFB7	0.246646026831785	0.322419708104633	coenzyme-i
NDUFB8	0.343653250773994	0.162772538741214	coenzyme-i
NDUFB9	0.479876160990712	0.0456981006135631	coenzyme-i
NDUFS1	0.587203302373581	0.0118582994098001	coenzyme-i
NDUFS2	0.292053663570691	0.23882115173451	coenzyme-i
NDUFS3	0.248710010319917	0.318276513525134	coenzyme-i
NDUFS4	-0.397316821465428	0.103596036482681	coenzyme-i
NDUFS5	0.601651186790506	0.00958309493364592	coenzyme-i
NDUFS6	-0.170278637770898	0.497889796316029	coenzyme-i
NDUFS7	0.500515995872033	0.0362530543066905	coenzyme-i
NDUFS8	0.370485036119711	0.130792164042428	coenzyme-i
NDUFV1	0.166150670794634	0.508539186272576	coenzyme-i
NDUFV2	0.325077399380805	0.187885299199641	coenzyme-i
NDUFV3	-0.215686274509804	0.388439571347768	coenzyme-i
NNT	-0.267285861713106	0.282457455500376	coenzyme-i
NSDHL	0.197110423116615	0.431460055009119	coenzyme-i
OGDH	0.170278637770898	0.497889796316028	coenzyme-i | valproic-acid
PDHA1	0.259029927760578	0.298049947052794	coenzyme-i | CPI-613
PHGDH	-0.426212590299278	0.0792237296970661	coenzyme-i
PYCR1	0.0608875128998968	0.811395119638546	coenzyme-i | L-proline
PYCR2	-0.118679050567595	0.638431994576417	coenzyme-i | L-proline
QDPR	-0.104231166150671	0.680377180273363	coenzyme-i
RDH5	-0.465428276573787	0.0533721365012576	coenzyme-i | retinol
SORD	-0.106295149638803	0.674324674085513	coenzyme-i | nadide
UGDH	0.192982456140351	0.441356388027162	coenzyme-i
TUBB2B	0.240454076367389	0.335044361994686	colchicine | ixabepilone | vinorelbine
TUBB4A	0.269349845201238	0.278641213072873	colchicine | epothilone-b | epothilone-d | ixabepilone | vinorelbine
TUBB6	-0.395252837977296	0.105526488164556	colchicine | ixabepilone | vinorelbine
HAL	-0.17234262125903	0.492606881943374	copper-histidine
SLC15A4	-0.0980392156862745	0.698648866851906	copper-histidine
CYP2A6	0.597523219814242	0.0101936501860012	coumarin | cyclophosphamide | ifosfamide | methoxsalen | nevirapine
CKB	-0.26109391124871	0.294102709245797	creatine
GAMT	0.087719298245614	0.729462010344478	creatine | guanidine
NUDT1	-0.174406604747162	0.48735209558571	crizotinib-(S) | SCH-51344 | TH588
TLR3	-0.164086687306502	0.513905239687731	CU-CPT-4a
PIK3R1	-0.0980392156862745	0.698648866851906	CUDC-907 | isoprenaline | wortmannin
CSNK2A2	-0.285861713106295	0.249289475572989	CX-4945
DAPK3	0.124871001031992	0.620771320487462	CX-4945 | URMC-099
MMAA	0.314757481940144	0.202925904973613	cyanocobalamin
MMACHC	0.162022703818369	0.519298576820995	cyanocobalamin
MTHFR	0.240454076367389	0.335044361994686	cyanocobalamin | tetrahydrofolic-acid
MTR	0.391124871001032	0.109466401615886	cyanocobalamin | methionine | tetrahydrofolic-acid
MTRR	0.531475748194014	0.0250290763148188	cyanocobalamin | methionine
PRKAR1A	-0.27141382868937	0.274857725846631	cyclic-AMP
PRKAR2B	0.329205366357069	0.182088615343588	cyclic-AMP
SULT1E1	0.30030959752322	0.225317751858876	cyclizine
CYP2C18	-0.110423116615067	0.662278717000652	cyclophosphamide | ifosfamide
CYP2C8	0.308565531475748	0.21233038916785	cyclophosphamide | ifosfamide | isoniazid | rifapentine | ritonavir
CYP2C9	0.0567595459236326	0.824196630248086	cyclophosphamide | efavirenz | enilconazole | etravirine | ifosfamide | metronidazole | nelfinavir | nevirapine | rifapentine | ritonavir | sulfanilamide | tienilic-acid | voriconazole
PPP3CA	-0.135190918472652	0.591788196569649	cyclosporin-a
PPIF	-0.0154798761609907	0.954095309242731	cyclosporine | L-proline
SLC10A1	-0.254901960784314	0.306042568595781	cyclosporine | irbesartan | propranolol-(S)
POLB	-0.436532507739938	0.0716586119844903	cytarabine
CSNK1A1	0.0732714138286894	0.773283851267198	D-4476 | DRF053-(R) | IC261
CSNK1D	-0.244582043343653	0.326595445060737	D-4476 | IC261 | LH846 | PF-4800567 | PF-670462 | TA-01
TGFB1	0.263157894736842	0.290188208187589	D-4476 | F351
PGD	0.00309597523219814	0.993438878586491	dacarbazine | ketotifen | pentetic-acid
KDM2A	-0.207430340557276	0.407250951572985	daminozide | IOX2 | TC-E-5002
SLK	0.0815273477812178	0.748150869850371	danusertib
STAT5B	-0.155830753353973	0.535640052005242	dasatinib
TBXAS1	0.0794633642930856	0.754411857946526	dazmegrel | dazoxiben | furegrelate | MR-948 | nicotine | ozagrel | sulfasalazine
PTK2	-0.153766769865841	0.541140264466277	defactinib | ENMD-2076 | NVP-TAE226 | PF-431396 | PF-562271 | Y-11
G6PD	-0.205366357069143	0.412031436481371	dehydroepiandrosterone | epiandrosterone | RRx-001
KRAS	0.141382868937048	0.574681698421439	deltarasin | K-Ras(G12C)-inhibitor-12 | lonafarnib
ATP1B1	0.0319917440660475	0.901814419497478	deslanoside
ATP1B3	-0.3890608875129	0.111476224789762	deslanoside
SMAD2	-0.184726522187822	0.461506942232279	dexfosfoserine
TAOK2	-0.201238390092879	0.421684684373218	dexfosfoserine
CYBA	-0.00928792569659443	0.973759651081859	dextromethorphan
CYBB	-0.306501547987616	0.215529076377837	dextromethorphan
NCF1	-0.131062951496388	0.603312003143627	dextromethorphan
NCF2	0.263157894736842	0.290188208187589	dextromethorphan
NCF4	-0.351909184726522	0.152402404662019	dextromethorphan
PGRMC1	-0.265221878224974	0.286306454715305	dextromethorphan | nortriptyline | SM-21
RAC1	-0.199174406604747	0.426557175191658	dextromethorphan | EHop-016
CRYZ	-0.246646026831785	0.322419708104633	dicoumarol
SLC29A1	0.323013415892673	0.190830491289927	dilazep | dipyridamole | lidoflazine | N6-cyclopentyladenosine | troglitazone
KEAP1	-0.100103199174407	0.692539609178948	dimethyl-fumarate
PDE6D	-0.364293085655315	0.137734948345756	dipyridamole | pentoxifylline
MAP2	-0.325077399380805	0.187885299199641	docetaxel | estramustine | estramustine-phosphate | paclitaxel
MAP4	-0.238390092879257	0.339317439034284	docetaxel | paclitaxel
PAH	0.384932920536636	0.115576495379381	droxidopa | epinephrine | fenclonine-(+/-) | norepinephrine | sapropterin
ITGA2B	-0.199174406604747	0.426557175191658	DU-728 | eptifibatide | GR-144053 | tirofiban
SRD5A1	-0.0237358101135191	0.927918590381731	dutasteride | finasteride | levonorgestrel
DNM1L	0.108359133126935	0.668291744820372	dynasore
DNM2	0.368421052631579	0.133077875000402	dynasore
APH1A	0.0980392156862745	0.698648866851906	E-2012
ALB	-0.232198142414861	0.352330434879144	ebselen | erythromycin-estolate | erythromycin-ethylsuccinate | iodipamide | sodium-dodecyl-sulfate
CYP51A1	-0.353973168214654	0.149884437902954	econazole | efinaconazole | erythromycin-estolate | erythromycin-ethylsuccinate | fluconazole | itraconazole | morinidazole | tioconazole
EED	-0.0257997936016512	0.921384723341731	EED226
NRP1	0.0691434468524252	0.785935689084821	EG00229
XPO1	0.102167182662539	0.686448935621915	elactocin | KPT-185 | KPT-276 | selinexor
RPS2	-0.0257997936016512	0.921384723341731	emetine
ERO1A	-0.0753353973168215	0.766978715020632	EN460
ATP2C1	-0.116615067079463	0.644362237844361	enflurane | halothane | isoflurane | methoxyflurane | sevoflurane
CYP2J2	0.514963880288958	0.0306071335037593	enilconazole | eperisone
AOX1	-0.157894736842105	0.530166211046011	eniluracil | menadione
CMPK1	0.461300309597523	0.0557371774524319	enocitabine | gemcitabine | gemcitabine-elaidate
MMP14	0.18266253869969	0.466618171105098	epigallocatechin-gallate-(-) | ilomastat | marimastat | UK-356618
CHD1	-0.147574819401445	0.557796725384478	epirubicin
CYP7A1	0.00722394220846233	0.98031829055361	epomediol
PTGIS	0.343653250773994	0.162772538741214	epoprostenol | phenylbutazone
TUBA8	0.0340557275541796	0.895302774757636	epothilone-b | epothilone-d
PRMT5	-0.184726522187822	0.461506942232279	EPZ015666 | HLCL-61
VDAC2	-0.0712074303405573	0.779602966753493	erastin
RAPGEF4	0.0196078431372549	0.940999520326318	ESI-09 | HJC-0350
ACLY	0.100103199174407	0.692539609178948	ETC-1002
F12	0.162022703818369	0.519298576820995	ethanolamine-oleate
HMGB1	0.393188854489164	0.107483216044424	ethyl-pyruvate
CPT1A	-0.021671826625387	0.934456992645078	etomoxir | glyburide | oxfenicine | perhexiline
SOD2	-0.135190918472652	0.591788196569649	EUK-134 | tetraethylenepentamine
CDH2	-0.409700722394221	0.0925547758378966	exherin
ANPEP	0.0485036119711042	0.849927794799856	ezetimibe | icatibant-acetate | tosedostat
SOAT1	0.0567595459236326	0.824196630248086	ezetimibe | hesperetin | YM-750
UTRN	0.00309597523219814	0.993438878586491	ezutromid
GLB1	0.04437564499484	0.862851181614753	fagomine
TYK2	-0.0423116615067079	0.869325942090177	filgotinib | NS-018 | ruxolitinib | TG-101348 | tofacitinib
NAMPT	-0.446852425180599	0.0646531876238973	FK-866 | GMX1778 | GPP-78 | P7C3 | STF-118804 | STF-31
ACAD8	0.0691434468524252	0.785935689084821	flavin-adenine-dinucleotide
ACADM	-0.364293085655315	0.137734948345756	flavin-adenine-dinucleotide
ACOX1	0.164086687306502	0.513905239687731	flavin-adenine-dinucleotide
AIFM1	0.312693498452012	0.206028882692499	flavin-adenine-dinucleotide
CYB5R1	-0.104231166150671	0.680377180273363	flavin-adenine-dinucleotide
FDXR	0.263157894736842	0.290188208187589	flavin-adenine-dinucleotide
GCDH	0.100103199174407	0.692539609178948	flavin-adenine-dinucleotide
GFER	0.13312693498452	0.597538336684553	flavin-adenine-dinucleotide
IVD	-0.329205366357069	0.182088615343588	flavin-adenine-dinucleotide
POR	-0.128998968008256	0.609108913813732	flavin-adenine-dinucleotide | riboflavin-5-phosphate-sodium
DCK	-0.314757481940144	0.202925904973613	fludarabine-phosphate | torcitabine
IKBKG	0.537667698658411	0.0231586908815683	flurizan
PLA2G4A	0.426212590299278	0.079223729697066	fluticasone-propionate | mepacrine | niflumic-acid | PACOCF3
AKR1A1	-0.0485036119711042	0.849927794799856	fomepizole | nadide | tolrestat
CAT	-0.168214654282766	0.503200634072406	fomepizole
CDH5	0.176470588235294	0.482125637546876	fosbretabulin | lenalidomide
PAK1	0.401444788441692	0.0998132281191095	FRAX486 | IPA-3 | NVS-PAK1-1 | RKI-1447
PAK2	-0.195046439628483	0.436393176540218	FRAX486
PAK4	0.263157894736842	0.290188208187589	FRAX486 | GSK690693 | PF-03758309
TPSAB1	0.306501547987616	0.215529076377836	gabexate | nafamostat
ATP2A2	0.622291021671827	0.00695666514534724	gallopamil
SLCO2B1	0.366357069143447	0.13539208407141	gemfibrozil | glyburide | rifamycin
NCOA2	0.422084623323013	0.0824121495170548	genistein | GW-9662 | T-0901317
PTK2B	0.314757481940144	0.202925904973613	genistein | leflunomide | PF-431396 | PF-562271
HSPA8	0.362229102167183	0.140106622694815	gentamycin
GGT1	-0.436532507739938	0.0716586119844903	GGsTop | glutathione
TGM2	-0.281733746130031	0.2564312774108	GK921 | LDN-27219
GCK	-0.0918472652218782	0.717084757605609	GKA-50 | GNF-7 | lonidamine | LY2608204 | PF-04937319 | Ro-28-1675 | tofogliflozin
GLUL	0.345717234262126	0.160134994400328	glutamine-(l) | L-glutamic-acid
ESD	0.700722394220846	0.00165486345515654	glutathione
GLRX	-0.00309597523219814	0.993438878586492	glutathione
GPX1	0.0485036119711042	0.849927794799856	glutathione
GPX2	-0.353973168214654	0.149884437902954	glutathione
GPX3	0.104231166150671	0.680377180273362	glutathione
GPX4	-0.0257997936016512	0.921384723341731	glutathione
GPX7	-0.378740970072239	0.121931084588846	glutathione
GSTA4	0.135190918472652	0.591788196569648	glutathione
GSTK1	-0.0505675954592363	0.843479961758194	glutathione
GSTM2	0.601651186790506	0.00958309493364592	glutathione | NOV-002
GSTM3	-0.0361197110423117	0.888797701172115	glutathione
GSTM4	0.0773993808049536	0.76068792804468	glutathione
GSTO1	0.104231166150671	0.680377180273362	glutathione
GSTZ1	0.0835913312693498	0.741905326338799	glutathione
HAGH	-0.201238390092879	0.421684684373218	glutathione
MGST1	0.143446852425181	0.569028408495842	glutathione
MGST2	0.0526315789473684	0.837041895200313	glutathione
MGST3	-0.104231166150671	0.680377180273363	glutathione
TXNDC12	-0.0319917440660475	0.901814419497479	glutathione
GBF1	0.0381836945304438	0.882299602820874	golgicide-a
EPHX2	0.21155830753354	0.397782906588435	GSK2256294A
BAZ2A	0.124871001031992	0.620771320487462	GSK2801
KDM1A	0.100103199174407	0.692539609178948	GSK2879552 | GSK-LSD-1 | OG-L002 | ORY-1001 | RN-1 | tranylcypromine
SGK2	-0.0918472652218782	0.717084757605609	GSK650394
SLC6A12	-0.168214654282766	0.503200634072406	guvacine | NNC-05-2090
COL1A1	0.593395252837977	0.0108352249391974	halofuginone
GNG2	-0.0175438596491228	0.947545762910324	halothane
NEDD4	-0.124871001031992	0.620771320487462	heclin | NAB-2
WWP1	-0.213622291021672	0.393095591747222	heclin
MTTP	-0.30030959752322	0.225317751858876	hesperetin | lomitapide
C1QBP	-0.0340557275541796	0.895302774757637	hyaluronic-acid
CD44	-0.232198142414861	0.352330434879144	hyaluronic-acid
HABP2	-0.0588235294117647	0.817790211810118	hyaluronic-acid
VCAN	-0.537667698658411	0.0231586908815683	hyaluronic-acid
AOC3	-0.384932920536636	0.115576495379381	hydralazine | phenelzine
BRD2	-0.531475748194014	0.0250290763148189	I-BET151 | I-BET-762 | LY303511 | OTX015 | XD-14
CREBBP	-0.065015479876161	0.798640453248432	I-CBP-112 | SGC-CBP30
ACSL3	-0.164086687306502	0.513905239687731	icosapent
ACSL4	0.370485036119711	0.130792164042428	icosapent | rosiglitazone | troglitazone
PTGR2	-0.240454076367389	0.335044361994686	indomethacin
CDIPT	0.147574819401445	0.557796725384478	inositol
KDM5C	-0.285861713106295	0.249289475572989	IOX2
STS	-0.104231166150671	0.680377180273363	irosustat
ACADSB	0.242518059855521	0.330803679453262	isoleucine | valproic-acid
BCAT1	0.230134158926729	0.35673246563579	isoleucine | L-glutamic-acid | L-leucine | MC-1 | val
BCAT2	0.314757481940144	0.202925904973613	isoleucine | L-glutamic-acid | L-leucine | MC-1
IARS2	-0.164086687306502	0.513905239687731	isoleucine
CYP2E1	0.120743034055728	0.632523225118679	isoniazid | phenethyl-isothiocyanate | ritonavir | sulfanilamide
EIF2A	-0.360165118679051	0.142507259722734	ISRIB | sal003
TRIO	-0.155830753353973	0.535640052005242	ITX3
USP14	-0.277605779153767	0.263703718319715	IU1 | VLX600 | WP1130
PDK2	-0.141382868937048	0.574681698421439	JNJ-42041935
MGLL	0.00722394220846233	0.98031829055361	JW-642 | JZL-184 | JZL-195 | KML29
APC	-0.60577915376677	0.00900242120386989	JW-67
FLNA	0.188854489164087	0.451372451515002	kartogenin
MME	0.118679050567595	0.638431994576417	KBG | racecadotril | sacubitril | thiorphan
DYRK1A	0.0794633642930856	0.754411857946526	KH-CB19 | TC-S-7004 | TG-003
KHK	0.0526315789473684	0.837041895200313	KHK-IN-1
CD38	0.157894736842105	0.530166211046011	kuromanin
IMPA1	0.0773993808049536	0.76068792804468	L-690330
FNTB	0.219814241486068	0.379221854973508	L-778123 | tipifarnib
PGGT1B	0.269349845201238	0.278641213072873	L-778123
ASL	-0.176470588235294	0.482125637546877	L-Arginine
ASRGL1	-0.201238390092879	0.421684684373218	L-asparagine | L-Aspartic-Acid
NARS2	0.506707946336429	0.0337412235749259	L-asparagine
SLC1A5	0.415892672858617	0.0873737334201377	L-asparagine
ACY3	-0.0608875128998968	0.811395119638546	L-Aspartic-Acid
ASPA	-0.104231166150671	0.680377180273363	L-Aspartic-Acid
ASPH	-0.715170278637771	0.00120732207330146	L-Aspartic-Acid | succinic-acid
CAD	0.0546955624355005	0.830613987737703	L-Aspartic-Acid | sparfosate
DARS2	0.285861713106295	0.249289475572989	L-Aspartic-Acid
GOT1	-0.465428276573787	0.0533721365012576	L-Aspartic-Acid | L-cysteine | L-glutamic-acid | MC-1
GOT2	0.199174406604747	0.426557175191658	L-Aspartic-Acid | L-glutamic-acid | MC-1
PAICS	0.166150670794634	0.508539186272576	L-Aspartic-Acid
SLC1A1	-0.254901960784314	0.306042568595781	L-Aspartic-Acid | L-glutamic-acid | TBOA-(DL)
SLC25A12	-0.213622291021672	0.393095591747222	L-Aspartic-Acid
SLC25A13	0.203302373581011	0.416842725361349	L-Aspartic-Acid
HNF4A	0.48813209494324	0.041714820372853	lauric-acid | linoleic-acid
LTF	-0.223942208462332	0.370130594838583	lauric-acid | nimesulide | parecoxib
DDAH1	-0.0423116615067079	0.869325942090177	L-Citrulline
DDAH2	0.135190918472652	0.591788196569648	L-Citrulline
OTC	0.576883384932921	0.0137353486536732	L-Citrulline | ornithine
CARS2	0.403508771929825	0.0979605009779129	L-cysteine
CTH	-0.316821465428277	0.199854666294735	L-cysteine | MC-1
GCLC	0.04437564499484	0.862851181614753	L-cysteine | L-glutamic-acid
MGMT	-0.164086687306502	0.513905239687731	L-cysteine | lomeguatrib | O6-Benzylguanine | S-methylcysteine | temozolomide
HMGCS2	0.131062951496388	0.603312003143627	L-Cysteinesulfinic-acid
PAPOLA	-0.100103199174407	0.692539609178948	L-Cysteinesulfinic-acid
PRDX2	0.0154798761609907	0.95409530924273	L-Cysteinesulfinic-acid
RIPK2	0.155830753353973	0.535640052005242	LDN-212854 | necrostatin-2 | PP-2 | SB-203580 | SRC-kinase-inhibitor-I
CRBN	0.302373581011352	0.222022688948552	lenalidomide | pomalidomide | thalidomide
ALPL	-0.448916408668731	0.063317021933223	levamisole
AADAT	-0.463364293085655	0.0545448000069743	L-glutamic-acid | MC-1
ALDH18A1	0.256965944272446	0.302029906582223	L-glutamic-acid
DNPEP	-0.114551083591331	0.650313647303203	L-glutamic-acid
EARS2	0.232198142414861	0.352330434879144	L-glutamic-acid
ENPEP	-0.39938080495356	0.101691677971508	L-glutamic-acid
FPGS	0.256965944272446	0.302029906582223	L-glutamic-acid | raltitrexed
FTCD	-0.0629514963880289	0.805011739019859	L-glutamic-acid | MC-1 | tetrahydrofolic-acid
GATB	0.306501547987616	0.215529076377836	L-glutamic-acid
GLS2	-0.395252837977296	0.105526488164556	L-glutamic-acid
GMPS	0.409700722394221	0.0925547758378966	L-glutamic-acid
NADSYN1	0.203302373581011	0.416842725361349	L-glutamic-acid
NAGS	-0.403508771929825	0.0979605009779129	L-glutamic-acid
PFAS	0.304437564499484	0.218759819456238	L-glutamic-acid
