"","gene_id","eff_length"
"30096","ENSG00000230170.1",961
"30097","ENSG00000230171.1",377
"30098","ENSG00000230172.1",1147
"30099","ENSG00000230173.1",2852
"30100","ENSG00000230174.1",2141
"30101","ENSG00000230175.1",470
"30102","ENSG00000230176.2",697
"30103","ENSG00000230177.1",557
"30104","ENSG00000230178.1",995
"30105","ENSG00000230180.1",121
"30106","ENSG00000230182.1",369
"30107","ENSG00000230183.4",1462
"30108","ENSG00000230184.1",361
"30109","ENSG00000230185.4",1718
"30110","ENSG00000230186.3",494
"30111","ENSG00000230187.1",297
"30112","ENSG00000230188.1",473
"30113","ENSG00000230189.5",1830
"30114","ENSG00000230190.1",1116
"30115","ENSG00000230191.1",389
"30116","ENSG00000230192.1",709
"30117","ENSG00000230194.1",297
"30118","ENSG00000230196.1",443
"30119","ENSG00000230197.5",699
"30120","ENSG00000230198.1",268
"30121","ENSG00000230199.1",80
"30122","ENSG00000230201.5",618
"30123","ENSG00000230202.1",474
"30124","ENSG00000230203.1",807
"30125","ENSG00000230204.1",545
"30126","ENSG00000230205.1",426
"30127","ENSG00000230207.1",1276
"30128","ENSG00000230208.1",553
"30129","ENSG00000230212.5",1293
"30130","ENSG00000230213.1",873
"30131","ENSG00000230214.1",523
"30132","ENSG00000230215.1",571
"30133","ENSG00000230216.1",546
"30134","ENSG00000230219.3",2455
"30135","ENSG00000230221.2",2473
"30136","ENSG00000230223.5",1954
"30137","ENSG00000230224.1",825
"30138","ENSG00000230225.1",1267
"30139","ENSG00000230226.1",376
"30140","ENSG00000230227.4",923
"30141","ENSG00000230228.2",368
"30142","ENSG00000230229.1",381
"30143","ENSG00000230231.1",768
"30144","ENSG00000230233.1",879
"30145","ENSG00000230234.1",467
"30146","ENSG00000230237.1",588
"30147","ENSG00000230239.1",882
"30148","ENSG00000230240.1",342
"30149","ENSG00000230241.1",228
"30150","ENSG00000230243.1",319
"30151","ENSG00000230244.1",1207
"30152","ENSG00000230245.2",352
"30153","ENSG00000230246.6",4657
"30154","ENSG00000230247.2",583
"30155","ENSG00000230248.1",632
"30156","ENSG00000230249.1",386
"30157","ENSG00000230250.1",631
"30158","ENSG00000230251.1",837
"30159","ENSG00000230252.1",1004
"30160","ENSG00000230256.1",500
"30161","ENSG00000230257.1",1072
"30162","ENSG00000230258.5",1100
"30163","ENSG00000230260.1",548
"30164","ENSG00000230261.1",939
"30165","ENSG00000230262.5",1319
"30166","ENSG00000230265.1",656
"30167","ENSG00000230266.1",784
"30168","ENSG00000230267.6",6046
"30169","ENSG00000230268.3",585
"30170","ENSG00000230269.5",1505
"30171","ENSG00000230271.1",616
"30172","ENSG00000230273.1",381
"30173","ENSG00000230274.1",565
"30174","ENSG00000230275.2",1162
"30175","ENSG00000230276.2",352
"30176","ENSG00000230280.2",918
"30177","ENSG00000230282.1",751
"30178","ENSG00000230283.1",387
"30179","ENSG00000230284.1",394
"30180","ENSG00000230285.1",255
"30181","ENSG00000230286.1",306
"30182","ENSG00000230287.3",222
"30183","ENSG00000230289.1",473
"30184","ENSG00000230290.1",112
"30185","ENSG00000230291.5",435
"30186","ENSG00000230292.4",422
"30187","ENSG00000230294.4",2009
"30188","ENSG00000230295.1",351
"30189","ENSG00000230298.1",378
"30190","ENSG00000230299.1",124
"30191","ENSG00000230300.1",452
"30192","ENSG00000230301.4",978
"30193","ENSG00000230302.2",303
"30194","ENSG00000230303.4",978
"30195","ENSG00000230304.1",2729
"30196","ENSG00000230305.2",365
"30197","ENSG00000230306.1",264
"30198","ENSG00000230307.1",923
"30199","ENSG00000230309.1",387
"30200","ENSG00000230310.1",543
"30201","ENSG00000230311.2",435
"30202","ENSG00000230312.2",919
"30203","ENSG00000230313.1",717
"30204","ENSG00000230314.5",1587
"30205","ENSG00000230316.5",3313
"30206","ENSG00000230317.1",730
"30207","ENSG00000230318.2",1621
"30208","ENSG00000230319.1",2083
"30209","ENSG00000230320.1",457
"30210","ENSG00000230321.1",428
"30211","ENSG00000230322.1",430
"30212","ENSG00000230323.4",572
"30213","ENSG00000230324.1",1518
"30214","ENSG00000230325.1",494
"30215","ENSG00000230326.1",451
"30216","ENSG00000230327.1",726
"30217","ENSG00000230328.2",1580
"30218","ENSG00000230330.1",273
"30219","ENSG00000230331.1",350
"30220","ENSG00000230333.5",5660
"30221","ENSG00000230335.1",806
"30222","ENSG00000230337.1",536
"30223","ENSG00000230338.1",478
"30224","ENSG00000230339.2",244
"30225","ENSG00000230342.2",1400
"30226","ENSG00000230343.1",265
"30227","ENSG00000230345.1",219
"30228","ENSG00000230347.4",1595
"30229","ENSG00000230350.1",288
"30230","ENSG00000230352.1",620
"30231","ENSG00000230353.5",251
"30232","ENSG00000230355.1",136
"30233","ENSG00000230356.1",1801
"30234","ENSG00000230358.3",827
"30235","ENSG00000230359.4",752
"30236","ENSG00000230360.1",2614
"30237","ENSG00000230361.1",905
"30238","ENSG00000230362.1",1074
"30239","ENSG00000230364.1",1311
"30240","ENSG00000230365.1",285
"30241","ENSG00000230366.8",1901
"30242","ENSG00000230368.2",1971
"30243","ENSG00000230370.1",478
"30244","ENSG00000230371.1",1639
"30245","ENSG00000230372.1",472
"30246","ENSG00000230373.7",3899
"30247","ENSG00000230375.1",669
"30248","ENSG00000230376.1",386
"30249","ENSG00000230377.1",331
"30250","ENSG00000230379.4",614
"30251","ENSG00000230381.2",515
"30252","ENSG00000230383.1",862
"30253","ENSG00000230384.1",883
"30254","ENSG00000230385.1",600
"30255","ENSG00000230386.4",497
"30256","ENSG00000230387.2",2347
"30257","ENSG00000230390.1",511
"30258","ENSG00000230391.1",883
"30259","ENSG00000230392.1",2907
"30260","ENSG00000230393.1",2586
"30261","ENSG00000230394.1",177
"30262","ENSG00000230395.1",312
"30263","ENSG00000230397.1",261
"30264","ENSG00000230398.1",481
"30265","ENSG00000230399.1",1844
"30266","ENSG00000230400.1",2781
"30267","ENSG00000230401.1",553
"30268","ENSG00000230402.2",497
"30269","ENSG00000230403.1",399
"30270","ENSG00000230404.1",390
"30271","ENSG00000230405.1",297
"30272","ENSG00000230406.2",421
"30273","ENSG00000230407.1",1505
"30274","ENSG00000230408.3",877
"30275","ENSG00000230409.3",906
"30276","ENSG00000230411.1",955
"30277","ENSG00000230412.1",328
"30278","ENSG00000230415.1",513
"30279","ENSG00000230416.3",925
"30280","ENSG00000230417.9",4509
"30281","ENSG00000230418.2",490
"30282","ENSG00000230423.1",333
"30283","ENSG00000230424.1",507
"30284","ENSG00000230425.1",441
"30285","ENSG00000230426.2",2395
"30286","ENSG00000230427.1",1096
"30287","ENSG00000230428.1",278
"30288","ENSG00000230430.4",1680
"30289","ENSG00000230432.1",311
"30290","ENSG00000230433.1",851
"30291","ENSG00000230434.1",602
"30292","ENSG00000230435.1",563
"30293","ENSG00000230437.1",473
"30294","ENSG00000230438.6",1460
"30295","ENSG00000230439.2",1671
"30296","ENSG00000230440.1",271
"30297","ENSG00000230442.4",1727
"30298","ENSG00000230444.1",736
"30299","ENSG00000230445.4",5625
"30300","ENSG00000230447.2",604
"30301","ENSG00000230448.4",3848
"30302","ENSG00000230449.1",730
"30303","ENSG00000230450.1",1329
"30304","ENSG00000230451.2",145
"30305","ENSG00000230452.1",466
"30306","ENSG00000230453.8",5857
"30307","ENSG00000230454.1",2625
"30308","ENSG00000230457.3",1182
"30309","ENSG00000230458.1",144
"30310","ENSG00000230459.3",310
"30311","ENSG00000230461.7",10290
"30312","ENSG00000230465.1",958
"30313","ENSG00000230468.1",774
"30314","ENSG00000230469.1",877
"30315","ENSG00000230470.1",423
"30316","ENSG00000230471.1",1730
"30317","ENSG00000230472.4",826
"30318","ENSG00000230474.1",349
"30319","ENSG00000230476.1",1491
"30320","ENSG00000230477.1",489
"30321","ENSG00000230478.1",108
"30322","ENSG00000230479.1",893
"30323","ENSG00000230480.1",349
"30324","ENSG00000230481.2",354
"30325","ENSG00000230482.1",425
"30326","ENSG00000230483.1",404
"30327","ENSG00000230484.2",937
"30328","ENSG00000230485.1",953
"30329","ENSG00000230487.6",6355
"30330","ENSG00000230489.1",619
"30331","ENSG00000230490.2",1535
"30332","ENSG00000230491.1",244
"30333","ENSG00000230492.1",719
"30334","ENSG00000230495.1",553
"30335","ENSG00000230496.1",666
"30336","ENSG00000230497.2",671
"30337","ENSG00000230498.1",497
"30338","ENSG00000230499.1",412
"30339","ENSG00000230500.1",909
"30340","ENSG00000230501.1",1070
"30341","ENSG00000230502.1",168
"30342","ENSG00000230506.1",349
"30343","ENSG00000230507.5",804
"30344","ENSG00000230508.1",591
"30345","ENSG00000230510.5",5703
"30346","ENSG00000230513.1",2975
"30347","ENSG00000230515.1",469
"30348","ENSG00000230516.1",839
"30349","ENSG00000230519.2",569
"30350","ENSG00000230520.1",874
"30351","ENSG00000230521.1",975
"30352","ENSG00000230522.4",793
"30353","ENSG00000230523.1",2148
"30354","ENSG00000230524.7",4566
"30355","ENSG00000230525.4",824
"30356","ENSG00000230526.1",525
"30357","ENSG00000230528.6",3643
"30358","ENSG00000230529.1",513
"30359","ENSG00000230530.1",1651
"30360","ENSG00000230531.1",1798
"30361","ENSG00000230532.1",483
"30362","ENSG00000230533.1",523
"30363","ENSG00000230534.5",1422
"30364","ENSG00000230535.1",665
"30365","ENSG00000230536.1",765
"30366","ENSG00000230537.1",815
"30367","ENSG00000230538.1",2135
"30368","ENSG00000230539.1",573
"30369","ENSG00000230542.4",1340
"30370","ENSG00000230543.1",175
"30371","ENSG00000230546.1",141
"30372","ENSG00000230547.1",637
"30373","ENSG00000230548.1",1354
"30374","ENSG00000230549.3",1593
"30375","ENSG00000230550.1",1126
"30376","ENSG00000230551.4",8636
"30377","ENSG00000230552.4",5290
"30378","ENSG00000230555.2",760
"30379","ENSG00000230556.1",166
"30380","ENSG00000230558.2",440
"30381","ENSG00000230559.1",526
"30382","ENSG00000230561.3",1900
"30383","ENSG00000230562.3",691
"30384","ENSG00000230563.2",1964
"30385","ENSG00000230564.1",448
"30386","ENSG00000230565.1",905
"30387","ENSG00000230568.1",1477
"30388","ENSG00000230569.1",826
"30389","ENSG00000230570.1",1203
"30390","ENSG00000230571.2",391
"30391","ENSG00000230572.4",1532
"30392","ENSG00000230573.1",536
"30393","ENSG00000230575.1",381
"30394","ENSG00000230576.1",940
"30395","ENSG00000230578.3",432
"30396","ENSG00000230580.1",498
"30397","ENSG00000230581.2",1122
"30398","ENSG00000230583.5",2706
"30399","ENSG00000230584.1",1624
"30400","ENSG00000230585.2",811
"30401","ENSG00000230587.1",952
"30402","ENSG00000230589.1",557
"30403","ENSG00000230590.6",6132
"30404","ENSG00000230592.2",889
"30405","ENSG00000230593.3",490
"30406","ENSG00000230594.3",1298
"30407","ENSG00000230595.1",366
"30408","ENSG00000230596.2",1787
"30409","ENSG00000230597.1",352
"30410","ENSG00000230598.1",944
"30411","ENSG00000230599.2",452
"30412","ENSG00000230600.1",339
"30413","ENSG00000230601.4",731
"30414","ENSG00000230603.1",220
"30415","ENSG00000230604.2",358
"30416","ENSG00000230605.1",138
"30417","ENSG00000230606.9",5278
"30418","ENSG00000230607.3",964
"30419","ENSG00000230609.1",193
"30420","ENSG00000230611.1",603
"30421","ENSG00000230612.2",1789
"30422","ENSG00000230613.1",489
"30423","ENSG00000230614.3",258
"30424","ENSG00000230615.5",7999
"30425","ENSG00000230617.1",123
"30426","ENSG00000230618.3",407
"30427","ENSG00000230621.1",217
"30428","ENSG00000230622.1",274
"30429","ENSG00000230623.2",507
"30430","ENSG00000230626.3",1347
"30431","ENSG00000230627.1",448
"30432","ENSG00000230628.1",3564
"30433","ENSG00000230629.2",330
"30434","ENSG00000230630.2",4358
"30435","ENSG00000230631.1",470
"30436","ENSG00000230634.1",432
"30437","ENSG00000230635.2",549
"30438","ENSG00000230636.1",225
"30439","ENSG00000230637.2",663
"30440","ENSG00000230638.4",2242
"30441","ENSG00000230639.1",291
"30442","ENSG00000230641.1",279
"30443","ENSG00000230643.1",118
"30444","ENSG00000230645.1",368
"30445","ENSG00000230646.1",1039
"30446","ENSG00000230647.1",804
"30447","ENSG00000230648.1",209
"30448","ENSG00000230649.2",455
"30449","ENSG00000230650.1",3130
"30450","ENSG00000230651.6",2500
"30451","ENSG00000230654.1",681
"30452","ENSG00000230655.3",895
"30453","ENSG00000230657.5",916
"30454","ENSG00000230658.1",2564
"30455","ENSG00000230659.3",435
"30456","ENSG00000230661.1",668
"30457","ENSG00000230662.1",2665
"30458","ENSG00000230663.1",2032
"30459","ENSG00000230665.3",2203
"30460","ENSG00000230666.4",3170
"30461","ENSG00000230667.5",909
"30462","ENSG00000230668.1",323
"30463","ENSG00000230671.2",321
"30464","ENSG00000230673.3",459
"30465","ENSG00000230676.1",2054
"30466","ENSG00000230679.1",456
"30467","ENSG00000230680.2",540
"30468","ENSG00000230681.1",421
"30469","ENSG00000230682.1",640
"30470","ENSG00000230683.1",383
"30471","ENSG00000230684.1",266
"30472","ENSG00000230686.1",623
"30473","ENSG00000230687.1",775
"30474","ENSG00000230690.1",561
"30475","ENSG00000230691.1",566
"30476","ENSG00000230694.1",455
"30477","ENSG00000230695.1",131
"30478","ENSG00000230696.1",610
"30479","ENSG00000230697.1",396
"30480","ENSG00000230698.1",544
"30481","ENSG00000230699.2",3043
"30482","ENSG00000230701.2",2239
"30483","ENSG00000230702.1",361
"30484","ENSG00000230703.1",461
"30485","ENSG00000230704.1",677
"30486","ENSG00000230706.2",1255
"30487","ENSG00000230707.1",819
"30488","ENSG00000230709.1",2201
"30489","ENSG00000230710.1",834
"30490","ENSG00000230711.2",2446
"30491","ENSG00000230712.2",664
"30492","ENSG00000230714.1",215
"30493","ENSG00000230715.3",403
"30494","ENSG00000230716.3",1432
"30495","ENSG00000230718.1",358
"30496","ENSG00000230720.1",408
"30497","ENSG00000230721.1",555
"30498","ENSG00000230724.8",3823
"30499","ENSG00000230725.4",3379
"30500","ENSG00000230727.1",894
"30501","ENSG00000230728.1",623
"30502","ENSG00000230729.1",631
"30503","ENSG00000230730.1",581
"30504","ENSG00000230731.2",3336
"30505","ENSG00000230732.4",1413
"30506","ENSG00000230733.2",3251
"30507","ENSG00000230734.1",468
"30508","ENSG00000230735.1",437
"30509","ENSG00000230736.2",1558
"30510","ENSG00000230737.1",691
"30511","ENSG00000230739.1",679
"30512","ENSG00000230741.1",484
"30513","ENSG00000230746.1",672
"30514","ENSG00000230747.1",740
"30515","ENSG00000230748.1",625
"30516","ENSG00000230749.4",1029
"30517","ENSG00000230750.1",2028
"30518","ENSG00000230751.1",437
"30519","ENSG00000230753.4",703
"30520","ENSG00000230755.1",476
"30521","ENSG00000230756.1",621
"30522","ENSG00000230757.1",774
"30523","ENSG00000230758.1",246
"30524","ENSG00000230759.1",418
"30525","ENSG00000230764.1",415
"30526","ENSG00000230768.6",2997
"30527","ENSG00000230769.1",491
"30528","ENSG00000230772.1",830
"30529","ENSG00000230773.5",2881
"30530","ENSG00000230777.1",171
"30531","ENSG00000230778.1",1143
"30532","ENSG00000230779.1",927
"30533","ENSG00000230781.1",1499
"30534","ENSG00000230782.1",2602
"30535","ENSG00000230783.1",765
"30536","ENSG00000230785.2",787
"30537","ENSG00000230787.1",1111
"30538","ENSG00000230788.2",1253
"30539","ENSG00000230789.1",388
"30540","ENSG00000230790.2",561
"30541","ENSG00000230793.1",1225
"30542","ENSG00000230794.1",349
"30543","ENSG00000230795.2",1037
"30544","ENSG00000230796.1",201
"30545","ENSG00000230797.2",2741
"30546","ENSG00000230798.4",1208
"30547","ENSG00000230799.1",837
"30548","ENSG00000230801.1",247
"30549","ENSG00000230803.1",322
"30550","ENSG00000230804.2",579
"30551","ENSG00000230805.5",1283
"30552","ENSG00000230806.1",2649
"30553","ENSG00000230807.1",371
"30554","ENSG00000230809.1",751
"30555","ENSG00000230812.4",747
"30556","ENSG00000230813.1",417
"30557","ENSG00000230814.1",697
"30558","ENSG00000230815.1",424
"30559","ENSG00000230817.4",1878
"30560","ENSG00000230818.1",799
"30561","ENSG00000230819.1",805
"30562","ENSG00000230820.2",425
"30563","ENSG00000230821.1",1651
"30564","ENSG00000230823.3",427
"30565","ENSG00000230825.1",1237
"30566","ENSG00000230826.1",788
"30567","ENSG00000230828.1",346
"30568","ENSG00000230829.3",416
"30569","ENSG00000230830.1",542
"30570","ENSG00000230831.1",553
"30571","ENSG00000230832.3",1241
"30572","ENSG00000230833.1",676
"30573","ENSG00000230834.1",338
"30574","ENSG00000230835.1",411
"30575","ENSG00000230836.1",1266
"30576","ENSG00000230837.1",377
"30577","ENSG00000230838.1",648
"30578","ENSG00000230839.1",346
"30579","ENSG00000230840.1",142
"30580","ENSG00000230841.2",459
"30581","ENSG00000230843.1",453
"30582","ENSG00000230844.2",2078
"30583","ENSG00000230845.1",576
"30584","ENSG00000230846.1",465
"30585","ENSG00000230847.4",679
"30586","ENSG00000230848.1",380
"30587","ENSG00000230849.2",1251
"30588","ENSG00000230851.1",339
"30589","ENSG00000230852.1",340
"30590","ENSG00000230853.1",616
"30591","ENSG00000230854.1",558
"30592","ENSG00000230859.1",480
"30593","ENSG00000230860.1",818
"30594","ENSG00000230863.2",742
"30595","ENSG00000230864.1",931
"30596","ENSG00000230865.1",515
"30597","ENSG00000230866.1",336
"30598","ENSG00000230867.1",454
"30599","ENSG00000230869.1",2418
"30600","ENSG00000230870.2",1474
"30601","ENSG00000230871.1",722
"30602","ENSG00000230872.1",1290
"30603","ENSG00000230873.7",2882
"30604","ENSG00000230876.5",2101
"30605","ENSG00000230879.1",376
"30606","ENSG00000230881.1",265
"30607","ENSG00000230882.1",3495
"30608","ENSG00000230886.3",607
"30609","ENSG00000230889.2",1745
"30610","ENSG00000230891.5",934
"30611","ENSG00000230894.1",4996
"30612","ENSG00000230896.1",598
"30613","ENSG00000230897.1",459
"30614","ENSG00000230898.1",484
"30615","ENSG00000230899.1",476
"30616","ENSG00000230902.1",642
"30617","ENSG00000230904.1",492
"30618","ENSG00000230908.1",797
"30619","ENSG00000230910.2",2948
"30620","ENSG00000230911.1",510
"30621","ENSG00000230912.1",410
"30622","ENSG00000230913.1",744
"30623","ENSG00000230914.2",608
"30624","ENSG00000230916.2",699
"30625","ENSG00000230918.1",640
"30626","ENSG00000230920.1",383
"30627","ENSG00000230921.1",311
"30628","ENSG00000230922.1",1633
"30629","ENSG00000230923.1",3307
"30630","ENSG00000230926.1",705
"30631","ENSG00000230927.2",1287
"30632","ENSG00000230928.1",1168
"30633","ENSG00000230929.5",301
"30634","ENSG00000230931.2",490
"30635","ENSG00000230932.2",579
"30636","ENSG00000230934.1",248
"30637","ENSG00000230935.1",192
"30638","ENSG00000230936.1",2643
"30639","ENSG00000230937.8",3518
"30640","ENSG00000230939.1",489
"30641","ENSG00000230941.1",398
"30642","ENSG00000230942.1",263
"30643","ENSG00000230943.1",637
"30644","ENSG00000230944.1",585
"30645","ENSG00000230945.1",446
"30646","ENSG00000230946.3",979
"30647","ENSG00000230947.2",364
"30648","ENSG00000230948.1",1015
"30649","ENSG00000230950.1",1042
"30650","ENSG00000230951.1",888
"30651","ENSG00000230952.1",1061
"30652","ENSG00000230953.2",175
"30653","ENSG00000230955.1",481
"30654","ENSG00000230956.2",833
"30655","ENSG00000230958.1",303
"30656","ENSG00000230960.1",1330
"30657","ENSG00000230962.1",1487
"30658","ENSG00000230964.1",96
"30659","ENSG00000230965.1",529
"30660","ENSG00000230967.2",522
"30661","ENSG00000230968.1",797
"30662","ENSG00000230969.2",400
"30663","ENSG00000230970.3",1331
"30664","ENSG00000230971.1",1773
"30665","ENSG00000230972.1",762
"30666","ENSG00000230973.1",616
"30667","ENSG00000230975.1",769
"30668","ENSG00000230977.1",595
"30669","ENSG00000230978.1",693
"30670","ENSG00000230979.3",531
"30671","ENSG00000230980.1",318
"30672","ENSG00000230982.1",465
"30673","ENSG00000230986.1",111
"30674","ENSG00000230987.2",3528
"30675","ENSG00000230988.3",469
"30676","ENSG00000230989.5",9525
"30677","ENSG00000230990.1",1433
"30678","ENSG00000230991.1",393
"30679","ENSG00000230992.3",597
"30680","ENSG00000230993.1",499
"30681","ENSG00000230994.1",601
"30682","ENSG00000230997.5",316
"30683","ENSG00000230998.1",486
"30684","ENSG00000230999.1",1083
"30685","ENSG00000231001.2",829
"30686","ENSG00000231004.2",199
"30687","ENSG00000231005.1",151
"30688","ENSG00000231006.1",744
"30689","ENSG00000231007.5",1500
"30690","ENSG00000231009.1",1790
"30691","ENSG00000231010.1",1181
"30692","ENSG00000231011.1",400
"30693","ENSG00000231013.1",2089
"30694","ENSG00000231015.1",805
"30695","ENSG00000231017.1",249
"30696","ENSG00000231018.1",244
"30697","ENSG00000231019.1",561
"30698","ENSG00000231020.1",424
"30699","ENSG00000231022.1",792
"30700","ENSG00000231023.5",2515
"30701","ENSG00000231024.1",420
"30702","ENSG00000231025.1",3510
"30703","ENSG00000231026.1",483
"30704","ENSG00000231027.1",501
"30705","ENSG00000231028.7",3825
"30706","ENSG00000231029.2",455
"30707","ENSG00000231031.5",2223
"30708","ENSG00000231032.1",485
"30709","ENSG00000231034.1",291
"30710","ENSG00000231035.1",745
"30711","ENSG00000231039.2",680
"30712","ENSG00000231040.1",806
"30713","ENSG00000231043.3",1741
"30714","ENSG00000231046.1",433
"30715","ENSG00000231047.1",575
"30716","ENSG00000231049.1",951
"30717","ENSG00000231050.1",906
"30718","ENSG00000231051.3",1593
"30719","ENSG00000231052.1",206
"30720","ENSG00000231053.1",349
"30721","ENSG00000231054.1",553
"30722","ENSG00000231056.1",256
"30723","ENSG00000231057.3",2452
"30724","ENSG00000231058.1",1368
"30725","ENSG00000231060.1",1778
"30726","ENSG00000231061.1",669
"30727","ENSG00000231062.1",597
"30728","ENSG00000231063.1",839
"30729","ENSG00000231064.4",2084
"30730","ENSG00000231066.3",844
"30731","ENSG00000231068.1",253
"30732","ENSG00000231069.1",571
"30733","ENSG00000231070.1",828
"30734","ENSG00000231071.1",687
"30735","ENSG00000231072.1",1003
"30736","ENSG00000231073.1",368
"30737","ENSG00000231074.7",13918
"30738","ENSG00000231078.1",377
"30739","ENSG00000231079.6",4156
"30740","ENSG00000231080.1",861
"30741","ENSG00000231081.1",542
"30742","ENSG00000231082.1",370
"30743","ENSG00000231083.1",565
"30744","ENSG00000231084.2",376
"30745","ENSG00000231086.1",768
"30746","ENSG00000231087.2",1054
"30747","ENSG00000231090.1",638
"30748","ENSG00000231092.1",784
"30749","ENSG00000231093.1",1855
"30750","ENSG00000231095.1",994
"30751","ENSG00000231096.1",390
"30752","ENSG00000231098.1",414
"30753","ENSG00000231099.1",393
"30754","ENSG00000231100.1",666
"30755","ENSG00000231102.1",408
"30756","ENSG00000231103.2",1417
"30757","ENSG00000231104.7",2085
"30758","ENSG00000231105.1",2479
"30759","ENSG00000231106.2",1048
"30760","ENSG00000231107.1",1597
"30761","ENSG00000231108.2",479
"30762","ENSG00000231110.1",582
"30763","ENSG00000231112.1",221
"30764","ENSG00000231113.2",1490
"30765","ENSG00000231114.1",1890
"30766","ENSG00000231119.2",1809
"30767","ENSG00000231120.3",495
"30768","ENSG00000231121.3",991
"30769","ENSG00000231122.4",588
"30770","ENSG00000231123.1",438
"30771","ENSG00000231124.1",285
"30772","ENSG00000231125.2",794
"30773","ENSG00000231128.4",1080
"30774","ENSG00000231130.1",450
"30775","ENSG00000231131.5",1177
"30776","ENSG00000231132.1",446
"30777","ENSG00000231133.5",896
"30778","ENSG00000231134.1",458
"30779","ENSG00000231136.1",350
"30780","ENSG00000231137.1",1277
"30781","ENSG00000231138.1",806
"30782","ENSG00000231139.1",297
"30783","ENSG00000231140.3",1077
"30784","ENSG00000231141.1",344
"30785","ENSG00000231143.1",265
"30786","ENSG00000231144.1",573
"30787","ENSG00000231147.2",2140
"30788","ENSG00000231148.1",612
"30789","ENSG00000231149.2",266
"30790","ENSG00000231150.4",1213
"30791","ENSG00000231152.1",892
"30792","ENSG00000231153.1",148
"30793","ENSG00000231154.1",2086
"30794","ENSG00000231156.1",367
"30795","ENSG00000231158.1",515
"30796","ENSG00000231159.1",1433
"30797","ENSG00000231160.8",4830
"30798","ENSG00000231162.4",835
"30799","ENSG00000231163.4",2253
"30800","ENSG00000231164.1",717
"30801","ENSG00000231165.3",293
"30802","ENSG00000231166.2",479
"30803","ENSG00000231167.3",999
"30804","ENSG00000231169.4",672
"30805","ENSG00000231170.4",1043
"30806","ENSG00000231171.3",1034
"30807","ENSG00000231172.2",1185
"30808","ENSG00000231173.1",256
"30809","ENSG00000231175.1",2216
"30810","ENSG00000231177.4",1328
"30811","ENSG00000231178.1",420
"30812","ENSG00000231181.1",559
"30813","ENSG00000231183.3",971
"30814","ENSG00000231184.3",619
"30815","ENSG00000231185.5",1811
"30816","ENSG00000231187.2",991
"30817","ENSG00000231188.1",471
"30818","ENSG00000231189.1",808
"30819","ENSG00000231192.1",942
"30820","ENSG00000231193.1",551
"30821","ENSG00000231194.1",323
"30822","ENSG00000231195.1",526
"30823","ENSG00000231196.3",657
"30824","ENSG00000231198.1",508
"30825","ENSG00000231199.2",1794
"30826","ENSG00000231200.1",636
"30827","ENSG00000231201.1",824
"30828","ENSG00000231202.1",471
"30829","ENSG00000231203.1",1447
"30830","ENSG00000231204.4",1076
"30831","ENSG00000231205.10",6008
"30832","ENSG00000231206.2",937
"30833","ENSG00000231207.1",355
"30834","ENSG00000231208.4",533
"30835","ENSG00000231210.2",941
"30836","ENSG00000231211.2",411
"30837","ENSG00000231212.1",787
"30838","ENSG00000231213.5",2140
"30839","ENSG00000231216.1",2249
"30840","ENSG00000231217.1",517
"30841","ENSG00000231219.1",1068
"30842","ENSG00000231221.1",388
"30843","ENSG00000231222.1",520
"30844","ENSG00000231226.1",549
"30845","ENSG00000231227.1",460
"30846","ENSG00000231228.4",339
"30847","ENSG00000231231.4",859
"30848","ENSG00000231232.4",337
"30849","ENSG00000231233.1",795
"30850","ENSG00000231234.2",489
"30851","ENSG00000231235.1",1630
"30852","ENSG00000231236.2",2603
"30853","ENSG00000231237.1",971
"30854","ENSG00000231238.1",841
"30855","ENSG00000231240.1",1042
"30856","ENSG00000231241.1",242
"30857","ENSG00000231243.1",408
"30858","ENSG00000231244.1",1318
"30859","ENSG00000231245.2",402
"30860","ENSG00000231246.1",547
"30861","ENSG00000231248.2",718
"30862","ENSG00000231249.1",858
"30863","ENSG00000231251.1",93
"30864","ENSG00000231252.1",2344
"30865","ENSG00000231253.1",550
"30866","ENSG00000231254.2",785
"30867","ENSG00000231255.1",269
"30868","ENSG00000231256.6",3753
"30869","ENSG00000231258.2",2038
"30870","ENSG00000231259.4",1408
"30871","ENSG00000231261.1",265
"30872","ENSG00000231264.1",605
"30873","ENSG00000231265.1",462
"30874","ENSG00000231266.1",415
"30875","ENSG00000231270.1",905
"30876","ENSG00000231271.1",289
"30877","ENSG00000231272.1",452
"30878","ENSG00000231274.5",1520
"30879","ENSG00000231276.2",1133
"30880","ENSG00000231278.1",403
"30881","ENSG00000231280.1",1691
"30882","ENSG00000231290.4",4940
"30883","ENSG00000231291.3",1676
"30884","ENSG00000231292.6",353
"30885","ENSG00000231293.1",321
"30886","ENSG00000231294.1",506
"30887","ENSG00000231295.1",547
"30888","ENSG00000231296.1",313
"30889","ENSG00000231297.3",1035
"30890","ENSG00000231298.5",1920
"30891","ENSG00000231299.1",180
"30892","ENSG00000231300.1",291
"30893","ENSG00000231301.1",518
"30894","ENSG00000231302.1",315
"30895","ENSG00000231304.1",2041
"30896","ENSG00000231305.3",1456
"30897","ENSG00000231307.1",701
"30898","ENSG00000231310.3",855
"30899","ENSG00000231311.1",492
"30900","ENSG00000231312.5",6741
"30901","ENSG00000231313.2",724
"30902","ENSG00000231316.1",339
"30903","ENSG00000231317.1",1948
