	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-miR-6855-3p	0	0	0	0	0	0	0	0	0.761704	0	0	0	0	0	0	0.683114	0	0	0	0	0	0	0	0	0.433432	0	0	0	0	0	0	0	0	0.182795	0	0	0.29066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139689	0	0	0	0	0	0	0	0	0	0	0	0.560169	0	0	0	0	1.155603	0	1.19541	0	0	0	0	0	0	0	0	0	1.244397	0.55572	0.2301	0	0	0.266277	0	0	0	0.28346	0	0	0	0	0	0	1.022511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949624	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396368	0	0	0	0	0	0	0	0	0	0	0	0	0.197702	0.520783	0	0	0	1.248415	0	0.919904	0	0	0.096814	0	0	0	0	0	0	0	0	0	0	0.169109	0	0	0	0	0	0	0	0.312499	0	0	0	0	0	0	0.247061	0.553767	0	0.471093	0	0	0	0
hsa-miR-6855-5p	0	0	0.359749	0	0	0	0	0	0.380852	0	0	0	0	0	0	0	0	0	0	0.457283	0	0	0	0	0	0.98805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279378	0.216339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.168598	0	0	0	0	0	0	0	0	0	0	0.1534	0	0	0	0.425852	0.222508	0.195856	0.28346	0	0	0	0	0	0.41175	0	0.28771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584609	0	0	0	0	0	0	0	0	0	0	0	0.327093	0.691598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430092	0	0	0	0	0	0	0	0	0	0	0	0	0.882294	0	0	0.381244	0	0	0	0	0	0	0.429007	0.157031	0	0	0	0.2589
hsa-miR-6856-3p	0	1.019784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228642	0	0	0.92217	0	0	0	0	0	0	0	0	0	0	0	0	2.892578	0	0	0	0	0	0	0.526828	0	0.95185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66938	2.4933631	0	0	0	0	0	0	0	0	0	0.536247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767	0	0	0	0	0	0.195856	0.28346	0	0.69712	0	0	0	0	1.022511	0	0	0	0	0	0	0.583006	0	0	0	0	0	0	0	0.803093	1.847606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411551	0	0.416138	0.519138	0	0	0.522298	0	0	0	0	0	0	0	0	0.394103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-5p	0.209846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381244	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6857-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504338	0	0.284639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195856	0	0	0	0.076323	0	0	0	0	0	0.511117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949624	0	0	0	0	0	0.357284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553037	0	0	0	0	0	0	0	0	0	0
hsa-miR-6857-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-3p	0	0	0	0	0.950413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203695	0	0	0	0	0	0.124774	0	0	0	0.557553	0	0	0	0	0	0	0	0	0	0	0	0	0.95185	0	0.209111	0	0	0	0	0	0	0	0.147995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712764	0	0	0	0	0	0	0	0	0	0	0	0.45485	0	0	0	0	0	0	0	0	0	0.784427	0	1.014487	0	0.453335	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0.610324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434386	0	0	0	0.656523	0	0	0	0	0	0.367618	0	0	0	0	1.839808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136711	0.400973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-5p	0	0	0	0	0	0	0	0	0.380852	0	0	0	0	0	0	0	0	0.344549	0	0	0	0	0	0	0	0	0	0.124774	0.386538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46368	0	0	0.209111	0.713392	0	0	0.129897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78415	0	0	0	0	0	0	0	0.284575	0	0	0	0	0	0	0	0	0	0	0	0.222508	0	0	0	0	0	0	0	0.41175	0	0	0	0	0	0	0.507244	0	0	0	0.513012	0	0	0	0	0	0	0.949624	0	0	0	0	0	0	0	0.305162	0	0	0	0	0	0.184561	0	0	0	0	0	0	0.704552	0.846107	0.434386	0	0	0	0	0	0	0.691598	0	0	0.367618	0	0	0	0	0	0	0	0.096814	0	0	0	0	0	0	0	0	0.97166	0	0	0	0	0	0	0.495925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6859-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6860	0	0	0.719498	0.867504	0	0.715175	0.95536	0.880448	0	0	0	0	0.830884	0.559864	0	0	0	0.344549	0.504338	0.228642	0	1.018474	0	0	0	0	4.196472	1.372518	1.546152	1.879876	0	0	0	0	0	0	0.58132	0.52194595	0	0.793743	0	1.119697	0.526828	0	0	0	0	0	1.134407	0	0.779381	2.005476	0.316735	0	0.59198	0	0	0.64901704	0	0.831121	0	0	0.563153	0	0	0	0	0.636253	0	0	0	0	0	0	1.710382	3.58623	0	0	0	0	0.56915	1.14237	0	0	0	0	0	0.0767	0	1.448602	0	0	1.335047	1.175135	1.70076	0.45485	0	0.45793802	0	0.368487	0	0	0.28771	0	0.71394	0.784427	0.946405	4.05795	0	0	0	0	0	0	0	0.585516	0	0	0	0.97926503	1.982458	0	0	0.640506	0	0.993524	0.610323	0.963151	0	0	0.266873	0	0	0	0	0	1.189104	0	1.3598161	0	0	0	0	0.93092	0	0.656523	0	0	0.691598	0	1.041566	0	0	0.710966	0	2.076552	0	0	0	0.193629	0.774133	0	0	0	0.430092	0	0	0	0	0.246826	0	0.136711	0.400973	0	0.508353	0	0.880587	2.646882	0	0	0.381244	0	0	0	0	0	0	0	0.785155	0.444101	0	0	0.2589
hsa-miR-6861-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-3p	0.419692	0	0.359749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767	0	0	0	0	0	0.195856	0	0	0	0	0.373537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396368	0.508661	0	0	0	0	0	0	0	0.656523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19746	0	0
hsa-miR-6862-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38969	0	0	0	0	0	0	0.216339	0	0	0	0	0	0	0	0	0	0	0.560169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859869	0	0	0	0	0	0	0	0	0	0	0.501369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993524	0	0	0	0	0	0	0	0.421865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6865-3p	0	0	0	0	0	0	0	0	0.380852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157031	0	0	0	0.2589
hsa-miR-6865-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0.184561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6866-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195856	0	0	0.34856	0	0	0	0.41175	0	0.28771	0	0	0	0	1.014487	0	0.453335	0	0	0	0	0	0	0.803093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157031	0	0	0	0
hsa-miR-6866-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6867-5p	0	0	0	0	0	0	0	0	0.380852	0	0	0	0.830884	0	0	0	0	0	0	0	0	0	0	0	0	0.494025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076323	0	0	0	0	0	0	0	0	0	0	0	0.453335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	0	2.039568	0	0	0	0	0.95536	0	0	0	0	0	2.492653	0	0	0	0	0	0	0	0	0	0	0.426111	1.3002961	0	0	0	0.773077	0	0	0	0	0	0.904913	0.964193	0	0.173982	0	1.5874871	0.859869	1.119697	0	0	0	0	0	0	0	0	0.259794	0.501369	0	0	0.739975	0.594443	0.558757	0.216339	0.33469	2.4933631	0	0	2.252613	1.599096	0	0	0	0	0	0	0	0	0	0	0	0	1.084299	0	0	0	0.284575	0	0	0	0	0	0	0	0	3.6215057	0.266277	0	0	0.195856	0.28346	0	0	0	0	0	0.8235	2.045021	0.28771	1.53335	0	0	0	2.028975	0	0	0	0.513012	0.871949	0	0	0	0	0	0	1.142475	0	0	0	0.427004	1.786422	0	0.610324	0	0	0	0	0	0	0.421865	0	0	0	0	0.169977	1.409104	1.692215	0	0.162661	0	0	1.313046	0	1.635465	0.691598	0	0	0.367618	0	0	0.416138	0.519138	0	0	0.522298	0.096814	0	0	0	0	0	0	0	0.394103	0	0.246826	0.845546	0.273422	0	0.830021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429007	0.471093	0	0	1.06359	0.776701
hsa-miR-6868-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767	0	0	0	0	0	0	0	0	0	0	0	0.368487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256209	0	0	0	0	0	0	0	0	0	0	0	0	0
