ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042035	GO:0042035	regulation of cytokine biosynthetic process	24/461	95/17653	1.97761471550076e-17	1.11942758895938e-15	8.06208884018959e-16	CD3E/LTB/EBI3/TLR8/CD80/FOXP3/CCR2/CD4/IL10/CD28/CD86/IRF4/IL27/LILRB1/SYK/SPN/CYBB/TNFRSF8/TLR1/CEBPB/CARD11/PTAFR/TLR7/LAG3	24
GO:0002292	GO:0002292	T cell differentiation involved in immune response	20/461	61/17653	3.36104684073148e-17	1.87931704448217e-15	1.35347932469508e-15	SLAMF6/LY9/IL12RB1/CD80/FOXP3/EOMES/FCER1G/LGALS9/CD86/PTGER4/IRF4/GPR183/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3/CLEC4D	20
GO:0002822	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	26/461	120/17653	5.44026709906749e-17	3.00525598183427e-15	2.16437766515849e-15	IL12RB1/IL7R/WAS/RIPK3/CD80/PTPN6/FOXP3/CCR2/CD4/FCER1G/IL10/CD28/SASH3/PTPRC/IL27/BTK/HAVCR2/SLC11A1/TNFSF13/LILRB1/CD40/CR1/TGFB1/IL4R/NLRP3/C4BPB	26
GO:0051250	GO:0051250	negative regulation of lymphocyte activation	27/461	132/17653	6.42408327543441e-17	3.50647878784128e-15	2.52535704699721e-15	SLA2/CTLA4/CD74/TBC1D10C/LILRB2/CD80/PTPN6/PTPN22/FOXP3/LGALS9/TIGIT/IL10/CD86/BTK/HAVCR2/SAMSN1/LILRB1/MNDA/GPNMB/SPN/LAX1/IL2RA/CEBPB/TGFB1/IL4R/LAG3/CD300A	27
GO:0002705	GO:0002705	positive regulation of leukocyte mediated immunity	24/461	100/17653	7.14390654218129e-17	3.85350723481191e-15	2.77528604616999e-15	SLAMF6/SH2D1A/IL12RB1/CRTAM/FGR/FOXP3/FCER1G/ITGB2/VAV1/CD28/SASH3/BTK/TNFSF13/NOD2/SYK/VAMP8/CD40/TGFB1/PTAFR/IL4R/NLRP3/IL18RAP/LAG3/ITGAM	24
GO:0042108	GO:0042108	positive regulation of cytokine biosynthetic process	19/461	57/17653	1.47281544782492e-16	7.85216142822939e-15	5.65510656037551e-15	CD3E/LTB/EBI3/TLR8/CD80/CCR2/CD4/CD28/CD86/IRF4/IL27/SYK/SPN/CYBB/TNFRSF8/TLR1/CARD11/PTAFR/TLR7	19
GO:0071222	GO:0071222	cellular response to lipopolysaccharide	30/461	174/17653	1.72714585270733e-16	9.10225716627944e-15	6.5554223108807e-15	CCL5/CD6/LILRB2/CD80/CCR5/PTPN22/TLR5/IL10/CD86/TNFRSF1B/TLR2/HCK/HAVCR2/LILRB1/PYCARD/GFI1/IL18/TNIP3/VDR/CD40/CEBPB/CD55/TGFB1/PTAFR/CEBPE/CD14/NLRP3/IRF8/CCL3/LY86	30
GO:0045621	GO:0045621	positive regulation of lymphocyte differentiation	22/461	84/17653	1.89914542144411e-16	9.89497926968325e-15	7.12633874051458e-15	CD27/IL12RB1/CD74/IL7R/LILRB2/CD80/FOXP3/LGALS9/CD86/SASH3/NCKAP1L/LILRB4/BTK/IL15/VNN1/SYK/IL18/IL2RA/TGFB1/IL4R/NLRP3/ZAP70	22
GO:0046635	GO:0046635	positive regulation of alpha-beta T cell activation	18/461	50/17653	1.92115095425777e-16	9.89716530929423e-15	7.1279131206465e-15	CD3E/IL12RB1/EBI3/CD80/FOXP3/CCR2/LGALS9/CD28/RASAL3/CD86/SASH3/NCKAP1L/SYK/IL18/CD55/IL4R/NLRP3/ZAP70	18
GO:0050663	GO:0050663	cytokine secretion	31/461	196/17653	6.68126435720602e-16	3.40373300864329e-14	2.45135979983103e-14	CCR7/CD2/TLR8/CRTAM/PTPN22/FGR/FOXP3/LCP2/TLR5/LGALS9/IL10/PTGER4/ALOX15B/TLR2/SRGN/HAVCR2/C5AR2/CSF1R/LILRB1/PYCARD/NOD2/SYK/TRPV4/GBP5/TLR1/NLRC4/CARD11/IL4R/CD14/NLRP3/CCL3	31
GO:0050864	GO:0050864	regulation of B cell activation	28/461	158/17653	8.59559378814487e-16	4.33085687018069e-14	3.11907203162643e-14	SLA2/IKZF3/CD27/CTLA4/CD74/TBC1D10C/PTPN6/FOXP3/IL10/CD28/MZB1/IGLL5/GPR183/SASH3/PTPRC/NCKAP1L/BTK/NFAM1/TNFSF13/SAMSN1/MNDA/NOD2/SYK/CD40/CARD11/TGFB1/FCRL3/CD300A	28
GO:0002287	GO:0002287	alpha-beta T cell activation involved in immune response	18/461	55/17653	1.35934577950253e-15	6.70172085916033e-14	4.82656220746966e-14	SLAMF6/LY9/IL12RB1/CD80/FOXP3/EOMES/LGALS9/CD86/PTGER4/IRF4/GPR183/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3	18
GO:0002293	GO:0002293	alpha-beta T cell differentiation involved in immune response	18/461	55/17653	1.35934577950253e-15	6.70172085916033e-14	4.82656220746966e-14	SLAMF6/LY9/IL12RB1/CD80/FOXP3/EOMES/LGALS9/CD86/PTGER4/IRF4/GPR183/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3	18
GO:0043367	GO:0043367	CD4-positive, alpha-beta T cell differentiation	19/461	64/17653	1.70331710069326e-15	8.28421533645943e-14	5.96627067909619e-14	SLAMF6/LY9/IL12RB1/CD80/FOXP3/LGALS9/CD86/PTGER4/IRF4/GPR183/SASH3/NCKAP1L/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3	19
GO:0035710	GO:0035710	CD4-positive, alpha-beta T cell activation	20/461	73/17653	1.73453581744843e-15	8.28421533645943e-14	5.96627067909619e-14	SLAMF6/LY9/IL12RB1/CD80/FOXP3/LGALS9/CD86/PTGER4/IRF4/GPR183/SASH3/NCKAP1L/IL27/BATF/IL18R1/SPN/IL18/CD55/IL4R/NLRP3	20
GO:0045582	GO:0045582	positive regulation of T cell differentiation	20/461	73/17653	1.73453581744843e-15	8.28421533645943e-14	5.96627067909619e-14	CD27/IL12RB1/CD74/IL7R/LILRB2/CD80/FOXP3/LGALS9/CD86/SASH3/NCKAP1L/LILRB4/VNN1/SYK/IL18/IL2RA/TGFB1/IL4R/NLRP3/ZAP70	20
GO:0034341	GO:0034341	response to interferon-gamma	30/461	191/17653	2.41449124756719e-15	1.14128271856655e-13	8.21948892416524e-14	CCL5/IL12RB1/HLA-DQA1/IFI30/HLA-DPB1/STXBP2/WAS/HLA-DPA1/HLA-DRA/CCL23/HLA-DRB1/CCL4/LGALS9/KYNU/IRF4/HLA-DQB1/HCK/SLC11A1/HLA-DQB2/PPARG/IFITM2/GBP5/CCL22/CD40/PTAFR/IRF5/IFITM1/IRF8/CCL3/PRKCD	30
GO:0019882	GO:0019882	antigen processing and presentation	32/461	221/17653	3.04195979939968e-15	1.42320262043342e-13	1.02498688407269e-13	CCR7/CD8A/HLA-DQA1/IFI30/HLA-DPB1/CD74/WAS/HLA-DPA1/LILRB2/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/CD1D/HLA-DQB1/NCF4/HLA-DMB/SLC11A1/NCF2/HLA-DQB2/PYCARD/LGMN/NOD2/CTSD/NCF1/CYBB/CYBA/VAMP8/LAG3/CD1E	32
GO:0097530	GO:0097530	granulocyte migration	24/461	119/17653	4.92635906921605e-15	2.28155114468238e-13	1.64316729400646e-13	CCR7/CCL5/CD74/C3AR1/JAML/CCL23/FCER1G/ITGB2/RAC2/CCL4/VAV1/CMKLR1/PTGER4/C5AR1/ADGRE2/NCKAP1L/CSF3R/C5AR2/SYK/TRPV4/CCL22/MPP1/CCL3/CD300A	24
GO:1902107	GO:1902107	positive regulation of leukocyte differentiation	25/461	133/17653	7.43701726006072e-15	3.40987241373784e-13	2.45578138366426e-13	CD27/IL12RB1/CD74/HCLS1/IL7R/LILRB2/CD80/FOXP3/EVI2B/CD4/LGALS9/CD86/SASH3/NCKAP1L/LILRB4/BTK/IL15/VNN1/SYK/IL18/IL2RA/TGFB1/IL4R/NLRP3/ZAP70	25
GO:0032615	GO:0032615	interleukin-12 production	17/461	52/17653	8.63737414809017e-15	3.92102578900925e-13	2.82391273606658e-13	CCR7/SLAMF1/LTB/TLR8/ARRB2/LGALS9/TIGIT/IL10/CMKLR1/CD40LG/TLR2/ACP5/LILRB1/CD40/IRF5/IRF8/PRKCD	17
GO:0050868	GO:0050868	negative regulation of T cell activation	22/461	100/17653	1.01044124337426e-14	4.54203245183432e-13	3.27116014495879e-13	CTLA4/CD74/LILRB2/CD80/PTPN6/PTPN22/FOXP3/LGALS9/TIGIT/IL10/CD86/HAVCR2/LILRB1/GPNMB/SPN/LAX1/IL2RA/CEBPB/TGFB1/IL4R/LAG3/CD300A	22
GO:0002886	GO:0002886	regulation of myeloid leukocyte mediated immunity	16/461	45/17653	1.16638058331851e-14	5.19209220826734e-13	3.73933151749633e-13	STXBP2/FGR/CCR2/FCER1G/ITGB2/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/VAMP8/PTAFR/IL4R/ITGAM/CD300A	16
GO:0007204	GO:0007204	positive regulation of cytosolic calcium ion concentration	36/461	295/17653	1.27574932961418e-14	5.62433718873175e-13	4.0506332459511e-13	CCR7/LCK/CXCR3/CCR4/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/TRPM2/PTGER4/C5AR1/PTPRC/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/CD55/TGFB1/P2RX4/GPR55/CCL3/PLCG2	36
GO:0002294	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	17/461	54/17653	1.76874002113936e-14	7.72349809230855e-13	5.56244355520219e-13	SLAMF6/LY9/IL12RB1/CD80/FOXP3/LGALS9/CD86/PTGER4/IRF4/GPR183/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3	17
GO:0002218	GO:0002218	activation of innate immune response	36/461	301/17653	2.38898400964624e-14	1.03334827209698e-12	7.44214780363482e-13	TLR8/PTPN22/CTSS/ARRB2/ICAM3/TLR5/FCER1G/ITGB2/CD300LF/IRF4/TLR2/CLEC7A/CLEC10A/HCK/BTK/HAVCR2/PYCARD/GFI1/LGMN/NOD2/SYK/PIK3AP1/TNIP3/CYBA/TLR1/NLRC4/CARD11/TLR7/CD14/FCRL3/PLCG2/PRKCD/CLEC4A/ITGAM/CLEC4D/CD300A	36
GO:0071621	GO:0071621	granulocyte chemotaxis	22/461	105/17653	2.97877747520509e-14	1.27642006764629e-12	9.19274465294477e-13	CCR7/CCL5/CD74/C3AR1/JAML/CCL23/FCER1G/ITGB2/RAC2/CCL4/VAV1/CMKLR1/C5AR1/ADGRE2/NCKAP1L/CSF3R/C5AR2/SYK/TRPV4/CCL22/MPP1/CCL3	22
GO:0032103	GO:0032103	positive regulation of response to external stimulus	35/461	289/17653	3.80143082181471e-14	1.61384817759449e-12	1.16228932631898e-12	CCR7/CCR4/CCL5/CD6/CD74/C3AR1/GPSM3/CCR2/CCL23/FCER1G/RAC2/CCL4/LGALS9/CMKLR1/CD28/PTGER4/IL16/C5AR1/TLR2/NCKAP1L/BTK/IL15/HAVCR2/NOD2/IL18/CXCL9/TRPV4/CYBA/VAMP8/GBP5/TGFB1/P2RX4/TLR7/CCL3/LY86	35
GO:0050727	GO:0050727	regulation of inflammatory response	42/461	411/17653	3.87754172387496e-14	1.63105768843731e-12	1.17468357197448e-12	CCR7/CCL5/CD6/C1QB/C1QC/C1QA/C3AR1/GPSM3/FOXP3/CCR2/SIGLEC10/CCL23/FCER1G/CCL4/IL10/CD28/PTGER4/TNFRSF1B/C5AR1/TLR2/HCK/BTK/ACP5/IL15/PPARG/C5AR2/PYCARD/NOD2/IL18/PIK3AP1/IL2RA/C2/TRPV4/VAMP8/GBP5/CR1/CD55/TLR7/NLRP3/C4BPB/CCL3/PRKCD	42
GO:0032635	GO:0032635	interleukin-6 production	23/461	120/17653	5.83971150189573e-14	2.4340979305629e-12	1.75303109870305e-12	SLAMF1/TLR8/LILRB2/PTPN22/FOXP3/ARRB2/FCER1G/LGALS9/IL10/TLR2/NCKAP1L/HAVCR2/C5AR2/PYCARD/NOD2/IL18/TRPV4/CYBA/TLR1/CEBPB/PTAFR/TLR7/IL18RAP	23
GO:0050707	GO:0050707	regulation of cytokine secretion	27/461	172/17653	6.28620166523951e-14	2.59659771487596e-12	1.87006302739273e-12	CCR7/CD2/TLR8/CRTAM/PTPN22/FGR/FOXP3/TLR5/LGALS9/IL10/PTGER4/ALOX15B/TLR2/SRGN/HAVCR2/C5AR2/CSF1R/LILRB1/PYCARD/NOD2/SYK/TRPV4/TLR1/IL4R/CD14/NLRP3/CCL3	27
GO:0022408	GO:0022408	negative regulation of cell-cell adhesion	26/461	159/17653	6.84492322847487e-14	2.8021404466569e-12	2.01809437666595e-12	CTLA4/CD74/LILRB2/CD80/PTPN6/PTPN22/FOXP3/LGALS9/TIGIT/IL10/FXYD5/CD86/HAVCR2/LILRB1/GPNMB/SPINT2/SPN/LAX1/IL2RA/TRPV4/CEBPB/TGFB1/IL4R/PRKCD/LAG3/CD300A	26
GO:0032655	GO:0032655	regulation of interleukin-12 production	16/461	50/17653	7.87673292905661e-14	3.196001812365e-12	2.30175232402893e-12	CCR7/SLAMF1/LTB/TLR8/ARRB2/LGALS9/TIGIT/IL10/CMKLR1/CD40LG/TLR2/ACP5/LILRB1/CD40/IRF5/IRF8	16
GO:0043300	GO:0043300	regulation of leukocyte degranulation	15/461	43/17653	1.10863848322006e-13	4.45855572873534e-12	3.21104042266952e-12	STXBP2/FGR/CCR2/FCER1G/ITGB2/RAC2/LGALS9/CD84/ADGRE2/SYK/VAMP8/PTAFR/IL4R/ITGAM/CD300A	15
GO:0002685	GO:0002685	regulation of leukocyte migration	27/461	176/17653	1.11828551538618e-13	4.45855572873534e-12	3.21104042266952e-12	CCR7/CXCR3/CCL5/CD74/C3AR1/RIPK3/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/GCSAM/PTGER4/C5AR1/NCKAP1L/GPR18/C5AR2/PYCARD/SPN/CXCL9/TRPV4/MPP1/TGFB1/PTAFR/CCL3/CD300A	27
GO:0002758	GO:0002758	innate immune response-activating signal transduction	34/461	283/17653	1.128561737198e-13	4.46073755608002e-12	3.21261176913804e-12	TLR8/PTPN22/CTSS/ARRB2/ICAM3/TLR5/FCER1G/ITGB2/CD300LF/IRF4/TLR2/CLEC7A/CLEC10A/HCK/BTK/HAVCR2/GFI1/LGMN/NOD2/SYK/PIK3AP1/TNIP3/CYBA/TLR1/CARD11/TLR7/CD14/FCRL3/PLCG2/PRKCD/CLEC4A/ITGAM/CLEC4D/CD300A	34
GO:0032945	GO:0032945	negative regulation of mononuclear cell proliferation	18/461	69/17653	1.16068638807949e-13	4.50995516046141e-12	3.24805816182459e-12	CTLA4/LILRB2/CD80/PTPN6/FOXP3/LGALS9/IL10/CD86/BTK/HAVCR2/LILRB1/MNDA/GPNMB/SPN/IL2RA/CEBPB/TGFB1/CD300A	18
GO:0050672	GO:0050672	negative regulation of lymphocyte proliferation	18/461	69/17653	1.16068638807949e-13	4.50995516046141e-12	3.24805816182459e-12	CTLA4/LILRB2/CD80/PTPN6/FOXP3/LGALS9/IL10/CD86/BTK/HAVCR2/LILRB1/MNDA/GPNMB/SPN/IL2RA/CEBPB/TGFB1/CD300A	18
GO:1903038	GO:1903038	negative regulation of leukocyte cell-cell adhesion	22/461	112/17653	1.22004643823399e-13	4.70076715907803e-12	3.3854804747811e-12	CTLA4/CD74/LILRB2/CD80/PTPN6/PTPN22/FOXP3/LGALS9/TIGIT/IL10/CD86/HAVCR2/LILRB1/GPNMB/SPN/LAX1/IL2RA/CEBPB/TGFB1/IL4R/LAG3/CD300A	22
GO:0001909	GO:0001909	leukocyte mediated cytotoxicity	20/461	90/17653	1.36582299799829e-13	5.21858203818514e-12	3.75840942519354e-12	SLAMF6/SH2D1A/IL12RB1/SLAMF7/STXBP2/CRTAM/IL7R/RIPK3/PTPN6/ARRB2/LGALS9/VAV1/PTPRC/CTSC/HAVCR2/LILRB1/CORO1A/IL18/IL18RAP/LAG3	20
GO:1903557	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	18/461	70/17653	1.52531296926055e-13	5.77980162318975e-12	4.1625983336845e-12	CD2/CCR2/FCER1G/LGALS9/CD86/TLR2/SASH3/HAVCR2/PYCARD/NOD2/SPN/CYBB/CYBA/TNFRSF8/TLR1/PTAFR/CD14/CCL3	18
GO:0042093	GO:0042093	T-helper cell differentiation	16/461	52/17653	1.58015390031165e-13	5.93852920731877e-12	4.27691353345784e-12	SLAMF6/LY9/IL12RB1/CD80/FOXP3/CD86/PTGER4/IRF4/GPR183/IL27/BATF/IL18R1/SPN/IL18/IL4R/NLRP3	16
GO:0046633	GO:0046633	alpha-beta T cell proliferation	12/461	24/17653	1.77707546798085e-13	6.62430164283917e-12	4.77080508605555e-12	CD3E/EBI3/CCR2/LGALS9/CD28/RASAL3/IL15/DOCK2/SYK/IL18/CD55/ZAP70	12
GO:0055074	GO:0055074	calcium ion homeostasis	42/461	431/17653	1.9639676616018e-13	7.26192881326151e-12	5.23002254197357e-12	CCR7/LCK/CXCR3/CCR4/CCL5/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/CCL23/TRPM2/PTGER4/C5AR1/ATP2A3/PTPRC/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/VDR/CD40/CD55/TGFB1/P2RX4/FAM20A/GPR55/CCL3/PLCG2	42
GO:0051480	GO:0051480	regulation of cytosolic calcium ion concentration	36/461	325/17653	2.51405238838582e-13	9.2215441605992e-12	6.6413324988348e-12	CCR7/LCK/CXCR3/CCR4/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/TRPM2/PTGER4/C5AR1/PTPRC/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/CD55/TGFB1/P2RX4/GPR55/CCL3/PLCG2	36
GO:0050777	GO:0050777	negative regulation of immune response	24/461	141/17653	2.5678304943465e-13	9.34404985442756e-12	6.72956078593566e-12	CD96/CTLA4/IL7R/PTPN6/FOXP3/CCR2/ARRB2/LGALS9/IL10/CD84/PTPRC/HAVCR2/PPARG/SAMSN1/LILRB1/NOD2/IL2RA/CR1/CD55/TGFB1/IL4R/NLRP3/C4BPB/CD300A	24
GO:0072507	GO:0072507	divalent inorganic cation homeostasis	44/461	475/17653	3.00309164500631e-13	1.08418702301999e-11	7.80828718639435e-12	CCR7/LCK/CXCR3/CCR4/CCL5/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/CCL23/TRPM2/PTGER4/C5AR1/ATP2A3/PTPRC/TMC8/SLC11A1/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/VDR/CD40/CD55/TGFB1/P2RX4/FAM20A/GPR55/CCL3/PLCG2	44
GO:0070664	GO:0070664	negative regulation of leukocyte proliferation	18/461	73/17653	3.36426302878925e-13	1.20508953023427e-11	8.67902394844726e-12	CTLA4/LILRB2/CD80/PTPN6/FOXP3/LGALS9/IL10/CD86/BTK/HAVCR2/LILRB1/MNDA/GPNMB/SPN/IL2RA/CEBPB/TGFB1/CD300A	18
GO:0006874	GO:0006874	cellular calcium ion homeostasis	41/461	420/17653	3.64574791172242e-13	1.29579489730599e-11	9.33228168019032e-12	CCR7/LCK/CXCR3/CCR4/CCL5/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/CCL23/TRPM2/PTGER4/C5AR1/ATP2A3/PTPRC/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/VDR/CD40/CD55/TGFB1/P2RX4/GPR55/CCL3/PLCG2	41
GO:0045576	GO:0045576	mast cell activation	16/461	57/17653	7.83039821953734e-13	2.76172121819836e-11	1.98898455179665e-11	STXBP2/FGR/LCP2/RHOH/FCER1G/CD300LF/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/MILR1/VAMP8/IL4R/CD300A	16
GO:0032760	GO:0032760	positive regulation of tumor necrosis factor production	17/461	67/17653	9.25224993452275e-13	3.23828747708296e-11	2.33220635151449e-11	CD2/CCR2/FCER1G/LGALS9/TLR2/SASH3/HAVCR2/PYCARD/NOD2/SPN/CYBB/CYBA/TNFRSF8/TLR1/PTAFR/CD14/CCL3	17
GO:0032675	GO:0032675	regulation of interleukin-6 production	21/461	111/17653	9.60487578148123e-13	3.33623904985541e-11	2.40275082348538e-11	SLAMF1/TLR8/LILRB2/PTPN22/FOXP3/ARRB2/FCER1G/LGALS9/IL10/TLR2/NCKAP1L/HAVCR2/C5AR2/PYCARD/NOD2/TRPV4/CYBA/TLR1/CEBPB/PTAFR/TLR7	21
GO:0030593	GO:0030593	neutrophil chemotaxis	19/461	88/17653	9.7646026481367e-13	3.36621828133134e-11	2.42434178925246e-11	CCR7/CCL5/CD74/C3AR1/JAML/CCL23/FCER1G/ITGB2/RAC2/CCL4/VAV1/C5AR1/NCKAP1L/CSF3R/C5AR2/SYK/CCL22/MPP1/CCL3	19
GO:0072503	GO:0072503	cellular divalent inorganic cation homeostasis	42/461	457/17653	1.39475023383189e-12	4.77233568814866e-11	3.43702394621417e-11	CCR7/LCK/CXCR3/CCR4/CCL5/S1PR4/FASLG/P2RY10/FPR3/C3AR1/CCR5/PTPN6/P2RY8/CCR2/CD52/XCR1/CD4/CCL23/TRPM2/PTGER4/C5AR1/ATP2A3/PTPRC/SLC11A1/GPR18/PTGER2/C5AR2/CORO1A/CCR8/GPR65/CXCL9/TRPV4/CYBA/FPR1/VDR/CD40/CD55/TGFB1/P2RX4/GPR55/CCL3/PLCG2	42
GO:0032753	GO:0032753	positive regulation of interleukin-4 production	11/461	22/17653	1.86356034945518e-12	6.32920311277926e-11	4.55827588010986e-11	CD3E/FOXP3/LGALS9/CD28/CD40LG/CD86/IRF4/SASH3/HAVCR2/CEBPB/NLRP3	11
GO:0046641	GO:0046641	positive regulation of alpha-beta T cell proliferation	10/461	17/17653	2.21141405318266e-12	7.45539223076655e-11	5.36935440002633e-11	CD3E/EBI3/CCR2/LGALS9/CD28/RASAL3/SYK/IL18/CD55/ZAP70	10
GO:0050715	GO:0050715	positive regulation of cytokine secretion	21/461	116/17653	2.35690687209252e-12	7.88789635660162e-11	5.68084276431367e-11	CD2/TLR8/CRTAM/PTPN22/FGR/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/PYCARD/NOD2/SYK/TRPV4/TLR1/IL4R/CD14/NLRP3/CCL3	21
GO:1903708	GO:1903708	positive regulation of hemopoiesis	25/461	170/17653	2.44767705784793e-12	8.13231834074838e-11	5.8568748516163e-11	CD27/IL12RB1/CD74/HCLS1/IL7R/LILRB2/CD80/FOXP3/EVI2B/CD4/LGALS9/CD86/SASH3/NCKAP1L/LILRB4/BTK/IL15/VNN1/SYK/IL18/IL2RA/TGFB1/IL4R/NLRP3/ZAP70	25
GO:0042100	GO:0042100	B cell proliferation	19/461	93/17653	2.79299623926527e-12	9.16506215832110e-11	6.60065430537871e-11	IKZF3/CTLA4/CD74/IL7R/IL10/CD40LG/MZB1/GPR183/SASH3/PTPRC/NCKAP1L/BTK/CD79A/MNDA/CD40/CARD11/FCRL3/PRKCD/CD300A	19
GO:0071346	GO:0071346	cellular response to interferon-gamma	25/461	171/17653	2.79849226208278e-12	9.16506215832110e-11	6.60065430537871e-11	CCL5/IL12RB1/HLA-DQA1/IFI30/HLA-DPB1/STXBP2/WAS/HLA-DPA1/HLA-DRA/CCL23/HLA-DRB1/CCL4/LGALS9/IRF4/HLA-DQB1/HCK/HLA-DQB2/PPARG/GBP5/CCL22/PTAFR/IRF5/IRF8/CCL3/PRKCD	25
GO:0002698	GO:0002698	negative regulation of immune effector process	20/461	105/17653	2.94496692164931e-12	9.57636406791637e-11	6.89687288780432e-11	CD96/IL7R/PTPN6/FOXP3/CCR2/ARRB2/LGALS9/IL10/CD84/PTPRC/HAVCR2/LILRB1/IL2RA/CR1/CD55/TGFB1/IL4R/C4BPB/FCRL3/CD300A	20
GO:0046637	GO:0046637	regulation of alpha-beta T cell differentiation	15/461	53/17653	3.59876137323984e-12	1.16199442931723e-10	8.36865413480606e-11	IL12RB1/ZNF683/CD80/FOXP3/LGALS9/CD86/IRF4/SASH3/NCKAP1L/IL27/SYK/IL18/IL4R/NLRP3/ZAP70	15
GO:0002704	GO:0002704	negative regulation of leukocyte mediated immunity	14/461	45/17653	4.49183433029784e-12	1.4402140142948e-10	1.0372384463853e-10	CD96/IL7R/PTPN6/FOXP3/CCR2/ARRB2/LGALS9/CD84/PTPRC/HAVCR2/LILRB1/CR1/C4BPB/CD300A	14
GO:0050764	GO:0050764	regulation of phagocytosis	17/461	74/17653	5.32266297921618e-12	1.69475067775737e-10	1.22055509983927e-10	SIRPG/FGR/FCER1G/CD300LF/TLR2/HCK/NCKAP1L/SLC11A1/DOCK2/PPARG/PYCARD/SYK/C2/CYBA/TGFB1/C4BPB/CD300A	17
GO:0002440	GO:0002440	production of molecular mediator of immune response	28/461	223/17653	6.04059415428681e-12	1.91007753085552e-10	1.3756329482394e-10	CD96/CD74/IL7R/FOXP3/FCER1G/IL10/CD28/CD40LG/MZB1/TLR2/HLA-DQB1/SASH3/PTPRC/BTK/SLC11A1/BATF/TNFSF13/LILRB1/NOD2/IL18/CD40/CD55/CARD11/TGFB1/IL4R/NLRP3/IL18RAP/FCRL3	28
GO:0097529	GO:0097529	myeloid leukocyte migration	25/461	177/17653	6.12426176204831e-12	1.92326987527339e-10	1.38513404091893e-10	CCR7/CCL5/CD74/C3AR1/JAML/CCR2/CCL23/FCER1G/ITGB2/RAC2/CCL4/VAV1/CMKLR1/PTGER4/C5AR1/ADGRE2/NCKAP1L/CSF3R/C5AR2/SYK/TRPV4/CCL22/MPP1/CCL3/CD300A	25
GO:0002224	GO:0002224	toll-like receptor signaling pathway	22/461	135/17653	6.35764784045535e-12	1.98298063595155e-10	1.42813757790966e-10	TLR8/PTPN22/CTSS/ARRB2/TLR5/ITGB2/CD300LF/IRF4/TLR2/BTK/HAVCR2/GFI1/LGMN/PIK3AP1/TNIP3/CYBA/TLR1/TLR7/CD14/FCRL3/ITGAM/CD300A	22
GO:0042130	GO:0042130	negative regulation of T cell proliferation	15/461	55/17653	6.53107172487274e-12	2.02330836882037e-10	1.45718150788946e-10	CTLA4/LILRB2/CD80/PTPN6/FOXP3/LGALS9/IL10/CD86/HAVCR2/LILRB1/GPNMB/SPN/IL2RA/CEBPB/TGFB1	15
GO:0043368	GO:0043368	positive T cell selection	12/461	31/17653	7.85400488569882e-12	2.41681962422343e-10	1.74058730670697e-10	SLAMF6/CD3D/LY9/IL12RB1/CD74/FOXP3/IRF4/BATF/DOCK2/THEMIS/SPN/ZAP70	12
GO:1990266	GO:1990266	neutrophil migration	19/461	99/17653	9.0139023283364e-12	2.75524947836149e-10	1.98432362133272e-10	CCR7/CCL5/CD74/C3AR1/JAML/CCL23/FCER1G/ITGB2/RAC2/CCL4/VAV1/C5AR1/NCKAP1L/CSF3R/C5AR2/SYK/CCL22/MPP1/CCL3	19
