SYMBOL	TCGA-DD-A1EE-11	TCGA-EP-A26S-11	TCGA-DD-A114-11	TCGA-BD-A3EP-11	TCGA-ES-A2HT-11	TCGA-DD-A1EA-01	TCGA-EP-A2KB-01	TCGA-DD-AAW3-01	TCGA-BC-4073-01	TCGA-RC-A6M6-01
TGM4	0	0.00893518	0.031412366	0.013816665	0.020409458	0.017220235	0.035955958	0	0.03287771	0.012087912
WDR43	13.73738574	9.208700726	14.76561203	22.77974254	22.83638936	40.07910785	19.04957096	27.12464438	45.23664057	29.99783297
ZDHHC3	13.27129348	11.07036554	16.84533292	11.24750594	16.19100335	29.29285247	17.80510658	15.1665676	22.18592267	32.84969364
CDCP1	1.041534744	0.239172272	1.681659825	1.386889923	1.408454892	0.705817905	0.180459455	0.242235758	2.814337725	1.435810589
CLEC3B	18.92552788	40.57983723	28.8830782	35.04987749	33.32660356	5.174220772	19.39371631	50.43522293	2.645163038	1.905361188
SLC6A20	0.043670769	0.014624624	0.059983088	0.395751573	0.551184242	0	0	0	0.206281144	0.10881665
LZTFL1	5.364590962	3.430935543	3.941434003	5.535089045	2.283172396	1.874334414	5.211368207	3.392797558	5.458976782	1.745139588
FYCO1	12.53900442	9.666693883	11.62916156	10.50912916	9.703867703	44.48869582	7.772225911	18.35325394	21.83519563	16.91647325
CCR1	14.49967062	7.568483833	19.11575698	18.94559684	10.43363092	9.850030941	2.543992639	2.47354932	26.8004142	1.373228378
RTP3	35.69296881	95.42756391	96.12361515	42.81111867	164.1522335	56.47908448	15.22257808	238.8973344	1.535305278	1.992263544
LRRC2	4.529199347	4.85303784	6.569039778	4.160170222	4.297721021	4.618131827	3.803118011	12.3361856	7.395381462	1.439474197
ELP6	12.42006941	13.79901464	15.18997275	11.94004219	16.46379148	12.64630015	15.94966353	21.95341595	14.02602683	30.88151313
FBXO40	0.016329582	0.016405528	0.028837495	0.038052339	0	0.015808692	0	0	0.020121817	0
DTX3L	58.44064231	26.20676523	75.69863064	30.82240544	79.00964551	106.6998369	55.92260676	66.88493379	75.1331748	38.46982645
ZNF148	7.077774417	5.395110743	9.081933681	6.962816327	6.870814806	15.95550657	7.426512848	12.04243533	18.79681773	4.598272944
NMNAT3	2.553012621	2.297123278	4.01309131	2.876540713	2.687888918	10.89122704	2.027403931	5.448319101	5.012699635	0.877005843
SMIM12	12.20546977	13.33217477	16.44759528	14.78800306	14.75965016	13.02091513	5.720554682	13.10809938	16.25642468	20.51656562
ZMYM6	1.806948059	1.303199456	2.471992602	1.34867128	2.299145312	3.606117498	2.030338206	3.6977512	3.091086378	2.428448989
TPRA1	20.54288258	20.73309461	27.60871507	19.49116431	31.00041405	32.37272894	38.21917096	42.67437769	25.37992832	34.36097821
YEATS2	2.777879118	0.971540745	3.49366496	2.12091486	2.975201095	5.323467236	8.125764806	3.274437211	15.73056026	8.259748681
GRIK3	0.411747408	0.019240109	0.005636683	0.037189252	0.043947652	0	0.004838994	0	0.058996267	0.019521661
ZC3H12A	5.715280495	8.659600134	8.995929175	29.94170537	19.56614838	13.7722873	11.22324505	11.95589839	31.80627874	18.8919091
MEAF6	22.76766192	15.78832789	28.39001344	42.46541005	44.21883734	55.34543399	49.83910283	108.1965728	34.00815538	59.85092206
SNIP1	7.685233323	6.208619579	10.15557891	12.00065522	10.45433554	15.99234873	9.338984457	14.64930234	14.49785951	8.076248388
DNALI1	16.46950522	8.414936702	10.62853896	19.1048133	16.82784067	18.86794749	22.28948642	43.9132534	25.70245989	72.66040213
POLR2H	17.17244007	15.13441474	19.81875326	17.45041241	26.20082628	27.40984042	51.49317475	38.00640766	30.10997697	66.42191457
KLF15	106.4727073	86.16857658	101.1176669	23.76534251	39.610447	209.7729435	124.3104903	168.6839188	23.89815111	114.7014431
CAMK2N2	1.137363807	0.178539599	0.669515448	0.276079685	0.489377438	1.307536712	0.287383669	0.247990572	0.218983574	0.434765442
LIPH	0.446274572	0.294967168	2.087789394	0.857494659	7.195700429	0.477516855	0.023739481	0.054627715	9.47876936	8.906679518
TMEM41A	5.852870474	6.514108302	10.67130037	6.394257749	15.53293475	8.088352933	7.191172911	12.85900354	11.23103796	10.55839345
RPN1	223.2976432	177.1395478	269.9148929	203.1754218	250.6173945	273.8871196	156.3778763	287.5048137	463.2226692	453.0788833
SENP2	9.575119078	8.554569595	12.93441227	11.44478724	11.04843462	22.23940334	16.72761164	14.3070739	16.45835215	15.34501463
HEYL	3.279279885	3.42737508	6.740713901	2.629370548	6.52391857	1.792155582	3.367828889	3.598132539	10.21613105	8.39279791
IFT122	6.460568126	2.457954434	5.039187645	2.559874096	3.251038537	8.783515198	6.423074218	7.06886369	6.41949121	12.35866038
RHO	0	0	0.021987848	0	0.042858286	0.144644656	0.245390396	0	0.046027103	0
RFC4	2.649010247	2.320550116	8.177102463	2.98608229	7.654258297	9.63255221	19.06800714	12.17164539	25.61594885	23.49019646
RPL39L	6.576323368	2.936403725	7.097179559	2.979785335	14.77689026	0.884242801	25.47900233	22.83618846	20.76534469	27.00057456
BAP1	33.15373309	23.6195704	31.70384116	29.33778381	31.90915158	81.4549425	48.18179089	64.45674803	51.23742583	38.17512935
TKT	28.70834197	22.60080329	33.70272948	34.32319514	38.13962835	101.6465328	48.75723764	76.14800029	92.47900926	110.1627124
PRKCD	8.410287909	6.086433848	16.42981742	9.920918586	17.82783563	15.42842254	33.49688959	11.8687879	35.60448519	33.22661177
RFT1	5.909996629	6.504645233	8.370254561	7.468337793	10.45504782	15.42236743	8.032669423	14.79149891	25.12999317	15.45355595
SFMBT1	5.543671698	3.641566129	5.994454546	8.996403809	6.282499262	11.77401382	5.301294549	8.25167221	15.58538043	6.074052123
GNL3	26.87446191	16.72441441	29.08026123	40.95654601	46.78915861	54.97229297	75.52876762	73.87084574	112.6323997	55.14602602
PBRM1	10.10903654	6.75055005	8.530574491	10.0334461	7.140099962	9.106949787	8.93499315	9.901281766	21.72502152	4.832018128
UVSSA	1.261231876	0.732928995	1.171876489	1.133344127	1.248506221	5.865590178	1.874600371	2.573844426	5.081392185	3.898933543
FAM208A	9.007709481	4.935696675	11.9391867	6.698248454	8.480914994	21.61012359	9.900958322	13.35145497	24.40328522	8.61275769
ARHGEF3	3.729420061	1.593112576	6.006944078	2.577514099	5.458406407	4.633893576	4.199684781	4.917389039	19.66659799	2.414660275
SLBP	18.58945636	18.74792686	34.15049262	28.58201465	37.42251881	48.71540621	27.047541	67.01914618	85.00138192	84.27282165
LRPAP1	33.63773991	31.8207173	43.63937607	33.65392367	42.39680825	45.71527174	19.24217975	57.06819088	67.63059191	174.1020305
ZDHHC19	1.632212934	1.519818334	1.242024109	0.803991266	1.59872687	1.503067327	0.704131348	4.860900735	1.005631641	0.27053661
SLC51A	56.86896927	41.20077332	90.68408392	21.61070193	208.8500737	12.23639679	4.797496537	172.316856	42.71259517	0.832841817
UBXN7	4.87048777	3.471716808	5.426174848	4.202797886	2.799108054	11.25653381	8.679560765	5.843273744	9.726128982	3.845927937
RNF168	8.872426795	6.003097666	9.401044926	10.35164056	7.03263843	14.9525838	7.201347269	9.791151999	20.49356982	2.59634192
PIGX	4.507725026	3.686396968	8.883446749	4.516305965	6.171593252	9.592224539	6.745905021	11.9779558	11.96779219	5.149907159
OTOP1	0	0	0.030575377	0	0.059596931	0	0	0	0.032001677	0
S100P	1.058947903	5.471346004	0.623355496	0.587532079	6.378920213	0.439358142	0.764485464	2.374897216	884.7007574	141.7665943
ABLIM2	0.91232127	0.402001874	0.895071539	1.031896314	0.881510426	1.735448923	0.153680662	4.094775727	2.899228127	0.489461508
EXO5	3.5383068	1.966129799	4.202551932	2.432215591	5.047852307	6.850879866	4.367358097	10.85095101	3.607619825	3.298236755
CLDN19	0.188152876	0.067509976	0.079112302	0.125270582	0.262147076	0.520431632	0.244499515	9.78344151	0	0.273991547
C1orf50	10.39472173	9.495796073	12.53564307	11.57535884	12.98233488	13.2691029	6.345410939	12.78311879	10.71169857	13.40895108
ERMAP	12.12578159	9.672227586	13.11898244	9.240150368	12.77363881	24.14588127	13.70296035	17.77189014	10.1629752	3.324533325
ZNF691	8.939981178	5.398490272	8.537678422	6.020760947	9.248296175	19.70350069	10.6697539	22.50648428	11.51419076	23.78426061
AIMP1	19.78254325	18.77852461	24.0094617	21.69349213	33.02952146	62.91833903	34.79879025	76.11850051	47.40902264	56.32468166
SGMS2	5.566881896	5.032221021	9.405442459	35.15434899	8.067933497	17.55514392	3.255396386	5.367639821	20.48529816	5.937447667
METAP1	14.98011316	14.68357884	18.32841227	15.61804972	17.59286335	51.67998611	23.26917718	32.84378226	49.17559399	39.71322353
DNAJB14	3.686757213	2.469268999	6.484542265	2.645197185	4.293877275	9.123562862	2.023974974	4.777961808	9.345859953	3.843630578
H2AFZ	34.93523063	38.30760516	63.27825833	40.4593519	72.40299891	89.94473235	102.2305946	102.8102366	217.2616769	391.4815814
EMCN	2.08667645	2.949775199	2.934956262	2.710962435	2.288303887	8.634648662	4.292666805	10.54369072	2.958095112	1.091764602
SLC9B1	0.260176269	0.179703075	0.325452651	0.32840221	0.149262585	0.881569578	0.476615728	0.453830245	0.240447937	0.331514126
SLC9B2	23.20463437	26.74246775	21.09380117	28.88375045	18.45965574	20.72030656	15.4319656	16.86511249	12.86484083	12.62265224
BDH2	33.99937798	40.82799002	69.45908598	29.34360627	39.37195553	17.98125902	14.53494089	25.72577814	9.750834315	13.04998873
PGRMC2	52.17628803	61.39724391	87.16427914	57.95560703	68.7640361	109.959205	62.1688966	65.34760654	110.0438189	95.81875709
CDC25A	0.517366546	0.094504128	2.118011388	0.621068644	1.268197205	1.434290363	1.996538185	2.160415319	8.432585652	6.280602353
CAMP	0.779743039	0.391684725	0.535500024	0.100945109	0.14911232	0.125811727	0	0.302248912	0.400343125	0.353259079
ZNF589	1.578269962	0.792805072	2.167800313	0.640208836	1.740476489	4.380052912	3.07511197	4.017348454	4.127283101	4.170997326
FBXW12	0.027757481	0	0.081697968	0.02156081	0.286639365	0.161232346	0.266517868	0	0.017101814	0.037726206
PLXNB1	40.52572846	24.30460126	40.70223826	31.61771314	32.86549366	57.83836433	60.07176439	40.66021117	27.43841463	82.45775754
CCDC51	10.72631996	12.77404157	13.10118108	10.67211796	16.20235291	22.36290404	11.53135916	24.43293672	15.27167823	33.25215988
ATRIP	0.058079241	0.029174677	0.017094332	0.02255672	0.01665997	0.168679791	0.014675186	0.067539124	0.017891759	0.217078446
SHISA5	96.79733543	57.45591096	200.1824992	64.04603544	210.7207416	132.4354559	158.656304	120.4572732	134.8545173	195.3380125
SPRY1	7.842192325	7.952296993	7.938395506	6.167381901	12.53006291	14.87660977	14.06205712	19.48906784	12.34265027	21.28401553
BSN	0.590754472	0.191839011	0.108891684	0.338360539	0.332067853	2.784451969	0.934816124	0.569010356	0.125000818	0.089212886
APEH	59.92809847	57.38396542	58.42067189	54.11989642	70.74795151	139.2596241	58.96607864	95.12926856	87.82219699	137.3948189
INTU	0.253103445	0.239144824	0.425687807	0.201280752	0.335354221	0.997621375	0.660847387	0.953064229	1.451735972	1.846963842
RNF123	17.20085473	13.49862785	13.37314017	17.01117283	12.45241824	36.34572261	12.28097003	18.05509694	14.73282025	22.41671138
HSPA4L	5.25705338	2.741192005	8.087138512	3.287469743	4.961279077	5.460376207	1.014665158	8.060664567	19.42344544	7.858426203
MFSD8	6.66913409	4.986383864	9.417435216	6.422966654	8.802168835	9.348715549	4.354051394	12.3503551	9.417348725	11.55300659
CAMKV	0	0.012470304	0	0	0	0	0	0	0.275312888	0.236185397
MON1A	5.70397862	4.711034413	6.614752057	5.509215184	7.231059172	7.65225125	6.887791365	16.32174138	6.225724279	11.45451529
MST1R	0.331821343	0.185202539	1.345596023	0.343659281	3.130450195	0.142771877	0.111790715	0.214371135	15.75325805	0.776705868
RAD54L2	5.017911952	3.895139911	4.397274599	8.709901919	4.141137002	18.73179831	6.799073674	8.696183328	6.908604875	2.731321641
TEX264	27.76200973	32.00382574	36.86276666	19.64720493	37.88889528	32.24843445	30.88048175	49.18784878	38.980878	28.46699599
GRM2	0	0.013707493	0.008031638	0.010598098	0.054792894	0.647231836	0.048265148	0.031732728	0.126094544	0.046360276
DUSP7	3.171272556	2.316323694	3.814299921	3.834770281	4.877831494	6.55510731	2.061728503	10.96374751	8.639274218	4.752860737
POC1A	5.385964287	3.224963871	8.040330796	3.748491268	10.55515481	16.43503175	12.91221732	15.73321942	11.83996531	11.18535841
PPM1M	6.913641551	3.731662603	10.96439351	5.0964418	7.699369347	7.690510479	9.87858226	2.742966012	21.99958905	9.488706054
ETNPPL	35.80628494	65.18629634	360.0187405	38.57078389	116.0782548	71.87005591	6.302469995	42.0581923	18.40085571	3.523909003
WDR82	23.57045461	20.2826472	31.62158234	30.95635313	30.23606453	50.13869791	29.13749697	46.24630058	80.46547233	22.08470761
PITX2	0	0	0	0	0.029602597	0.016651223	0	0.020001371	0.137762415	4.82734588
C4orf3	75.62760267	98.99868754	98.83166177	84.49711663	114.141147	111.296619	62.5731838	139.6259398	179.3892016	175.2290717
PRSS12	0.101468745	0.280336797	0.149325334	0.853845746	0.358976516	0	0.08546213	0.058997932	0.458454066	20.9737937
NDST3	1.229392263	0.222042228	0.870052471	0.246781915	0.182268484	0	0.034903032	0.016063307	0	0.018774291
HMGB2	15.35133743	9.937147337	28.67082289	11.08413671	21.31701669	74.34203639	78.00120949	41.22130573	86.64997748	108.946214
SAP30	4.987598783	4.937106832	6.951358262	3.874150919	7.910860441	15.19557856	7.227862568	12.36759044	28.19871395	32.69787448
SCRG1	0.053827702	0.06309105	0.095057917	0.18118113	0.061761682	0	0	0	0.110546934	0.036579598
HAND2	5.242857077	4.727010648	5.191208227	2.171959742	5.645439648	0	0.040761236	0.468985226	0.447259204	0.475050567
MAD2L1	0.606376372	0.439975245	2.647355284	0.444839876	2.077597937	3.734187501	5.379594302	2.311299747	12.84761544	12.32788453
ANXA5	101.0622623	57.89936795	157.039328	136.4282794	221.5182944	75.71904588	166.1004673	28.83344045	721.0629642	847.2180831
TMEM155	0	0	0	0.024869083	0.036735674	0.1859717	0.016179587	0	0.256436717	0.021757442
ADAD1	0	0	0	0	0	0.034727579	0	0	0.022101195	0
MAP9	0.284212538	0.197677625	1.087471257	0.365109694	1.078652631	0.042330241	0.022096452	0.13982894	3.75808153	0.564568394
FBXO8	19.39807364	18.83060325	31.90363219	23.73880501	39.53333756	35.42383652	20.9463576	26.64442481	62.51692707	27.76949509
CEP44	2.063425448	1.507032426	3.124518856	1.824216258	2.390929915	5.414561359	2.215850184	4.593806293	7.853674564	4.225165819
HPGD	70.74427562	24.27751045	138.8786374	69.19213014	46.63353642	0.084761925	16.50370501	0.30544688	615.3808204	87.30950849
ASB5	0	0.023934147	0	0	0	0	0	0	0.146779345	0
C4orf45	0	0.033820714	0.039633173	0	0	0	0	0	0.165928027	0.045754175
TMEM144	1.00557579	0.431462005	1.948461625	0.406816543	1.44224185	0.385343504	0.280551195	0.024361727	3.601139037	2.107018614
FAM198B	4.644319739	2.703270784	5.569064332	2.490897422	2.720826771	11.7756903	2.378054276	9.972871633	10.93856302	1.001946754
NPY1R	5.211500277	4.06060554	7.444475209	4.731741602	6.285280496	1.479943215	0.280920974	1.158199032	4.309722476	0.267585301
NPY5R	0.294190501	0.17733523	0.779295841	0.274217342	0.72573886	0	0.014866931	0.102632379	0.018125532	0
NAA15	5.21374209	4.086233149	5.451609847	8.827500094	7.80663335	14.78520974	4.926963979	11.62741794	24.58643493	13.11554354
IL15	0.702115949	0.525942223	1.674970494	0.382718097	1.809077717	1.872209758	0.186744541	0.429724122	1.411591523	1.339328316
FAM160A1	0.451503683	0.502908257	0.300447094	0.655672458	0.484267354	0.342079332	0	0.091312019	0.74987222	0.360188888
ARFIP1	13.33787729	8.071687863	18.65209173	10.46546651	15.96414226	27.81304315	8.930045588	19.07955066	31.17431788	17.9286188
HHIP	2.758441639	2.81960665	2.969047878	2.11149511	3.901076669	0.225125258	0.008104534	0.335693052	0.222320743	0.005449271
ANAPC10	4.447174009	3.727956968	4.785502698	3.432369967	6.191455021	7.952493771	5.038715194	8.399610464	7.137890694	6.179062503
ABCE1	18.11186053	12.78539593	17.12959014	22.29114525	21.57939693	31.7319668	11.24580692	29.95749865	53.57651781	22.06452545
OTUD4	8.983781317	5.733320193	11.00955882	12.86375133	10.44857191	18.50865691	5.250841272	13.33454998	21.73310137	11.02248039
LSM6	7.247419707	8.363959939	8.379319948	8.227704503	10.44787956	15.57964533	9.785413939	21.30738806	14.76966451	17.09899382
TMEM184C	16.3966127	15.63684059	19.18296031	13.13518236	14.5462043	36.81955498	7.590341245	15.29205024	40.23159536	18.38950788
PRMT9	3.878505384	3.739229582	5.984283668	4.023110924	4.685128393	10.77460524	2.446962182	5.210578725	10.86454939	4.223682984
ITGA2	1.150556364	0.399648816	1.109588545	0.541925922	1.594003162	28.23741632	1.057715413	0.455474973	22.68401845	8.118259854
MOCS2	19.17030481	19.87446964	24.25737462	16.96784822	18.7150228	53.29026807	28.77009389	32.76471249	23.30463278	22.16869711
SLC45A2	0.14817584	0.119091978	0.017444904	0.18415453	0.068006537	1.434492454	0.164737608	0.275696896	0.109552113	0.584034467
EDIL3	0.185604572	0.330556515	0.437028601	0.235913891	0.735686613	1.388467696	1.134071152	1.805170831	6.362232294	1.181044591
TMEM161B	2.431044036	2.199128676	3.942802841	2.201745552	2.57524807	7.080022846	3.89459067	3.319683759	6.121729399	3.077904989
ELOVL7	1.438730418	0.510148812	6.040507806	2.037873504	3.192342926	3.768853058	0.064152626	0.073811879	64.03110341	3.206331794
NDUFAF2	20.84873411	17.45474744	20.230377	17.67333466	26.65254431	55.75859473	38.6316981	28.78348787	40.41261119	75.69279168
ZNF474	0.040955201	0.041145674	0.048217007	0.031812228	0.046991827	0.277541522	0.08278692	0	0.126165663	0.640132649
LMBRD2	7.599662766	5.134282386	9.955583803	6.80507408	6.84657691	30.07454568	4.072898213	8.837487571	17.794042	1.375113718
RANBP3L	3.397126106	4.772310916	2.491197701	2.951811478	1.255239305	2.675603552	0.902015558	12.48742775	0.124162319	0.097821147
NIPBL	9.234386014	5.019076016	10.32588241	9.369750944	7.297149209	31.45770163	10.28604849	12.61658222	21.08666578	9.982867844
RNF180	3.100174524	2.121145059	3.272296795	2.062092713	2.494077803	0.068995022	2.106907307	0.352225108	1.064806623	0.339022101
SLC25A46	11.15108798	10.8506552	13.78196095	11.21297489	12.19118783	29.88533565	13.26104931	15.64511235	23.63575931	13.35271767
STARD4	9.095858939	9.514640326	14.79960129	15.48008517	8.658037402	28.31350428	10.02815556	11.80546816	39.51204928	6.817903339
PGGT1B	5.300752167	3.919149982	6.835249457	4.707729215	6.115175667	15.64645847	5.119257193	6.029886825	8.321758786	5.413140792
F2RL2	0.705877034	2.425326896	2.70917991	0.350908631	0.988102857	0.87470154	0.057074447	0.525343691	3.566194447	8.826325933
CCDC112	1.295225338	0.502755351	1.923431979	0.708825566	1.790118566	7.551955089	2.305775556	0.650400328	6.746798037	7.161578676
ANKRD33B	0.831311448	0.303249043	0.524310051	1.114647386	0.403112347	1.906594874	0.08001974	0.046034026	0.591450392	0.517855134
CMBL	172.140474	279.2368993	166.2281323	258.6442059	69.64765525	416.0596475	75.49546945	185.2752189	89.96121929	27.94880836
C5orf63	0.821405248	0.58171628	0.713397111	0.387003049	0.826598651	0.925564857	2.027853514	0.861241251	2.72121964	2.232803736
PRRC1	11.74976869	8.44552183	16.30423202	9.450295323	13.49389178	50.38076769	15.79441813	23.61311292	46.64028327	17.83507228
F2RL1	9.852010244	4.192602302	17.84146631	34.60202446	56.93388663	15.24138048	0.54583952	1.52248438	71.83140959	41.39404026
AGGF1	11.5583668	10.34114364	15.01821834	10.1691555	14.95551404	48.00610363	18.99544321	19.86055403	23.28885761	20.39877104
WDR41	5.115423502	4.083119132	7.788187066	5.263247257	7.405911902	15.60865882	7.924425811	7.241118913	15.52744377	13.41370653
PRDM9	0	0	0	0	0	0.388114853	0.075973711	0.029137609	0.015437662	0.102165378
NDUFS4	77.88258244	90.36198804	91.25585224	77.63417072	94.36869886	166.0195936	227.8686741	148.4894163	125.3891009	170.4167158
SCGB3A2	0	0	0	0	0	0	0	0	0.277447096	0
SPINK1	11.64433834	4.962001481	0.770168953	4.725663422	23.71893407	3.22987607	3.504236073	173.9023835	6220.121128	2784.752362
HTR4	0.096199668	0.048323535	0.016179561	0.02134964	0	0.478959621	0.013889871	0.015981224	0.110073049	0.037356709
ESM1	0.215550488	0.036092161	0.338359941	0.306955535	0.267931878	44.96940625	12.79910357	20.51227104	25.01141818	9.54569606
GRPEL2	3.812253533	3.180647195	5.391008385	4.339680255	6.548676343	17.05333978	7.83896025	10.39506443	11.93292489	16.19923509
CDC20B	0	0	0.025352537	0	0	0.062542084	0.010882355	0.025041753	17.63263923	0.029268018
ARSK	3.254201121	2.897307831	4.386071126	2.109340944	1.892679154	11.73251227	5.319145964	2.401036214	3.069668497	3.53832286
RHOBTB3	14.87401263	10.32368392	13.56257673	10.09759649	8.602361159	36.53475424	31.72255498	29.77526476	17.24095141	11.68703453
GPX8	1.476801331	1.043598112	1.650248263	1.749837008	1.996034943	2.374745145	0.493318438	2.037523369	7.68000532	2.007174617
TIGD6	1.690143452	1.645596403	2.456573384	1.329038081	2.705392387	10.34259166	3.648440973	5.993354915	4.5509695	8.210133092
SPZ1	0	0	0	0	0	0	0	0	0.030668959	0.033827508
SERINC5	32.96644483	23.41119725	34.02422069	30.0800729	20.12996872	129.713427	42.84118145	90.0889738	35.41221474	30.77230145
ENPP6	0.041172908	0.051705493	0.109064963	0.031981334	0.106293654	22.44092787	2.371969358	0.023939553	0.21562176	0.195858611
CAGE1	0	0.013848003	0.048683801	0	0.047446759	0	0.027862796	0.064116014	0	0.449620753
CASP3	13.35882636	10.43479273	24.49557024	13.61923273	27.398553	26.80301894	48.23510355	27.22455731	49.87731238	26.98505164
PRIMPOL	4.835796466	3.438435289	6.51514714	2.698142391	5.568109986	13.97868746	4.904753733	13.6229953	11.93861783	9.858761346
ERAP1	18.88836322	8.416866798	28.18420924	13.08144425	45.52608399	153.75452	11.2079631	29.71635602	57.29361106	16.89374288
ERAP2	13.57957907	13.83931586	44.9290127	0.547160028	18.3127187	4.82413898	13.49416756	13.12158147	3.648829298	14.43188517
CMYA5	2.567430944	1.080454814	2.057984434	1.73437779	1.457260329	0.290860316	3.58869825	0.095285467	0.399665487	0.542912541
EGFLAM	0.947207069	2.192106948	0.68701654	2.036449413	1.038302638	0.818743334	1.487300861	1.632561277	2.313513259	1.114966255
CFAP97	10.43262065	6.511867577	10.61057047	8.671516151	12.77697261	30.20422397	6.9347691	18.01795924	62.6397458	14.42778105
TMEM174	0	0	0	0	0	0	0	0	0.033911953	0
CARTPT	0	0	0	0	0	0	0	0	0	0.108214644
RICTOR	4.708717636	2.806784797	6.304927031	3.779630718	4.22628884	12.18832446	8.424122037	4.77770767	8.628502309	8.269228009
EBF1	0.297757168	0.141698828	0.285977271	0.194766218	0.242748003	0.925463573	0.94242818	1.713053685	1.583487311	0.43664206
ANKRA2	11.46961249	8.706232745	10.82407438	7.947481687	11.15482406	36.76574487	18.73176267	18.58819444	20.75114375	14.50002974
UBLCP1	11.46910905	12.04950141	16.29269971	12.22488271	21.27539154	47.49533755	20.24000977	22.08839796	34.15004653	25.02944865
FAM170A	0.070259865	0	0	0.054574823	0.040307939	0.068018677	0	0	0.04328819	0.047746374
UTP15	3.339083135	2.485183089	3.813926367	4.687615534	5.412958865	17.73465676	4.086931308	8.92365886	8.417782643	6.214098815
TLR3	5.701957947	3.978108668	18.93534364	3.713230698	15.33995211	10.06437687	1.084195923	4.554411036	20.9541878	1.761304378
KLKB1	155.9974573	207.794627	213.8039089	148.6255208	128.4686208	43.29406067	143.8485672	95.62140245	24.50281592	37.52046866
NSA2	19.33630213	26.09113361	28.26653541	28.11439274	35.07061969	63.63875125	69.82115689	40.68314827	58.79759282	52.46853093
GFM2	23.80659353	19.37487733	27.90554984	16.98677449	20.60579848	68.33762092	27.32548281	30.36676171	45.40989909	23.07588973
TERT	0	0	0	0	0.012033002	5.705818041	2.724059123	0.243907539	0.762438564	2.736686455
SLC6A18	0	0	0	0	0	0.08838259	0	0	0.056248115	0
CCDC127	2.365311647	2.090553124	3.442697297	2.837305723	3.355219339	4.956535929	6.092557488	3.98078424	3.836955201	5.473267122
FOXQ1	2.145240567	0.907460043	25.08999382	2.017136373	3.173962244	31.64403363	10.15628969	0.262595265	49.18174442	78.68485525
ACSL6	0.687168619	0.627302347	3.422739522	0.487571834	0.720222784	10.7335357	0.193664781	3.334680299	0.639133742	0.089803458
IL3	0	0	0.054278574	0	0	0.089266416	0.046597209	0	0	0
CSF2	0	0.061796934	0	0.095557949	0.141154611	0.476390023	0	0.143059365	0.378977927	0
8-Sep	6.089583142	2.768824791	8.484942665	5.403070258	9.760417547	23.09512387	13.5658248	13.73946886	22.8749032	13.2083895
SHROOM1	26.46069176	13.03880345	28.92176089	35.62837061	70.46088468	103.1451223	133.9406207	63.78272637	24.2383307	25.38000645
GDF9	0.413373991	0.148320179	0.139048497	0.137610441	1.473729038	1.200563876	0.641617565	0.412031912	0.636715278	1.364448381
UQCRQ	297.2946909	384.1836433	491.2505923	292.5909752	554.235907	640.5077607	359.839984	510.6985092	333.0656262	413.9421856
LEAP2	113.4039796	129.1384267	150.4317696	208.6327633	318.4157195	171.5585455	220.3650806	50.13781621	101.4441181	58.98251543
GJB7	0	0.01760195	0.06188111	0	0.02010291	0	0	0.04074836	0.259071121	0.023812705
SLC35A1	11.55602125	9.6585446	18.92128218	10.03224284	16.01704869	12.8796128	19.99777422	17.7294604	15.01748499	20.78763151
GRIK2	0	0.026377864	0.015455594	0.020394334	0.052720051	0.063545584	0.046439253	0	0.040441441	0.044606443
FABP7	0.035490504	0	0	0	0	0.034358408	0.053805429	0	0.393592471	0.04823644
TLX3	0	0	0	0	0	0	0	0	0.079907737	0.132205968
TXLNB	0.470657131	0.16746631	0.42712631	0.152327539	0.247513766	1.177079945	0.267577655	0.068414657	4.265109855	1.319355044
CITED2	58.66374455	102.23731	71.33617771	49.42407918	47.91931755	43.18593007	35.12712696	26.07060811	143.2568256	57.28144745
CREBRF	5.879895599	3.470208732	8.100855989	2.445215806	3.314735563	15.99021864	5.915045886	4.929649617	6.529556445	3.675700392
DCBLD1	3.421786283	3.195206869	5.407559632	4.058529261	6.402383145	4.13735897	2.963320103	5.349526505	6.062212946	2.19990421
SFXN1	38.9471625	31.88326767	53.95922485	40.77031899	45.41402594	89.11256949	30.72480407	39.86366574	52.67922309	28.52659206
SAMD3	0.406739784	0.176134241	0.965974619	0.239677	0.233345768	0.312296675	0.085053576	0.179409665	0.527121348	0.019062583
TMEM200A	0.283970294	0.11887124	0.557202241	0.416643247	0.769312178	0.137456026	0.119587102	0.183457259	1.730145082	0.171535287
IL22RA2	0	0	0.039345877	0.077877914	0.057519164	0	0	0	0.185315889	0
DACT2	1.604846456	0.829188123	9.177101992	13.16027336	4.774471976	0.310730835	2.965979124	2.772702549	0.324881812	12.38613079
PDSS2	22.83585203	23.80919685	24.53319645	20.80276597	22.26866786	35.81115777	17.18553976	12.21659925	33.3505402	13.70858479
STXBP5	2.046231614	0.851931679	3.239196878	1.524988061	1.99354683	4.38131196	2.669003326	0.921795879	13.19207587	3.025394631
HIST1H2AA	0	0.122813603	0	0.189909359	0	0	0	0	0.150634156	0.332295472
IL31RA	0.042315601	0	0	0.032868927	0	0.204828971	0.010692104	0.02460396	0.27374861	0.172538034
ANKRD55	1.62500997	1.224425647	3.137553009	0.631118715	2.908666306	0.786587252	0.328479823	0.604700745	1.601910055	1.082219091
