Rank	Score	Type	ID	Name	Description
1927	8.86	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
1931	8.81	cp	BRD-K39670393	amthamine	Histamine receptor agonist
1941	8.63	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
1942	8.63	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
1943	8.6	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
1948	8.49	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
1951	8.46	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
1953	8.44	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
1957	8.33	cp	BRD-A96255180	ribavirin	Antiviral
1958	8.33	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
1962	8.21	cp	BRD-K45033733	famciclovir	DNA polymerase inhibitor
1965	8.18	cp	BRD-K13800121	parecoxib	Cyclooxygenase inhibitor
1966	8.13	cp	BRD-K41903098	diphenoxylate	Opioid receptor agonist
1968	8.11	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
1969	8.1	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
1970	8.1	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
1972	8.07	cp	BRD-K57718010	pentylenetetrazol	GABA receptor antagonist
1974	8.06	cp	BRD-K89997465	chlorpromazine	Dopamine receptor antagonist
1977	8.02	cp	BRD-A15131297	benazepril	ACE inhibitor
1980	7.96	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
1981	7.95	cp	BRD-A10969569	ambelline	Plant alkaloid
1983	7.91	cp	BRD-K02950022	BMS-299897	Gamma secretase inhibitor
1984	7.9	cp	BRD-A33833419	TER-14687	Inhibitor of translocation of PKCq in T cells
1988	7.83	cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist
1989	7.83	cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist
1993	7.77	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
1999	7.7	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
2000	7.7	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
2002	7.67	cp	BRD-A43974575	tranylcypromine	Monoamine oxidase inhibitor
2003	7.65	cp	BRD-K00662280	CL-218872	GABA receptor agonist
2004	7.65	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
2005	7.63	cp	BRD-K31699485	DMEOB	glutamate receptor modulator
2006	7.63	cp	BRD-K73109821	diazoxide	Potassium channel activator
2010	7.56	cp	BRD-K71731651	PNU-120596	Acetylcholine receptor agonist
2011	7.54	cp	BRD-U66370498	androstanol	CAR antagonist
2012	7.53	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
2016	7.44	cp	BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
2017	7.43	cp	BRD-K26548821	quinpirole	Dopamine receptor agonist
2022	7.4	cp	BRD-K35458079	edaravone	Nootropic agent
2024	7.36	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
2025	7.36	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
2027	7.35	cp	BRD-K32164935	tolazamide	ATP channel blocker
2028	7.35	cp	BRD-A29644307	nomifensine	Dopamine uptake inhibitor
2031	7.28	cp	BRD-K84266862	BRL-50481	Phosphodiesterase inhibitor
2036	7.23	cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor
2037	7.19	cp	BRD-K44067360	flufenamic-acid	Chloride channel blocker
2038	7.17	cp	BRD-K72420232	WZ-4002	EGFR inhibitor
2040	7.15	cp	BRD-K04877770	FTase-inhibitor-B581	Farnesyltransferase inhibitor
2041	7.13	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
2043	7.08	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
2048	6.94	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
2049	6.92	cp	BRD-K89210380	biotin	Vitamin B
2052	6.88	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
2054	6.84	cp	BRD-A90515964	guaifenesin	Expectorant
2055	6.8	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
2059	6.77	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
2061	6.74	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
2062	6.73	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
2065	6.67	cp	BRD-K69032158	diprotin-a	Dipeptidyl peptidase inhibitor
2073	6.55	cp	BRD-K99447003	enalaprilat	ACE inhibitor
2076	6.49	cp	BRD-A80928489	1-monopalmitin	P-glycoprotein inhibitor
2078	6.48	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
2080	6.46	cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist
2082	6.45	cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor
2083	6.41	cp	BRD-K06895174	cisapride	Serotonin receptor agonist
2086	6.39	cp	BRD-K89687904	PKCbeta-inhibitor	PKC inhibitor
2087	6.38	cp	BRD-K11540476	EMF-BCA1-64	Caspase inhibitor
2088	6.37	cp	BRD-K80451230	zamifenacin	Acetylcholine receptor antagonist
2093	6.31	cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor
2096	6.27	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
2097	6.23	cp	BRD-K06467078	corynanthine	Adrenergic receptor antagonist
2099	6.2	cp	BRD-K47192521	icosapent	Platelet aggregation inhibitor
2101	6.17	cp	BRD-A67438293	treprostinil	Prostacyclin analog
2104	6.13	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
2105	6.12	cp	BRD-A92439610	triamcinolone	Glucocorticoid receptor agonist
2106	6.12	cp	BRD-K05673000	dicloxacillin	Bacterial cell wall synthesis inhibitor
2108	6.06	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
2110	6.05	cp	BRD-A25775766	securinine	GABA receptor antagonist
2113	5.99	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
2114	5.99	cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist
2115	5.97	cp	BRD-A96485169	EBPC	Aldose reductase inhibitor
2116	5.93	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
2119	5.88	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
2125	5.84	cp	BRD-K11853856	PJ-34	PARP inhibitor
2126	5.83	cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist
2128	5.81	cp	BRD-K95763993	trapidil	PDGFR receptor inhibitor
2129	5.81	cp	BRD-K59851896	calycanthine	GABA release inhibitor
2136	5.75	cp	BRD-A46393198	tetramisole	Immunostimulant
2137	5.74	cp	BRD-K16336526	capsaicin	TRPV agonist
2138	5.74	cp	BRD-K32584078	BML-257	AKT inhibitor
2140	5.72	cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist
2143	5.64	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
2146	5.6	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
2147	5.6	cp	BRD-K26134695	calpeptin	Calpain inhibitor
2148	5.6	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
2150	5.58	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
2153	5.51	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
2154	5.51	cp	BRD-K89055274	alverine	Muscle relaxant
2156	5.5	cp	BRD-K45117373	Y-26763	Potassium channel activator
2158	5.46	cp	BRD-K68437527	EMF-bca1-60	caspase inhibitor
2159	5.45	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
2162	5.41	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
2163	5.36	cp	BRD-K05804044	AZ-628	RAF inhibitor
2164	5.36	cp	BRD-A30655177	LFM-A13	BTK inhibitor
2166	5.34	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
2167	5.34	cp	BRD-K64044582	linoleamide	ACAT inhibitor
2169	5.33	cp	BRD-A24429032	HEAT	Adrenergic receptor antagonist
2170	5.33	cp	BRD-K29178788	dictamnine	Furoquinoline alkaloid
2171	5.33	cp	BRD-K21548250	moracizine	Sodium channel blocker
2173	5.32	cp	BRD-A26334849	propafenone	Antiarrhythmic
2175	5.31	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
2176	5.31	cp	BRD-K68264559	brimonidine	Adrenergic receptor agonist
2177	5.29	cp	BRD-K25311561	KU-55933	ATM kinase inhibitor
2178	5.29	cp	BRD-K75089421	procainamide	Sodium channel blocker
2180	5.28	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
2181	5.25	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
2182	5.25	cp	BRD-A10303790	talampicillin	Bacterial cell wall synthesis inhibitor
2183	5.22	cp	BRD-K21733600	rofecoxib	Cyclooxygenase inhibitor
2185	5.21	cp	BRD-A81233518	glycopyrrolate	Acetylcholine receptor antagonist
2187	5.18	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
2188	5.18	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
2193	5.13	cp	BRD-K61993165	niacin	NAD precursor with lipid lowering effects
2194	5.13	cp	BRD-K68407802	KIN001-055	EGFR inhibitor
2199	5.04	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
2201	5.01	cp	BRD-K51662849	ilomastat	Matrix metalloprotease inhibitor
2203	4.97	cp	BRD-K88679075	methandriol	Androgenic steroid
2206	4.93	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
2207	4.92	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
2208	4.91	cp	BRD-A32164164	methyllycaconitine	Acetylcholine receptor antagonist
2212	4.83	cp	BRD-K71430621	clobenpropit	Histamine receptor antagonist
2215	4.8	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
2216	4.79	cp	BRD-A96897502	U-74389F	Lipid peroxidase inhibitor
2220	4.76	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
2222	4.73	cp	BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
2223	4.69	cp	BRD-K55591206	epigallocatechin	Nitric oxide synthase inhibitor
2228	4.66	cp	BRD-K67680372	CI-966	GAT inhibitor
2230	4.62	cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist
2235	4.6	cp	BRD-A29901043	KIN001-127	ITK inhibitor
2237	4.57	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
2238	4.56	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
2240	4.55	cp	BRD-K02992638	lamivudine	Nucleoside reverse transcriptase inhibitor
2247	4.53	cp	BRD-A29734509	disopyramide	Sodium channel blocker
2248	4.51	cp	BRD-K07325606	hispidin	PKC inhibitor
2251	4.48	cp	BRD-A75478957	PD-166793	Metalloproteinase inhibitor
2252	4.47	cp	BRD-K87142802	veliparib	PARP inhibitor
2254	4.44	cp	BRD-A83237092	fulvestrant	Estrogen receptor antagonist
2257	4.44	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
2258	4.41	cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist
2260	4.33	cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist
2268	4.26	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
2269	4.24	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
2270	4.23	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
2277	4.17	cp	BRD-K85383046	IAA-94	Chloride channel blocker
2281	4.14	cp	BRD-K96720755	relcovaptan	Vasopressin receptor antagonist
2289	4.09	cp	BRD-K09638361	SA-63133	-666
2290	4.08	cp	BRD-A27887842	prednisolone	Glucocorticoid receptor agonist
2295	4.05	cp	BRD-A74904029	EI-231	Casein kinase inhibitor
2296	4.05	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
2299	4.02	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
2300	4.01	cp	BRD-K41170226	deoxycholic-acid	G protein-coupled receptor agonist
2306	3.98	cp	BRD-K51805276	temefos	Cholinesterase inhibitor
2310	3.96	cp	BRD-A00993607	alprenolol	Adrenergic receptor antagonist
2316	3.91	cp	BRD-K76205745	losartan	Angiotensin receptor antagonist
2321	3.88	cp	BRD-A50684349	fenoldopam	Dopamine receptor agonist
2326	3.84	cp	BRD-K79425933	benperidol	Dopamine receptor antagonist
2331	3.77	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
2337	3.74	cp	BRD-A77118605	BML-ST330	Phospholipase inhibitor
2341	3.7	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
2343	3.7	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
2344	3.68	cp	BRD-A95696820	acadesine	AMPK activator
2350	3.63	cp	BRD-K14536225	piceid	Glucosidase inhibitor
2351	3.63	cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor
2353	3.61	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
2355	3.59	cp	BRD-K50422030	clomethiazole	GABA receptor antagonist
2357	3.57	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
2358	3.57	cp	BRD-A55369275	CGP-54626	GABA receptor antagonist
2363	3.52	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
2367	3.5	cp	BRD-K16508793	diazepam	Benzodiazepine receptor agonist
2378	3.45	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
2379	3.45	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
2382	3.43	cp	BRD-K48300629	zonisamide	Sodium channel blocker
2384	3.42	cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist
2388	3.39	cp	BRD-K11742128	triprolidine	Histamine receptor antagonist
2389	3.37	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
2390	3.36	cp	BRD-K10176267	L-701252	Glutamate receptor antagonist
2398	3.31	cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor
2399	3.3	cp	BRD-K50938786	ropivacaine	Sodium channel blocker
2400	3.3	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
2403	3.28	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
2404	3.28	cp	BRD-K52219182	BRD-K52219182	Phosphodiesterase inhibitor
2411	3.24	cp	BRD-A02367930	ethinyl-estradiol	DNA directed DNA polymerase stimulant
2412	3.23	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
2416	3.18	cp	BRD-A39268308	epibatidine	Acetylcholine receptor agonist
2418	3.17	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
2425	3.1	cp	BRD-A48720949	testosterone	androgen receptor agonist
2426	3.1	cp	BRD-K22096725	ALW-II-49-7	Ephrin inhibitor
2427	3.07	cp	BRD-K52394958	GR-159897	Tachykinin antagonist
2430	3.03	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
2431	3.03	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
2445	2.9	cp	BRD-A54880345	etomidate	GABA receptor modulator
2446	2.89	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
2447	2.89	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
2453	2.85	cp	BRD-K87226815	cycloserine	Bacterial cell wall synthesis inhibitor
2460	2.78	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
2463	2.75	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
2470	2.68	cp	BRD-A64092382	mexiletine	Sodium channel blocker
2471	2.68	cp	BRD-A09533288	verapamil	Calcium channel blocker
2473	2.64	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
2477	2.61	cp	BRD-K85402309	dovitinib	EGFR inhibitor
2481	2.58	cp	BRD-K78633253	EXO-1	ARF inhibitor
2483	2.57	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
2484	2.57	cp	BRD-K63913457	eicosatrienoic-acid	Vasodilator
2488	2.54	cp	BRD-A95696066	nisoxetine	Norepinephrine reuptake inhibitor
2489	2.54	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
2500	2.48	cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor
2501	2.47	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
2506	2.4	cp	BRD-K04412738	tramadol	Norepinephrine reuptake inhibitor
2507	2.4	cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor
2509	2.39	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
2514	2.36	cp	BRD-K28120222	parthenolide	NFkB pathway inhibitor
2515	2.36	cp	BRD-K19309090	SR-95639A	Acetylcholine receptor agonist
2516	2.36	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
2521	2.36	cp	BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
2523	2.33	cp	BRD-K78959463	FPL-64176	Calcium channel activator
2527	2.31	cp	BRD-K43236057	piceid	ICAM1 inhibitor
2528	2.29	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
2529	2.29	cp	BRD-K16551401	PNU-22394	Serotonin receptor agonist
2530	2.29	cp	BRD-K24526313	levcromakalim	Potassium channel activator
2537	2.23	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
2540	2.22	cp	BRD-K50135270	GBR-12935	Dopamine uptake inhibitor
2541	2.22	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
2543	2.21	cp	BRD-K82865713	prostaglandin-b2	cAMP inhibitor
2549	2.18	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
2550	2.18	cp	BRD-A84389091	L-655708	GABA receptor inverse agonist
2554	2.18	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
2556	2.15	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
2557	2.15	cp	BRD-K82846253	repaglinide	Insulin secretagogue
2562	2.12	cp	BRD-K47631482	bromhexine	Mucolytic agent
2563	2.11	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
2565	2.11	cp	BRD-A26384407	chlortalidone	Carbonic anhydrase inhibitor
2572	2.04	cp	BRD-K87991767	umbelliferone	Cyclooxygenase inhibitor
2573	2.04	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
2576	2.01	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
2577	2.01	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
2578	2.01	cp	BRD-A31575449	CGP-20712	Adrenergic receptor antagonist
2586	1.97	cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist
2587	1.97	cp	BRD-K98530306	clonidine	Adrenergic receptor agonist
2588	1.95	cp	BRD-K55344148	BU-224	Imidazoline receptor ligand
2591	1.94	cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor
2592	1.94	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
2601	1.87	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
2602	1.87	cp	BRD-K25906698	immepip	Histamine receptor agonist
2603	1.87	cp	BRD-A34751532	homosalate	HSP inducer
2607	1.83	cp	BRD-K95237249	probenecid	Uricosuric blocker
2608	1.82	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
2612	1.8	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
2619	1.76	cp	BRD-K76775527	nimesulide	Cyclooxygenase inhibitor
2620	1.76	cp	BRD-A43150328	penicillic-acid	other antibiotic
2622	1.76	cp	BRD-K50417881	eticlopride	Dopamine receptor antagonist
2634	1.71	cp	BRD-K88742110	BRD-K88742110	HDAC inhibitor
2635	1.69	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
2642	1.66	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
2643	1.66	cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist
2648	1.62	cp	BRD-K09255212	clioquinol	Chelating agent
2650	1.62	cp	BRD-K20655524	mefexamide	Psychoactive drug
2653	1.6	cp	BRD-A84702196	penicillin	Bacterial cell wall synthesis inhibitor
2663	1.55	cp	BRD-K86930074	cediranib	KIT inhibitor
2667	1.54	cp	BRD-K34441861	moexipril	ACE inhibitor
2670	1.52	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
2673	1.48	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
2675	1.47	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
2676	1.45	cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor
2680	1.44	cp	BRD-K31627533	rimexolone	Glucocorticoid receptor agonist
2681	1.44	cp	BRD-A87719232	naproxen	Cyclooxygenase inhibitor
2684	1.41	cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist
2685	1.41	cp	BRD-A45543382	metrizamide	Radiopaque medium
2689	1.37	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
2696	1.31	cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor
2698	1.3	cp	BRD-K70778732	trazodone	Adrenergic receptor antagonist
2701	1.27	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
2703	1.27	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
2704	1.27	cp	BRD-A97739905	ketoprofen	Cyclooxygenase inhibitor
2705	1.27	cp	BRD-A47598013	citalopram	Serotonin reuptake inhibitor
2709	1.25	cp	BRD-K51677086	erythromycin	NFkB pathway inhibitor
2710	1.23	cp	BRD-K12932420	YM-976	Phosphodiesterase inhibitor
2711	1.23	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
2712	1.23	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
2713	1.23	cp	BRD-A86044036	flurbiprofen	Cyclooxygenase inhibitor
2715	1.2	cp	BRD-K68558722	deracoxib	Cyclooxygenase inhibitor
2716	1.2	cp	BRD-K29950728	clomifene	Estrogen receptor antagonist
2720	1.16	cp	BRD-K42221274	NNC-711	GAT inhibitor
2724	1.13	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
2725	1.13	cp	BRD-K03440695	boldine	Acetylcholine receptor antagonist
2733	1.09	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
2735	1.07	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
2740	1.02	cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist
2741	1.02	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
2742	1.02	cp	BRD-K28578425	cilostamide	Phosphodiesterase inhibitor
2744	1.02	cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor
2751	0.95	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
2756	0.92	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
2757	0.92	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
2761	0.88	cp	BRD-K82357231	desloratadine	Histamine receptor antagonist
2762	0.88	cp	BRD-K99107520	felbamate	Glutamate receptor antagonist
2763	0.88	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
2764	0.88	cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer
2765	0.88	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
2767	0.85	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
2768	0.85	cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist
2771	0.83	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
2773	0.81	cp	BRD-A77722753	hydralazine	Vasodilator
2774	0.81	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
2777	0.74	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
2780	0.74	cp	BRD-K72703948	ZM-447439	Aurora kinase inhibitor
2787	0.63	cp	BRD-K63675182	triflupromazine	Dopamine receptor antagonist
2791	0.6	cp	BRD-K90382497	GW-843682X	PLK inhibitor
2792	0.6	cp	BRD-K86727142	embelin	HCV inhibitor
2796	0.6	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
2798	0.56	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
2802	0.53	cp	BRD-K80672993	M2-PK-activator	-666
2803	0.53	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
2804	0.53	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
2805	0.53	cp	BRD-K00610438	altanserin	Serotonin receptor antagonist
2806	0.53	cp	BRD-K61250553	loperamide	Opioid receptor agonist
2810	0.49	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
2811	0.49	cp	BRD-K15164005	apoptosis-activator-II	Carboxylesterase inhibitor
2812	0.49	cp	BRD-K00627859	tubastatin-a	HDAC inhibitor
2813	0.46	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
2815	0.46	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
2816	0.42	cp	BRD-K75615183	talipexole	Adrenergic receptor agonist
2817	0.42	cp	BRD-K94841585	emodic-acid	Laxative
2818	0.42	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
2819	0.42	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
2820	0.39	cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist
2821	0.39	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
2827	0.35	cp	BRD-K81839095	estrone	Estrogen receptor agonist
2829	0.28	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
2830	0.28	cp	BRD-A85280935	quinpirole	Dopamine receptor agonist
2831	0.28	cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
2833	0.21	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
2834	0.21	cp	BRD-A91008255	bepridil	Calcium channel blocker
2835	0.18	cp	BRD-A84481105	thioridazine	Dopamine receptor antagonist
2837	0.14	cp	BRD-K18909381	CGS-12066B	Serotonin receptor agonist
2838	0.14	cp	BRD-K57304726	PRE-084	Sigma receptor agonist
2839	0.14	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
2840	0.11	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
2841	0.06	cp	BRD-K86204871	terconazole	Sterol demethylase inhibitor
2842	0.04	cp	BRD-K15502390	nevirapine	Reverse transcriptase inhibitor
3018	0	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
3019	0	cp	BRD-K70511574	sunitinib	PLK inhibitor
3020	0	cp	BRD-K13927029	retinol	Retinoid receptor ligand
3021	0	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
3022	0	cp	BRD-K19894101	MST-312	Telomerase inhibitor
3023	0	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
3024	0	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
3025	0	cp	BRD-K51751936	alfadolone	GABA receptor agonist
3026	0	cp	BRD-A71157293	fursultiamine	Vitamin B
3583	0	cp	BRD-K94830329	ataluren	CFTR channel agonist
3584	0	cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist
3585	0	cp	BRD-A91555231	norepinephrine	Adrenergic receptor agonist
3586	0	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
3587	0	cp	BRD-A29260609	acebutolol	Adrenergic receptor antagonist
3588	0	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
