,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0008340,GO:0008340,determination of adult lifespan,4/194,54/28832,0.0740740740740741,11.0087819778541,6.05908688984934,0.00048314110374724,0.00670564122543037,0.00453189851113328,12628/16331/22427/50769,4
GO:0071526,GO:0071526,semaphorin-plexin signaling pathway,4/194,54/28832,0.0740740740740741,11.0087819778541,6.05908688984934,0.00048314110374724,0.00670564122543037,0.00453189851113328,13617/16542/20357/54712,4
GO:0003205,GO:0003205,cardiac chamber development,7/194,204/28832,0.0343137254901961,5.09965635738832,4.83644674198564,0.000483289457688675,0.00670564122543037,0.00453189851113328,13617/20564/21814/18018/19876/58198/64010,7
GO:0002088,GO:0002088,lens development in camera-type eye,5/194,97/28832,0.0515463917525773,7.66075034541396,5.40832520470642,0.000511508214726334,0.00702831638164876,0.00474997326504348,15257/29815/24136/57810/21916,5
GO:0050772,GO:0050772,positive regulation of axonogenesis,5/194,97/28832,0.0515463917525773,7.66075034541396,5.40832520470642,0.000511508214726334,0.00702831638164876,0.00474997326504348,12561/20430/24136/54712/19876,5
GO:0016032,GO:0016032,viral process,9/194,339/28832,0.0265486725663717,3.94562539914241,4.49022032783856,0.000512877141363558,0.00702831638164876,0.00474997326504348,16201/16337/17999/19775/24014/26401/20684/27103/14456,9
GO:0071222,GO:0071222,cellular response to lipopolysaccharide,9/194,342/28832,0.0263157894736842,3.91101465002713,4.45728696289346,0.000546273391328309,0.0074047471614928,0.00500437788249458,12334/12628/17096/18750/20375/22026/11303/16145/18578,9
GO:0021889,GO:0021889,olfactory bulb interneuron differentiation,3/194,24/28832,0.125,18.5773195876289,7.09024253642501,0.000547017357876044,0.0074047471614928,0.00500437788249458,13869/19876/58198,3
GO:0043555,GO:0043555,regulation of translation in response to stress,3/194,24/28832,0.125,18.5773195876289,7.09024253642501,0.000547017357876044,0.0074047471614928,0.00500437788249458,17974/15467/27103,3
GO:0010828,GO:0010828,positive regulation of D-glucose transmembrane transport,4/194,56/28832,0.0714285714285714,10.6156111929308,5.9280938575196,0.000555271751466528,0.00748605235782809,0.00505932667647747,13869/16337/18024/24014,4
GO:0090092,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,8/194,276/28832,0.0289855072463768,4.3077842522038,4.54467054224223,0.000592120798561232,0.00794469746282822,0.00536929450783206,16542/20660/21417/21814/23893/24136/50766/58250,8
GO:0003254,GO:0003254,regulation of membrane depolarization,4/194,57/28832,0.0701754385964912,10.4293724000723,5.8650527874553,0.000594062963436705,0.00794469746282822,0.00536929450783206,12291/16542/17926/545622,4
GO:0002327,GO:0002327,immature B cell differentiation,3/194,25/28832,0.12,17.8342268041237,6.93064314293408,0.000618541944502513,0.00823897870077347,0.00556817969408999,19090/20375/16590,3
GO:0051336,GO:0051336,regulation of hydrolase activity,10/194,424/28832,0.0235849056603774,3.50515463917526,4.2771700157222,0.000636280937361496,0.00844149610125013,0.00570504778393323,13347/13837/13853/17096/19417/19777/22427/29815/56193/11603,10
GO:0014033,GO:0014033,neural crest cell differentiation,5/194,102/28832,0.0490196078431373,7.28522336769759,5.23374266228347,0.000643449709547662,0.00850272830473697,0.00574643057231789,13869/13617/20357/24136/50758,5
GO:1903522,GO:1903522,regulation of blood circulation,8/194,280/28832,0.0285714285714286,4.24624447717231,4.49263718731354,0.000650415903585861,0.00854447755421,0.00577464612324988,12290/12291/13052/13617/16401/18750/27360/11603,8
GO:0003206,GO:0003206,cardiac chamber morphogenesis,6/194,155/28832,0.0387096774193548,5.752976388427,4.88341939148232,0.000654306839736802,0.00854447755421,0.00577464612324988,13617/20564/21814/18018/19876/64010,6
GO:0035270,GO:0035270,endocrine system development,6/194,155/28832,0.0387096774193548,5.752976388427,4.88341939148232,0.000654306839736802,0.00854447755421,0.00577464612324988,13617/16001/16337/19726/50781/53626,6
GO:0071219,GO:0071219,cellular response to molecule of bacterial origin,9/194,351/28832,0.0256410256410256,3.81073222310336,4.36068573904834,0.000657325754838213,0.00855037017035645,0.00577862855199055,12334/12628/17096/18750/20375/22026/11303/16145/18578,9
GO:0072666,GO:0072666,establishment of protein localization to vacuole,4/194,59/28832,0.0677966101694915,10.0758343526123,5.74353628888931,0.000677350234499558,0.00874254372435476,0.00590850592150166,17999/20660/16145/54377,4
GO:2000351,GO:2000351,regulation of endothelial cell apoptotic process,4/194,59/28832,0.0677966101694915,10.0758343526123,5.74353628888931,0.000677350234499558,0.00874254372435476,0.00590850592150166,16401/16542/18024/14456,4
GO:0007254,GO:0007254,JNK cascade,7/194,219/28832,0.0319634703196347,4.75036482606035,4.58535804003608,0.000735335648320012,0.00945431547840016,0.00638954527985445,16001/17926/26399/26401/29820/56274/18795,7
GO:0006898,GO:0006898,receptor-mediated endocytosis,8/194,287/28832,0.0278745644599303,4.1426775387047,4.40387640431137,0.000763530123898672,0.00977905889454837,0.00660901783358446,16337/16401/17999/18750/20403/20660/54377/21912,8
GO:0070588,GO:0070588,calcium ion transmembrane transport,9/194,359/28832,0.0250696378830084,3.72581339919019,4.27746148653127,0.000770934319530021,0.00983605855952096,0.00664754012968415,12290/12291/13617/17096/18798/54377/22065/14456/18795,9
GO:0048872,GO:0048872,homeostasis of number of cells,10/194,436/28832,0.0229357798165138,3.40868249314291,4.17112872333904,0.000787350806042672,0.0100071686416874,0.0067631820944927,12628/14255/16331/17096/19090/20375/21814/18795/18578/16590,10
GO:0031334,GO:0031334,positive regulation of protein-containing complex assembly,7/194,222/28832,0.0315315315315315,4.68617070678926,4.53787342066615,0.00079637599670557,0.0100829340045915,0.00681438688219269,14260/17698/17974/26401/11303/56193/59125,7
GO:0071677,GO:0071677,positive regulation of mononuclear cell migration,5/194,107/28832,0.0467289719626168,6.94479236920705,5.07058347394758,0.00079936774090455,0.0100829340045915,0.00681438688219269,16401/20375/27226/53416/14456,5
GO:0001755,GO:0001755,neural crest cell migration,4/194,62/28832,0.0645161290322581,9.58829398071167,5.57175731017839,0.000817305924521094,0.0102316869498317,0.00691491913979461,13869/13617/20357/24136,4
GO:0043536,GO:0043536,positive regulation of blood vessel endothelial cell migration,4/194,62/28832,0.0645161290322581,9.58829398071167,5.57175731017839,0.000817305924521094,0.0102316869498317,0.00691491913979461,16542/18024/18750/21814,4
GO:0045921,GO:0045921,positive regulation of exocytosis,5/194,108/28832,0.0462962962962963,6.88048873615884,5.03920721083708,0.000833656747698578,0.0103972920218587,0.00702684063307534,12291/18750/26950/27062/59033,5
GO:0030183,GO:0030183,B cell differentiation,6/194,163/28832,0.0368098159509202,5.47062171905635,4.71101871142282,0.000850831218193342,0.0105718953603874,0.00714484345835571,14255/16331/19090/20375/18018/16590,6
GO:2000241,GO:2000241,regulation of reproductive process,7/194,225/28832,0.0311111111111111,4.62368843069874,4.49123030903536,0.000861354479826109,0.0106392308531463,0.00719035105548502,16001/16337/20112/54486/56274/18795/16590,7
GO:0038066,GO:0038066,p38MAPK cascade,4/194,63/28832,0.0634920634920635,9.43609883816069,5.51707549187796,0.000868168380588218,0.0106392308531463,0.00719035105548502,20375/22026/26399/53416,4
GO:0070527,GO:0070527,platelet aggregation,4/194,63/28832,0.0634920634920635,9.43609883816069,5.51707549187796,0.000868168380588218,0.0106392308531463,0.00719035105548502,12628/17096/18750/56193,4
GO:0030510,GO:0030510,regulation of BMP signaling pathway,5/194,109/28832,0.0458715596330275,6.81736498628582,5.00822737962869,0.000869030267884625,0.0106392308531463,0.00719035105548502,16542/20660/21814/23893/50766,5
GO:0010959,GO:0010959,regulation of metal ion transport,10/194,442/28832,0.0226244343891403,3.3624107850912,4.1194878918012,0.000873296853011719,0.0106523022730001,0.00719918516190112,12291/13617/17096/17999/545622/18798/53416/22065/18795/11603,10
GO:0034765,GO:0034765,regulation of monoatomic ion transmembrane transport,9/194,366/28832,0.0245901639344262,3.65455467297617,4.20657242190884,0.000883028008861273,0.0107316907646279,0.00725283858219517,13617/17096/17999/18669/545622/53416/22065/18795/11603,9
GO:0014910,GO:0014910,regulation of smooth muscle cell migration,5/194,110/28832,0.0454545454545455,6.75538894095595,4.97763511175542,0.000905509722618518,0.0108638092041177,0.00734212867975456,14673/18024/20660/54608/56508,5
GO:0051899,GO:0051899,membrane depolarization,5/194,110/28832,0.0454545454545455,6.75538894095595,4.97763511175542,0.000905509722618518,0.0108638092041177,0.00734212867975456,12291/16542/17926/545622/20269,5
GO:0055123,GO:0055123,digestive system development,6/194,165/28832,0.0363636363636364,5.40431115276476,4.66969179584172,0.000906407340391363,0.0108638092041177,0.00734212867975456,16001/16337/54635/16590/58198/64010,6
GO:0035265,GO:0035265,organ growth,7/194,227/28832,0.0308370044052863,4.58295108769699,4.46058898566801,0.000906948636259673,0.0108638092041177,0.00734212867975456,13052/13869/16542/21814/23876/56274/64010,7
GO:0006644,GO:0006644,phospholipid metabolic process,9/194,368/28832,0.0244565217391304,3.63469296279695,4.18663722940254,0.000917380631489463,0.0108782509466258,0.00735188889643936,12334/13869/16331/17101/27226/18798/27404/56193/18795,9
GO:0051893,GO:0051893,regulation of focal adhesion assembly,4/194,64/28832,0.0625,9.28865979381443,5.46359931731625,0.000921221251335877,0.0108782509466258,0.00735188889643936,13837/14260/16542/17926,4
GO:0090109,GO:0090109,regulation of cell-substrate junction assembly,4/194,64/28832,0.0625,9.28865979381443,5.46359931731625,0.000921221251335877,0.0108782509466258,0.00735188889643936,13837/14260/16542/17926,4
GO:0090497,GO:0090497,mesenchymal cell migration,4/194,64/28832,0.0625,9.28865979381443,5.46359931731625,0.000921221251335877,0.0108782509466258,0.00735188889643936,13869/13617/20357/24136,4
GO:0021954,GO:0021954,central nervous system neuron development,5/194,111/28832,0.045045045045045,6.69452958112752,4.94742181671545,0.000943116655641863,0.0110974504003089,0.00750003128049955,12552/18750/110596/24136/19876,5
GO:0019748,GO:0019748,secondary metabolic process,4/194,65/28832,0.0615384615384615,9.14575733544806,5.41128285238686,0.000976515656420822,0.0114499899150751,0.00773828937519539,18024/12894/18484/24136,4
GO:0006576,GO:0006576,biogenic amine metabolic process,5/194,112/28832,0.0446428571428571,6.63475699558174,4.9175791709242,0.000981872729609515,0.0114724076828059,0.00775344005874476,13617/14763/53626/56448/59012,5
GO:0007034,GO:0007034,vacuolar transport,6/194,168/28832,0.0357142857142857,5.30780559646539,4.60894701087911,0.000994965532064453,0.0115847385376735,0.00782935703921163,16553/17101/17999/20660/16145/54377,6
GO:1902105,GO:1902105,regulation of leukocyte differentiation,9/194,373/28832,0.0241286863270777,3.58597053702219,4.13740034380352,0.00100803614625639,0.0116960291534278,0.00790457099100002,14255/16331/17096/18750/19090/20375/21417/21873/14456,9
GO:0019226,GO:0019226,transmission of nerve impulse,5/194,113/28832,0.0442477876106195,6.57604233190402,4.88809910710863,0.00102179972241152,0.0117880082631404,0.00796673357565805,12290/20269/54377/56508/21960,5
GO:0030041,GO:0030041,actin filament polymerization,6/194,169/28832,0.0355029585798817,5.27639846275849,4.58902127238463,0.00102591543503131,0.0117880082631404,0.00796673357565805,14260/17974/20430/26401/27360/21916,6
GO:0003002,GO:0003002,regionalization,10/194,452/28832,0.0221238938053097,3.28802116595201,4.03536139740357,0.00103360632743066,0.0117880082631404,0.00796673357565805,13617/15257/19090/19726/23872/23893/24136/53883/19876/57810,10
GO:0031663,GO:0031663,lipopolysaccharide-mediated signaling pathway,4/194,66/28832,0.0606060606060606,9.00718525460794,5.36008259410109,0.00103410271793805,0.0117880082631404,0.00796673357565805,17096/18750/20375/22026,4
GO:0051445,GO:0051445,regulation of meiotic cell cycle,4/194,66/28832,0.0606060606060606,9.00718525460794,5.36008259410109,0.00103410271793805,0.0117880082631404,0.00796673357565805,16001/16337/20112/18795,4
GO:0003007,GO:0003007,heart morphogenesis,8/194,301/28832,0.026578073089701,3.94999486248587,4.23453167876027,0.0010372031294595,0.0117880082631404,0.00796673357565805,13617/16337/17999/20564/21814/18018/19876/64010,8
GO:0046328,GO:0046328,regulation of JNK cascade,6/194,170/28832,0.0352941176470588,5.24536082474227,4.56925292491307,0.00105759974383681,0.0119789358740699,0.00809576889481951,16001/17926/26401/29820/56274/18795,6
GO:0003180,GO:0003180,aortic valve morphogenesis,3/194,30/28832,0.1,14.8618556701031,6.25215955432828,0.00106520005989241,0.0119835006737896,0.00809885394043374,20564/18018/19876,3
GO:0051894,GO:0051894,positive regulation of focal adhesion assembly,3/194,30/28832,0.1,14.8618556701031,6.25215955432828,0.00106520005989241,0.0119835006737896,0.00809885394043374,14260/16542/17926,3
GO:0050796,GO:0050796,regulation of insulin secretion,7/194,234/28832,0.0299145299145299,4.44585426028725,4.35608533365181,0.00108170985169831,0.0120503371574006,0.00814402429035005,12290/19726/20913/26950/12894/18795/56508,7
GO:0001894,GO:0001894,tissue homeostasis,8/194,303/28832,0.0264026402640264,3.92392228913613,4.21117453397448,0.00108199724025909,0.0120503371574006,0.00814402429035005,13052/14255/16331/18750/21873/24136/53416/11732,8
GO:0060249,GO:0060249,anatomical structure homeostasis,8/194,303/28832,0.0264026402640264,3.92392228913613,4.21117453397448,0.00108199724025909,0.0120503371574006,0.00814402429035005,13052/14255/16331/18750/21873/24136/53416/11732,8
GO:0002690,GO:0002690,positive regulation of leukocyte chemotaxis,5/194,115/28832,0.0434782608695652,6.46167637830569,4.8301956777866,0.00110525413015788,0.0122656333655102,0.00828952872940123,13617/20375/27226/53416/14456,5
GO:0010810,GO:0010810,regulation of cell-substrate adhesion,7/194,235/28832,0.0297872340425532,4.42693573152007,4.34149223773676,0.00110869538829386,0.0122656333655102,0.00828952872940123,13837/14260/16542/17926/18073/22288/13406,7
GO:0007043,GO:0007043,cell-cell junction assembly,6/194,172/28832,0.0348837209302326,5.18436825701271,4.53017944194642,0.00112321806412917,0.012385152826325,0.00837030401222786,12552/12561/12565/15257/18750/23836,6
GO:0007416,GO:0007416,synapse assembly,8/194,305/28832,0.0262295081967213,3.89819165117458,4.18801612634142,0.00112832498055973,0.012400403251696,0.00838061076406705,12565/13869/14397/18750/19249/54712/19876/11603,8
GO:0071216,GO:0071216,cellular response to biotic stimulus,9/194,380/28832,0.0236842105263158,3.51991318502442,4.06986827250099,0.00114703665233222,0.012564579119297,0.00849156635279186,12334/12628/17096/18750/20375/22026/11303/16145/18578,9
GO:0030225,GO:0030225,macrophage differentiation,4/194,68/28832,0.0588235294117647,8.74226804123711,5.26086787408798,0.00115635921412432,0.0126251678132262,0.00853251423571286,18750/20375/15467/18795,4
GO:0086010,GO:0086010,membrane depolarization during action potential,3/194,31/28832,0.0967741935483871,14.3824409710675,6.13580819870896,0.00117351774972309,0.0127706343352218,0.00863082541764004,12291/545622/20269,3
GO:0009100,GO:0009100,glycoprotein metabolic process,9/194,382/28832,0.0235602094240838,3.50148432018136,4.05086440938878,0.00118947777769144,0.012902153093526,0.00871971023042791,14594/13617/15476/16337/20447/14584/50787/18795/58250,9
GO:0046330,GO:0046330,positive regulation of JNK cascade,5/194,117/28832,0.0427350427350427,6.35122037183893,4.77365174505807,0.00119365626670889,0.01290543950695,0.00872193129946553,17926/26401/29820/56274/18795,5
GO:0001954,GO:0001954,positive regulation of cell-matrix adhesion,4/194,69/28832,0.0579710144927536,8.61556850440759,5.21277715653976,0.00122113076135983,0.0130171822199077,0.00879745079379252,14260/16542/17926/22288,4
GO:0007528,GO:0007528,neuromuscular junction development,4/194,69/28832,0.0579710144927536,8.61556850440759,5.21277715653976,0.00122113076135983,0.0130171822199077,0.00879745079379252,12826/17999/55983/11603,4
GO:0150116,GO:0150116,regulation of cell-substrate junction organization,4/194,69/28832,0.0579710144927536,8.61556850440759,5.21277715653976,0.00122113076135983,0.0130171822199077,0.00879745079379252,13837/14260/16542/17926,4
GO:0010976,GO:0010976,positive regulation of neuron projection development,7/194,239/28832,0.0292887029288703,4.35284475693396,4.28392549637824,0.00122196866127924,0.0130171822199077,0.00879745079379252,13837/16001/17096/18024/20430/23965/50769,7
GO:0015698,GO:0015698,inorganic anion transport,6/194,175/28832,0.0342857142857143,5.09549337260678,4.4726948111212,0.00122744601112643,0.0130171822199077,0.00879745079379252,14397/14658/18669/19775/11732/59033,6
GO:0050770,GO:0050770,regulation of axonogenesis,6/194,175/28832,0.0342857142857143,5.09549337260678,4.4726948111212,0.00122744601112643,0.0130171822199077,0.00879745079379252,12561/20430/24136/54712/19876/21960,6
GO:1901888,GO:1901888,regulation of cell junction assembly,8/194,311/28832,0.0257234726688103,3.822985381377,4.11970221530074,0.00127688846348026,0.0133255612340789,0.0090058637327203,13837/14260/16542/17926/18750/19249/19876/11603,8
GO:0043542,GO:0043542,endothelial cell migration,7/194,241/28832,0.029045643153527,4.31672156393036,4.25561409406123,0.00128190491989426,0.0133255612340789,0.0090058637327203,16542/18024/18750/21814/20684/24136/19876,7
GO:0006939,GO:0006939,smooth muscle contraction,5/194,119/28832,0.0420168067226891,6.24447717231222,4.71841102804393,0.001287184127763,0.0133255612340789,0.0090058637327203,12291/14254/13617/17880/16590,5
GO:0046503,GO:0046503,glycerolipid catabolic process,4/194,70/28832,0.0571428571428571,8.49248895434462,5.16564986856236,0.00128839915958717,0.0133255612340789,0.0090058637327203,20660/27226/54608/18795,4
GO:0060038,GO:0060038,cardiac muscle cell proliferation,4/194,70/28832,0.0571428571428571,8.49248895434462,5.16564986856236,0.00128839915958717,0.0133255612340789,0.0090058637327203,13052/13869/21814/64010,4
GO:0035162,GO:0035162,embryonic hemopoiesis,3/194,32/28832,0.09375,13.9329896907216,6.02472255959529,0.00128853775296499,0.0133255612340789,0.0090058637327203,16542/56274/16590,3
GO:0048266,GO:0048266,behavioral response to pain,3/194,32/28832,0.09375,13.9329896907216,6.02472255959529,0.00128853775296499,0.0133255612340789,0.0090058637327203,12290/12334/20269,3
GO:0051446,GO:0051446,positive regulation of meiotic cell cycle,3/194,32/28832,0.09375,13.9329896907216,6.02472255959529,0.00128853775296499,0.0133255612340789,0.0090058637327203,16001/16337/18795,3
GO:0001933,GO:0001933,negative regulation of protein phosphorylation,8/194,313/28832,0.0255591054313099,3.79855735977076,4.0973079893463,0.00132973161213745,0.0137089977350393,0.00926500305279407,13853/16337/17096/17974/18750/19090/19249/53626,8
GO:0043200,GO:0043200,response to amino acid,7/194,243/28832,0.0288065843621399,4.28119299138772,4.22760891782073,0.00134411891210685,0.0138145554855426,0.00933634254088513,12334/12826/16001/17096/18024/21417/54635,7
GO:0051056,GO:0051056,regulation of small GTPase mediated signal transduction,7/194,245/28832,0.0285714285714286,4.24624447717231,4.19990387632669,0.00140867000700049,0.0144281720508408,0.00975104531205867,17926/19417/110596/11303/19876/57810/11603,7
GO:0002687,GO:0002687,positive regulation of leukocyte migration,6/194,180/28832,0.0333333333333333,4.95395189003436,4.37975218189309,0.0014174230760973,0.0144281720508408,0.00975104531205867,13617/16401/20375/27226/53416/14456,6
GO:0072006,GO:0072006,nephron development,6/194,180/28832,0.0333333333333333,4.95395189003436,4.37975218189309,0.0014174230760973,0.0144281720508408,0.00975104531205867,12628/13869/14260/13617/18073/58198,6
GO:0072001,GO:0072001,renal system development,9/194,392/28832,0.0229591836734694,3.41216074058489,3.95770899443353,0.00142115328308582,0.0144281720508408,0.00975104531205867,12628/12826/13869/14260/13617/18073/23948/19876/58198,9
GO:0006446,GO:0006446,regulation of translational initiation,4/194,72/28832,0.0555555555555556,8.25658648339061,5.07415300271164,0.0014306300146558,0.0144802369264554,0.00978623251106736,16589/17974/15467/27103,4
GO:0009308,GO:0009308,amine metabolic process,5/194,122/28832,0.040983606557377,6.09092445496028,4.63787828805722,0.00143747965590225,0.0145054765277409,0.00980329028490911,13617/14763/53626/56448/59012,5
GO:0050807,GO:0050807,regulation of synapse organization,9/194,393/28832,0.0229007633587786,3.40347839773353,3.9485597418556,0.00144618906581187,0.0145492736832433,0.00983288987980849,13602/17999/18750/19249/20430/54712/19876/56508/11603,9
GO:0009101,GO:0009101,glycoprotein biosynthetic process,8/194,318/28832,0.0251572327044025,3.73883161512027,4.04211993457247,0.00146948037825572,0.0147120024514147,0.00994286746993031,14594/15476/16337/20447/14584/50787/18795/58250,8
GO:0046486,GO:0046486,glycerolipid metabolic process,9/194,394/28832,0.0228426395939086,3.39484012768852,3.93943998038902,0.00147157882690186,0.0147120024514147,0.00994286746993031,12334/16331/20660/12894/27226/18798/54608/56193/18795,9
GO:0042594,GO:0042594,response to starvation,7/194,247/28832,0.0283400809716599,4.21186193079845,4.17249304910968,0.00147561826389564,0.0147120024514147,0.00994286746993031,18024/19775/22427/15467/27103/14456/57748,7
