,TCGA-K4-A54R-11,TCGA-BL-A13J-11,TCGA-GD-A3OP-11,TCGA-CU-A0YN-11,TCGA-BT-A20R-11,TCGA-BT-A20Q-11,TCGA-K4-A3WV-11,TCGA-GD-A3OQ-11,TCGA-BT-A2LA-11,TCGA-BT-A2LB-11,TCGA-CU-A0YR-11,TCGA-BT-A20W-11,TCGA-GD-A2C5-11,TCGA-BT-A20U-11,TCGA-GC-A3WC-11,TCGA-BT-A20N-11,TCGA-GC-A3BM-11
ENSG00000010803,1645,3512,2705,4161,6038,3548,3380,4850,3157,1123,3344,1834,2563,803,3593,2944,2270
ENSG00000010810,1342,3877,1360,4790,8403,4419,527,2489,1532,1709,4858,2930,2404,1078,4954,3488,1110
ENSG00000010818,8803,1416,2140,1485,7059,1083,1612,4620,2632,3759,2381,2112,1888,991,1579,1800,2176
ENSG00000010932,14,40,68,104,187,38,4,17,12,36,149,63,22,80,135,42,6
ENSG00000011007,3532,1760,4904,1540,2421,1304,3062,4109,4223,5737,1814,2706,3258,2167,2309,1393,2305
ENSG00000011009,4460,581,7366,628,908,519,5379,4756,8162,4722,1492,3070,5723,2621,2038,549,2778
ENSG00000011021,856,1148,996,580,1522,695,922,1705,580,367,1337,820,804,368,1232,656,847
ENSG00000011028,5946,3680,8086,8724,11494,4905,2305,18955,6307,6260,8474,17918,7218,1708,8281,3233,7525
ENSG00000011052,26,10,66,15,24,6,32,48,47,67,23,25,93,109,15,12,25
ENSG00000011083,1,0,3,0,0,0,0,0,1,2,3,2,7,0,6,0,4
ENSG00000011105,2130,1482,4362,1512,2806,1585,2930,5742,2407,2268,2880,3519,2107,1211,2510,1197,3573
ENSG00000011114,2004,1701,2645,2025,2722,1553,2150,4912,1936,1841,2026,1539,2515,1176,1681,1266,1778
ENSG00000011132,535,266,1022,307,481,291,627,777,880,486,358,472,1143,358,532,272,459
ENSG00000011143,217,355,1002,317,454,269,831,1009,666,444,411,566,1060,346,569,223,575
ENSG00000011198,2310,358,1545,435,1628,251,679,1396,1156,1607,369,703,1397,1209,525,412,987
ENSG00000011201,78,64,120,155,171,96,71,247,86,166,235,226,69,60,75,74,83
ENSG00000011243,2602,1388,3845,720,2169,1000,2673,2917,3841,2219,1589,1306,3191,984,2319,896,2139
ENSG00000011258,505,595,1597,391,769,378,1419,2541,728,856,646,1071,2074,566,782,347,1026
ENSG00000011260,1732,448,2646,346,1031,356,1507,1707,2596,2164,853,1404,2827,665,921,322,1386
ENSG00000011275,1340,3362,2529,4169,4223,3528,2402,4388,1565,1828,3291,2064,3226,1323,3268,2731,1937
ENSG00000011295,2383,622,5073,506,1348,518,2501,3894,3156,2342,1277,1576,2348,1119,1345,529,2362
ENSG00000011304,14559,2743,15473,4269,10967,2417,10676,12794,13543,15811,5745,10094,16205,8960,5899,2973,8604
ENSG00000011332,16,0,15,35,8,3,21,34,40,11,4,18,16,19,10,4,8
ENSG00000011347,260,48,416,57,103,50,827,1123,580,1271,216,875,193,173,179,40,228
ENSG00000011376,562,529,1745,752,938,516,1169,1719,1327,786,959,1177,1307,550,776,480,733
ENSG00000011405,1910,2753,2635,2369,7267,2126,1654,4877,946,1960,2804,3009,2344,1045,2255,2300,2004
ENSG00000011422,17922,305,9072,262,4627,126,422,3653,22528,3807,582,2477,2436,233,2707,1131,9897
ENSG00000011426,37,137,242,13160,549,228,42,477,229,1526,166,1994,2207,1402,160,397,410
ENSG00000011451,2855,2664,3870,2973,4558,2383,3012,4405,2791,2967,2943,2223,4696,1734,2716,2037,2088
ENSG00000011454,2716,5804,4411,5974,11253,5276,3569,7497,3110,3582,5683,3411,2957,2050,6233,5084,2928
ENSG00000011465,43353,73374,40805,93927,148094,49774,12530,96826,25808,30957,134177,133829,53187,6790,96051,51954,50895
ENSG00000011478,512,158,693,121,189,137,712,678,835,285,263,393,891,300,325,138,409
ENSG00000011485,1463,1157,3162,1965,2706,1140,2454,3128,2621,2675,1662,2499,3191,1572,1892,1085,1675
ENSG00000011523,604,2567,1944,2121,3217,1563,2270,4065,1377,778,3160,1982,2279,607,2328,1378,1492
ENSG00000011566,1875,1418,1800,1285,2806,987,1471,2632,943,1050,1521,1806,2090,682,1570,1234,1431
ENSG00000011590,44,1,48,5,44,6,59,49,28,79,23,36,66,19,108,22,15
ENSG00000011600,564,758,1568,837,1323,434,498,1342,1221,1124,827,1648,1438,495,1300,958,629
ENSG00000011638,1944,3669,4841,3404,4023,3731,4904,5659,4740,2078,4038,1792,3595,1989,4746,2859,1951
ENSG00000011677,99,1,369,0,2,0,376,253,136,200,28,92,700,89,45,0,233
ENSG00000012048,78,257,329,740,450,255,187,672,226,463,308,937,853,258,250,197,278
ENSG00000012061,2549,956,4246,1165,2533,907,2162,2960,4318,2439,1631,1851,3053,1047,1666,938,2184
ENSG00000012124,60,175,203,134,145,56,23,195,44,783,1349,285,1120,420,1779,192,42
ENSG00000012171,3777,757,4723,1403,2373,666,670,3097,896,1914,1097,1910,1619,247,1382,885,1486
ENSG00000012174,407,797,1058,973,1892,561,665,1529,656,676,1129,1226,827,287,744,619,892
ENSG00000012211,704,286,1601,247,339,266,872,1113,986,893,323,452,771,715,385,195,605
ENSG00000012223,20,81,45,163,56,23,37,45,14,4983,2485,134,237,713,1617,511,33
ENSG00000012232,1788,2850,2544,3451,3579,3051,2584,5487,2591,1737,3024,2733,2290,1024,2179,2384,2628
ENSG00000012504,259,18,220,10,157,7,18,426,544,6,93,99,90,0,50,39,55
ENSG00000012660,4679,1951,1694,3210,12369,1677,1413,3373,1072,2343,2753,3957,4452,1477,2404,3453,2371
ENSG00000012779,8350,279,13061,271,425,159,15989,9268,13929,1058,1527,1207,7156,754,3153,341,5748
ENSG00000012817,2297,2310,1,2388,1,2051,0,4723,1794,0,2730,1557,0,3,4,2223,2391
ENSG00000012822,3789,7783,7882,4841,13131,5802,6008,7541,5862,3381,8357,3623,5192,1950,8824,4813,5688
ENSG00000012963,1172,1320,2613,1634,2431,1096,1631,2384,2100,2065,1825,1713,2178,1090,1522,948,1311
ENSG00000012983,3830,1560,3665,1273,3734,1227,2528,4269,2371,3319,1857,2512,3139,1772,2129,1306,3132
ENSG00000013016,3026,477,3584,371,685,389,945,7791,5982,1880,1360,1630,2942,1455,1080,228,1706
ENSG00000013275,3426,1802,5138,2027,3937,1843,3174,3682,10853,5375,2510,4059,6179,3061,2951,1588,2475
ENSG00000013288,2253,2258,4217,2782,3054,1705,2790,5939,4079,2502,3634,3395,8233,1567,2818,1677,2587
ENSG00000013293,2,4,4,3,18,1,4,2,10,0,11,6,13,0,5,4,8
ENSG00000013297,453,688,1003,957,630,174,212,522,528,455,1269,1285,1408,50,622,174,983
ENSG00000013306,3888,1401,8786,1917,2700,1353,5664,6486,6741,7814,2670,4526,9184,6420,3025,1381,3843
ENSG00000013364,11390,5201,24175,5111,11145,3849,11871,13108,22665,8515,7657,8244,19406,7447,7509,4408,7739
ENSG00000013374,2209,2662,6854,2030,4003,2141,3757,4429,4018,2406,3108,3107,3228,1394,3257,1777,2900
ENSG00000013375,1046,597,1965,950,1848,571,858,1959,1136,1487,803,1370,1922,1055,900,702,1043
ENSG00000013392,73,348,337,315,509,306,309,430,208,77,375,206,269,112,335,202,144
ENSG00000013441,6649,2202,6955,929,3837,1304,5054,6085,8177,5230,3819,2072,3471,2182,5678,2782,6545
ENSG00000013503,220,323,1030,417,561,289,704,1214,486,1121,527,610,726,757,385,317,473
ENSG00000013523,672,662,1004,562,931,544,1011,2037,748,479,1018,710,1354,328,894,430,878
ENSG00000013561,1350,2159,2609,2002,3646,2038,2333,3455,1951,1479,2204,1677,2669,1024,2446,1844,1577
ENSG00000013563,759,267,1399,279,480,206,1252,1365,1009,825,586,856,1535,522,531,213,842
ENSG00000013573,613,68,1223,363,383,357,1599,506,807,427,805,427,695,578,640,50,1256
ENSG00000013583,1460,1957,2433,1207,2468,1362,3996,2501,2833,1458,2059,1594,2024,1252,1901,965,1828
ENSG00000013588,81250,3018,52550,1646,37013,1648,2872,20709,69779,32216,9321,13298,21483,2946,16476,8975,58932
ENSG00000013619,360,138,158,141,521,112,122,191,94,203,477,233,143,96,172,97,99
ENSG00000013725,358,7,522,23,46,17,212,506,612,773,317,633,1101,262,924,40,402
ENSG00000013810,254,149,1056,2152,258,114,289,687,1205,2008,619,2130,2465,1477,814,218,500
ENSG00000014123,1833,1805,3492,1538,2947,1432,2816,4712,1964,2086,1958,1954,2424,1767,1832,1245,2317
ENSG00000014138,296,345,1075,749,466,243,610,944,877,557,555,839,714,468,522,225,513
ENSG00000014164,1223,664,1970,709,1031,558,1288,1634,1354,1563,857,756,1839,900,990,489,983
ENSG00000014216,18108,4631,43640,5089,7905,4443,28937,26928,36887,34085,7824,12863,18678,22131,9580,3670,13245
ENSG00000014257,124,7,343,11,16,1,108,207,138,2865,26,63,938,2066,30,15,93
ENSG00000014641,3087,5551,7740,8565,10944,5407,5401,8138,7902,6599,6067,5009,10432,6148,5218,4847,3385
ENSG00000014824,2180,1560,4310,2008,3829,1664,2544,4996,2875,3303,2218,2622,3837,1649,2081,1546,2418
ENSG00000014914,488,423,518,484,926,658,704,1266,421,324,788,588,611,250,914,374,549
ENSG00000014919,1710,1368,2558,1154,2423,1035,2168,3494,2669,1655,1688,1677,1283,1335,1742,1013,1608
ENSG00000015133,740,951,3695,929,1455,1434,1797,3775,1561,2068,1681,1889,2051,1315,2842,639,1608
ENSG00000015153,641,631,728,546,1099,573,519,930,686,690,782,622,718,331,659,475,517
ENSG00000015171,4200,8258,6403,6365,17105,7418,5122,10413,4418,3155,7512,4961,6175,2119,7048,6336,4936
ENSG00000015285,280,178,572,183,257,79,181,467,427,747,484,664,872,279,800,213,232
ENSG00000015413,12,0,19,7,5,1,1,7,11,52,20,17,8,3,13,3,1
ENSG00000015475,1169,445,2854,364,704,413,1801,1749,2238,1457,657,1281,2498,1067,973,304,792
ENSG00000015479,316,122,221,123,379,80,266,396,69,123,208,122,135,95,229,100,276
ENSG00000015520,11,35,9,20,21,35,9,41,5,54,57,11,15,33,57,15,10
ENSG00000015532,768,1112,2571,1262,944,1184,1783,3865,2138,898,1653,1945,3751,800,1601,744,1867
ENSG00000015568,0,0,1,0,1,0,4,0,0,0,0,1,1,0,0,1,0
ENSG00000015592,0,15,2,4,15,18,1,9,5,5,20,4,4,4,35,7,2
ENSG00000015676,2564,4331,7069,4200,6653,3893,5943,7534,6164,5128,6178,3967,6110,2505,5351,3546,4483
ENSG00000016082,26,10,298,9,5,12,30,219,138,125,34,51,39,7,16,6,67
ENSG00000016391,43,27,65,29,38,19,64,200,104,36,70,128,321,52,42,9,80
ENSG00000016402,298,45,2735,76,138,47,2803,2140,2215,1480,320,607,3166,1231,523,41,888
ENSG00000016490,3,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,4
ENSG00000016602,40574,0,23367,8,1,4,469,11579,13389,53618,1919,2575,30995,17278,5199,1,25292
ENSG00000016864,865,1007,2765,1071,1260,890,2266,3601,2935,1120,1502,2356,3621,721,1477,635,1583
ENSG00000017260,4432,2141,5719,2018,4203,1532,5305,8906,4044,3229,2893,5029,8888,2516,2996,1694,4685
ENSG00000017427,47,385,187,508,365,100,17,207,92,128,230,301,163,67,224,311,53
ENSG00000017483,401,50,438,131,199,58,1022,661,1205,624,214,768,490,960,210,69,348
ENSG00000017797,5017,4016,8050,3733,6313,3556,8786,12259,9583,5963,3535,17726,9226,3476,4210,2791,3982
ENSG00000018189,1044,1108,1863,781,2772,934,1068,2108,699,1212,1136,890,1488,1023,1486,898,1155
ENSG00000018236,1596,8991,1044,9065,23165,5818,585,4154,401,645,7361,2792,811,1689,7508,6790,1327
ENSG00000018280,314,315,168,119,414,50,69,210,98,270,62,117,216,28,182,164,170
ENSG00000018408,3739,14026,3614,12800,41067,13680,2640,8159,2324,4554,10119,6238,4224,2681,10009,11768,3465
ENSG00000018510,1126,2232,2682,2584,4071,1772,1618,3537,1492,1671,2351,2707,2929,1206,2018,1824,1659
ENSG00000018607,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000018610,782,650,1633,534,1108,595,1216,1419,1813,790,849,692,1715,529,882,564,1045
ENSG00000018625,373,11532,899,10936,16789,7323,2430,3823,277,890,10251,2630,541,1169,16693,5772,549
ENSG00000018699,719,505,1657,544,1040,447,930,1458,1163,898,896,908,1109,501,713,460,997
ENSG00000018869,103,126,242,83,145,123,240,242,155,79,146,156,211,31,179,78,143
ENSG00000019102,8959,7,14956,8,23,19,14403,11283,22984,1553,1268,1166,18130,679,2701,8,6648
ENSG00000019144,4848,2443,1587,2783,6262,2990,1024,4575,1187,1603,3698,3297,1787,550,2888,1941,2645
ENSG00000019169,41,849,123,330,534,209,2,261,16,58,252,288,182,13,362,1050,36
ENSG00000019186,5035,0,2246,4,2,6,2083,2998,6379,877,1670,2494,8443,46,4060,0,6099
ENSG00000019485,623,1017,710,890,1548,1002,1071,1672,613,648,1066,455,770,376,822,690,1153
ENSG00000019505,0,0,19,0,1,0,7,0,19,20,2,13,16,0,0,0,0
ENSG00000019549,3715,868,1512,636,2343,286,977,2149,1756,1865,1489,1216,2568,644,745,154,2204
ENSG00000019582,36868,12312,205776,15115,33991,9826,40469,51403,83001,78642,55441,86501,88463,37759,87923,19474,33106
ENSG00000019991,185,1171,341,1310,4402,471,119,509,125,246,924,740,280,166,688,1475,180
ENSG00000019995,938,1320,1061,1174,2067,1079,859,1717,598,1493,1189,840,1322,469,1200,980,1058
ENSG00000020129,1465,1160,1742,1248,2505,1166,1628,2529,1740,1351,1635,1485,2349,1389,1484,1122,1277
ENSG00000020181,3259,8083,2357,14244,16514,7733,4109,11696,1559,2019,7629,8494,2793,1097,6524,5723,5294
ENSG00000020219,0,2,2,1,1,0,1,2,0,0,1,0,0,1,0,1,0
ENSG00000020256,166,493,927,541,453,472,872,1434,612,381,617,690,1431,468,645,356,483
ENSG00000020426,663,445,1080,354,872,321,677,957,1210,762,490,571,884,449,557,358,745
ENSG00000020577,5458,4159,1203,2992,12482,3998,587,2009,908,856,2369,1324,676,360,2597,4607,1112
ENSG00000020633,785,69,784,74,92,52,232,799,617,1205,411,1002,1145,333,852,83,467
ENSG00000020922,808,808,1796,798,1336,599,1773,2414,1223,1006,916,1036,1901,578,1156,574,1234
ENSG00000021300,174,646,130,429,1074,286,247,622,798,309,537,695,1415,99,524,574,202
ENSG00000021355,10900,1114,7403,1333,15414,955,2458,3691,3505,97908,2254,2580,6738,27104,3392,1466,5841
ENSG00000021461,1,1,2,0,0,1,1,3,0,0,2,1,3,2,1,0,0
ENSG00000021488,8,16,37,3,6,5,8,9,12,10,5,9,21,10,13,8,24
ENSG00000021574,571,602,1883,539,826,457,759,1592,937,1105,725,1163,2054,596,784,492,771
ENSG00000021645,148,643,885,368,856,2115,599,1244,297,119,662,267,173,40,296,952,198
ENSG00000021762,1083,2614,2269,2610,3163,2349,1903,2981,910,1321,2860,1611,1201,804,2796,1894,1406
ENSG00000021776,2020,1680,3822,1819,4634,1402,2654,4285,2513,3173,2471,2327,4075,1721,2162,1767,2421
ENSG00000021826,47,73,50,252,253,44,59,118,54,129,87,97,62,381,103,78,66
ENSG00000021852,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000022267,9995,62261,13842,45679,101221,75320,2903,36476,2903,5374,43849,11142,3567,8311,47970,73526,9425
ENSG00000022277,3026,3834,6427,3560,6819,3957,5502,6628,6842,4687,4768,3850,6734,2413,4277,2931,3760
ENSG00000022355,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000022556,710,0,4708,5,10,0,4220,869,2508,3215,256,40,3435,10,1114,3,68
ENSG00000022567,873,889,1750,590,736,612,766,1025,609,604,633,642,11450,356,1037,562,343
ENSG00000022840,7253,6717,13050,6138,13000,5525,8555,10815,9954,11953,7213,6079,8479,7030,6985,5415,6086
ENSG00000022976,210,215,621,211,246,166,482,665,209,215,263,193,215,158,294,106,300
ENSG00000023041,1695,789,3022,716,1438,589,1780,2153,1683,2259,881,1485,1653,1130,1349,706,1433
ENSG00000023171,48,31,63,29,26,16,64,164,42,185,70,94,88,23,75,28,82
ENSG00000023191,8733,5868,19608,7031,12260,6831,9381,12492,14236,16300,8188,6857,11331,8682,7761,5794,7350
ENSG00000023228,3057,3783,6232,4397,8943,3428,3626,7697,4361,5696,4944,3464,4615,4220,4067,4017,3081
ENSG00000023287,1411,3141,3237,2774,7495,2788,2026,4998,2506,2666,2608,2825,4965,1587,2746,3033,2230
ENSG00000023318,2818,1615,6403,1698,3029,1206,3305,4467,6372,5020,2359,3305,4399,3597,2437,1273,2649
ENSG00000023330,10977,1283,11589,1430,3932,991,8009,9720,20775,5910,2499,5325,8511,2149,2871,1408,10565
ENSG00000023445,2748,815,1536,560,7062,577,667,1486,1180,2324,2448,2124,2420,601,2734,1828,2075
ENSG00000023516,1743,4414,3174,4058,8965,3321,2079,6345,1581,1950,3971,3125,4588,1428,3305,3426,2717
ENSG00000023572,176,242,352,168,283,176,210,252,445,424,200,223,409,242,213,179,148
ENSG00000023608,600,259,589,264,719,171,657,1016,1046,426,432,462,802,232,371,273,620
ENSG00000023697,754,636,1728,725,1203,521,906,1178,733,1358,749,883,1283,1227,810,457,791
ENSG00000023734,5424,3174,6492,3205,8726,3140,4147,5760,5523,6394,3774,5436,5718,3762,3571,3350,4037
ENSG00000023839,50,47,95,56,133,56,22,90,14,31,152,48,63,79,240,20,72
ENSG00000023892,1363,59,3301,102,131,40,2096,2056,2955,2205,461,864,2294,1114,1152,108,1433
ENSG00000023902,2671,9271,3542,8208,17430,9024,1661,4624,4352,2387,6953,3391,2922,1689,10149,5445,3744
ENSG00000023909,1700,599,1408,535,4314,278,757,1325,1033,1168,460,1415,871,7276,657,533,789
ENSG00000024048,1983,2580,4548,2051,4069,2015,2289,4704,1719,2413,2630,2169,2989,1627,2663,1998,2267
ENSG00000024422,5642,14468,10422,16825,19815,14501,3906,13029,7275,8269,15817,10947,5428,3835,12170,11396,5599
ENSG00000024526,5,5,41,1132,55,8,7,70,192,307,40,497,484,245,69,30,72
ENSG00000024862,580,686,2085,416,504,459,2241,2158,2954,748,883,864,1411,306,1205,434,1239
ENSG00000025039,294,2010,836,1269,3064,1288,440,1226,623,1966,1268,723,1008,1203,1294,1152,598
ENSG00000025156,240,659,557,826,879,525,592,866,498,377,672,711,651,289,678,498,519
ENSG00000025293,2055,2777,2238,2521,6143,2105,1643,3089,1446,2149,2953,2260,3828,997,2701,2135,1513
ENSG00000025423,531,2302,368,1764,1982,2671,106,1584,981,236,1611,1173,448,349,3043,1186,1335
ENSG00000025434,1810,593,1824,373,895,222,2700,3288,2791,610,1462,1308,1588,317,1298,393,2074
ENSG00000025708,1619,207,6287,533,1380,181,539,1203,1288,1936,511,1989,1450,3341,1404,743,1087
ENSG00000025770,1954,1005,2803,1718,2095,1021,1663,2050,2393,2314,1698,1508,1933,1207,1583,879,1754
ENSG00000025772,4625,438,4288,520,973,376,6021,4466,6383,1884,1146,2068,3282,1157,1065,426,2614
ENSG00000025796,3554,4810,6533,3623,9499,3686,4522,7716,4876,3927,5006,4689,5107,3371,4384,3476,4224
ENSG00000025800,3699,3489,5644,3890,5505,3404,3517,6481,4450,5101,3719,3516,5032,2889,3387,2900,3162
ENSG00000026025,30333,31417,31129,39059,70700,22478,13662,32869,24454,33927,66194,53744,33133,8570,55099,22913,39358
ENSG00000026036,86,41,146,39,145,37,81,172,26,49,64,34,55,32,90,47,82
ENSG00000026103,606,432,1128,620,743,367,558,1222,599,809,823,1387,1007,529,929,521,1546
ENSG00000026297,1553,613,3689,620,1222,458,2144,2318,3698,2105,1080,1504,3399,730,1644,676,2047
ENSG00000026508,20375,10792,36273,13999,39405,11102,10543,23306,18839,29565,13830,14797,11158,24702,15284,16337,17011
ENSG00000026559,84,62,1392,170,166,53,848,489,297,297,96,532,147,237,167,45,211
ENSG00000026652,541,407,867,535,728,412,337,646,563,939,427,418,342,641,450,322,253
ENSG00000026751,435,5,1433,16,20,6,345,734,661,711,351,654,1081,513,383,41,399
ENSG00000026950,1129,499,4644,438,1047,367,1600,2575,1391,1062,1418,2069,2027,599,1709,472,1700
ENSG00000027001,437,612,1209,589,999,642,734,1159,1054,1021,686,619,1160,542,737,515,532
ENSG00000027075,2551,536,3942,332,1351,223,2351,3009,2985,5119,1707,2362,3163,1761,1346,296,2169
ENSG00000027644,2,2,4,5,19,0,1,2,0,9,8,2,4,1,3,4,0
ENSG00000027697,7141,2022,8659,1413,4854,1058,4180,7540,9470,5027,2427,3272,6358,2792,3645,1426,6226
ENSG00000027847,880,438,1985,494,708,428,1752,2053,2328,665,874,954,1636,705,776,408,1049
ENSG00000027869,312,7,216,9,75,4,101,132,339,239,82,370,300,140,180,37,200
ENSG00000028116,388,477,889,415,1086,439,522,956,451,1576,524,604,928,526,535,429,488
ENSG00000028137,2934,1177,2835,1214,4480,575,1214,2576,2122,2650,3367,4090,3038,660,2681,1256,1718
ENSG00000028203,2004,2284,3003,2509,3456,1641,2162,3532,2082,2150,1864,2356,2197,1497,2865,2030,2014
ENSG00000028277,114,466,382,848,688,710,337,663,291,804,968,434,1016,384,1257,382,224
ENSG00000028310,2356,1180,2875,902,1795,1012,2330,2707,1988,1973,1480,1305,2135,828,1695,879,2100
ENSG00000028528,4697,5414,9759,4864,11593,5030,7924,11567,7991,6711,6255,4960,9244,4046,5664,4658,5364
ENSG00000028839,397,609,840,406,696,374,535,924,609,682,582,647,864,308,691,433,495
ENSG00000029153,1785,180,2528,584,1181,449,149,546,398,3710,335,963,798,1047,436,598,426
ENSG00000029363,5312,3639,9524,3301,12476,3036,6415,10291,6289,6167,5052,5968,6605,3348,4697,3712,6696
ENSG00000029364,2059,1499,6012,1996,2665,1281,3497,6113,3769,3805,2417,3017,5470,2339,2019,1406,3111
ENSG00000029534,54,10,2765,49,36,29,34,584,598,232,105,107,75,84,92,18,43
ENSG00000029559,0,6,0,4,3,0,0,4,8,0,0,0,41,4,0,1,0
ENSG00000029639,214,225,677,231,339,235,584,733,698,358,311,245,501,247,448,191,342
ENSG00000029725,2207,2890,2995,2661,6121,2620,1965,4322,2054,2441,2991,2770,1979,1242,3140,2670,2038
ENSG00000029993,983,231,1261,734,305,199,1839,1584,2764,1573,384,2349,2461,1242,430,152,843
ENSG00000030066,2018,1166,2843,1379,3435,1019,1776,3582,1493,2067,1776,2629,2507,1038,1673,1285,2116
ENSG00000030110,2011,378,2576,501,948,303,1033,1475,2336,1687,543,777,1570,1596,1200,323,544
ENSG00000030304,98,10,15,11,12,8,2,57,26,42,36,148,59,3,35,10,125
ENSG00000030419,941,129,3947,132,242,92,2862,6328,1536,3575,441,1446,2742,2328,588,75,1685
ENSG00000030582,16384,5680,47942,9055,9787,4448,21721,29369,40240,52128,10561,17733,85258,28031,13615,5108,17197
ENSG00000031003,1312,3377,1710,4764,7248,4276,2061,4474,976,990,2437,2088,1718,833,3823,2934,1068
ENSG00000031081,865,1380,970,1037,3810,986,610,1618,563,1410,2757,2131,1410,512,1473,866,1224
ENSG00000031691,100,223,265,256,227,117,181,372,226,238,205,301,585,103,198,87,244
ENSG00000031698,4954,5369,10357,4089,10597,4675,7287,7786,9809,9369,7207,4963,7861,3965,6909,3887,5773
ENSG00000031823,2172,2819,4614,3147,4973,2902,3164,4438,3429,2755,3607,2786,5048,1898,3789,2506,2546
ENSG00000032219,646,1468,1484,1139,2224,1073,1342,2810,861,1017,1415,1058,1440,551,1620,1075,1653
ENSG00000032389,509,266,1667,473,539,283,1076,1587,1278,1355,566,722,1268,1806,560,211,685
ENSG00000032444,2179,2152,4103,2349,3095,1957,2959,4145,3913,2371,2134,2309,5359,1758,2741,1563,2309
ENSG00000032742,329,487,496,411,1323,402,526,691,607,372,608,506,577,227,608,452,527
ENSG00000033011,339,302,1087,475,436,323,707,1114,776,568,529,723,1325,356,527,247,522
ENSG00000033030,1049,608,2031,518,876,433,1057,1645,846,1823,686,881,1142,763,1112,480,1258
ENSG00000033050,3378,1781,3695,1557,3792,1634,2416,3182,3617,3668,1938,2958,2811,1695,2064,1663,2101
ENSG00000033100,3998,1055,5055,1546,1811,1095,3035,4883,4509,2801,1696,2632,2892,1047,1765,948,3196
ENSG00000033122,37,50,32,41,462,70,54,81,62,42,144,68,50,88,206,189,16
ENSG00000033170,630,597,965,965,1319,515,806,2605,934,630,1112,2306,5589,290,1080,590,1282
ENSG00000033178,3482,966,4746,1257,2855,903,1755,3218,1627,4216,1366,1931,3269,1730,1476,1001,2018
ENSG00000033327,878,2010,896,1833,2684,2219,1005,2820,1369,1287,2245,1576,2041,727,2328,1138,1466
ENSG00000033627,2794,1930,2500,1397,3203,1501,1714,3225,2159,3368,2644,1840,3386,2537,2228,1506,1839
ENSG00000033800,1113,2701,2119,2092,5557,1819,1584,3557,924,2015,2679,1869,2249,1255,2358,1857,1657
ENSG00000033867,2601,1084,832,1362,6359,666,701,2163,534,1471,1358,1441,913,697,1295,1589,1381
