GenePairs,frac.of.var.tissue,frac.of.var.species,frac.of.var.residual,group
TTC34_Ttc34,0.465237971939799,0.229396135205582,0.305365892854619,None
SLC39A14_Slc39a14,0.515238221965194,0.266894833000424,0.217866945034382,High across tissues
PLA1A_Pla1a,0.337271941323683,9.71484522147540e-11,0.662728058579168,None
TMEM255A_Tmem255a,0.706542469075744,0,0.293457530924256,High across tissues
SCIMP_Scimp,0.327736955304314,0,0.672263044695686,None
MAPKBP1_Mapkbp1,0.138200118573953,0.755019964326395,0.106779917099652,High across species
ALDH1L2_Aldh1l2,0.32601424989905,0.185780829328278,0.488204920772672,None
MED10_Med10,0.204480645284602,0.34558393007869,0.449935424636708,None
TINF2_Tinf2,0.204074135424706,0.529420130627495,0.266505733947799,None
HTR5A_Htr5a,0.780082506986643,0,0.219917493013357,High across tissues
BNIP1_Bnip1,0,0.892406570714018,0.107593429285982,High across species
DPP6_Dpp6,0.543249881923274,0.0810216836991402,0.375728434377586,High across tissues
ITGB3_Itgb3,0.446413568805605,0.0279199822160809,0.525666448978314,None
TCAIM_Tcaim,0.473376730965964,0,0.526623269034036,High across tissues
TNFRSF4_Tnfrsf4,0.148759477290515,0.433140562760221,0.418099959949264,None
GNL3L_Gnl3l,0.186800125495045,0,0.813199874504955,None
VDR_Vdr,0.618131862104844,0.0605287021683342,0.321339435726822,High across tissues
NEMF_Nemf,0.110253072137569,0.111223020824585,0.778523907037845,None
RAB3A_Rab3a,0.258875800077649,0.615537992845612,0.125586207076739,None
ZMAT2_Zmat2,0.0687407323708414,0.774713144274441,0.156546123354717,High across species
RTN2_Rtn2,0.157950211258655,0.716066751639003,0.125983037102341,High across species
EFCAB13_Efcab3,0.241032665684948,0.253150917337181,0.505816416977872,None
AXDND1_Axdnd1,0.679411640698141,0.024380975986942,0.296207383314917,High across tissues
IRX2_Irx2,0.761730180418094,0,0.238269819581906,High across tissues
GPRIN1_Gprin1,0.513321747575301,0.0437782693267874,0.442899983097911,High across tissues
ABCC12_Abcc12,0.624182464701264,0.278475611050707,0.0973419242480291,High across tissues
UGT3A2_Ugt3a1,0.292235556130042,1.95777796081603e-10,0.70776444367418,None
FAM234B_Fam234b,0.342818117863448,0.505600927551846,0.151580954584705,None
SEBOX_Sebox,0.00490593029288721,0.144471052756738,0.850623016950374,None
CHD1_Chd1,0.454044961283345,0.357204580877251,0.188750457839404,None
HCFC2_Hcfc2,0.667986846171232,0.032886324279274,0.299126829549494,High across tissues
CHTF8_Chtf8,0.241754393439295,0.456011381352769,0.302234225207936,None
CPSF2_Cpsf2,0.1056791263499,0.636434726686531,0.257886146963569,None
RNF151_Rnf151,0.651687340073085,0.222582556200983,0.125730103725932,High across tissues
C2CD4C_C2cd4c,0.42117020387499,0,0.57882979612501,None
PTCD2_Ptcd2,0.0313776479229993,0.922853977398081,0.0457683746789197,High across species
ANGPTL7_Angptl7,0.547536349237818,0.0660628149963992,0.386400835765783,High across tissues
SHPK_Shpk,0.325233523141096,0.642752889925416,0.0320135869334875,High across species
APOLD1_Apold1,0.15438135526389,0.661548425309202,0.184070219426908,High across species
CCDC154_Ccdc154,0.396657292299534,0.0606378180222866,0.542704889678179,None
UBIAD1_Ubiad1,0.103680403566068,0.742563533033731,0.153756063400201,High across species
VWF_Vwf,0.532496100775343,0,0.467503899224657,High across tissues
MPG_Mpg,0.709175228330606,0.143858197495461,0.146966574173933,High across tissues
WDR13_Wdr13,0.0248283710818684,0.915216067935896,0.0599555609822357,High across species
TF_Trf,0.11080536106323,0.743645887997722,0.145548750939048,High across species
WNT9B_Wnt9b,0.713866471287166,9.65469169551364e-11,0.286133528616287,High across tissues
TMEM114_Tmem114,0.327019794980709,0.178034095057641,0.49494610996165,None
FAM32A_Fam32a,0.0882149631966744,0,0.911785036803326,None
CDH13_Cdh13,0.651127619476702,0.256889848010717,0.0919825325125813,High across tissues
GOSR2_Gosr2,0.0172254662067446,0.956799256461129,0.0259752773321263,High across species
GRM8_Grm8,0.236633812198148,0.158873566431569,0.604492621370283,None
UPK3A_Upk3a,0.139758610563718,0.337951007968407,0.522290381467875,None
HDGFL3_Hdgfl3,0.725842009620483,0.166165475341659,0.107992515037858,High across tissues
SLC1A6_Slc1a6,0.180746882165303,0.505522104888014,0.313731012946683,None
POLDIP3_Poldip3,0.414128190661838,0.305853747268635,0.280018062069527,None
DENND4A_Dennd4a,0.0769038167556786,0,0.923096183244321,None
RPL36AL_Gm6525,0,0.979627325331098,0.0203726746689017,High across species
C16orf86_4933405L10Rik,0.19938762727104,0.545325197453044,0.255287175275916,None
KHNYN_Khnyn,0.354038918033597,0.324492980846712,0.321468101119691,None
TMCC3_Tmcc3,0.339502684285605,0.197039405875956,0.463457909838439,None
SLC2A2_Slc2a2,0.854430236999742,0.115606098054806,0.0299636649454522,High across tissues
DGKI_Dgki,0.545241547004785,0,0.454758452995215,High across tissues
RP2_Rp2,0.234947629965913,0.114164420163,0.650887949871087,None
SPEN_Spen,0.490888760064619,0.170061745383731,0.339049494551651,High across tissues
OLR1_Olr1,0.44278459396495,0.412524223142292,0.144691182892758,None
PSKH1_Pskh1,0.174721494933034,0.737134240966578,0.0881442641003885,High across species
DLG3_Dlg3,0.468356748020377,0.283509666215536,0.248133585764086,None
GIN1_Gin1,0.0505237572905069,0.0926891535168063,0.856787089192687,None
GPI_Gpi1,0.0168233257467143,0.944728594050855,0.0384480802024306,High across species
WDR26_Wdr26,0.441206759293141,0.395227247234444,0.163565993472415,None
CCNT1_Ccnt1,0.475082320162316,0,0.524917679837684,High across tissues
LCAT_Lcat,0.508692794344412,6.42264585495551e-10,0.491307205013323,High across tissues
NEK9_Nek9,0.201251710501334,0.359506364718886,0.43924192477978,None
MYL10_Myl10,0.584895519198307,0.115554660789404,0.299549820012289,High across tissues
CDC25A_Cdc25a,0.325879434523373,0.542494476327814,0.131626089148812,None
CPA1_Cpa1,0.168543886422174,0.178995981960391,0.652460131617435,None
ARSK_Arsk,0.320317716139663,1.10715335603982e-06,0.679681176706981,None
DPEP2NB_Dpep2nb,0.784230459558262,0,0.215769540441738,High across tissues
ZFPM1_Zfpm1,0.0506900087059426,0.940118224949266,0.00919176634479166,High across species
RPS17_Rps17,0,0.982788327225634,0.0172116727743659,High across species
KLHL22_Klhl22,0.0577647126709245,0.859203299039596,0.0830319882894793,High across species
IL17C_Il17c,0.133214636996811,0.414716320396455,0.452069042606734,None
C5orf22_6030458C11Rik,0.454425813795272,0,0.545574186204728,None
GCC1_Gcc1,0.446348873728898,3.2061251880857e-10,0.553651125950489,None
SNAI3_Snai3,0,0.0707866055672297,0.92921339443277,None
INHBE_Inhbe,0.6036323112753,0.261563432191401,0.134804256533298,High across tissues
FSCN3_Fscn3,0.844565070134336,0,0.155434929865664,High across tissues
LRIG3_Lrig3,0.509250048126889,0.0719382279137705,0.41881172395934,High across tissues
PLA2G10_Pla2g10,0.266380196871927,0,0.733619803128073,None
GALNT17_Galnt17,0.557989945771372,0.085964369370757,0.356045684857871,High across tissues
COPS2_Cops2,0.04079119724633,0.471170005897327,0.488038796856343,None
TAF9_Taf9,0.177189656881747,0.386184577672613,0.43662576544564,None
IFITM10_Ifitm10,0.0512580958174745,0.549418737102535,0.399323167079991,None
PTPRN2_Ptprn2,0.502354878231707,0.0927708248170058,0.404874296951287,High across tissues
OPHN1_Ophn1,0.580142482557512,0.261433467568267,0.158424049874221,High across tissues
ABL2_Abl2,0.622268888594784,0.0608017840331233,0.316929327372093,High across tissues
CAPN1_Capn1,0.308319831392585,0.0893263605306888,0.602353808076727,None
CARMIL2_Carmil2,0.228673681268823,0.492546434094356,0.278779884636822,None
EMC3_Emc3,0.0450682692814527,0.816930810277318,0.13800092044123,High across species
ANKRD54_Ankrd54,0.103019895762173,0.812431916884621,0.0845481873532062,High across species
AMACR_Amacr,0.130447537409868,0.766582502584177,0.102969960005955,High across species
SLC8B1_Slc8b1,0.124365604602808,0.505497066613122,0.37013732878407,None
LRPAP1_Lrpap1,0.0373315641390053,0.816925635284228,0.145742800576766,High across species
MAGI2_Magi2,0.561709687146357,0.308108480335132,0.130181832518511,High across tissues
NAA50_Naa50,0.0352115098538691,0.794838806405247,0.169949683740884,High across species
ZFYVE21_Zfyve21,0,0.930233422923913,0.0697665770760874,High across species
CBFA2T3_Cbfa2t3,0.1484129625924,0.347097374907698,0.504489662499903,None
DEPDC1B_Depdc1b,0.61607747862793,2.64443995001028e-10,0.383922521107626,High across tissues
PPM1E_Ppm1e,0.19367750177637,0.0117415564312182,0.794580941792412,None
AWAT2_Awat2,0.0945107523490414,0.816031017107009,0.0894582305439499,High across species
FUNDC1_Fundc1,0.116929084730932,0.262727381656411,0.620343533612657,None
SPRED3_Spred3,0.227963465699171,0.681934977155862,0.0901015571449664,High across species
GGA1_Gga1,0.0536623791081508,0.890256246501807,0.0560813743900424,High across species
ZFPM2_Zfpm2,0.647923788348808,0.276405331705792,0.0756708799453995,High across tissues
CHCHD4_Chchd4,0,0.478219115877758,0.521780884122242,None
PHF2_Phf2,0.875996217066494,0,0.124003782933506,High across tissues
SMARCA1_Smarca1,0.0462648958196657,0.74640670572899,0.207328398451344,High across species
GFER_Gfer,0.0694611373018649,0.822188965377921,0.108349897320214,High across species
WDR20_Wdr20,0.0250027437814576,0.88133487397829,0.0936623822402519,High across species
NDUFAF3_Ndufaf3,0.441417989398611,0.44837519582929,0.110206814772099,None
CYP2S1_Cyp2s1,0.265830086290506,0.471149226413084,0.26302068729641,None
COX7C_Cox7c,0.0591269777464489,0.764042710217945,0.176830312035606,High across species
FDFT1_Fdft1,0.231209526895025,0.148489906415036,0.620300566689939,None
CTBP1_Ctbp1,0.0369705470119773,0.908682109792122,0.0543473431959011,High across species
QSOX1_Qsox1,0.0914675391742365,0.679376898661789,0.229155562163975,High across species
FOS_Fos,0.141884266676519,0.429199087171368,0.428916646152113,None
HRG_Hrg,0.710442110565934,0.0383919563771858,0.25116593305688,High across tissues
KIF20A_Kif20a,0.34611367663732,0.453820101967341,0.20006622139534,None
SCAMP4_Scamp4,0.0421801710453912,0.918408902128401,0.0394109268262074,High across species
SRRM4_Srrm4,0.197918886347013,0.52686276098594,0.275218352667047,None
LTBP2_Ltbp2,0.648633005594041,0.117353062984171,0.234013931421789,High across tissues
PDIA3_Pdia3,0.261310404230652,0.523450832527632,0.215238763241716,None
CLEC1A_Clec1a,0.341548417231688,0.189138258212343,0.469313324555969,None
SLC17A9_Slc17a9,0.00704130780435653,0.481232104009345,0.511726588186299,None
MIGA2_Miga2,0.00878030573612973,0.903828797004398,0.0873908972594721,High across species
BAHCC1_Bahcc1,0.189434475993638,0.748473719265969,0.0620918047403935,High across species
TNFRSF17_Tnfrsf17,0.154954735434964,0,0.845045264565036,None
RAPGEF5_Rapgef5,0.68719856820315,0,0.31280143179685,High across tissues
DNAH3_Dnah3,0.805909533864163,0,0.194090466135837,High across tissues
RPTOR_Rptor,0.0503690177985126,0.908320436962,0.0413105452394878,High across species
P2RX7_P2rx7,0.156583886462481,0.556513416207413,0.286902697330106,None
SORL1_Sorl1,0.024188806513684,0.3058707652165,0.669940428269815,None
HOXA4_Hoxa4,0.7279985281133,0.0486572192061231,0.223344252680577,High across tissues
REM1_Rem1,0.621659579994769,0.200789680486675,0.177550739518556,High across tissues
CELF4_Celf4,0.541422685852264,0.30993304207408,0.148644272073655,High across tissues
KLHL28_Klhl28,0.28013893248405,0.11990726445507,0.59995380306088,None
MXD3_Mxd3,0.183144404032605,0.427660907912474,0.389194688054921,None
DHX35_Dhx35,0.0680170997243038,0.833550996319547,0.0984319039561495,High across species
ITPK1_Itpk1,0.128742345237989,0.338513289728379,0.532744365033632,None
PTX4_Ptx4,0.432774898583849,0.144675807648374,0.422549293767777,None
EHHADH_Ehhadh,0.828626504887244,0.0155755307204041,0.155797964392352,High across tissues
FAHD1_Fahd1,0.648172000046044,0.261978596148022,0.0898494038059339,High across tissues
PRSS41_Prss41,0.248426281886881,0.537665036032119,0.213908682080999,None
TIGIT_Tigit,0.0241073482793751,3.00426180983242e-10,0.975892651420199,None
PRSS53_Prss53,0.0193101338117919,0.828815674006338,0.15187419218187,High across species
UQCRQ_Uqcrq,0.0976408449809643,0.878189834785485,0.0241693202335509,High across species
ENG_Eng,0.252072013230509,3.19823046351636e-09,0.747927983571261,None
PABPN1L_Pabpn1l,0,0,1,None
TIAL1_Tial1,0.304554808343619,0.176769406670987,0.518675784985393,None
MUC13_Muc13,0.52645338073764,0,0.47354661926236,High across tissues
HTR6_Htr6,0.379857862894246,0.432841695633363,0.187300441472391,None
RUNX3_Runx3,0.63431129921404,0.0079085034843043,0.357780197301656,High across tissues
CCDC152_Ccdc152,0.114364467257207,0.370506390634253,0.51512914210854,None
APH1B_Aph1b,0.224005851899263,0.305312536932812,0.470681611167925,None
MPO_Mpo,0.194595276678911,0,0.805404723321089,None
NQO1_Nqo1,0.0108740287310044,0.0436445911807619,0.945481380088234,None
TMEM42_Tmem42,0.0232803959304861,0.800427846374175,0.176291757695339,High across species
CFAP100_Cfap100,0.536323113556336,0.260365988873649,0.203310897570015,High across tissues
TSPOAP1_Tspoap1,0.43494328377877,0.303688200341936,0.261368515879294,None
BTG2_Btg2,0.430523568869411,0.310610898682864,0.258865532447725,None
CHD5_Chd5,0.806374282450131,0.143940529066271,0.0496851884835977,High across tissues
RHCG_Rhcg,0.713277510583088,0.0500574955978387,0.236664993819074,High across tissues
KIF2A_Kif2a,0.397226237853797,0.224452660940267,0.378321101205936,None
MAP4K5_Map4k5,0.781682506912167,0,0.218317493087833,High across tissues
PLXND1_Plxnd1,0.245089742084565,0.558911559365021,0.195998698550414,None
BEAN1_Bean1,0.0895872390187042,0.508294941789449,0.402117819191847,None
KIF11_Kif11,0.634868320942194,0.0919534344407503,0.273178244617056,High across tissues
TGM2_Tgm2,0.451280387888197,2.23909219966942e-08,0.548719589720881,None
HDAC7_Hdac7,0.303526366926385,0.595974370995166,0.100499262078449,None
IPO4_Ipo4,0.0188366207483909,0.937778229701304,0.0433851495503048,High across species
PKD1_Pkd1,0.0339115687346899,0.937209239932799,0.0288791913325108,High across species
TMEM88B_Tmem88b,0.285420870258752,0.35407291847952,0.360506211261728,None
VPS33B_Vps33b,0.0649924059368545,0.861103514438697,0.0739040796244485,High across species
KLHL35_Klhl35,0.353902553841439,0.445241981198445,0.200855464960116,None
PDE4DIP_Pde4dip,0.112154352759063,0.788331441407416,0.0995142058335211,High across species
SUPT4H1_Supt4a,0.00221154295632524,0.970409960883522,0.0273784961601532,High across species
PFKFB3_Pfkfb3,0.572028299712217,0,0.427971700287783,High across tissues
KLF15_Klf15,0.129708720064459,0.528349327060079,0.341941952875462,None
NOX1_Nox1,0.472134404742409,0.243853781957471,0.284011813300119,High across tissues
INKA1_Inka1,0.0805152961561411,0.446997777325795,0.472486926518064,None
KCNMB2_Kcnmb2,0.38786094349009,0,0.61213905650991,None
DMC1_Dmc1,0.74736203562042,0.022353556152529,0.230284408227051,High across tissues
NEU3_Neu3,0.174547806777304,0,0.825452193222696,None
NLRP1_Nlrp1b,0,0.748762325447302,0.251237674552698,High across species
DSTN_Dstn,0.0333285293234954,0.714959870792359,0.251711599884145,High across species
OXTR_Oxtr,0.188530657081868,0.178946308905689,0.632523034012443,None
OVOL1_Ovol1,0.531485067968891,0.188821895216467,0.279693036814642,High across tissues
DRD2_Drd2,0.118057268638028,0.348568896299088,0.533373835062883,None
C3orf38_4930453N24Rik,0.478645992082374,0.0616969043585722,0.459657103559054,High across tissues
LIME1_Lime1,0.0291269461434955,0.954419658098692,0.0164533957578124,High across species
SLC25A26_Slc25a26,0.0937833637412001,0.63455621507786,0.27166042118094,None
RAB8A_Rab8a,0,0.837130472332539,0.162869527667461,High across species
PLAC1_Plac1,0.663819576552578,0.205854171169874,0.130326252277548,High across tissues
RAPGEF2_Rapgef2,0.705330439369687,0,0.294669560630313,High across tissues
CDS2_Cds2,0.0741556416289701,0.593953727384412,0.331890630986618,None
SYN1_Syn1,0.511658327340361,0.0323412005287562,0.456000472130883,High across tissues
VAPA_Vapa,0.467386051947845,0.0560779291658141,0.476536018886341,None
CHORDC1_Chordc1,0,0.888028150527158,0.111971849472842,High across species
TSGA13_Tsga13,0.87716560103212,0.024121654157137,0.0987127448107433,High across tissues
AURKC_Aurkc,0.296521298859223,0.495389050919908,0.208089650220869,None
SOX30_Sox30,0.894336785419394,0.0180788342773493,0.0875843803032567,High across tissues
CALN1_Caln1,0.724969960498385,0.101506798022867,0.173523241478748,High across tissues
TSC22D3_Tsc22d3,0.245000594727715,0,0.754999405272285,None
MCMDC2_Mcmdc2,0.497863491125782,0.241641719814642,0.260494789059577,High across tissues
EIF6_Eif6,0.143740646404443,0.619942375866148,0.236316977729409,None
KIF3A_Kif3a,0.879401571864049,0,0.12059842813595,High across tissues
DLEC1_Dlec1,0.325074871690513,0.373960369177109,0.300964759132378,None
CASKIN1_Caskin1,0.198843561249731,0.58492975239699,0.216226686353279,None
RGS4_Rgs4,0.72993089590013,0,0.27006910409987,High across tissues
MATK_Matk,0.38167482976523,0.302869504108475,0.315455666126295,None
SEZ6L_Sez6l,0.605797324163022,0.234423880344692,0.159778795492286,High across tissues
SMAD4_Smad4,0.1103117439984,0.752108559537772,0.137579696463827,High across species
C11orf87_AI593442,0.714664461555757,0.102255908444387,0.183079629999856,High across tissues
TECRL_Tecrl,0.746220070985836,2.86944334286761e-11,0.253779928985469,High across tissues
BRICD5_Bricd5,0.279050734424004,0.00869961587232979,0.712249649703666,None
TTC36_Ttc36,0.223881996472624,0.433663586621223,0.342454416906153,None
RASGRP1_Rasgrp1,0.414789347683681,0,0.585210652316319,None
PGP_Pgp,0.0144428658288677,0.786190051404033,0.199367082767099,High across species
HDX_Hdx,0.205902018087378,0.468587103891168,0.325510878021454,None
DNASE1L2_Dnase1l2,0.035190879762562,0.897055489868311,0.0677536303691267,High across species
NUP210L_Nup210l,0.754102322875043,0.0888672359438472,0.15703044118111,High across tissues
TMEM216_Tmem216,0.18006598039136,0.67780207012804,0.1421319494806,High across species
EHD1_Ehd1,0.0944684243159615,0.834364106070954,0.0711674696130843,High across species
GALNT1_Galnt1,0,0.416429110026366,0.583570889973633,None
DPY19L4_Dpy19l4,0.0214987340694179,0.703735126962196,0.274766138968386,High across species
CRYGN_Crygn,0.128887927257515,8.96646123186963e-10,0.871112071845839,None
RNPS1_Rnps1,0.043389609089997,0.927613818355193,0.0289965725548102,High across species
USP6NL_Usp6nl,0.15796855792699,0.426609365761426,0.415422076311584,None
BPIFA1_Bpifa1,0.480852522573598,0.112407693843841,0.406739783582561,High across tissues
SLC13A4_Slc13a4,0.307560685129528,0.161932609679455,0.530506705191018,None
TRIM6_Trim6,0.434574136777913,9.57345744998959e-11,0.565425863126352,None
MKRN2OS_Mkrn2os,0,0.149125326244021,0.850874673755979,None
KNG1_Kng2,0.696174951433259,0.0286520704171622,0.275172978149579,High across tissues
ESPN_Espn,0.232795697089252,0.562276652872846,0.204927650037903,None
DNAJC18_Dnajc18,0.580312321165128,0.125321271958339,0.294366406876533,High across tissues
TMEM238L_Tmem238l,0.260224777514876,0.129962823378957,0.609812399106167,None
DAO_Dao,0.280258920436849,0,0.719741079563151,None
SS18L2_Ss18l2,3.9806817394831e-17,0.48957956927745,0.51042043072255,None
HNRNPD_Hnrnpd,0.498837825592845,0.138362979071305,0.36279919533585,High across tissues
FETUB_Fetub,0.190453931610615,0.49380699552052,0.315739072868865,None
CACNA1E_Cacna1e,0.455674259318383,0.250649458430768,0.293676282250849,None
AK8_Ak8,0.722442537852286,0.010469938428083,0.267087523719631,High across tissues
RPS21_Rps21,0.0691360692577603,0.840090173035514,0.0907737577067255,High across species
CRTAM_Crtam,0.268177054603908,0.00481692010009784,0.727006025295994,None
ARAF_Araf,0.0218947001745564,0.87422352374064,0.103881776084804,High across species
FAM180A_Fam180a,0,0.261311730501656,0.738688269498344,None
PRDX3_Prdx3,0.263523157178922,0.432881782935362,0.303595059885716,None
ENC1_Enc1,0.797523989571915,0,0.202476010428085,High across tissues
SSMEM1_Ssmem1,0.82464175419099,1.15116812660631e-10,0.175358245693894,High across tissues
ANKFN1_Ankfn1,0.591177710200145,0.203966708945478,0.204855580854377,High across tissues
DNAJC24_Dnajc24,8.71170232830298e-11,0.905034479997717,0.0949655199151664,High across species
GPR107_Gpr107,0.596290258935566,0.140381666681264,0.26332807438317,High across tissues
RRM2B_Rrm2b,0.155397025676071,0.793743716219696,0.0508592581042328,High across species
STK31_Stk31,0.728163186383359,0.0865743639979137,0.185262449618727,High across tissues
PAIP1_Paip1,0.14512247098683,0.502713468828394,0.352164060184776,None
ERGIC3_Ergic3,0.0943689262206047,0.899520849248105,0.00611022453129074,High across species
KCNQ1_Kcnq1,0.488752355733359,0.300501595124696,0.210746049141945,High across tissues
GSK3B_Gsk3b,0.480731542171964,0,0.519268457828036,High across tissues
FTSJ1_Ftsj1,0.215793239355573,0.447711619078135,0.336495141566292,None
RNF169_Rnf169,0.0605862642343409,3.26039086203761e-09,0.939413732505268,None
UBE4A_Ube4a,0.0712394569147942,0,0.928760543085206,None
ABHD3_Abhd3,0.383267437410457,0.178833803031852,0.437898759557691,None
ZNF648_Zfp648,0.0381540000146665,0.252598998312735,0.709247001672598,None
SPATA1_Spata1,0.347596382812183,0.251952930569459,0.400450686618358,None
CCDC172_Ccdc172,0.996840011771349,2.76141349081138e-07,0.00315971208730208,High across tissues
ATL1_Atl1,0.741031305040786,2.35384889600821e-09,0.258968692605365,High across tissues
ASB17_Asb17,0.91754934087069,0,0.0824506591293097,High across tissues
THOC5_Thoc5,0.10185508608455,0.755560853261345,0.142584060654105,High across species
ST6GALNAC3_St6galnac3,0.231842605724224,0.233206270992495,0.534951123283282,None
HELLS_Hells,0.37628615492013,0,0.62371384507987,None
CBLN2_Cbln2,0.898088351715446,7.2833673864597e-11,0.10191164821172,High across tissues
PDCL_Pdcl,0.0795407785303296,0.153504414757072,0.766954806712598,None
CCDC68_Ccdc68,0.151990928996666,0.632960841752137,0.215048229251197,None
GXYLT1_Gxylt1,0.197318082429103,0.283431069304982,0.519250848265915,None
RBM25_Rbm25,0.289185190421928,0.239862088063959,0.470952721514113,None
MED7_Med7,0.213155145153365,0.615884609424767,0.170960245421868,None
TRAF2_Traf2,0.118718340550498,0.762791988389744,0.118489671059758,High across species
CENPK_Cenpk,0.382727843168852,0.0438623593562896,0.573409797474859,None
MGP_Mgp,0.601320312749465,0.073761017816736,0.324918669433799,High across tissues
KCNAB2_Kcnab2,0.548196538990543,0,0.451803461009457,High across tissues
TIMP1_Timp1,0.0873295412103527,0.672323722911617,0.24034673587803,High across species
CPA3_Cpa3,0.169216053961124,0.486057914123549,0.344726031915327,None
HEBP1_Hebp1,0.135998158008645,4.19736887049049e-08,0.864001800017666,None
DAZAP2_Dazap2,0.0315435858719073,0.879903466139018,0.0885529479890747,High across species
MEPCE_Mepce,0.486140672479642,0.466471407589895,0.0473879199304627,High across tissues
ENTPD3_Entpd3,0.656056038909401,1.55132954518016e-09,0.343943959539269,High across tissues
PGK1_Pgk1,0.465634016692405,0.0188831630212612,0.515482820286333,None
CLIP3_Clip3,0.86039697818915,0.0351179793746408,0.104485042436209,High across tissues
RBFOX1_Rbfox1,0.553978160920383,0.21686279212309,0.229159046956527,High across tissues
CILP_Cilp,0.659966880789432,2.16032622724034e-06,0.340030958884341,High across tissues
STX5_Stx5a,0.132460028029821,0.782008021968461,0.085531950001718,High across species
ZBTB7C_Zbtb7c,0.309638241411322,0.132210014809584,0.558151743779094,None
CLEC9A_Clec9a,4.89854211952837e-17,0,1,None
CACNA1G_Cacna1g,0.0669064368596179,0.712670681540372,0.220422881600011,High across species
UPF3B_Upf3b,0.0856029841889902,0.479004344770611,0.435392671040398,None
IGF1_Igf1,0.0926523140586973,0.760612296586751,0.146735389354552,High across species
PAQR9_Paqr9,0.166473232821104,0.620991633204933,0.212535133973963,None
MYZAP_Myzap,0.91051880370363,0.0301390379678745,0.0593421583284958,High across tissues
PDP1_Pdp1,0.821024435933942,0,0.178975564066058,High across tissues
ACP7_Acp7,0.0651253504551044,0.288964955182139,0.645909694362757,None
UBXN8_Ubxn8,0.33110632523274,0.0366482861818041,0.632245388585456,None
PAH_Pah,0.722054211491072,0.0851476101255123,0.192798178383416,High across tissues
ACTN4_Actn4,0.302204849755584,0.544794941265167,0.15300020897925,None
GNAT3_Gnat3,0.0754847908901469,0,0.924515209109853,None
POFUT1_Pofut1,0.201900154032566,0.277334705634366,0.520765140333067,None
OTUD5_Otud5,0.515880791305956,0.0379817139362089,0.446137494757835,High across tissues
GNG11_Gng11,0.105207074993768,0.501753094132308,0.393039830873924,None
SLC51A_Slc51a,0,0.0849357012575055,0.915064298742495,None
MOCS2_Mocs2,0.275910201163871,1.54078211946004e-09,0.724089797295347,None
CASS4_Cass4,0.392677239093015,0,0.607322760906985,None
EPB41L3_Epb41l3,0.906879035575449,0.00673569805596778,0.0863852663685833,High across tissues
SLC9A9_Slc9a9,0.114743192102739,0.374953429264048,0.510303378633213,None
FAM110A_Fam110a,0.143625598243834,0.720502497278798,0.135871904477368,High across species
MARK2_Mark2,0.0732104493487827,0.886171091236496,0.0406184594147219,High across species
SEC23A_Sec23a,0.235374433840766,0.115613166186895,0.649012399972339,None
TOX2_Tox2,0.285571525820447,0.0596615349733866,0.654766939206166,None
MTMR9_Mtmr9,0.0994845523262536,0.736691856839027,0.163823590834719,High across species
ATP13A4_Atp13a4,0.730857704788623,0,0.269142295211377,High across tissues
XIAP_Xiap,0.142026049620254,0.290122555597473,0.567851394782273,None
HSPB1_Hspb1,0.753142033546677,0.0135553711836135,0.23330259526971,High across tissues
GLIPR1L2_Glipr1l2,0.275280049287001,0.601135400808427,0.123584549904573,None
PLP1_Plp1,0.822281417126833,0,0.177718582873167,High across tissues
FAM220A_Fam220a,0.43426636109832,0.387084853525308,0.178648785376372,None
FAM167A_Fam167a,0.292129052203754,0.0888969087427216,0.618974039053525,None
PIGT_Pigt,0.0129101208744081,0.941937743619456,0.0451521355061357,High across species
ING4_Ing4,0.0117836846739737,0.800303259377763,0.187913055948263,High across species
CLDN15_Cldn15,0.278299383023351,0.0404976512703385,0.681202965706311,None
ZNF395_Zfp395,0.665703278787409,0.0710252809479147,0.263271440264676,High across tissues
C3orf85_Gm5485,0.278195240108206,0,0.721804759891794,None
TMEM212_Tmem212,0.57965842992922,0.17919758055513,0.24114398951565,High across tissues
TANGO2_Tango2,0.0221241426767764,0.903426655199686,0.0744492021235378,High across species
IFT22_Ift22,0.597054648523942,0.270041628540253,0.132903722935804,High across tissues
TUSC2_Tusc2,0.00043134781522813,0.895950560985784,0.103618091198988,High across species
SH3RF2_Sh3rf2,0.662986667440001,0,0.337013332559999,High across tissues
LSM3_Lsm3,0.234340225478364,0,0.765659774521636,None
C4orf36_1700016H13Rik,0.216673251037051,0.160295513444399,0.62303123551855,None
DNASE1L3_Dnase1l3,0.601395038476733,0.136973098153696,0.261631863369571,High across tissues
LNX1_Lnx1,0.476002259946352,0,0.523997740053648,High across tissues
RNF148_Rnf148,0.697507649053325,0,0.302492350946676,High across tissues
ERMP1_Ermp1,0.0314269069221187,0.263511864799272,0.70506122827861,None
CRIP1_Crip1,0.0363156030918059,0.900531740391471,0.0631526565167229,High across species
ATG4A_Atg4a,0,0.576380132865306,0.423619867134694,None
HYAL1_Hyal1,0.493613283866808,0,0.506386716133192,High across tissues
TCOF1_Tcof1,0.569280387478392,0.206982202107773,0.223737410413835,High across tissues
EDNRA_Ednra,0.492921664127845,0,0.507078335872155,High across tissues
PGAM1_Pgam1,0.0306838092492072,0.954942435844044,0.0143737549067486,High across species
TP53INP1_Trp53inp1,0.159998934887433,0.594693368318129,0.245307696794438,None
