gene	top_index	TSI
LINC00845	0.66	0.389443600972578
LINC00847	0.66	0.540162167528823
LINC00851	0.66	0.400589980279929
LINC00852	0.66	0.602453429335721
LINC00856	0.66	0.284101651933517
LINC00857	0.66	0.698354337327435
LINC00858	0.66	0.561197292451326
LINC00865	0.66	0.627805997938263
LINC00867	0.66	0.550297330016398
LINC00868	0.66	0.398031325864263
LINC00869	0.66	0.390353392088408
LINC00877	0.66	0.550046744674803
LINC00879	0.66	0.585309550528148
LINC00880	0.66	0.493873209411018
LINC00881	0.66	0.482983621461985
LINC00882	0.66	0.521000619613898
LINC00886	0.66	0.737285654014642
LINC00892	0.66	0.461526753495465
LINC00896	0.66	0.57512042875987
LINC00899	0.66	0.524256612642784
LINC00900	0.66	0.611076280420039
LINC00901	0.66	0.390134941641804
LINC00905	0.66	0.450877523394487
LINC00906	0.66	0.570793582568786
LINC00907	0.66	0.593200196503439
LINC00908	0.66	0.4933597092579
LINC00910	0.66	0.508897661341018
LINC00911	0.66	0.626690643888343
LINC00917	0.66	0.568761566089949
LINC00919	0.66	0.629087710941249
LINC00920	0.66	0.676250572536087
LINC00921	0.66	0.683356579772716
LINC00922	0.66	0.684261445780783
LINC00923	0.66	0.497027277419462
LINC00926	0.66	0.628636921753737
LINC00927	0.66	0.417156132938899
LINC00928	0.66	0.62204735022345
LINC00929	0.66	0.401736136805097
LINC00930	0.66	0.498421841938548
LINC00934	0.66	0.414674541259205
LINC00937	0.66	0.336815672623538
LINC00939	0.66	0.439870539447362
LINC00942	0.66	0.409207821121604
LINC00943	0.66	0.590200379568018
LINC00944	0.66	0.560470047224881
LINC00951	0.66	0.587479515975152
LINC00954	0.66	0.789924446677794
LINC00957	0.66	0.471967190106038
LINC00958	0.66	0.675078347744927
LINC00963	0.66	0.439252917149234
LINC00967	0.66	0.609298425448418
LINC00970	0.66	0.646884487564291
LINC00992	0.66	0.489978503262218
LINC00993	0.66	0.514505698387945
LINC00996	0.66	0.453743410227734
LINC00997	0.66	0.363628429800165
LINC01001	0.66	0.634670320888464
LINC01002	0.66	0.602138873885022
LINC01003	0.66	0.624165118013085
LINC01004	0.66	0.527113624306937
LINC01007	0.66	0.667440584588594
LINC01010	0.66	0.500421681052191
LINC01013	0.66	0.592909947358086
LINC01015	0.66	0.620405618834954
LINC01016	0.66	0.527141929360434
LINC01018	0.66	0.600910782877339
LINC01019	0.66	0.376962241453454
LINC01023	0.66	0.34289520032446
LINC01029	0.66	0.39676737642357
LINC01049	0.66	0.320333349796845
LINC01056	0.66	0.412747844375804
LINC01069	0.66	0.591174802392748
LINC01082	0.66	0.36934689597783
LINC01089	0.66	0.641911804851419
LINC01094	0.66	0.55893471756752
LINC01101	0.66	0.378059849624428
LINC01104	0.66	0.430781633255834
LINC01106	0.66	0.565081932985254
LINC01107	0.66	0.446979357657522
LINC01111	0.66	0.467471354034274
LINC01114	0.66	0.317096229910947
LINC01115	0.66	0.590369933397772
LINC01118	0.66	0.369937668981658
LINC01119	0.66	0.642952017547701
LINC01120	0.66	0.40106622142335
LINC01121	0.66	0.410103988183696
LINC01123	0.66	0.565081932985254
LINC01126	0.66	0.78595179861748
LINC01127	0.66	0.403868216458938
LINC01128	0.66	0.527274368684888
LINC01134	0.66	0.366451287476753
LINC01138	0.66	0.539495761803368
LINC01140	0.66	0.36480258915934
LINC01141	0.66	0.306506132454848
LINC01142	0.66	0.644341712692515
LINC01144	0.66	0.416993425458643
LINC01159	0.66	0.309637447531565
LINC01180	0.66	0.524941080588333
LINC01181	0.66	0.448377715629213
LINC01186	0.66	0.640813692192672
LINC01187	0.66	0.661800618075226
LINC01191	0.66	0.568869191130659
LINC01192	0.66	0.475340563157782
LINC01204	0.66	0.410444335694682
LINC01206	0.66	0.455188717540076
LINC01208	0.66	0.755944646690921
LINC01209	0.66	0.514294104292035
LINC01210	0.66	0.633767079131867
LINC01214	0.66	0.389347480393746
LINC01215	0.66	0.450848706630112
LINC01222	0.66	0.340061924877522
LINC01231	0.66	0.369597219203576
LINC01241	0.66	0.482575443060656
LINC01252	0.66	0.621633818177802
LINC01260	0.66	0.696637583797435
LINC01267	0.66	0.354883685187827
LINC01270	0.66	0.758153405298213
LINC01271	0.66	0.556421337777788
LINC01278	0.66	0.625999841385142
LINC01281	0.66	0.337708266358246
LINC01282	0.66	0.498655463979753
LINC01304	0.66	0.316424940372913
LINC01310	0.66	0.557735674074802
LINC01315	0.66	0.540697242907073
LINC01339	0.66	0.390758433411886
LINC01341	0.66	0.599201598570318
LINC01342	0.66	0.353688758291
LINC01343	0.66	0.375989648347649
LINC01347	0.66	0.61101745348235
LINC01348	0.66	0.404111916059326
LINC01355	0.66	0.525956791467522
LINC01356	0.66	0.51034513285325
LINC01359	0.66	0.516717198471208
LINC01364	0.66	0.580092589170897
LINC01365	0.66	0.665324882653963
LINC01366	0.66	0.461699236710374
LINC01398	0.66	0.518436807147247
LINC01410	0.66	0.436443443289605
LINC01425	0.66	0.439185486952933
LINC01428	0.66	0.553072314025041
LINC01431	0.66	0.631852770775851
LIPE-AS1	0.66	0.282991894670497
LOH12CR2	0.66	0.347312562014487
LOXL1-AS1	0.66	0.563010603886472
LRRC2-AS1	0.66	0.724796400806944
LSAMP-AS1	0.66	0.368004807489768
LZTS1-AS1	0.66	0.710538692013682
MAGI1-IT1	0.66	0.376789898264452
MALAT1	0.66	0.522419673929254
MAP3K14-AS1	0.66	0.605470022932173
MAPKAPK5-AS1	0.66	0.5459200944179
MAPT-AS1	0.66	0.398745638887894
MATN1-AS1	0.66	0.633080809173916
MBNL1-AS1	0.66	0.66429044331221
MCF2L-AS1	0.66	0.636433150380215
MCM3AP-AS1	0.66	0.589274103007788
MED14OS	0.66	0.518168482066794
MEF2C-AS1	0.66	0.415862707286225
MEG3	0.66	0.298304620349245
MGC15885	0.66	0.460487748558912
MGC16275	0.66	0.616628230391166
MGC32805	0.66	0.410180033271025
MIAT	0.66	0.574999380551673
MIATNB	0.66	0.546354736912264
MIR155HG	0.66	0.501448965820879
MIR17HG	0.66	0.495148757308715
MIR181A2HG	0.66	0.556041174911964
MIR205HG	0.66	0.58428610143873
MIR210HG	0.66	0.323737466094146
MIR22HG	0.66	0.448370049505019
MIR31HG	0.66	0.521172247802475
MIR4458HG	0.66	0.507515407689957
MIR497HG	0.66	0.413439977058577
MIR503HG	0.66	0.570837304327086
MIR600HG	0.66	0.549958737559691
MIR646HG	0.66	0.748479397944198
MIR670HG	0.66	0.446705346093884
MIR7-3HG	0.66	0.534175676402148
MIRLET7BHG	0.66	0.393786369393096
MKNK1-AS1	0.66	0.682518237191289
MNX1-AS1	0.66	0.711497638457509
MORC2-AS1	0.66	0.552164615985249
MORF4L2-AS1	0.66	0.767387390655712
MRGPRG-AS1	0.66	0.38456585308076
MTUS2-AS1	0.66	0.715475397628066
MYCNOS	0.66	0.54451429605012
MYLK-AS1	0.66	0.460557908464307
N4BP2L2-IT2	0.66	0.662960377284097
NADK2-AS1	0.66	0.722046162707962
NALCN-AS1	0.66	0.712974289642372
NAPA-AS1	0.66	0.41416154928761
NAV2-AS2	0.66	0.667738489993989
NAV2-AS4	0.66	0.442590393049619
NAV2-AS5	0.66	0.578191639439786
NDUFB2-AS1	0.66	0.634517228612407
NDUFV2-AS1	0.66	0.766478435060378
NEAT1	0.66	0.658483024996456
NEBL-AS1	0.66	0.404496550347564
NEGR1-IT1	0.66	0.629330061024778
NFE4	0.66	0.745130032660257
NFYC-AS1	0.66	0.567345542017346
NHEG1	0.66	0.398168398966967
NIFK-AS1	0.66	0.480075369219527
NKX2-1-AS1	0.66	0.431157298127542
NNT-AS1	0.66	0.603113872825035
NOP14-AS1	0.66	0.689863359711898
NPHP3-AS1	0.66	0.398082058542657
NPSR1-AS1	0.66	0.429466687650529
NPTN-IT1	0.66	0.519923694268821
NR2F2-AS1	0.66	0.395317915005286
NTRK3-AS1	0.66	0.404510971240295
NUTM2A-AS1	0.66	0.492054682883344
OIP5-AS1	0.66	0.527362724655805
OTUD6B-AS1	0.66	0.54068065391878
OVAAL	0.66	0.55645857484805
OVCH1-AS1	0.66	0.411115796759074
OVOL1-AS1	0.66	0.58393651564741
PACRG-AS1	0.66	0.654904187333898
PAN3-AS1	0.66	0.479192964218005
PARD6G-AS1	0.66	0.618721063979512
PART1	0.66	0.565426667311049
PAX8-AS1	0.66	0.413578254807762
PAXBP1-AS1	0.66	0.487439198805345
PCAT19	0.66	0.421731380567876
PCAT4	0.66	0.547686462388593
PCAT6	0.66	0.711172396484863
PCBP1-AS1	0.66	0.404224287831147
PCED1B-AS1	0.66	0.611691115668016
PCOLCE-AS1	0.66	0.408352684313849
PDCD4-AS1	0.66	0.640068077201246
PDZRN3-AS1	0.66	0.625328251790306
PGM5-AS1	0.66	0.509467167214724
PHEX-AS1	0.66	0.544444290550972
PITPNA-AS1	0.66	0.618617136732806
PITRM1-AS1	0.66	0.420033870647422
PLAC4	0.66	0.344857055413914
PP12613	0.66	0.747404919545899
PP7080	0.66	0.454445493021303
PPP1R26-AS1	0.66	0.473153149365749
PPP3CB-AS1	0.66	0.73012986325789
PRKAG2-AS1	0.66	0.562911035869813
PRKCQ-AS1	0.66	0.44416441024406
PRMT5-AS1	0.66	0.389178938220151
PROSER2-AS1	0.66	0.385889650940393
PRR34-AS1	0.66	0.562497459758596
PRR7-AS1	0.66	0.762659910868861
PRRT3-AS1	0.66	0.647782344516353
PRRX2-AS1	0.66	0.495217208553821
PSMB8-AS1	0.66	0.432049812342876
PSMD6-AS2	0.66	0.682688150631406
PSMG3-AS1	0.66	0.566154447738959
PSORS1C3	0.66	0.636596825532386
PTOV1-AS1	0.66	0.502114196174716
PVT1	0.66	0.422095680520808
PWAR5	0.66	0.738198581923825
PWAR6	0.66	0.727938156016023
PXN-AS1	0.66	0.446953061154067
RAB11B-AS1	0.66	0.650502174287685
RAD21-AS1	0.66	0.657303504254946
RAD51-AS1	0.66	0.685632433488267
RALY-AS1	0.66	0.653065309130296
RAMP2-AS1	0.66	0.32755713968744
RAP2C-AS1	0.66	0.575074299892599
RARA-AS1	0.66	0.645893957706804
RASSF1-AS1	0.66	0.637235385903194
RBAKDN	0.66	0.413323795074401
RBM12B-AS1	0.66	0.626278075568261
RBM26-AS1	0.66	0.43501096255288
RBPMS-AS1	0.66	0.544735086945706
RFPL1S	0.66	0.692573861954151
RGMB-AS1	0.66	0.641178790990352
RHPN1-AS1	0.66	0.695257320289114
RPS6KA2-AS1	0.66	0.369917391794894
RUSC1-AS1	0.66	0.635080490160381
SAPCD1-AS1	0.66	0.406882402921346
SBF2-AS1	0.66	0.490916260923715
SCAMP1-AS1	0.66	0.577807850251453
SCOC-AS1	0.66	0.422618828108994
SDCBP2-AS1	0.66	0.432714499231377
SEC24B-AS1	0.66	0.532788209085189
SENCR	0.66	0.593415737150849
SEPSECS-AS1	0.66	0.517918499332187
SERTAD4-AS1	0.66	0.524631163667825
SH3BP5-AS1	0.66	0.610256377920007
SH3PXD2A-AS1	0.66	0.415429955413381
SHANK2-AS3	0.66	0.359107581105604
SIX3-AS1	0.66	0.442749081936305
SLC16A1-AS1	0.66	0.446540770436749
SLC25A5-AS1	0.66	0.533378741000012
SLC7A11-AS1	0.66	0.63739546307219
SLC8A1-AS1	0.66	0.666023591880283
SLCO4A1-AS1	0.66	0.37999256710491
SLFNL1-AS1	0.66	0.581508670110751
SLX1A-SULT1A3	0.66	0.631100869353794
SLX1B-SULT1A4	0.66	0.684678176156642
SMAD5-AS1	0.66	0.411012638336825
SMCR5	0.66	0.489873600539118
SNAI3-AS1	0.66	0.578491300254651
SND1-IT1	0.66	0.640843735363418
SNHG1	0.66	0.516934936056341
SNHG10	0.66	0.442052666199062
SNHG11	0.66	0.608883367407845
SNHG12	0.66	0.478521326447044
SNHG15	0.66	0.499769102669798
SNHG16	0.66	0.596442326336235
SNHG17	0.66	0.64630625730831
SNHG18	0.66	0.602487662983606
SNHG19	0.66	0.391653931463539
SNHG20	0.66	0.415793470261188
SNHG22	0.66	0.609661081614617
SNHG3	0.66	0.442695033939093
SNHG4	0.66	0.334388850152237
SNHG5	0.66	0.46472018450077
SNHG6	0.66	0.464122898293833
SNHG7	0.66	0.685275520971007
SNHG8	0.66	0.504566713418834
SNHG9	0.66	0.714624933073225
SNRK-AS1	0.66	0.379467378518134
SOCS2-AS1	0.66	0.728277513374736
SORCS3-AS1	0.66	0.592122940296012
SPAG5-AS1	0.66	0.62986122666363
SPATA3-AS1	0.66	0.455625026324986
SPATA41	0.66	0.528552081866671
SPRY4-IT1	0.66	0.523266405399439
SRRM2-AS1	0.66	0.659706581803495
SSBP3-AS1	0.66	0.399955925935422
SSTR5-AS1	0.66	0.384918060138632
ST7-AS1	0.66	0.642564455993239
ST8SIA6-AS1	0.66	0.535458329949393
STAG3L5P-PVRIG2P-PILRB	0.66	0.365347545649602
STARD13-AS	0.66	0.419490129044481
STARD7-AS1	0.66	0.250182844588162
STAU2-AS1	0.66	0.46210524481097
STK24-AS1	0.66	0.238315074398969
STX18-AS1	0.66	0.676491898315288
SYNPR-AS1	0.66	0.706171850380706
TAF1A-AS1	0.66	0.567474895526357
TAPT1-AS1	0.66	0.56576316323854
TCL6	0.66	0.561941148584226
TDRG1	0.66	0.6035091148385
TEX26-AS1	0.66	0.684666459634898
TEX41	0.66	0.413840385871463
TFAP2A-AS1	0.66	0.536329646445803
THAP7-AS1	0.66	0.488473601238737
THAP9-AS1	0.66	0.617787078645535
THRIL	0.66	0.375978994190609
THUMPD3-AS1	0.66	0.645615920853585
TIPARP-AS1	0.66	0.596662007256338
TLR8-AS1	0.66	0.370156329741541
TMEM108-AS1	0.66	0.482932009319173
TMEM254-AS1	0.66	0.388568112942233
TMEM44-AS1	0.66	0.728244900145043
TMEM51-AS1	0.66	0.348944133132633
TMEM72-AS1	0.66	0.350286242864176
TMPO-AS1	0.66	0.659187877961948
TNK2-AS1	0.66	0.443403714811949
TOB1-AS1	0.66	0.312552883928055
TP53TG1	0.66	0.621355373997651
TPT1-AS1	0.66	0.495160294375061
TRAM2-AS1	0.66	0.404911910037175
TRG-AS1	0.66	0.630503649814938
TRHDE-AS1	0.66	0.400004542911898
TRIM52-AS1	0.66	0.624333601952707
TRPM2-AS	0.66	0.405088684633614
TSC22D1-AS1	0.66	0.483499508803438
TTC28-AS1	0.66	0.623774190347279
TTN-AS1	0.66	0.690153611421606
TTTY1	0.66	0.313715473186152
TTTY10	0.66	0.609663216548047
TTTY11	0.66	0.371365216394404
TTTY12	0.66	0.601727428667945
TTTY13	0.66	0.462550924591328
TTTY14	0.66	0.47064376739823
TTTY15	0.66	0.519817840416853
TTTY1B	0.66	0.313715473186152
TTTY2	0.66	0.409763262629959
TTTY2B	0.66	0.409763262629959
TTTY4	0.66	0.49591426531569
TTTY4B	0.66	0.49591426531569
TTTY4C	0.66	0.49591426531569
TTTY5	0.66	0.381755823215335
TTTY6	0.66	0.488100654452505
TTTY6B	0.66	0.488100654452505
TTTY7	0.66	0.446935342454113
TTTY7B	0.66	0.453847206384739
TTTY8	0.66	0.36597223986225
TTTY8B	0.66	0.36597223986225
TTTY9B	0.66	0.575738025550313
TUSC8	0.66	0.535086004486231
TYMSOS	0.66	0.516313148205515
UBAC2-AS1	0.66	0.558741126075757
UBXN7-AS1	0.66	0.792223300553045
UCA1	0.66	0.702483681569602
UNC5B-AS1	0.66	0.579190479897397
USP2-AS1	0.66	0.572809124014342
USP3-AS1	0.66	0.585844328575542
USP30-AS1	0.66	0.535787140136126
VLDLR-AS1	0.66	0.570318817349662
VPS13A-AS1	0.66	0.301051658732924
VPS9D1-AS1	0.66	0.443792163924379
WAC-AS1	0.66	0.461168340814191
WASIR1	0.66	0.738554065907555
WASIR2	0.66	0.738554065907555
WDR86-AS1	0.66	0.665190594139456
WEE2-AS1	0.66	0.607773109465807
WT1-AS	0.66	0.591106024887973
WWC2-AS2	0.66	0.507512899691128
WWTR1-AS1	0.66	0.724054347322903
XIST	0.66	0.855420846547151
ZBED5-AS1	0.66	0.519846331468885
ZBTB11-AS1	0.66	0.464357751502277
ZBTB20-AS1	0.66	0.429418879937986
ZBTB46-AS1	0.66	0.256074113821833
ZEB1-AS1	0.66	0.433044849900795
ZFAS1	0.66	0.592021219163225
ZMIZ1-AS1	0.66	0.605536332416238
ZNF213-AS1	0.66	0.687069147801099
ZNF252P-AS1	0.66	0.627119147614511
ZNF295-AS1	0.66	0.378759543860261
ZNF503-AS1	0.66	0.634694410429735
ZNF503-AS2	0.66	0.392012249522191
ZNF571-AS1	0.66	0.520630575109259
ZNF667-AS1	0.66	0.393147286568707
ZNF674-AS1	0.66	0.471699621705879
ZNF790-AS1	0.66	0.543593552662993
ZRANB2-AS1	0.66	0.369612371270951
ZSCAN16-AS1	0.66	0.531883621908363
ZSWIM8-AS1	0.66	0.548783466129162
A1BG-AS1	0.67	0.309874737027044
A2M-AS1	0.67	0.549703396074908
ACTA2-AS1	0.67	0.578991292200666
ACVR2B-AS1	0.67	0.449047101848991
ADARB2-AS1	0.67	0.519272108107619
ADD3-AS1	0.67	0.582193987493716
ADIRF-AS1	0.67	0.467923008707727
ADORA2A-AS1	0.67	0.491411245774268
AFAP1-AS1	0.67	0.495466684640278
AGAP11	0.67	0.46666463003671
AGAP2-AS1	0.67	0.382092840483255
AGPAT4-IT1	0.67	0.573384342794843
ALDH1L1-AS2	0.67	0.488408431289335
ALKBH3-AS1	0.67	0.46325589413121
ALMS1-IT1	0.67	0.554063288387486
ANKRD44-IT1	0.67	0.682794086851861
APTR	0.67	0.462989358225204
ARHGAP22-IT1	0.67	0.608286270226682
ARHGAP26-AS1	0.67	0.323674568898917
ARHGAP5-AS1	0.67	0.322181989144576
ARMC2-AS1	0.67	0.451464427253322
ARRDC3-AS1	0.67	0.698191931646973
ASAP1-IT2	0.67	0.530970893253175
ASB16-AS1	0.67	0.681223917920948
ASH1L-AS1	0.67	0.631664856786214
ASMTL-AS1	0.67	0.623593220745277
ATP11A-AS1	0.67	0.288463208804182
ATP1A1-AS1	0.67	0.698752281986418
ATP6V0E2-AS1	0.67	0.289661041073645
BANCR	0.67	0.473090689512276
BCAR4	0.67	0.523561717364238
BCDIN3D-AS1	0.67	0.487334912617039
BGLT3	0.67	0.458952921539291
C10orf71-AS1	0.67	0.408695875865548
C18orf15	0.67	0.62727778418868
C1QTNF1-AS1	0.67	0.424815829740991
C1RL-AS1	0.67	0.411857698170388
C21orf91-OT1	0.67	0.49504085954878
C5orf64	0.67	0.445456632437607
C8orf17	0.67	0.623840780465758
C9orf163	0.67	0.404811335870258
CACNA1G-AS1	0.67	0.704233720134813
CADM3-AS1	0.67	0.393278913752478
CAHM	0.67	0.528779653900197
CASC11	0.67	0.517997683149097
CASC15	0.67	0.274626752152542
CASC16	0.67	0.470932207650711
CASC17	0.67	0.462819737577369
CATIP-AS1	0.67	0.55194901431728
CBR3-AS1	0.67	0.562225948028096
CCDC13-AS1	0.67	0.542247613837205
CCNT2-AS1	0.67	0.458630749848894
CD81-AS1	0.67	0.32771391861385
CECR3	0.67	0.725637856897591
CELF2-AS1	0.67	0.532585896333449
CFLAR-AS1	0.67	0.623408248865427
CHL1-AS2	0.67	0.510852401191379
CHRM3-AS2	0.67	0.577927891728239
CIRBP-AS1	0.67	0.579774097301768
CKMT2-AS1	0.67	0.506973543107841
CLIP1-AS1	0.67	0.459722564401594
CLRN1-AS1	0.67	0.441582916268606
CLSTN2-AS1	0.67	0.357537768377349
CNTFR-AS1	0.67	0.484558015025293
COL18A1-AS1	0.67	0.363145035722086
COLCA1	0.67	0.518729582902673
CPS1-IT1	0.67	0.489863945842431
CRNDE	0.67	0.545588475517316
CSMD2-AS1	0.67	0.389948585548147
CSNK1G2-AS1	0.67	0.501651896204632
CTBP1-AS	0.67	0.385947907824748
CTC-338M12.4	0.67	0.540033478455566
CYP1B1-AS1	0.67	0.643282166979375
D21S2088E	0.67	0.541318179747527
DACT3-AS1	0.67	0.333933507092854
DANCR	0.67	0.397966162183787
DAPK1-IT1	0.67	0.467615716355646
DBET	0.67	0.34806545377433
DBH-AS1	0.67	0.679867142733166
DDC-AS1	0.67	0.346336235695526
DGCR11	0.67	0.617604955778106
DGCR5	0.67	0.390986890275714
DHRS4-AS1	0.67	0.568100787673748
DIAPH2-AS1	0.67	0.604658814051785
DIAPH3-AS1	0.67	0.406917805927853
DICER1-AS1	0.67	0.515548542452496
DIO2-AS1	0.67	0.537844983882979
DIO3OS	0.67	0.358638423313907
DKFZP434A062	0.67	0.356822747458235
DLEU2	0.67	0.654855361343634
DLEU7-AS1	0.67	0.593154518500958
DLG3-AS1	0.67	0.494207640174372
DLG5-AS1	0.67	0.406907594055324
DLGAP1-AS1	0.67	0.496825326486566
DLGAP1-AS2	0.67	0.7495440133698
DLGAP2-AS1	0.67	0.603530085405746
DLX6-AS1	0.67	0.404404272126107
DNAH17-AS1	0.67	0.541000665163981
DNAJC27-AS1	0.67	0.427288168393457
DNAJC9-AS1	0.67	0.527616981749821
DPP10-AS1	0.67	0.540753353928213
DPP10-AS3	0.67	0.404937262376598
DSCAM-AS1	0.67	0.54526601763785
DSCR10	0.67	0.639234225293155
DSCR9	0.67	0.411283913456516
EDNRB-AS1	0.67	0.50890198199029
EGFLAM-AS2	0.67	0.547450248954502
EGOT	0.67	0.378770497437842
EIF1B-AS1	0.67	0.355945337394708
ELFN1-AS1	0.67	0.428470820285173
ELOVL2-AS1	0.67	0.724437723593052
ENO1-AS1	0.67	0.599222291984994
ENTPD1-AS1	0.67	0.566016720528581
ENTPD3-AS1	0.67	0.595937526072483
EPB41L4A-AS1	0.67	0.491326051872967
EPHA1-AS1	0.67	0.674825232681722
EPHA5-AS1	0.67	0.48998922400965
EPN2-AS1	0.67	0.364880041070393
ERC2-IT1	0.67	0.48007538852921
ERICH3-AS1	0.67	0.388756224157499
EXTL3-AS1	0.67	0.38540480623649
FAM138A	0.67	0.579258307083787
FAM138B	0.67	0.579258307083787
FAM138C	0.67	0.579258307083787
FAM138D	0.67	0.579258307083787
FAM138E	0.67	0.579258307083787
FAM138F	0.67	0.579258307083787
FAM13A-AS1	0.67	0.599592487734208
FAM170B-AS1	0.67	0.418741802101986
FAM182A	0.67	0.328560029990706
FAM215A	0.67	0.492651893911002
FAM223A	0.67	0.539901667175464
FAM223B	0.67	0.554223097077797
FAM224A	0.67	0.507627032628691
FAM224B	0.67	0.515153035631641
FAM225A	0.67	0.301045222294855
FAM225B	0.67	0.301045222294855
FAM230B	0.67	0.548133518090744
FAM27C	0.67	0.344515466562824
FAM41AY1	0.67	0.458662399935219
FAM41AY2	0.67	0.458662399935219
FAM53B-AS1	0.67	0.577821061059084
FAM66B	0.67	0.398676881831863
FAM66D	0.67	0.354159247598383
FAM83C-AS1	0.67	0.52647249435026
FAM87A	0.67	0.526939604957061
FAM87B	0.67	0.526939604957061
FAM95B1	0.67	0.292078460942184
FAM99B	0.67	0.434352176150062
FBXL19-AS1	0.67	0.453118050300794
FENDRR	0.67	0.306948300724051
FGD5-AS1	0.67	0.721688476626252
FGF10-AS1	0.67	0.560675296254828
FGF13-AS1	0.67	0.600736940263834
FGF14-IT1	0.67	0.359838844899315
FIRRE	0.67	0.735275353800942
FLJ12825	0.67	0.580389912356785
FLJ13224	0.67	0.528616293518446
FLJ16779	0.67	0.615632562132045
FLJ20021	0.67	0.428485031906283
FLJ30679	0.67	0.457432162604339
FLJ40288	0.67	0.422599493176207
FLNB-AS1	0.67	0.44978376299239
FOXD2-AS1	0.67	0.526505556092903
FOXD3-AS1	0.67	0.378903885743936
FOXN3-AS1	0.67	0.400749510831966
FOXN3-AS2	0.67	0.454055054064297
FOXP1-AS1	0.67	0.555205455855692
FRMD6-AS1	0.67	0.438627471725976
FTX	0.67	0.673717390499668
FUT8-AS1	0.67	0.556007743644812
FZD10-AS1	0.67	0.55654833175229
GABPB1-AS1	0.67	0.667517210651809
GAS5	0.67	0.479993590982786
GAS5-AS1	0.67	0.47563031114018
GAS6-AS1	0.67	0.412403585619769
GATA3-AS1	0.67	0.456672779507731
GATA6-AS1	0.67	0.814523592735816
GHET1	0.67	0.511136903238953
GHRLOS	0.67	0.425339690314773
GK-AS1	0.67	0.408681691494206
GLIDR	0.67	0.396213241657413
GLIS3-AS1	0.67	0.465277113771057
GLYCTK-AS1	0.67	0.618735990506835
GNA14-AS1	0.67	0.336621593214829
GRIK1-AS1	0.67	0.345840148532512
GSN-AS1	0.67	0.507601237721918
GTF3C2-AS1	0.67	0.47583775887571
H19	0.67	0.520023507365279
HAGLROS	0.67	0.46239894502598
HAR1A	0.67	0.528249061438444
HCCAT5	0.67	0.318853467041677
HCG11	0.67	0.442998479807916
HCG18	0.67	0.570887761946349
HCG9	0.67	0.403466402249538
HCP5	0.67	0.417968099449112
HCP5B	0.67	0.428396250039834
HEIH	0.67	0.644605884407092
HHIP-AS1	0.67	0.630926700277406
HLA-F-AS1	0.67	0.484128465941336
HMMR-AS1	0.67	0.64630445370473
HOTAIRM1	0.67	0.548233089265632
HOXA-AS2	0.67	0.406235833799204
HOXA-AS3	0.67	0.437772443142008
HOXA10-AS	0.67	0.385709790749228
HOXA11-AS	0.67	0.441347790143407
HOXB-AS1	0.67	0.574578137289948
HOXB-AS3	0.67	0.622842492860281
HOXC-AS3	0.67	0.463662619905322
HOXD-AS2	0.67	0.685419183276088
HPYR1	0.67	0.540914145795614
HYMAI	0.67	0.587433804410286
IDH1-AS1	0.67	0.389150454014249
IDI2-AS1	0.67	0.51113548801348
IGF2-AS	0.67	0.356717186592188
IL12A-AS1	0.67	0.459914525382282
IL21R-AS1	0.67	0.362390060785126
INE1	0.67	0.427017448603682
INTS6-AS1	0.67	0.656483517013384
IPO9-AS1	0.67	0.443344648818736
IQCF5-AS1	0.67	0.372650856130629
IQCH-AS1	0.67	0.594706926542143
IQCJ-SCHIP1-AS1	0.67	0.396849440816915
ITGA9-AS1	0.67	0.436294324784619
ITGB2-AS1	0.67	0.39752705485464
ITPK1-AS1	0.67	0.668000301989787
ITPKB-IT1	0.67	0.39968638146593
JAKMIP2-AS1	0.67	0.554335213901567
JARID2-AS1	0.67	0.39329783933872
JMJD1C-AS1	0.67	0.469866408861478
JPX	0.67	0.53374028275406
KANSL1-AS1	0.67	0.538106040183638
KCNIP2-AS1	0.67	0.618785295107524
KCNQ1-AS1	0.67	0.664779114389733
KCNQ1DN	0.67	0.33590162330716
KCNQ1OT1	0.67	0.633107426384925
KIAA1614-AS1	0.67	0.377293261908503
KIF25-AS1	0.67	0.310868675237609
KIF9-AS1	0.67	0.547096303066465
KIRREL3-AS3	0.67	0.630917767050026
KLF3-AS1	0.67	0.59416311654902
KMT2E-AS1	0.67	0.583598606018457
KRBOX1-AS1	0.67	0.527297525264176
KRTAP5-AS1	0.67	0.787847832209745
LAMA5-AS1	0.67	0.400537702324209
LAMTOR5-AS1	0.67	0.457416619110405
LBX1-AS1	0.67	0.354385247784749
LBX2-AS1	0.67	0.626750000803954
LDLRAD4-AS1	0.67	0.480942988621927
LEF1-AS1	0.67	0.584083131164422
LGALS8-AS1	0.67	0.406428191911034
LHFPL3-AS2	0.67	0.451943744828583
LIMD1-AS1	0.67	0.684752232543136
LINC-PINT	0.67	0.596165442440136
LINC00028	0.67	0.361600303485204
LINC00029	0.67	0.499196839674715
LINC00092	0.67	0.426725453286754
LINC00106	0.67	0.477089298837177
LINC00112	0.67	0.415325377601709
LINC00115	0.67	0.671454509916161
LINC00158	0.67	0.533380244509922
LINC00163	0.67	0.414605425481646
LINC00165	0.67	0.435159466641156
LINC00173	0.67	0.720027821360439
LINC00174	0.67	0.626974698204594
LINC00184	0.67	0.361259477938847
LINC00205	0.67	0.519981207113738
LINC00208	0.67	0.582662420221924
