ccl_name	master_ccl_id	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	growth_mode	culture_media	media_composition	snp_fp_status
SNUC4	1133	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNUC5	1134	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
SW1116	1152	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW1417	1155	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW1463	1156	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW403		large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
SW48	1162	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW620	1166	large_intestine	carcinoma	adenocarcinoma	adherent	L15001	"L15, 10% FBS"	SNP-matched-reference
SW837		large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
SW948	1170	large_intestine	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
T84	1176	large_intestine	carcinoma	adenocarcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
HEP3B217	365	liver	carcinoma	hepatocellular_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
HEPG2	366	liver	carcinoma	hepatocellular_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HLF	374	liver	carcinoma	hepatocellular_carcinoma	adherent	DMEM009	"DMEM, 5% FBS"	SNP-matched-reference
HUH1	457	liver	carcinoma	hepatocellular_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HUH6	459	liver		hepatoblastoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
JHH1	486	liver	carcinoma	hepatocellular_carcinoma	adherent	WILLIAMSE001	"William's E, 10% FBS"	SNP-matched-reference
JHH2	487	liver	carcinoma	hepatocellular_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
JHH4	488	liver	carcinoma	hepatocellular_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
JHH5	489	liver	carcinoma	hepatocellular_carcinoma	adherent	WILLIAMSE001	"William's E, 10% FBS"	SNP-matched-reference
JHH6	490	liver	carcinoma	hepatocellular_carcinoma	adherent	WILLIAMSE001	"William's E, 10% FBS"	SNP-matched-reference
LI7	601	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PLCPRF5	950	liver	carcinoma	hepatocellular_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
SKHEP1	1036	liver	carcinoma	adenocarcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
SNU182	1091	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU387	1100	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU398	1101	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU423	1104	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU449	1105	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU475	1108	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU761	1122	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU878	1127	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU886	1128	liver	carcinoma	hepatocellular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
A549	35	lung	carcinoma	non_small_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
BEN	60	lung	carcinoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
CAL12T	112	lung	carcinoma	non_small_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
CALU1	122	lung	carcinoma	squamous_cell_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
CALU3	123	lung	carcinoma	adenocarcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
CALU6	124	lung	carcinoma	undifferentiated_carcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
CHAGOK1	141	lung	carcinoma		adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
COLO668	158	lung	carcinoma	small_cell_carcinoma	adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL105	174	lung	carcinoma	adenocarcinoma	adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL279	178	lung	carcinoma	small_cell_carcinoma	suspension	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL47	180	lung	carcinoma	small_cell_carcinoma	suspension	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL51	181	lung	carcinoma	small_cell_carcinoma	suspension	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL88	182	lung	carcinoma	small_cell_carcinoma	suspension	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
CORL95	183	lung	carcinoma	small_cell_carcinoma	adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
DMS114	215	lung	carcinoma	small_cell_carcinoma	adherent	WAYMOUTH002	"Waymouth's MB 752/1, 10% FBS"	SNP-matched-reference
DMS273	217	lung	carcinoma	small_cell_carcinoma	adherent	WAYMOUTH001	"Waymouth's MB 752/1, 10% heat-inactivated FBS, 2 mM L-glutamine"	SNP-matched-reference
DMS454	218	lung	carcinoma	small_cell_carcinoma	adherent	WAYMOUTH002	"Waymouth's MB 752/1, 10% FBS"	SNP-not-tested
DMS53	219	lung	carcinoma	small_cell_carcinoma	adherent	WAYMOUTH002	"Waymouth's MB 752/1, 10% FBS"	SNP-matched-reference
DMS79	220	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
DV90	227	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
EBC1	230	lung	carcinoma	squamous_cell_carcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
EPLC272H	246	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
HARA	293	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC1171	296	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC1195	298	lung	carcinoma	mixed_adenosquamous_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
HCC1438	303	lung	carcinoma	large_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
HCC15	304	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC1588	307	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC1833	310	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
HCC2108	316	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
HCC2279	319	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC2935	324	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC33	326	lung	carcinoma	small_cell_carcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
HCC366	328	lung	carcinoma	mixed_adenosquamous_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
HCC4006	331	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC44	332	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC78	339	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC827	340	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HCC95	342	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
IALM	469	lung	carcinoma	large_cell_carcinoma	adherent	HAMSF10001	"HamsF10, 10% FBS"	SNP-not-tested
KNS62	558	lung	carcinoma	squamous_cell_carcinoma	adherent	EMEM005	"EMEM, 20% FBS"	SNP-matched-reference
LC1F	597	lung	carcinoma	squamous_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LC1SQSF	598	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LCLC103H	599	lung	carcinoma	large_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LCLC97TM1	600	lung	carcinoma	large_cell_carcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-not-tested
LK2	602	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LOUNH91	621	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
LU65	633	lung	carcinoma	non_small_cell_carcinoma	mixed	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LU99	634	lung	carcinoma	large_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LUDLU1	635	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LXF289	636	lung	carcinoma	adenocarcinoma	adherent	HAMSF10001	"HamsF10, 10% FBS"	SNP-matched-reference
MORCPR	703	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1092	155385	lung	carcinoma	small_cell_carcinoma	suspension	RPMI004	"RPMI, 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH1105	155387	lung	carcinoma	small_cell_carcinoma	suspension	RPMI014	"RPMI, 15% FBS"	SNP-matched-reference
NCIH1155	155388	lung	carcinoma	large_cell_carcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-unconfirmed
NCIH1184	155390	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1299	155395	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1339	155399	lung	carcinoma	small_cell_carcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
NCIH1341	155400	lung	carcinoma	small_cell_carcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH1355	155401	lung	carcinoma	adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH1373	155402	lung	carcinoma	adenocarcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
NCIH1385	155404	lung	carcinoma	squamous_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1395	127978	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1435	155407	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH146	155292	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1563	155421	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1568	155422	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1573	155424	lung	carcinoma	adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH1581	155425	lung	carcinoma	large_cell_carcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
NCIH1623	155431	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1650	155434	lung	carcinoma	bronchioloalveolar_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1651	155435	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1666	127983	lung	carcinoma	bronchioloalveolar_adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-unconfirmed
NCIH1693	155439	lung	carcinoma	adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-unconfirmed
NCIH1694	155440	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1703	155441	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1734	155445	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH1755	127984	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH1781		lung	carcinoma	bronchioloalveolar_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
NCIH1792	155450	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1793	155451	lung	carcinoma	non_small_cell_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH1838	155455	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH1869	155456	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1915	155463	lung	carcinoma	large_cell_carcinoma	adherent	RPMI011	"RPMI, 10% FBS, 10 mM HEPES, 1 mM sodium pyruvate, 4.5 g/L glucose, 1.5 g/l sodium bicarbonate"	SNP-matched-reference
NCIH1944	155467	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH196	155294	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH1975	127985	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2009	155476	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2023	155477	lung	carcinoma	adenocarcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2029	155479	lung	carcinoma	small_cell_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2030	155480	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2081	155487	lung	carcinoma	small_cell_carcinoma	suspension	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2085	155488	lung	carcinoma	adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH2087	127988	lung	carcinoma	adenocarcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH209	127989	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH2106	155491	lung	carcinoma	non_small_cell_carcinoma	suspension	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
NCIH211	155295	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH2110	155493	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2122	127990	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2126	155494	lung	carcinoma	adenocarcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2141	155496	lung	carcinoma	small_cell_carcinoma	suspension	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2170	155498	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2171	155499	lung	carcinoma	small_cell_carcinoma	suspension	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2172	155500	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2196	155502	lung	carcinoma	small_cell_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2228	155505	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH226	155297	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2286	155510	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2291	155511	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH23	127991	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2342	155513	lung	carcinoma	adenocarcinoma	adherent	RPMI004	"RPMI, 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH2405	155518	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2444	155519	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH292	290	lung	carcinoma	mucoepidermoid_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH322	155305	lung	carcinoma	adenocarcinoma	adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
NCIH358	127997	lung	carcinoma	bronchioloalveolar_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH441	127999	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH446	128000	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH460	128001	lung	carcinoma	large_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH510	155322	lung	carcinoma	small_cell_carcinoma	suspension	F12K001	"F12K, 10% FBS"	SNP-matched-reference
NCIH520	155324	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH522	155325	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH524	155326	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH526	155327	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH596		lung	carcinoma	mixed_adenosquamous_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
NCIH647	155339	lung	carcinoma	mixed_adenosquamous_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH650	155340	lung	carcinoma	bronchioloalveolar_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH661	128005	lung	carcinoma	large_cell_carcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
NCIH69	128006	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH727	155352	lung	carcinoid_endocrine_tumor		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH810	155362	lung	carcinoma	large_cell_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH838	155365	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH841	155366	lung	carcinoma	small_cell_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
NCIH854		lung	carcinoma	adenocarcinoma	suspension	RPMI001	"RPMI, 10% FBS"	
NCIH889	155371	lung	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PC14	931	lung	carcinoma	non_small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RERFLCAD1	967	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
RERFLCAD2	968	lung	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RERFLCAI	969	lung	carcinoma	squamous_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
RERFLCMS	971	lung	carcinoma	non_small_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
SBC5	1005	lung	carcinoma	small_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-not-tested
SCLC21H	1011	lung	carcinoma	small_cell_carcinoma	suspension	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
SHP77	1026	lung	carcinoma	small_cell_carcinoma	mixed	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SKLU1	1038	lung	carcinoma	adenocarcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
SKMES1	1048	lung	carcinoma	squamous_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
SQ1	1135	lung	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
SW1271	1153	lung	carcinoma	small_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW1573	1157	lung	carcinoma	squamous_cell_carcinoma	adherent	L15001	"L15, 10% FBS"	SNP-matched-reference
T3M10	1173	lung	carcinoma	large_cell_carcinoma	adherent	HAMSF12001	"HamsF12, 10% FBS"	SNP-matched-reference
VMRCLCD	1251	lung	carcinoma	adenocarcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
COLO680N	162	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
ECGI10	233	oesophagus	carcinoma		adherent	HAMSF12001	"HamsF12, 10% FBS"	SNP-matched-reference
KYSE140	580	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KYSE150	581	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMIF12001	"RPMI:F12 (1:1), 10% FBS"	SNP-matched-reference
KYSE180	582	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KYSE30	584	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMIF12001	"RPMI:F12 (1:1), 10% FBS"	SNP-matched-reference
KYSE410	585	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KYSE450	586	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMIF12001	"RPMI:F12 (1:1), 10% FBS"	SNP-matched-reference
KYSE510	587	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KYSE520	588	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KYSE70	589	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OE19	894	oesophagus	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OE33	896	oesophagus		metaplasia	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE1	1184	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE10	1185	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
