,TCGA-3C-AAAU-01,TCGA-3C-AALI-01,TCGA-3C-AALJ-01,TCGA-3C-AALK-01,TCGA-4H-AAAK-01
ADAM20,0,0,0,0,0
ADAM23,0,0,0,0,0
ADAM22,0,0,0,0,0
ADAM29,0,0,0,0,0
ADAM28,0,0,0,0,0
SPDYE2B,0,0,0,0,0
BVR1,0,0,0,0,0
MPSL1,0,0,0,0,0
TMSB15A,0,0,0,0,0
PTPRG-AS1,0,0,0,0,0
PAIP1P1,0,0,0,0,0
MMEL2,0,0,0,0,0
MMEL1,0,0,0,0,0
TTF2,0,0,0,0,0
TTF1,0,0,0,0,0
ADMLY,0,0,0,0,0
ADMLX,0,0,0,0,0
ZNF544,0,0,0,0,0
KRTAP8-1,0,0,0,0,0
M6P2,0,0,0,0,0
CBR4,0,0,0,0,0
CBR1,0,1,0,0,0
MTRNR2L12,0,0,0,0,0
CBR3,0,0,0,0,0
MTRNR2L10,0,0,0,0,0
TRIM51CP,0,0,0,0,0
ANXA1,0,0,0,0,0
ANXA3,0,0,0,0,0
ANXA2,0,0,0,0,0
ANXA5,0,0,0,0,0
ANXA4,0,0,0,0,0
ANXA7,0,0,0,0,0
ANXA6,0,0,0,0,0
ANXA9,0,0,0,0,0
ANXA8,0,0,0,0,0
AC027612.6,0,0,0,0,0
MEST,0,0,0,0,0
POU5F1,0,0,0,0,0
SASS6,0,0,0,0,0
POU5F2,0,0,0,0,0
ZNF541,0,0,0,0,0
ZNF818P,0,0,0,0,0
PUS7,0,0,0,0,0
COL12A1,0,0,0,0,0
KCNQ5-IT1,0,0,0,0,0
HEPACAM,0,0,0,0,0
M6PR,0,0,0,0,0
SSX6,0,0,0,0,0
SSX7,0,0,0,0,0
SSX4,0,0,0,0,0
SSX5,0,0,0,0,0
SSX2,0,0,0,0,0
SSX3,0,0,0,0,0
USH2A,0,0,0,0,0
SSX1,0,0,0,0,0
MRGBP,0,0,0,0,0
SSX8,0,0,0,0,0
SSX9,0,0,0,0,0
TRNAL28,0,0,0,0,0
CYP4Z2P,0,0,0,0,0
MDS2,0,0,0,0,0
MDS1,0,0,0,0,0
RN7SL233P,0,0,0,0,0
CPT2,0,0,0,0,0
PYGB,0,0,0,0,0
NDFIP2-AS1,0,0,0,0,0
PYGL,0,0,0,0,0
PYGM,0,0,0,0,0
PFAS,0,0,0,0,0
RNU5F-7P,0,0,0,0,0
TRNAL26,0,0,0,0,0
BAMBI,0,0,0,0,0
RN7SL306P,0,0,0,0,0
TRAF3IP2-AS2,0,0,0,0,0
PMS1,0,0,0,0,0
PMS2,0,1,0,0,0
ATXN7L3B,0,0,0,0,0
OSER1,0,0,0,0,0
MST1R,0,0,0,0,0
SDR16C6P,0,0,0,0,0
MST1L,0,0,0,0,0
HUNK,0,0,0,0,0
GRIP1,0,0,0,0,0
GRIP2,0,0,0,0,0
SLC19A2,0,0,0,0,0
SLC19A3,0,0,0,0,0
SLC19A1,0,0,0,0,0
IGHVIV-44-1,0,0,0,0,0
ERBA2,0,0,0,0,0
ERBA1,0,0,0,0,0
TRGC1,0,0,0,0,0
MIS12,0,0,0,0,0
TRGC2,0,0,0,0,0
MTND6P1,0,0,0,0,0
CPETRL2,0,0,0,0,0
MED12L,0,0,0,0,0
RN7SL581P,0,0,0,0,0
NXF4,0,0,0,0,0
NXF5,0,0,0,0,0
NXF1,0,0,0,0,0
NXF2,0,0,0,0,0
MSK18,0,0,0,0,0
FAF1,0,0,0,0,0
PGM5,0,0,0,0,0
FAF2,0,0,0,0,0
PGM1,0,0,0,0,0
PGM2,0,0,0,0,0
PGM3,0,0,0,0,0
SBK2,0,0,0,0,0
COL6A4P2,0,0,0,0,0
COL6A4P1,0,0,0,0,0
SBK1,0,0,0,0,0
RNA5SP355,0,0,0,0,0
MIR5571,0,0,0,0,0
MIR5572,0,0,0,0,0
CDC27,0,0,0,0,0
CDC26,0,0,0,0,0
RNA5SP357,0,0,0,0,0
CDC23,0,0,0,0,0
HOXD13,0,0,0,0,0
HOXD10,0,0,0,0,0
CDC20,1,0,0,0,0
SHBG,0,0,0,0,0
RN7SL866P,0,0,0,0,0
FAM150A,0,0,0,0,0
STRADB,0,0,0,0,0
FAM150B,0,0,0,0,0
LIN54,0,0,0,0,0
LIN52,0,0,0,0,0
NMOR1,0,0,0,0,0
TMEM256P1,0,0,0,0,0
ZNF425,0,0,0,0,0
RPL35A,0,0,0,0,0
LINC00587,0,0,0,0,0
LINC00581,0,0,0,0,0
LINC00582,0,0,0,0,0
LINC00583,0,0,0,0,0
LINC00588,0,0,0,0,0
LINC00589,0,0,0,0,0
SPDYE8P,0,0,0,0,0
GCN1L1,0,0,0,0,0
PPP1R12A,0,0,0,0,0
PPP1R12B,0,0,0,0,0
PPP1R12C,0,0,0,0,0
RP11-178C3.2,0,0,0,0,0
RP11-178C3.1,0,0,0,0,0
RN7SL654P,0,0,0,0,0
GEMIN8P4,0,0,0,0,0
TRNAE22,0,0,0,0,0
PGPEP1L,0,0,0,0,0
STAG3L4,0,0,0,0,0
STAG3L3,0,0,0,0,0
GEMIN8P1,0,0,0,0,0
GEMIN8P2,0,0,0,0,0
GEMIN8P3,0,0,0,0,0
SLIL3,0,0,0,0,0
SLIL2,0,0,0,0,0
SLIL1,0,0,0,0,0
BCAP31,0,0,0,0,0
VPS35,0,0,0,0,0
VPS36,0,0,0,0,0
VPS39,0,0,0,0,0
RN7SKP29,0,0,0,0,0
RN7SKP28,0,0,0,0,0
TAS2R41,0,0,0,0,0
TAS2R40,0,0,0,0,0
TAS2R47,0,0,0,0,0
TAS2R46,0,0,0,0,0
TAS2R45,0,0,0,0,0
TAS2R44,0,0,0,0,0
RN7SKP21,0,0,0,0,0
RN7SKP20,0,0,0,0,0
RN7SKP23,0,0,0,0,0
RN7SKP22,0,0,0,0,0
RN7SKP25,0,0,0,0,0
RN7SKP24,0,0,0,0,0
RN7SKP27,0,0,0,0,0
RN7SKP26,0,0,0,0,0
KCTD3,0,0,0,0,0
KCTD2,0,0,0,0,0
KCTD1,0,0,0,0,0
OR2AK1P,0,0,0,0,0
KCTD7,0,0,0,0,0
KCTD6,0,0,0,0,0
KCTD5,0,0,0,0,0
KCTD4,0,0,0,0,0
HIVE1,0,0,0,0,0
KCTD8,0,0,0,0,0
MIR27A,0,0,0,0,0
MIR27B,0,0,0,0,0
SDHDP6,0,0,0,0,0
XXbac-BPG308K3.6,0,0,0,0,0
GLTSCR1L,0,0,0,0,0
RNY4P19,0,0,0,0,0
RNY4P18,0,0,0,0,0
RNY4P15,0,0,0,0,0
RNY4P14,0,0,0,0,0
DNM1DN14@,0,0,0,0,0
RNY4P16,0,0,0,0,0
RNY4P11,0,0,0,0,0
RNY4P10,0,0,0,0,0
RNY4P13,0,0,0,0,0
RNY4P12,0,0,0,0,0
PXK,0,0,0,0,0
SLC38A10,0,0,0,0,0
TRBV27,0,0,0,0,0
PXN,0,0,0,0,0
CEP95,0,0,0,0,0
PXE,0,0,0,0,0
ESF1,0,0,0,0,0
DLEU7-AS1,0,0,0,0,0
RN7SL101P,0,0,0,0,0
RPL15P17,0,0,0,0,0
FRA1C,0,0,0,0,0
RPL15P15,0,0,0,0,0
BRAP,0,0,0,0,0
RPL15P13,0,0,0,0,0
RPL15P12,0,0,0,0,0
RPL15P11,0,0,0,0,0
MIR660,0,0,0,0,0
RPL15P18,0,0,0,0,0
EJM2,0,0,0,0,0
NEDD4L,0,0,0,0,0
UPF3A,0,0,0,0,0
EJM1,0,0,0,0,0
GBD3,0,0,0,0,0
BRAF,0,0,0,0,0
UAP1L1,0,0,0,0,0
XXbac-BPG170G13.32,0,0,0,0,0
IFITM10,0,0,0,0,0
FRA1F,0,0,0,0,0
UBL5,0,0,0,0,0
MIR664,0,0,0,0,0
TRNAT19,0,0,0,0,0
TRNAT18,0,0,0,0,0
TRNAT17,0,0,0,0,0
TRNAT16,0,0,0,0,0
TRNAT15,0,0,0,0,0
MIR665,0,0,0,0,0
TRNAT13,0,0,0,0,0
TRNAT12,0,0,0,0,0
TRNAT11,0,0,0,0,0
TRNAT10,0,0,0,0,0
STK19,0,0,0,0,0
RNU4-26P,0,0,0,0,0
MIR668,0,0,0,0,0
RPL36AP25,0,0,0,0,0
RPL36AP24,0,0,0,0,0
RPL36AP27,0,0,0,0,0
RPL36AP26,0,0,0,0,0
RPL36AP21,0,0,0,0,0
NTNG1,0,0,0,0,0
HCFC2P1,0,0,0,0,0
UBL2,0,0,0,0,0
RPL36AP29,0,0,0,0,0
RPL36AP28,0,0,0,0,0
RN7SL190P,0,0,0,0,0
THY1,0,0,0,0,0
MRPL2P1,0,0,0,0,0
STK10,0,0,0,0,0
STK11,0,0,0,0,0
OPN1SW,0,0,0,0,0
MIR137HG,0,0,0,0,0
RNU4ATAC11P,0,0,0,0,0
TRAF3IP1,0,0,0,0,0
ANGPTL7,0,0,0,0,0
ANGPTL6,0,0,0,0,0
ANGPTL5,0,0,0,0,0
OBSCN-IT1,0,0,0,0,0
ANGPTL3,0,0,0,0,0
ANGPTL2,0,0,0,0,0
ANGPTL1,0,0,0,0,0
OR4A7P,0,0,0,0,0
MMP14,0,0,0,0,0
MMP15,0,0,0,0,0
MMP16,0,0,0,0,0
MMP17,0,0,0,0,0
MMP10,0,0,0,0,0
MMP11,0,0,0,0,0
MMP12,0,0,0,0,0
MMP13,0,0,0,0,0
RNU4-48P,0,0,0,0,0
MMP18,0,0,0,0,0
MMP19,0,0,0,0,0
RUVBL1-AS1,0,0,0,0,0
SMIM2-IT1,0,0,0,0,0
MIR2861,0,0,0,0,0
MIRN768,0,0,0,0,0
RP3-510D11.1,0,0,0,0,0
SPAG5-AS1,0,0,0,0,0
CDAN1,0,0,0,0,0
HCP5P13,0,0,0,0,0
CDAN3,0,0,0,0,0
CDAN2,0,0,0,0,0
KCNK18,0,0,0,0,0
HCP5P15,0,0,0,0,0
KCNK16,0,0,0,0,0
KCNK17,0,0,0,0,0
KCNK14,0,0,0,0,0
KCNK15,0,0,0,0,0
KCNK12,0,0,0,0,0
KCNK13,0,0,0,0,0
KCNK10,0,0,0,0,0
KCNK11,0,0,0,0,0
MMACHC,0,0,0,0,0
FAM199X,0,0,0,0,0
C14orf184,0,0,0,0,0
SPRR1,0,0,0,0,0
C14orf181,0,0,0,0,0
C14orf180,0,0,0,0,0
C14orf183,0,0,0,0,0
C14orf182,0,0,0,0,0
ZNF886P,0,0,0,0,0
TCN1,0,0,0,0,0
RN7SL350P,0,0,0,0,0
KRT8P15,0,0,0,0,0
KRT8P14,0,0,0,0,0
KRT8P17,0,0,0,0,0
KRT8P16,0,0,0,0,0
KRT8P11,0,0,0,0,0
KRT8P10,0,0,0,0,0
KRT8P13,0,0,0,0,0
KRT8P12,0,0,0,0,0
TRNAN5,0,0,0,0,0
KRT8P19,0,0,0,0,0
KRT8P18,0,0,0,0,0
RN7SL733P,0,0,0,0,0
TMPRSS11CP,0,0,0,0,0
REREP1Y,0,0,0,0,0
GPRC5D,0,0,0,0,0
TSC4,0,0,0,0,0
GPRC5A,0,0,0,0,0
TSC3,0,0,0,0,0
GPRC5C,0,0,0,0,0
GPRC5B,0,0,0,0,0
SCLT1,0,0,0,0,0
H3F2,0,0,0,0,0
ALG1L,0,0,0,0,0
RPL38P1,0,0,0,0,0
ZNF33AP1,0,0,0,0,0
CPOX,0,0,0,0,0
RN7SL708P,0,0,0,0,0
ALG10,0,0,0,0,0
ALG11,0,0,0,0,0
ALG12,0,0,0,0,0
ALG13,0,0,0,0,0
ALG14,0,0,0,0,0
OR9G3P,0,0,0,0,0
RIOK3,0,0,0,0,0
RIOK1,0,0,0,0,0
SIX3-AS1,0,0,0,0,0
BANF1,0,0,0,0,0
BANF2,0,0,0,0,0
KLHL7-AS1,0,0,0,0,0
ZNF259P1,0,0,0,0,0
AHSP,0,0,0,0,0
AHSG,0,0,0,0,0
HMGB3P8,0,0,0,0,0
STEAP3-AS1,0,0,0,0,0
RN7SL606P,0,0,0,0,0
SHISA4,0,0,0,0,0
OR9P2P,0,0,0,0,0
SHISA5,0,0,0,0,0
RN7SL478P,0,0,0,0,0
TMEM211,0,0,0,0,0
TMEM210,0,0,0,0,0
RNF126P1,0,0,0,0,0
WIPI1,0,0,0,0,0
TMEM215,0,0,0,0,0
TMEM214,0,0,0,0,0
KRT40,0,0,0,0,0
IL37,0,0,0,0,0
IL34,0,0,0,0,0
IL32,0,0,0,0,0
IL33,0,0,0,0,0
IL31,0,0,0,0,0
RPS20P21,0,0,0,0,0
NKPD1,0,0,0,0,0
ORCTL2,0,0,0,0,0
HMBOX1,0,0,0,0,0
COX14,0,0,0,0,0
OR4C1P,0,0,0,0,0
RPIAP1,0,0,0,0,0
RPS20P20,0,0,0,0,0
CAMK2N2,0,0,0,0,0
CAMK2N1,0,0,0,0,0
DAD1P1,0,0,0,0,0
MTRNR2L13,0,0,0,0,0
RHPN1-AS1,0,0,0,0,0
RPS3P6,0,0,0,0,0
RPS3P7,0,0,0,0,0
RPS3P4,0,0,0,0,0
RPS3P5,0,0,0,0,0
RPS3P2,0,0,0,0,0
MTRNR2L11,0,0,0,0,0
RPS3P1,0,0,0,0,0
CTGLF9P,0,0,0,0,0
VDAC3P1,0,0,0,0,0
HYOU1,0,0,0,0,0
PABY,0,0,0,0,0
PABX,0,0,0,0,0
GTSF1L,0,1,0,0,0
SPRL6B,0,0,0,0,0
DDH1,0,0,0,0,0
DDH2,0,0,0,0,0
RP11-296O14.3,0,0,0,0,0
TRIM60P5Y,0,0,0,0,0
AMACR,0,0,0,0,0
RPS20P25,0,0,0,0,0
AZU1,0,0,0,0,0
OR10AE2P,0,0,0,0,0
SAYSD1,0,0,0,0,0
SLC22A9,0,0,0,0,0
GAPDHP26,0,0,0,0,0
ERAP2,0,0,0,0,0
ERAP1,0,0,0,0,0
GAPDHP25,0,0,0,0,0
GAPDHP22,0,0,0,0,0
GAPDHP23,0,0,0,0,0
GAPDHP20,0,0,0,0,0
GAPDHP21,0,0,0,0,0
RNU7-178P,0,0,0,0,0
NMRK2,0,0,0,0,0
GAPDHP28,0,0,0,0,0
GAPDHP29,0,0,0,0,0
RN7SL578P,0,0,0,0,0
PLA2G1B,0,0,0,0,0
DDX58,0,0,0,0,0
DDX59,0,0,0,0,0
DDX52,0,0,0,0,0
DDX53,0,0,0,0,0
DDX50,0,0,0,0,0
DDX51,0,0,0,0,0
DDX56,0,0,0,0,0
ZNF166,0,0,0,0,0
DDX54,0,0,0,0,0
GATS,0,0,0,0,0
GATM,0,0,0,0,0
IGHV4-34,0,0,0,0,0
GATC,0,0,0,0,0
RPS20P29,0,0,0,0,0
MIR3180-4,0,0,0,0,0
MIR3180-5,0,0,0,0,0
MIR3180-2,0,0,0,0,0
MIR3180-3,0,0,0,0,0
MIR3180-1,0,0,0,0,0
OR4F11P,0,0,0,0,0
DNAH2,0,0,0,0,0
EGLN2,0,0,0,0,0
EGLN1,0,0,0,0,0
DNAH1,0,0,0,0,0
DNAH6,0,0,0,0,0
DNAH7,0,0,0,0,0
TP53BP2,0,0,0,0,0
DNAH5,0,0,0,0,0
DNAH8,0,0,0,0,0
DNAH9,0,0,0,0,0
VNN2-AS1,0,0,0,0,0
RP11-211G3.3,0,0,0,0,0
MIMT1,0,0,0,0,0
IFRG15,0,0,0,0,0
GPR17,0,0,0,0,0
TPM4,0,0,0,0,0
GPR16,0,0,0,0,0
HSD17B10,0,0,0,0,0
LAG2,0,0,0,0,0
LAG3,0,0,0,0,0
RN7SL97P,0,0,0,0,0
CYP4F60P,0,0,0,0,0
GPR11,0,0,0,0,0
TET1P1,0,0,0,0,0
TRGJ1,0,0,0,0,0
OR8K1,0,0,0,0,0
OR8K3,0,0,0,0,0
OR8K5,0,0,0,0,0
TGFBRE,0,0,0,0,0
GNB5,0,0,0,0,0
GNB4,0,0,0,0,0
GNB1,0,0,0,0,0
GNB3,0,0,0,0,0
GNB2,0,0,0,0,0
OPN1LW,0,0,0,0,0
RP11-638F5.1,0,0,0,0,0
FOXB2,0,0,0,0,0
CR3A,0,0,0,0,0
PARD3B,0,0,0,0,0
CECR5-AS1,0,0,0,0,0
CKAP2L,0,0,0,0,0
CDCP1,0,0,0,0,0
OR7E52P,0,0,0,0,0
IGKV2-23,0,0,0,0,0
ETFB,0,0,0,0,0
IGKV2-26,0,0,0,0,0
GTF2A1,0,0,0,0,0
GTF2A2,0,0,0,0,0
YBX1P9,0,0,0,0,0
YBX1P6,0,0,0,0,0
YBX1P7,0,0,0,0,0
IGKV2-28,0,0,0,0,0
IGKV2-29,0,0,0,0,0
IL18BP,0,0,0,0,0
YBX1P3,0,0,0,0,0
YBX1P1,0,0,0,0,0
UBTFL5,0,0,0,0,0
AC002472.1,0,0,0,0,0
UBTFL7,0,0,0,0,0
THAP3,0,0,0,0,0
RPE,0,0,0,0,0
DGAT2L7P,0,0,0,0,0
WNT9B,0,0,0,0,0
RP1,0,1,0,0,0
RP3,0,0,0,0,0
ATPSB,0,0,0,0,0
RP5,0,0,0,0,0
RP4,0,0,0,0,0
RP7,0,0,0,0,0
RP6,0,0,0,0,0
RP9,0,0,0,0,0
UBTFL2,0,0,0,0,0
DUTP2,0,0,0,0,0
BCMS,0,0,0,0,0
DUTP1,0,0,0,0,0
DUTP6,0,0,0,0,0
DUTP7,0,0,0,0,0
DUTP4,0,0,0,0,0
DUTP5,0,0,0,0,0
DUTP8,0,0,0,0,0
CALD1,0,0,0,0,0
OR1F2P,0,0,0,0,0
NUP62CL,0,0,0,0,0
CSTF1,0,0,0,0,0
CSTF3,0,0,0,0,0
CSTF2,0,0,0,0,0
BPTF,0,0,0,0,0
UPK1A-AS1,0,0,0,0,0
HM13-IT1,0,0,0,0,0
SYMPK,0,0,0,0,0
TNMD,0,0,0,0,0
USH2C,0,0,0,0,0
USH2B,0,0,0,0,0
SOX30,0,0,0,0,0
RN7SL804P,0,0,0,0,0
SERPINC1,0,0,0,0,0
CLN7,0,0,0,0,0
CLN6,0,0,0,0,0
CLN5,0,0,0,0,0
CLN4,0,0,0,0,0
CLN3,0,0,0,0,0
IGKJ5,0,0,0,0,0
MIR519A1,0,0,0,0,0
MIR519A2,0,0,0,0,0
CLN9,0,0,0,0,0
CLN8,0,0,0,0,0
IGKJ@,0,0,0,0,0
SNORA19,0,0,0,0,0
SNORA18,0,0,0,0,0
SVILP1,0,0,0,0,0
SNORA15,0,0,0,0,0
SNORA17,0,0,0,0,0
CLNK,0,0,0,0,0
C2orf31,0,0,0,0,0
ACSM2B,0,0,0,0,0
SNORA12,0,0,0,0,0
RP5-1182A14.5,0,0,0,0,0
MARCKSP1,0,0,0,0,0
GCSAML,0,0,0,0,0
MRXS11,0,0,0,0,0
MRXS10,0,0,0,0,0
OR51I1,0,0,0,0,0
OR51I2,0,0,0,0,0
MFI2-AS1,0,0,0,0,0
RBX1,0,0,0,0,0
VN1R67P,0,0,0,0,0
CTAG,0,0,0,0,0
HRAS,0,0,0,0,0
LINC01119,0,0,0,0,0
RN7SL559P,0,0,0,0,0
CDYL2,0,0,0,0,0
CLRN1-AS1,0,0,0,0,0
TRAPPC6A,0,0,0,0,0
KRTAP9-8,0,0,0,0,0
KRTAP9-9,0,0,0,0,0
KRTAP9-1,0,0,0,0,0
KRTAP9-2,0,0,0,0,0
KRTAP9-3,0,0,0,0,0
KRTAP9-4,0,0,0,0,0
KRTAP9-6,0,0,0,0,0
KRTAP9-7,0,0,0,0,0
FAR1-IT1,0,0,0,0,0
SNORD113@,0,0,0,0,0
JMJD1C,0,0,0,0,0
TCD,0,0,0,0,0
KCND3-AS1,0,0,0,0,0
RP11-347C12.2,0,0,0,0,0
OR52I2,0,0,0,0,0
OR52I1,0,0,0,0,0
PRSS52P,0,0,0,0,0
DTNBP1,0,0,0,0,0
KIAA0226L,0,0,0,0,0
SMARCE1P1,0,0,0,0,0
CDC14C,0,0,0,0,0
CDC14B,0,0,0,0,0
CDC14A,0,0,0,0,0
GPR179,0,1,0,0,0
DAGK1,0,0,0,0,0
DAGK2,0,0,0,0,0
DAGK3,0,0,0,0,0
GPR171,0,0,0,0,0
GPR173,0,0,0,0,0
ADT,0,0,0,0,0
GPR174,0,0,0,0,0
GPR176,0,0,0,0,0
MEIOB,0,0,0,0,0
SH3YL1,0,0,0,0,0
CD49B,0,0,0,0,0
RPL19P14,0,0,0,0,0
SNX25P1,0,0,0,0,0
RPL32P32,0,0,0,0,0
RNU6-389P,0,0,0,0,0
UBA52P1,0,0,0,0,0
RNY5,0,0,0,0,0
RNY4,0,0,0,0,0
CEACAM20,0,0,0,0,0
CEACAM21,0,0,0,0,0
RNY1,0,0,0,0,0
CSTF3-AS1,0,0,0,0,0
SS18L2,0,0,0,0,0
SS18L1,0,0,0,0,0
PSPC1-AS1,0,0,0,0,0
UBA52P2,0,0,0,0,0
UCHL5,0,0,0,0,0
UCHL1,0,0,0,0,0
UBA52P3,0,0,0,0,0
UCHL3,0,0,0,0,0
UCHL2,0,0,0,0,0
HIST1H2APS6,0,0,0,0,0
RP11-81H3.2,0,0,0,0,0
HIST1H2APS4,0,0,0,0,0
HIST1H2APS5,0,0,0,0,0
HIST1H2APS2,0,0,0,0,0
HIST1H2APS3,0,0,0,0,0
HIST1H2APS1,0,0,0,0,0
RARRES2,0,0,0,0,0
RARRES3,0,0,0,0,0
RARRES1,0,0,0,0,0
PIRC86,0,0,0,0,0
PIRC87,0,0,0,0,0
PIRC84,0,0,0,0,0
PIRC85,0,0,0,0,0
PIRC82,0,0,0,0,0
PIRC83,0,0,0,0,0
PIRC80,0,0,0,0,0
PIRC81,0,0,0,0,0
ZNF408,0,0,0,0,0
ZNF409,0,0,0,0,0
ARPC5L,0,0,0,0,0
MIR548D1,0,0,0,0,0
PIRC88,0,0,0,0,0
MIR548D2,0,0,0,0,0
RP11-204M4.2,0,0,0,0,0
FAM96AP2,0,0,0,0,0
FAM96AP1,0,0,0,0,0
PRELID1,0,0,0,0,0
PRELID2,0,0,0,0,0
EYCL1,0,0,0,0,0
EYCL2,0,0,0,0,0
EYCL3,0,0,0,0,0
RNU6-980P,0,0,0,0,0
FAM171B,0,1,0,0,0
PDB6,0,0,0,0,0
PDB4,0,0,0,0,0
PDB5,0,0,0,0,0
PDB2,0,0,0,0,0
PDB3,0,0,0,0,0
PDB1,0,0,0,0,0
HTR4-IT1,0,0,0,0,0
RNU4-81P,0,0,0,0,0
PNPT1P1,0,0,0,0,0
PNPT1P2,0,0,0,0,0
TOB1-AS1,0,0,0,0,0
KIAA0247,0,0,0,0,0
LLCDL3,0,0,0,0,0
LLCDL2,0,0,0,0,0
LLCDL1,0,0,0,0,0
FRMPD2P1,0,0,0,0,0
GAMTP1,0,0,0,0,0
FRMPD2P2,0,0,0,0,0
ARHGEF7-AS2,0,0,0,0,0
PPP6R3,0,0,0,0,0
ARHGEF7-AS1,0,0,0,0,0
EFCAB7,0,0,0,0,0
GAMTP2,0,0,0,0,0
TRNAN28,0,0,0,0,0
TRNAN29,0,0,0,0,0
TRNAN24,0,0,0,0,0
TRNAN25,0,0,0,0,0
TRNAN26,0,0,0,0,0
TRNAN27,0,0,0,0,0
TRNAN20,0,0,0,0,0
TRNAN21,0,0,0,0,0
TRNAN22,0,0,0,0,0
TRNAN23,0,0,0,0,0
ASLN,0,0,0,0,0
RN7SL216P,0,0,0,0,0
OR5I1,0,0,0,0,0
SETD1A,0,0,0,0,0
SETD1B,0,0,0,0,0
IGHVIII-47-1,0,0,0,0,0
TLX1NB,0,0,0,0,0
TCEB1P13,0,0,0,0,0
LINC00621,0,0,0,0,0
LINC00620,0,0,0,0,0
LINC00623,0,0,0,0,0
LINC00622,0,0,0,0,0
LINC00624,0,0,0,0,0
LINC00626,0,0,0,0,0
LINC00629,0,0,0,0,0
LINC00628,0,0,0,0,0
OR7D1P,0,0,0,0,0
KAT6A,0,0,0,0,0
SIAE,0,0,0,0,0
MIR3940,0,0,0,0,0
RPL39P42,0,0,0,0,0
RPL39P40,0,0,0,0,0
RPL39P41,0,0,0,0,0
TESPA1,0,0,0,0,0
TOR1B,0,0,0,0,0
VMD1,0,0,0,0,0
IBD9,0,0,0,0,0
IBD8,0,0,0,0,0
IBD3,0,0,0,0,0
IBD2,0,0,0,0,0
IBD5,0,0,0,0,0
IBD4,0,0,0,0,0
IBD7,0,0,0,0,0
IBD6,0,0,0,0,0
FRA5G,0,0,0,0,0
FRA5F,0,0,0,0,0
FRA5E,0,0,0,0,0
FRA5D,0,0,0,0,0
FRA5C,0,0,0,0,0
FRA5B,0,0,0,0,0
FRA5A,0,0,0,0,0
TRAV38-2DV8,0,0,0,0,0
PXDN,0,0,0,0,0
RP11-468E2.6,0,0,0,0,0
DMD-AS3,0,0,0,0,0
DMD-AS2,0,0,0,0,0
DMD-AS1,0,0,0,0,0
CCDC34P1,0,0,0,0,0
EXOGP1,0,0,0,0,0
LANCL2,0,0,0,0,0
LANCL3,0,0,0,0,0
LANCL1,0,0,0,0,0
NPEPPS,0,0,0,0,0
AL139147.1,0,0,0,0,0
RAB7B,0,0,0,0,0
RAB7A,0,0,0,0,0
GNPNAT1,0,0,0,0,0
EFEMP1,0,0,0,0,0
EFEMP2,0,0,0,0,0
LUC7L3P1,0,0,0,0,0
ILF2P1,0,0,0,0,0
ILF2P2,0,0,0,0,0
TSPY9P,0,0,0,0,0
PFIC2,0,0,0,0,0
PFIC1,0,0,0,0,0
OR4M2,0,0,0,0,0
OR4M1,0,0,0,0,0
SCTR,0,0,0,0,0
WNT5B,0,0,0,0,0
WNT5A,0,0,0,0,0
YY1P1,0,0,0,0,0
OR11K1P,0,0,0,0,0
HNRNPH1,0,0,0,0,0
HNRNPH3,0,0,0,0,0
HNRNPH2,0,0,0,0,0
MIR891A,0,0,0,0,0
MIR891B,0,0,0,0,0
RBM11,0,0,0,0,0
RPS27P23,0,0,0,0,0
RNU7-19P,0,0,0,0,0
RUSC1-AS1,0,0,0,0,0
OR5AN2P,0,0,0,0,0
IGHD4OR15-4B,0,0,0,0,0
IGHD4OR15-4A,0,0,0,0,0
OXER1,0,0,0,0,0
HNRNPUL2,0,1,0,0,0
HNRNPUL1,0,0,0,0,0
SNRPGP3,0,0,0,0,0
DPH6,0,0,0,0,0
ANKRD20A16P,0,0,0,0,0
STOML3,0,0,0,0,0
PAIP2,0,0,0,0,0
PAIP1,0,0,0,0,0
COL12A1L,0,0,0,0,0
SIGLEC12,0,0,0,0,0
RNU4-38P,0,0,0,0,0
RPL7AP68,0,0,0,0,0
AKR1CL1,0,0,0,0,0
FOXG1,0,0,0,0,0
DCAF13,0,0,0,0,0
DCAF12,0,0,0,0,0
DCAF11,0,0,0,0,0
DCAF10,0,0,0,0,0
DCAF17,0,0,0,0,0
DCAF16,0,0,0,0,0
DCAF15,0,0,0,0,0
PAPSS1,0,0,0,0,0
TXN,0,0,0,0,0
PAPSS2,0,0,0,0,0
TXK,0,0,0,0,0
SLC8A1-AS1,0,0,0,0,0
NUTMHP,0,0,0,0,0
PLXN2,0,0,0,0,0
PLXN1,0,0,0,0,0
WARS2,0,0,0,0,0
PLXN6,0,0,0,0,0
PLXN5,0,0,0,0,0
PLXN4,0,0,0,0,0
SPDYE7P,0,0,0,0,0
TRMT10A,0,0,0,0,0
TRMT10C,0,0,0,0,0
RPL7AP61,0,0,0,0,0
SLC35E1,0,0,0,0,0
SLC35E2,0,0,0,0,0
SLC35E3,0,0,0,0,0
SLC35E4,0,0,0,0,0
RPL7AP64,0,0,0,0,0
SIGLEC11,0,0,0,0,0
RPL7AP65,0,0,0,0,0
FAM90A21P,0,0,0,0,0
RP11-304M2.6,0,0,0,0,0
RP11-304M2.3,0,0,0,0,0
MIR4771-1,0,0,0,0,0
MIR4771-2,0,0,0,0,0
