Gene stable ID	Gene name	Mouse gene name	Mouse gene stable ID	Mouse homology type
ENSG00000133937	GSC	Gsc	ENSMUSG00000021095	ortholog_one2one
ENSG00000100095	SEZ6L	Sez6l	ENSMUSG00000058153	ortholog_one2one
ENSG00000183723	CMTM4	Cmtm4	ENSMUSG00000096188	ortholog_one2one
ENSG00000134548	SPX	Spx	ENSMUSG00000071112	ortholog_one2one
ENSG00000099326	MZF1	Mzf1	ENSMUSG00000030380	ortholog_one2one
ENSG00000203805	PLPP4	Plpp4	ENSMUSG00000070366	ortholog_one2one
ENSG00000122304	PRM2	Prm2	ENSMUSG00000038015	ortholog_one2one
ENSG00000275832	ARHGAP23	Arhgap23	ENSMUSG00000049807	ortholog_one2one
ENSG00000159307	SCUBE1	Scube1	ENSMUSG00000016763	ortholog_one2one
ENSG00000197928	ZNF677	Gm28363	ENSMUSG00000100265	ortholog_one2one
ENSG00000162992	NEUROD1	Neurod1	ENSMUSG00000034701	ortholog_one2one
ENSG00000120526	NUDCD1	Nudcd1	ENSMUSG00000038736	ortholog_one2one
ENSG00000170291	ELP5	Elp5	ENSMUSG00000018565	ortholog_one2one
ENSG00000104320	NBN	Nbn	ENSMUSG00000028224	ortholog_one2one
ENSG00000186910	SERPINA11	Serpina11	ENSMUSG00000063232	ortholog_one2one
ENSG00000101928	MOSPD1	Mospd1	ENSMUSG00000023074	ortholog_one2one
ENSG00000148300	REXO4	Rexo4	ENSMUSG00000052406	ortholog_one2one
ENSG00000078804	TP53INP2	Trp53inp2	ENSMUSG00000038375	ortholog_one2one
ENSG00000081923	ATP8B1	Atp8b1	ENSMUSG00000039529	ortholog_one2one
ENSG00000158955	WNT9B	Wnt9b	ENSMUSG00000018486	ortholog_one2one
ENSG00000196396	PTPN1	Ptpn1	ENSMUSG00000027540	ortholog_one2one
ENSG00000177692	DNAJC28	Dnajc28	ENSMUSG00000039763	ortholog_one2one
ENSG00000106992	AK1	Ak1	ENSMUSG00000026817	ortholog_one2one
ENSG00000151466	SCLT1	Sclt1	ENSMUSG00000059834	ortholog_one2one
ENSG00000125245	GPR18	Gpr18	ENSMUSG00000050350	ortholog_one2one
ENSG00000112186	CAP2	Cap2	ENSMUSG00000021373	ortholog_one2one
ENSG00000109445	ZNF330	Zfp330	ENSMUSG00000031711	ortholog_one2one
ENSG00000122378	PRXL2A	Fam213a	ENSMUSG00000021792	ortholog_one2one
ENSG00000100092	SH3BP1	Sh3bp1	ENSMUSG00000022436	ortholog_one2one
ENSG00000173826	KCNH6	Kcnh6	ENSMUSG00000001901	ortholog_one2one
ENSG00000170190	SLC16A5	Slc16a5	ENSMUSG00000045775	ortholog_one2one
ENSG00000132541	RIDA	Rida	ENSMUSG00000022323	ortholog_one2one
ENSG00000064205	WISP2	Wisp2	ENSMUSG00000027656	ortholog_one2one
ENSG00000043355	ZIC2	Zic2	ENSMUSG00000061524	ortholog_one2one
ENSG00000161904	LEMD2	Lemd2	ENSMUSG00000044857	ortholog_one2one
ENSG00000144021	CIAO1	Ciao1	ENSMUSG00000003662	ortholog_one2one
ENSG00000143013	LMO4	Lmo4	ENSMUSG00000028266	ortholog_one2one
ENSG00000160401	CFAP157	Cfap157	ENSMUSG00000038987	ortholog_one2one
ENSG00000160404	TOR2A	Tor2a	ENSMUSG00000009563	ortholog_one2one
ENSG00000104921	FCER2	Fcer2a	ENSMUSG00000005540	ortholog_one2one
ENSG00000280094	OR1B1	Olfr362	ENSMUSG00000075377	ortholog_one2one
ENSG00000133958	UNC79	Unc79	ENSMUSG00000021198	ortholog_one2one
ENSG00000179094	PER1	Per1	ENSMUSG00000020893	ortholog_one2one
ENSG00000102921	N4BP1	N4bp1	ENSMUSG00000031652	ortholog_one2one
ENSG00000158428	CATIP	Catip	ENSMUSG00000073650	ortholog_one2one
ENSG00000128805	ARHGAP22	Arhgap22	ENSMUSG00000063506	ortholog_one2one
ENSG00000152457	DCLRE1C	Dclre1c	ENSMUSG00000026648	ortholog_one2one
ENSG00000114573	ATP6V1A	Atp6v1a	ENSMUSG00000052459	ortholog_one2one
ENSG00000159231	CBR3	Cbr3	ENSMUSG00000022947	ortholog_one2one
ENSG00000152683	SLC30A6	Slc30a6	ENSMUSG00000024069	ortholog_one2one
ENSG00000136514	RTP4	Rtp4	ENSMUSG00000033355	ortholog_one2one
ENSG00000061656	SPAG4	Spag4	ENSMUSG00000038180	ortholog_one2one
ENSG00000121289	CEP89	Cep89	ENSMUSG00000023072	ortholog_one2one
ENSG00000167244	IGF2	Igf2	ENSMUSG00000048583	ortholog_one2one
ENSG00000101346	POFUT1	Pofut1	ENSMUSG00000046020	ortholog_one2one
ENSG00000138336	TET1	Tet1	ENSMUSG00000047146	ortholog_one2one
ENSG00000150779	TIMM8B	Timm8b	ENSMUSG00000039016	ortholog_one2one
ENSG00000118804	STBD1	Stbd1	ENSMUSG00000047963	ortholog_one2one
ENSG00000132623	ANKEF1	Ankef1	ENSMUSG00000074771	ortholog_one2one
ENSG00000140386	SCAPER	Scaper	ENSMUSG00000034007	ortholog_one2one
ENSG00000132205	EMILIN2	Emilin2	ENSMUSG00000024053	ortholog_one2one
ENSG00000106524	ANKMY2	Ankmy2	ENSMUSG00000036188	ortholog_one2one
ENSG00000127377	CRYGN	Crygn	ENSMUSG00000038135	ortholog_one2one
ENSG00000275410	HNF1B	Hnf1b	ENSMUSG00000020679	ortholog_one2one
ENSG00000128849	CGNL1	Cgnl1	ENSMUSG00000032232	ortholog_one2one
ENSG00000125656	CLPP	Clpp	ENSMUSG00000002660	ortholog_one2one
ENSG00000183397	C19orf71	4930404N11Rik	ENSMUSG00000020234	ortholog_one2one
ENSG00000124226	RNF114	Rnf114	ENSMUSG00000006418	ortholog_one2one
ENSG00000149743	TRPT1	Trpt1	ENSMUSG00000047656	ortholog_one2one
ENSG00000135736	CCDC102A	Ccdc102a	ENSMUSG00000063605	ortholog_one2one
ENSG00000107249	GLIS3	Glis3	ENSMUSG00000052942	ortholog_one2one
ENSG00000069011	PITX1	Pitx1	ENSMUSG00000021506	ortholog_one2one
ENSG00000159556	ISL2	Isl2	ENSMUSG00000032318	ortholog_one2one
ENSG00000149150	SLC43A1	Slc43a1	ENSMUSG00000027075	ortholog_one2one
ENSG00000175518	UBQLNL	Ubqlnl	ENSMUSG00000051437	ortholog_one2one
ENSG00000180974	OR52E4	Olfr677	ENSMUSG00000073914	ortholog_one2one
ENSG00000104299	INTS9	Ints9	ENSMUSG00000021975	ortholog_one2one
ENSG00000108551	RASD1	Rasd1	ENSMUSG00000049892	ortholog_one2one
ENSG00000186907	RTN4RL2	Rtn4rl2	ENSMUSG00000050896	ortholog_one2one
ENSG00000168959	GRM5	Grm5	ENSMUSG00000049583	ortholog_one2one
ENSG00000066583	ISOC1	Isoc1	ENSMUSG00000024601	ortholog_one2one
ENSG00000161328	LRRC56	Lrrc56	ENSMUSG00000038637	ortholog_one2one
ENSG00000129128	SPCS3	Spcs3	ENSMUSG00000054408	ortholog_one2one
ENSG00000178252	WDR6	Wdr6	ENSMUSG00000066357	ortholog_one2one
ENSG00000131831	RAI2	Rai2	ENSMUSG00000043518	ortholog_one2one
ENSG00000186912	P2RY4	P2ry4	ENSMUSG00000044359	ortholog_one2one
ENSG00000081014	AP4E1	Ap4e1	ENSMUSG00000001998	ortholog_one2one
ENSG00000152527	PLEKHH2	Plekhh2	ENSMUSG00000040852	ortholog_one2one
ENSG00000049247	UTS2	Uts2	ENSMUSG00000028963	ortholog_one2one
ENSG00000159648	TEPP	Tepp	ENSMUSG00000090206	ortholog_one2one
ENSG00000089063	TMEM230	Tmem230	ENSMUSG00000027341	ortholog_one2one
ENSG00000270806	C17orf50	1700020L24Rik	ENSMUSG00000035085	ortholog_one2one
ENSG00000221978	CCNL2	Ccnl2	ENSMUSG00000029068	ortholog_one2one
ENSG00000145022	TCTA	Tcta	ENSMUSG00000039461	ortholog_one2one
ENSG00000130517	PGPEP1	Pgpep1	ENSMUSG00000056204	ortholog_one2one
ENSG00000166546	BEAN1	Bean1	ENSMUSG00000031872	ortholog_one2one
ENSG00000113396	SLC27A6	Slc27a6	ENSMUSG00000024600	ortholog_one2one
ENSG00000164530	PI16	Pi16	ENSMUSG00000024011	ortholog_one2one
ENSG00000165490	DDIAS	Ddias	ENSMUSG00000030641	ortholog_one2one
ENSG00000148948	LRRC4C	Lrrc4c	ENSMUSG00000050587	ortholog_one2one
ENSG00000143952	VPS54	Vps54	ENSMUSG00000020128	ortholog_one2one
ENSG00000140795	MYLK3	Mylk3	ENSMUSG00000031698	ortholog_one2one
ENSG00000147799	ARHGAP39	Arhgap39	ENSMUSG00000033697	ortholog_one2one
ENSG00000109861	CTSC	Ctsc	ENSMUSG00000030560	ortholog_one2one
ENSG00000079308	TNS1	Tns1	ENSMUSG00000055322	ortholog_one2one
ENSG00000134461	ANKRD16	Ankrd16	ENSMUSG00000047909	ortholog_one2one
ENSG00000124237	C20orf85	1700021F07Rik	ENSMUSG00000027518	ortholog_one2one
ENSG00000138347	MYPN	Mypn	ENSMUSG00000020067	ortholog_one2one
ENSG00000114395	CYB561D2	Cyb561d2	ENSMUSG00000037190	ortholog_one2one
ENSG00000130193	THEM6	Them6	ENSMUSG00000056665	ortholog_one2one
ENSG00000141504	SAT2	Sat2	ENSMUSG00000069835	ortholog_one2one
ENSG00000178795	GDPD4	Gdpd4	ENSMUSG00000035582	ortholog_one2one
ENSG00000126233	SLURP1	Slurp1	ENSMUSG00000022596	ortholog_one2one
ENSG00000158220	ESYT3	Esyt3	ENSMUSG00000037681	ortholog_one2one
ENSG00000215018	COL28A1	Col28a1	ENSMUSG00000068794	ortholog_one2one
ENSG00000184903	IMMP2L	Immp2l	ENSMUSG00000056899	ortholog_one2one
ENSG00000154118	JPH3	Jph3	ENSMUSG00000025318	ortholog_one2one
ENSG00000114388	NPRL2	Nprl2	ENSMUSG00000010057	ortholog_one2one
ENSG00000221818	EBF2	Ebf2	ENSMUSG00000022053	ortholog_one2one
ENSG00000114302	PRKAR2A	Prkar2a	ENSMUSG00000032601	ortholog_one2one
ENSG00000099624	ATP5F1D	Atp5d	ENSMUSG00000003072	ortholog_one2one
ENSG00000180336	MEIOC	Meioc	ENSMUSG00000051455	ortholog_one2one
ENSG00000129194	SOX15	Sox15	ENSMUSG00000041287	ortholog_one2one
ENSG00000185418	TARSL2	Tarsl2	ENSMUSG00000030515	ortholog_one2one
ENSG00000141526	SLC16A3	Slc16a3	ENSMUSG00000025161	ortholog_one2one
ENSG00000187682	ERAS	Eras	ENSMUSG00000031160	ortholog_one2one
ENSG00000141551	CSNK1D	Csnk1d	ENSMUSG00000025162	ortholog_one2one
ENSG00000056097	ZFR	Zfr	ENSMUSG00000022201	ortholog_one2one
ENSG00000102109	PCSK1N	Pcsk1n	ENSMUSG00000039278	ortholog_one2one
ENSG00000152102	FAM168B	Fam168b	ENSMUSG00000037503	ortholog_one2one
ENSG00000131634	TMEM204	Tmem204	ENSMUSG00000024168	ortholog_one2one
ENSG00000089057	SLC23A2	Slc23a2	ENSMUSG00000027340	ortholog_one2one
ENSG00000065413	ANKRD44	Ankrd44	ENSMUSG00000052331	ortholog_one2one
ENSG00000100726	TELO2	Telo2	ENSMUSG00000024170	ortholog_one2one
ENSG00000278685	IQCA1L	4931409K22Rik	ENSMUSG00000038199	ortholog_one2one
ENSG00000171766	GATM	Gatm	ENSMUSG00000027199	ortholog_one2one
ENSG00000161405	IKZF3	Ikzf3	ENSMUSG00000018168	ortholog_one2one
ENSG00000054793	ATP9A	Atp9a	ENSMUSG00000027546	ortholog_one2one
ENSG00000071859	FAM50A	Fam50a	ENSMUSG00000001962	ortholog_one2one
ENSG00000134108	ARL8B	Arl8b	ENSMUSG00000030105	ortholog_one2one
ENSG00000114646	CSPG5	Cspg5	ENSMUSG00000032482	ortholog_one2one
ENSG00000085276	MECOM	Mecom	ENSMUSG00000027684	ortholog_one2one
ENSG00000181026	AEN	Aen	ENSMUSG00000030609	ortholog_one2one
ENSG00000110628	SLC22A18	Slc22a18	ENSMUSG00000000154	ortholog_one2one
ENSG00000187715	KBTBD12	Kbtbd12	ENSMUSG00000033182	ortholog_one2one
ENSG00000165233	CARD19	Card19	ENSMUSG00000037960	ortholog_one2one
ENSG00000166960	CCDC178	Ccdc178	ENSMUSG00000024306	ortholog_one2one
ENSG00000132394	EEFSEC	Eefsec	ENSMUSG00000033216	ortholog_one2one
ENSG00000187689	AMTN	Amtn	ENSMUSG00000029282	ortholog_one2one
ENSG00000134109	EDEM1	Edem1	ENSMUSG00000030104	ortholog_one2one
ENSG00000158158	CNNM4	Cnnm4	ENSMUSG00000037408	ortholog_one2one
ENSG00000130270	ATP8B3	Atp8b3	ENSMUSG00000003341	ortholog_one2one
ENSG00000058262	SEC61A1	Sec61a1	ENSMUSG00000030082	ortholog_one2one
ENSG00000177098	SCN4B	Scn4b	ENSMUSG00000046480	ortholog_one2one
ENSG00000058404	CAMK2B	Camk2b	ENSMUSG00000057897	ortholog_one2one
ENSG00000187535	IFT140	Ift140	ENSMUSG00000024169	ortholog_one2one
ENSG00000179772	FOXS1	Foxs1	ENSMUSG00000074676	ortholog_one2one
ENSG00000102606	ARHGEF7	Arhgef7	ENSMUSG00000031511	ortholog_one2one
ENSG00000135973	GPR45	Gpr45	ENSMUSG00000041907	ortholog_one2one
ENSG00000180155	LYNX1	Lynx1	ENSMUSG00000022594	ortholog_one2one
ENSG00000100055	CYTH4	Cyth4	ENSMUSG00000018008	ortholog_one2one
ENSG00000169006	NTSR2	Ntsr2	ENSMUSG00000020591	ortholog_one2one
ENSG00000171700	RGS19	Rgs19	ENSMUSG00000002458	ortholog_one2one
ENSG00000136146	MED4	Med4	ENSMUSG00000022109	ortholog_one2one
ENSG00000090402	SI	Sis	ENSMUSG00000027790	ortholog_one2one
ENSG00000141349	G6PC3	G6pc3	ENSMUSG00000034793	ortholog_one2one
ENSG00000074416	MGLL	Mgll	ENSMUSG00000033174	ortholog_one2one
ENSG00000152700	SAR1B	Sar1b	ENSMUSG00000020386	ortholog_one2one
ENSG00000129245	FXR2	Fxr2	ENSMUSG00000018765	ortholog_one2one
ENSG00000102978	POLR2C	Polr2c	ENSMUSG00000031783	ortholog_one2one
ENSG00000127586	CHTF18	Chtf18	ENSMUSG00000019214	ortholog_one2one
ENSG00000197057	DTHD1	Dthd1	ENSMUSG00000090326	ortholog_one2one
ENSG00000166377	ATP9B	Atp9b	ENSMUSG00000024566	ortholog_one2one
ENSG00000158813	EDA	Eda	ENSMUSG00000059327	ortholog_one2one
ENSG00000124383	MPHOSPH10	Mphosph10	ENSMUSG00000030521	ortholog_one2one
ENSG00000204616	TRIM31	Trim31	ENSMUSG00000058063	ortholog_one2one
ENSG00000140481	CCDC33	Ccdc33	ENSMUSG00000037716	ortholog_one2one
ENSG00000168917	SLC35G2	Slc35g2	ENSMUSG00000070287	ortholog_one2one
ENSG00000122557	HERPUD2	Herpud2	ENSMUSG00000008429	ortholog_one2one
ENSG00000137038	DMAC1	Dmac1	ENSMUSG00000028398	ortholog_one2one
ENSG00000011258	MBTD1	Mbtd1	ENSMUSG00000059474	ortholog_one2one
ENSG00000166979	EVA1C	Eva1c	ENSMUSG00000039903	ortholog_one2one
ENSG00000164749	HNF4G	Hnf4g	ENSMUSG00000017688	ortholog_one2one
ENSG00000178209	PLEC	Plec	ENSMUSG00000022565	ortholog_one2one
ENSG00000204614	TRIM40	Trim40	ENSMUSG00000073399	ortholog_one2one
ENSG00000122884	P4HA1	P4ha1	ENSMUSG00000019916	ortholog_one2one
ENSG00000104067	TJP1	Tjp1	ENSMUSG00000030516	ortholog_one2one
ENSG00000135966	TGFBRAP1	Tgfbrap1	ENSMUSG00000070939	ortholog_one2one
ENSG00000124227	ANKRD60	Ankrd60	ENSMUSG00000027517	ortholog_one2one
ENSG00000161960	EIF4A1	Eif4a1	ENSMUSG00000059796	ortholog_one2one
ENSG00000197953	AADACL2	Aadacl2	ENSMUSG00000091376	ortholog_one2one
ENSG00000167994	RAB3IL1	Rab3il1	ENSMUSG00000024663	ortholog_one2one
ENSG00000175756	AURKAIP1	Aurkaip1	ENSMUSG00000065990	ortholog_one2one
ENSG00000114771	AADAC	Aadac	ENSMUSG00000027761	ortholog_one2one
ENSG00000167536	DHRS13	Dhrs13	ENSMUSG00000020834	ortholog_one2one
ENSG00000204291	COL15A1	Col15a1	ENSMUSG00000028339	ortholog_one2one
ENSG00000113615	SEC24A	Sec24a	ENSMUSG00000036391	ortholog_one2one
ENSG00000119950	MXI1	Mxi1	ENSMUSG00000025025	ortholog_one2one
ENSG00000141030	COPS3	Cops3	ENSMUSG00000019373	ortholog_one2one
ENSG00000154122	ANKH	Ank	ENSMUSG00000022265	ortholog_one2one
ENSG00000198829	SUCNR1	Sucnr1	ENSMUSG00000027762	ortholog_one2one
ENSG00000258864	AC008575.1	Apc	ENSMUSG00000005871	ortholog_one2one
ENSG00000178695	KCTD12	Kctd12	ENSMUSG00000098557	ortholog_one2one
ENSG00000137868	STRA6	Stra6	ENSMUSG00000032327	ortholog_one2one
ENSG00000083635	NUFIP1	Nufip1	ENSMUSG00000022009	ortholog_one2one
ENSG00000167656	LY6D	Ly6d	ENSMUSG00000034634	ortholog_one2one
ENSG00000214376	VSTM5	Vstm5	ENSMUSG00000031937	ortholog_one2one
ENSG00000141456	PELP1	Pelp1	ENSMUSG00000018921	ortholog_one2one
ENSG00000126218	F10	F10	ENSMUSG00000031444	ortholog_one2one
ENSG00000185313	SCN10A	Scn10a	ENSMUSG00000034533	ortholog_one2one
ENSG00000204613	TRIM10	Trim10	ENSMUSG00000073400	ortholog_one2one
ENSG00000156886	ITGAD	Itgad	ENSMUSG00000070369	ortholog_one2one
ENSG00000127588	GNG13	Gng13	ENSMUSG00000025739	ortholog_one2one
ENSG00000157168	NRG1	Nrg1	ENSMUSG00000062991	ortholog_one2one
ENSG00000149575	SCN2B	Scn2b	ENSMUSG00000070304	ortholog_one2one
ENSG00000007376	RPUSD1	Rpusd1	ENSMUSG00000041199	ortholog_one2one
ENSG00000172421	EFCAB3	Efcab3	ENSMUSG00000020690	ortholog_one2one
ENSG00000171735	CAMTA1	Camta1	ENSMUSG00000014592	ortholog_one2one
ENSG00000179776	CDH5	Cdh5	ENSMUSG00000031871	ortholog_one2one
ENSG00000074660	SCARF1	Scarf1	ENSMUSG00000038188	ortholog_one2one
ENSG00000014257	ACPP	Acpp	ENSMUSG00000032561	ortholog_one2one
ENSG00000148655	LRMDA	Lrmda	ENSMUSG00000063458	ortholog_one2one
ENSG00000077009	NMRK2	Nmrk2	ENSMUSG00000004939	ortholog_one2one
ENSG00000125510	OPRL1	Oprl1	ENSMUSG00000027584	ortholog_one2one
ENSG00000048707	VPS13D	Vps13d	ENSMUSG00000020220	ortholog_one2one
ENSG00000183287	CCBE1	Ccbe1	ENSMUSG00000046318	ortholog_one2one
ENSG00000243444	PALM2	Palm2	ENSMUSG00000090053	ortholog_one2one
ENSG00000173473	SMARCC1	Smarcc1	ENSMUSG00000032481	ortholog_one2one
ENSG00000115657	ABCB6	Abcb6	ENSMUSG00000026198	ortholog_one2one
ENSG00000147874	HAUS6	Haus6	ENSMUSG00000038047	ortholog_one2one
ENSG00000149927	DOC2A	Doc2a	ENSMUSG00000052301	ortholog_one2one
ENSG00000181013	C17orf47	Gm11492	ENSMUSG00000090107	ortholog_one2one
ENSG00000121101	TEX14	Tex14	ENSMUSG00000010342	ortholog_one2one
ENSG00000172586	CHCHD1	Chchd1	ENSMUSG00000063787	ortholog_one2one
ENSG00000179774	ATOH7	Atoh7	ENSMUSG00000036816	ortholog_one2one
ENSG00000171695	LKAAEAR1	Lkaaear1	ENSMUSG00000045794	ortholog_one2one
ENSG00000123892	RAB38	Rab38	ENSMUSG00000030559	ortholog_one2one
ENSG00000122735	DNAI1	Dnaic1	ENSMUSG00000061322	ortholog_one2one
ENSG00000100324	TAB1	Tab1	ENSMUSG00000022414	ortholog_one2one
ENSG00000123159	GIPC1	Gipc1	ENSMUSG00000019433	ortholog_one2one
ENSG00000127804	METTL16	Mettl16	ENSMUSG00000010554	ortholog_one2one
ENSG00000275895	U2AF1L5	U2af1	ENSMUSG00000061613	ortholog_one2one
ENSG00000164362	TERT	Tert	ENSMUSG00000021611	ortholog_one2one
ENSG00000103269	RHBDL1	Rhbdl1	ENSMUSG00000025735	ortholog_one2one
ENSG00000188869	TMC3	Tmc3	ENSMUSG00000038540	ortholog_one2one
ENSG00000074603	DPP8	Dpp8	ENSMUSG00000032393	ortholog_one2one
ENSG00000186487	MYT1L	Myt1l	ENSMUSG00000061911	ortholog_one2one
ENSG00000163328	GPR155	Gpr155	ENSMUSG00000041762	ortholog_one2one
ENSG00000100056	ESS2	Ess2	ENSMUSG00000003527	ortholog_one2one
ENSG00000173166	RAPH1	Raph1	ENSMUSG00000026014	ortholog_one2one
ENSG00000149596	JPH2	Jph2	ENSMUSG00000017817	ortholog_one2one
ENSG00000151693	ASAP2	Asap2	ENSMUSG00000052632	ortholog_one2one
ENSG00000124104	SNX21	Snx21	ENSMUSG00000050373	ortholog_one2one
ENSG00000145687	SSBP2	Ssbp2	ENSMUSG00000003992	ortholog_one2one
ENSG00000265590	AP000275.2	Cfap298	ENSMUSG00000022972	ortholog_one2one
ENSG00000115392	FANCL	Fancl	ENSMUSG00000004018	ortholog_one2one
ENSG00000164970	FAM219A	Fam219a	ENSMUSG00000028439	ortholog_one2one
ENSG00000126861	OMG	Omg	ENSMUSG00000049612	ortholog_one2one
ENSG00000131477	RAMP2	Ramp2	ENSMUSG00000001240	ortholog_one2one
ENSG00000171823	FBXL14	Fbxl14	ENSMUSG00000030019	ortholog_one2one
ENSG00000111186	WNT5B	Wnt5b	ENSMUSG00000030170	ortholog_one2one
ENSG00000178522	AMBN	Ambn	ENSMUSG00000029288	ortholog_one2one
ENSG00000147160	AWAT2	Awat2	ENSMUSG00000031220	ortholog_one2one
ENSG00000162994	CLHC1	Clhc1	ENSMUSG00000020461	ortholog_one2one
ENSG00000149929	HIRIP3	Hirip3	ENSMUSG00000042606	ortholog_one2one
ENSG00000165194	PCDH19	Pcdh19	ENSMUSG00000051323	ortholog_one2one
ENSG00000104290	FZD3	Fzd3	ENSMUSG00000007989	ortholog_one2one
ENSG00000206203	TSSK2	Tssk2	ENSMUSG00000045521	ortholog_one2one
ENSG00000189401	OTUD6A	Otud6a	ENSMUSG00000051582	ortholog_one2one
ENSG00000101473	ACOT8	Acot8	ENSMUSG00000017307	ortholog_one2one
ENSG00000254999	BRK1	Brk1	ENSMUSG00000033940	ortholog_one2one
ENSG00000129214	SHBG	Shbg	ENSMUSG00000005202	ortholog_one2one
ENSG00000091262	ABCC6	Abcc6	ENSMUSG00000030834	ortholog_one2one
ENSG00000011260	UTP18	Utp18	ENSMUSG00000054079	ortholog_one2one
ENSG00000119185	ITGB1BP1	Itgb1bp1	ENSMUSG00000062352	ortholog_one2one
ENSG00000169592	INO80E	Ino80e	ENSMUSG00000030689	ortholog_one2one
ENSG00000108387	SEPT4	Sept4	ENSMUSG00000020486	ortholog_one2one
ENSG00000141391	PRELID3A	Prelid3a	ENSMUSG00000024530	ortholog_one2one
ENSG00000156471	PTDSS1	Ptdss1	ENSMUSG00000021518	ortholog_one2one
ENSG00000104388	RAB2A	Rab2a	ENSMUSG00000047187	ortholog_one2one
ENSG00000149599	DUSP15	Dusp15	ENSMUSG00000042662	ortholog_one2one
ENSG00000205208	C4orf46	4930579G24Rik	ENSMUSG00000027811	ortholog_one2one
ENSG00000149124	GLYAT	Glyat	ENSMUSG00000063683	ortholog_one2one
ENSG00000171503	ETFDH	Etfdh	ENSMUSG00000027809	ortholog_one2one
ENSG00000132002	DNAJB1	Dnajb1	ENSMUSG00000005483	ortholog_one2one
ENSG00000125454	SLC25A19	Slc25a19	ENSMUSG00000020744	ortholog_one2one
ENSG00000171791	BCL2	Bcl2	ENSMUSG00000057329	ortholog_one2one
ENSG00000000005	TNMD	Tnmd	ENSMUSG00000031250	ortholog_one2one
ENSG00000100243	CYB5R3	Cyb5r3	ENSMUSG00000018042	ortholog_one2one
ENSG00000156885	COX6A2	Cox6a2	ENSMUSG00000030785	ortholog_one2one
ENSG00000099797	TECR	Tecr	ENSMUSG00000031708	ortholog_one2one
ENSG00000167705	RILP	Rilp	ENSMUSG00000038195	ortholog_one2one
ENSG00000008869	HEATR5B	Heatr5b	ENSMUSG00000039414	ortholog_one2one
ENSG00000063515	GSC2	Gsc2	ENSMUSG00000022738	ortholog_one2one
ENSG00000125675	GRIA3	Gria3	ENSMUSG00000001986	ortholog_one2one
ENSG00000134070	IRAK2	Irak2	ENSMUSG00000060477	ortholog_one2one
ENSG00000177200	CHD9	Chd9	ENSMUSG00000056608	ortholog_one2one
ENSG00000101365	IDH3B	Idh3b	ENSMUSG00000027406	ortholog_one2one
ENSG00000096746	HNRNPH3	Hnrnph3	ENSMUSG00000020069	ortholog_one2one
ENSG00000159216	RUNX1	Runx1	ENSMUSG00000022952	ortholog_one2one
ENSG00000175155	YPEL2	Ypel2	ENSMUSG00000018427	ortholog_one2one
ENSG00000088356	PDRG1	Pdrg1	ENSMUSG00000027472	ortholog_one2one
ENSG00000183580	FBXL7	Fbxl7	ENSMUSG00000043556	ortholog_one2one
ENSG00000171497	PPID	Ppid	ENSMUSG00000027804	ortholog_one2one
ENSG00000131044	TTLL9	Ttll9	ENSMUSG00000074673	ortholog_one2one
ENSG00000164172	MOCS2	Mocs2	ENSMUSG00000015536	ortholog_one2one
ENSG00000140691	ARMC5	Armc5	ENSMUSG00000042178	ortholog_one2one
ENSG00000028116	VRK2	Vrk2	ENSMUSG00000064090	ortholog_one2one
ENSG00000069667	RORA	Rora	ENSMUSG00000032238	ortholog_one2one
ENSG00000214655	ZSWIM8	Zswim8	ENSMUSG00000021819	ortholog_one2one
ENSG00000110066	KMT5B	Kmt5b	ENSMUSG00000045098	ortholog_one2one
ENSG00000204130	RUFY2	Rufy2	ENSMUSG00000020070	ortholog_one2one
ENSG00000170837	GPR27	Gpr27	ENSMUSG00000072875	ortholog_one2one
ENSG00000039560	RAI14	Rai14	ENSMUSG00000022246	ortholog_one2one
ENSG00000107882	SUFU	Sufu	ENSMUSG00000025231	ortholog_one2one
ENSG00000109911	ELP4	Elp4	ENSMUSG00000027167	ortholog_one2one
ENSG00000007314	SCN4A	Scn4a	ENSMUSG00000001027	ortholog_one2one
ENSG00000168781	PPIP5K1	Ppip5k1	ENSMUSG00000033526	ortholog_one2one
ENSG00000124782	RREB1	Rreb1	ENSMUSG00000039087	ortholog_one2one
ENSG00000172840	PDP2	Pdp2	ENSMUSG00000048371	ortholog_one2one
ENSG00000138663	COPS4	Cops4	ENSMUSG00000035297	ortholog_one2one
ENSG00000149300	C11orf52	2310030G06Rik	ENSMUSG00000032062	ortholog_one2one
ENSG00000125733	TRIP10	Trip10	ENSMUSG00000019487	ortholog_one2one
ENSG00000119203	CPSF3	Cpsf3	ENSMUSG00000054309	ortholog_one2one
ENSG00000159363	ATP13A2	Atp13a2	ENSMUSG00000036622	ortholog_one2one
ENSG00000109846	CRYAB	Cryab	ENSMUSG00000032060	ortholog_one2one
ENSG00000138443	ABI2	Abi2	ENSMUSG00000026782	ortholog_one2one
ENSG00000136720	HS6ST1	Hs6st1	ENSMUSG00000045216	ortholog_one2one
ENSG00000136100	VPS36	Vps36	ENSMUSG00000031479	ortholog_one2one
ENSG00000124313	IQSEC2	Iqsec2	ENSMUSG00000041115	ortholog_one2one
ENSG00000126231	PROZ	Proz	ENSMUSG00000031445	ortholog_one2one
ENSG00000007168	PAFAH1B1	Pafah1b1	ENSMUSG00000020745	ortholog_one2one
